"業態","施設名称","施設所在地","施設方書","施設電話番号","許可番号","許可開始日","緯度","経度"
"店舗販売業","どらっぐぱぱす　北青山店","東京都港区北青山二丁目12番31号","イノセビル1階","03-3405-4493","3港み生薬第47号","2021/12/4","35.670168","139.714953"
"店舗販売業","薬マツモトキヨシ　青山店","東京都港区北青山三丁目12番7号","カプリース青山ビル1階","03-6418-5195","30港み生薬第5号","2018/5/9","35.663371","139.710305"
"店舗販売業","アクシスアン　青山店","東京都港区北青山三丁目15番13号","秀和北青山レジデンス502","03-5778-9880","4港み生薬第72号","2023/4/27","35.664208","139.709056"
"店舗販売業","どらっぐぱぱす　品川フロントビル店","東京都港区港南二丁目3番13号","品川フロントビル1階","03-6433-9400","2港み生薬第54号","2021/2/15","35.629068","139.744207"
"店舗販売業","くすりの一生堂","東京都港区港南二丁目7番19号","東京都中央卸売市場食肉市場内","03-5460-7868","5港み生薬第73号","2024/4/2","35.62782","139.743924"
"店舗販売業","トモズ　品川インターシティ店","東京都港区港南二丁目15番2号","品川インターシティ2階","03-5782-8889","3港み生薬第18号","2021/6/12","35.627117","139.741899"
"店舗販売業","ローソン　品川インターシティ店","東京都港区港南二丁目15番2号","品川インターシティS&R棟205","03-5461-1970","31港み生薬第50号","2019/12/25","35.626576","139.741363"
"店舗販売業","ＡＰ　ＦＯＯＤ＆ＴＩＭＥ　ＩＳＥＴＡＮ　アトレ品川店","東京都港区港南二丁目18番1号","3階","03-6433-9771","5港み生薬第30号","2023/10/19","35.629001","139.740833"
"店舗販売業","ビーイードラッグ","東京都港区芝一丁目11番16号","ニチリンビル4F","03-6453-8988","3港み生薬第35号","2021/10/4","35.650879","139.754023"
"店舗販売業","ファミリーマート南山堂第一京浜芝店","東京都港区芝二丁目14番5号","大広ビル1F","03-5765-6061","3港み生薬第28号","2021/7/12","35.650807","139.753526"
"店舗販売業","本物漢方堂","東京都港区芝四丁目5番10号","ユニゾ芝四丁目ビル8階","03-3457-1271","2港み生薬第64号","2021/4/14","35.648743","139.750956"
"店舗販売業","古岡ドラッグ","東京都港区芝四丁目6番4号","ヒロソフィー三田ビル1階",,"3港み生薬第11号","2021/7/12","35.649452","139.751343"
"店舗販売業","ココカラファイン　三田店","東京都港区芝五丁目25番11号","ヒューリック三田ビル1階","03-5439-6754","30港み生薬第102号","2019/4/1","35.647551","139.744845"
"店舗販売業","ドラッグセイムス田町西口店","東京都港区芝五丁目32番12号","シャーメゾンステージ田町1階、2階","03-6435-4070","2港み生薬第50号","2021/1/13","35.647171","139.747269"
"店舗販売業","ココカラファイン芝浦店","東京都港区芝浦一丁目2番2号","シーバンス・ア・モール1階","03-5440-6324","31港み生薬第15号","2019/6/1","35.649914","139.756485"
"店舗販売業","ローソン　芝浦シーバンス・ア・モール店","東京都港区芝浦一丁目2番2号","1階103号","03-5440-6323","2港み生薬第15号","2020/8/12","35.649914","139.756485"
"店舗販売業","薬マツモトキヨシ　ムスブ田町店","東京都港区芝浦三丁目1番21号","msb tamachi 田町ステーションタワーS 2階","03-5439-4177","30港み生薬第71号","2018/11/1","35.645424","139.749466"
"店舗販売業","ドラッグセイムス芝浦３丁目店","東京都港区芝浦三丁目2番22号",,"03-6459-4886","31港み生薬第74号","2020/3/1","35.644302","139.749614"
"店舗販売業","ウエルシア田町グランパーク店","東京都港区芝浦三丁目4番1号","グランパークB1F","03-6271-9562","4港み生薬第13号","2022/6/13","35.643577","139.745802"
"店舗販売業","ドラッグセイムス田町東口店","東京都港区芝浦三丁目13番2号","Yビル1階","03-3798-8021","31港み生薬第71号","2020/3/1","35.643161","139.749197"
"店舗販売業","ドラッグセイムス芝浦海岸通店","東京都港区芝浦四丁目13番23号","MS芝浦ビル1階","03-6459-4117","31港み生薬第73号","2020/3/1","35.640240","139.748062"
"店舗販売業","ナチュラルローソン芝浦アイランドケープ店","東京都港区芝浦四丁目19番1号","芝浦アイランドケープタワー1階","03-3455-6272","4港み生薬第12号","2022/5/25","35.637540","139.750358"
"店舗販売業","富士化学工業株式会社　東京薬店","東京都港区芝公園一丁目8番21号","芝公園リッジビル2階","03-6809-1252","4港み生薬第22号","2022/7/1","35.657700","139.751053"
"店舗販売業","ナチュラルローソン京王プレッソイン浜松町店","東京都港区芝大門一丁目1番26号","京王プレッソイン浜松町1階","03-3432-7110","2港み生薬第23号","2020/8/11","35.659210","139.752838"
"店舗販売業","スギドラッグ　芝大門店","東京都港区芝大門二丁目2番1号","ACN芝大門ビルディング1F","03-6435-7676","3港み生薬第31号","2021/7/29","35.656628","139.753387"
"店舗販売業","ローソン　芝大門二丁目店","東京都港区芝大門二丁目9番16号",,"03-3432-9550","4港み生薬第58号","2023/2/9","35.654400","139.752856"
"店舗販売業","ローソン　港白金店","東京都港区白金一丁目1番12号",,"03-6450-3280","30港み生薬第41号","2018/8/15","35.646960","139.731836"
"店舗販売業","トモズ　白金プラザ店","東京都港区白金一丁目17番2号","白金プラザB-101","03-5793-4561","3港み生薬第17号","2021/6/3","35.644257","139.734027"
"店舗販売業","ナチュラルローソン　高輪台駅前店","東京都港区白金台二丁目26番10号","グリーンオーク高輪台1階","03-5421-7963","30港み生薬第51号","2018/10/1","35.631766","139.729948"
"店舗販売業","ツルハドラッグ　白金台店","東京都港区白金台三丁目15番6号","マスレンビル1階","03-5475-1321","3港み生薬第1号","2021/5/16","35.636660","139.724079"
"店舗販売業","ココカラファイン　白金台店","東京都港区白金台四丁目3番19号",,"03-5791-9285","31港み生薬第68号","2020/3/1","35.639029","139.727802"
"店舗販売業","ミテミィドラッグ","東京都港区新橋一丁目4番5号","ヒューリックG10ビル6階","03-6263-8636","3港み生薬第78号","2022/3/9","35.667902","139.759065"
"店舗販売業","ＧＩＮＺＡ１５１ドラックストア","東京都港区新橋一丁目5番1号","ステファニー銀座中央通ビルB1","03-6264-6910","30港み生薬第85号","2018/12/26","35.667405","139.760676"
"店舗販売業","スギドラッグ　新橋駅前店","東京都港区新橋一丁目12番9号","新橋プレイス1階","03-6263-8992","30港み生薬第31号","2018/7/2","35.667649","139.758848"
"店舗販売業","ドラッグセイムス新橋日比谷口店","東京都港区新橋二丁目6番2号","新橋アイマークビル1階","03-6811-2045","3港み生薬第8号","2021/5/17","35.667648","139.756942"
"店舗販売業","薬マツモトキヨシ　新橋駅前店","東京都港区新橋二丁目7番1号","ファロシティビル1階","03-3597-8830","3港み生薬第54号","2022/1/5","35.667412","139.757660"
"店舗販売業","ミネドラッグ　新橋店","東京都港区新橋二丁目16番1号","ニュー新橋ビル112号","03-3500-1340","4港み生薬第2号","2022/5/12","35.666423","139.757358"
"店舗販売業","スギドラッグ　ニュー新橋ビル店","東京都港区新橋二丁目16番1号","ニュー新橋ビル1階","03-6550-9310","31港み生薬第25号","2019/8/16","35.666423","139.757358"
"店舗販売業","あおぞらドラッグ　新橋店","東京都港区新橋二丁目16番1号","ニュー新橋ビル3階320","03-3506-8882","3港み生薬第45号","2021/9/9","35.666423","139.757358"
"店舗販売業","トモズエキュートエディション新橋店","東京都港区新橋二丁目17番14号","グランゲート新橋","03-5537-5030","2港み生薬第25号","2020/9/9","35.667109","139.758454"
"店舗販売業","ドラッグインキムラヤ新橋日比谷口店","東京都港区新橋二丁目17番35号",,"03-3569-0200","5港み生薬第7号","2023/6/1","35.667339","139.757867"
"店舗販売業","株式会社ジェイエイワン","東京都港区新橋二丁目20番15号","新橋駅前ビル1号館313","03-6280-6322","2港み生薬第35号","2020/12/22","35.666214","139.759538"
"店舗販売業","博厚堂","東京都港区新橋四丁目7番4号","STトミタ","03-3459-8341","5港み生薬第9号","2023/6/16","35.664623","139.755402"
"店舗販売業","あいたけ化粧品店","東京都港区新橋四丁目18番3号",,"03-3433-3761","31港み生薬第42号","2019/12/25","35.664461","139.757275"
"店舗販売業","ミヤモトドラッグ　御成門店","東京都港区新橋六丁目17番15号","フロントプレイス御成門","03-6809-2271","2港み生薬第59号","2021/5/1","35.661225","139.751778"
"店舗販売業","薬マツモトキヨシ　デックス東京ビーチ店","東京都港区台場一丁目6番1号",,"03-3599-1410","3港み生薬第34号","2021/10/7","35.62921","139.775911"
"店舗販売業","ミュゼ・ド・ポゥ　アクアシティお台場店","東京都港区台場一丁目7番1号","アクアシティお台場3階","03-3599-2530","5港み生薬第1号","2023/5/22","35.627948","139.773834"
"店舗販売業","Ａｉｒ　ＢｉｃＣａｍｅｒａ　アクアシティお台場店","東京都港区台場一丁目7番1号","アクアシティお台場3階","03-5564-7111","3港み生薬第65号","2022/1/17","35.627948","139.773834"
"店舗販売業","ローソン　フジテレビ","東京都港区台場二丁目4番8号","フジテレビ本社屋1階","03-5564-5270","31港み生薬第39号","2019/11/1","35.626804","139.774457"
"店舗販売業","トモズ　白金高輪店","東京都港区高輪一丁目3番1号","プレミストタワー白金高輪1階","03-6432-5037","4港み生薬第67号","2023/3/10","35.643617","139.735347"
"店舗販売業","ドラッグストアマツモトキヨシ　白金高輪店","東京都港区高輪一丁目3番13号","NBF高輪ビル1階","03-5795-2515","4港み生薬第42号","2022/12/28","35.643965","139.735909"
"店舗販売業","ビュティ　アンド　ドラッグ　マロニエ","東京都港区高輪一丁目27番19号",,"03-3441-9656","30港み生薬第10号","2018/5/14","35.636768","139.733224"
"店舗販売業","ツルハドラッグ　高輪台店","東京都港区高輪三丁目10番1号","藤ビル1階","03-5739-1626","3港み生薬第2号","2021/5/16","35.631939","139.731234"
"店舗販売業","白金癒淹","東京都港区高輪三丁目11番1号","505号",,"3港み生薬第57号","2021/11/12","35.631077","139.730053"
"店舗販売業","ＮＥＷＤＡＹＳ＋くすり　ｅｃｕｔｅ品川店","東京都港区高輪三丁目26番27号","JR品川駅構内","03-5421-8004","4港み生薬第37号","2022/12/24","35.628773","139.738443"
"店舗販売業","薬の志村","東京都港区高輪四丁目5番10号","ランパール高輪2F",,"5港み生薬第21号","2023/11/28","35.627064","139.733170"
"店舗販売業","薬マツモトキヨシウイング高輪店","東京都港区高輪四丁目10番18号","ウイング高輪WEST2階","03-5488-6234","30港み生薬第45号","2018/10/1","35.628889","139.736667"
"店舗販売業","ミュゼ・ド・ポゥ品川プリンスホテル店","東京都港区高輪四丁目10番30号","品川プリンスホテル アネックスタワー1階","03-5793-1456","30港み生薬第33号","2018/7/11","35.628317","139.735970"
"店舗販売業","スギドラッグ　虎ノ門ヒルズ駅前店","東京都港区虎ノ門一丁目21番17号","虎ノ門NNビル1階","03-5860-9555","31港み生薬第23号","2019/7/26","35.667985","139.748478"
"店舗販売業","トモズ　虎ノ門ヒルズ森タワー店","東京都港区虎ノ門一丁目23番1号","虎ノ門ヒルズ3階","03-5860-9545","31港み生薬第37号","2019/10/31","35.666953","139.749203"
"店舗販売業","トモズ虎ノ門ヒルズステーションタワー店","東京都港区虎ノ門二丁目6番3号","虎ノ門ヒルズステーションタワー地下1F","03-6457-9629","5港み生薬第19号","2023/8/1","35.666953","139.749203"
"店舗販売業","改造社書店","東京都港区虎ノ門二丁目10番4号","THE OKURA PRESTIGE TOWER4階","03-5561-3711","31港み生薬第31号","2019/9/4","35.666911","139.743999"
"店舗販売業","どらっぐぱぱす　神谷町店","東京都港区虎ノ門三丁目17番1号","TOKYU REIT虎ノ門ビル1階","03-6435-6923","5港み生薬第20号","2023/8/15","35.664043","139.746454"
"店舗販売業","ナチュラルローソン　城山トラストタワー店","東京都港区虎ノ門四丁目3番1号","城山トラストタワー1階","03-3436-1590","30港み生薬第54号","2018/10/1","35.664640","139.743089"
"店舗販売業","トモズ　神谷町店","東京都港区虎ノ門五丁目1番5号","メトロシティ神谷町地下1階","03-5425-2977","3港み生薬第21号","2021/6/30","35.663595","139.745402"
"店舗販売業","ＤＵＣＡ　神谷町店","東京都港区虎ノ門五丁目11番13号","RICHビル1階","03-5402-1019","29港み生薬第91号","2018/6/1","35.662236","139.744676"
"店舗販売業","おび薬品","東京都港区西麻布三丁目3番3号","第6谷沢ビル 4階","03-5411-0702","30港み生薬第106号","2019/4/17","35.658054","139.727233"
"店舗販売業","ＴＯＫＹＯ　ＬＩＦＥＳＴＹＬＥ（東京生活館）　新橋店","東京都港区西新橋三丁目8番3号",,"03-6452-8848","31港み生薬第18号","2019/6/20","35.664408","139.752677"
"店舗販売業","トモズ　浜松町店","東京都港区浜松町一丁目29番6号","浜松町セントラルビル1階","03-5402-8683","3港み生薬第19号","2021/6/22","35.656912","139.756024"
"店舗販売業","ミネドラッグ浜松町クレアタワー店","東京都港区浜松町二丁目3番1号","403","03-5843-8311","2港み生薬第34号","2020/12/15","35.656067","139.755541"
"店舗販売業","どらっぐぱぱす　赤羽橋駅前店","東京都港区東麻布一丁目28番12号","VORT麻布maxim1階","03-6441-0886","3港み生薬第24号","2021/7/8","35.655181","139.743725"
"店舗販売業","くすりの福太郎　東麻布店","東京都港区東麻布三丁目10番5号","オークウッドホテル&アパートメンツ麻布1階","03-5545-5436","3港み生薬第56号","2021/11/10","35.655870","139.738853"
"店舗販売業","トモズ　汐留シティセンター店","東京都港区東新橋一丁目5番2号","汐留シティセンター地下2階","03-6215-9933","5港み生薬第11号","2023/7/16","35.665497","139.760881"
"店舗販売業","意一堂日本株式会社","東京都港区三田五丁目1番2号",,"03-6441-3750","5港み生薬第63号","2024/2/28","35.648330","139.737441"
"店舗販売業","ドラッグストア　ベリー新青山","東京都港区南青山一丁目1番1号","新青山ビル地下1階","03-5414-3444","30港み生薬第20号","2018/5/25","35.672567","139.724714"
"店舗販売業","薬のヒグチ　外苑前店","東京都港区南青山二丁目11番13号","南青山サクセスビル1階","03-3497-5122","31港み生薬第10号","2019/6/1","35.671437","139.720843"
"店舗販売業","薬マツモトキヨシ　南青山店","東京都港区南青山二丁目27番27号","丸八青山ビル1階","03-5413-4725","3港み生薬第58号","2022/2/1","35.669569","139.716811"
"店舗販売業","もりもの薬箱","東京都港区南青山三丁目8番5号","ホーク南青山3階","050-5361-1113","31港み生薬第4号","2019/5/21","35.667360","139.715661"
"店舗販売業","南青山ステラハウス","東京都港区南青山五丁目6番24号","南青山ステラハウス7F","03-5843-9169","31港み生薬第55号","2020/1/17","35.663853","139.711861"
"店舗販売業","ナチュラルローソン南麻布二丁目店","東京都港区南麻布二丁目1番9号","ASYLCOURT麻布十番1階",,"3港み生薬第71号","2022/2/16","35.649716","139.734518"
"店舗販売業","子安ドラッグストアー　広尾ガーデン店","東京都港区南麻布四丁目1番29号","広尾ガーデン1階","03-3446-4701","4港み生薬第46号","2022/12/16","35.649909","139.722641"
"店舗販売業","ウエルシア南麻布店","東京都港区南麻布五丁目1番11号","1F",,"3港み生薬第27号","2021/7/7","35.654895","139.722624"
"店舗販売業","漢方　四月一日庭","東京都港区南麻布五丁目5番7号","有栖川ヒルトップ5階","03-6450-3038","4港み生薬第20号","2022/6/8","35.653975","139.725954"
"店舗販売業","ドラッグストアー　サトウ","東京都港区元赤坂一丁目5番10号","AHC2ビル1階","03-5412-7326","30港み生薬第16号","2018/6/1","35.677444","139.733342"
"店舗販売業","漢方保和堂","東京都港区六本木三丁目4番5号","コープ野村六本木2　103室","03-5544-8483","5港み生薬第43号","2023/11/28","35.664680","139.736662"
"店舗販売業","薬店　私の救急箱","東京都港区六本木三丁目5番21号","2階","03-3586-5281","28港み生薬第76号","2016/12/7","35.663873","139.735352"
"店舗販売業","ドン・キホーテ　六本木店","東京都港区六本木三丁目14番10号","1F","0570-010-831","31港み生薬第41号","2019/12/2","35.662452","139.734692"
"店舗販売業","薬マツモトキヨシ　六本木店","東京都港区六本木六丁目1番26号",,"03-3470-6244","3港み生薬第55号","2021/12/28","35.662909","139.732074"
"店舗販売業","トモズ　六本木ヒルズ店","東京都港区六本木六丁目10番3号","六本木ヒルズウエストウォーク1階","03-5786-7717","3港み生薬第20号","2021/6/25","35.660705","139.729207"
"店舗販売業","スギドラッグ　六本木店","東京都港区六本木七丁目14番10号","誠志堂ビル1階","03-5843-1361","31港み生薬第44号","2019/11/27","35.663342","139.731853"

"医薬品販売業（店舗販売業）一覧(令和6年3月31日現在)","Ver202403",,,,,,,
