"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","的確に提供されている[人]","まあ的確に提供されている[人]","あまり的確に提供されていない[人]","的確に提供されていない[人]","わからない[人]","無回答[人]"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","居住地区別","無回答","4","0","2","0","0","2","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","持家（一戸建）","95","15","49","6","3","21","1"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","持家（マンション）","302","54","168","23","4","53","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","借家（一戸建）","7","1","1","4","1","0","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","24","88","14","1","44","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","2","17","2","0","6","1"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","6","7","2","1","2","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","3","14","0","0","3","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","2","2","1","0","1","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","その他","5","1","1","2","0","1","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","住居形態別","無回答","6","1","2","0","0","3","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","70","198","24","7","65","2"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","定住意向別","当分は住んでいたい","224","30","116","23","3","52","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","5","23","5","0","9","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","0","0","2","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","2","6","0","0","1","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","定住意向別","わからない","14","2","5","2","0","5","0"
"202003","区政全般","Q6. 区では、｢広報みなと｣や｢区公式ホームページ｣をはじめ、さまざまな方法で区政に関する情報をお伝えしています。区から必要な情報が的確に提供されていると思いますか。（１つ選択）","定住意向別","無回答","1","0","1","0","0","0","0"

"第32回港区民世論調査クロス集計表・区政全般Q6","Ver202003",,,,,,,,,,
