"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている[人]","知らない[人]","無回答[人]"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","2","16","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","1","19","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","6","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","住居形態別","その他","5","1","4","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","住居形態別","無回答","6","1","4","1"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","48","316","2"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","224","8","215","1"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","1","41","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","2","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","1","8","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","定住意向別","わからない","14","0","14","0"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期3年に当たる、平成30(2018)年度から令和2(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。（１つ選択）","定住意向別","無回答","1","0","1","0"

"第32回港区民世論調査クロス集計表・区基本計画Q10","Ver202003",,,,,,,
