項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,基礎的支出,9264,2.5,0.7,4655,3.8,6768,3.6,7848,3.2,8999,3.1,9412,2.6,13745,2.9,13369,1.5
3,選択的支出,34459,9.4,10.4,4238,3.5,8574,4.5,19020,7.8,21474,7.3,37919,10.5,50215,10.7,99380,11.2
1,その他の消費支出,58075,15.8,-5.7,13294,10.9,25087,13.3,35538,14.6,50623,17.2,69529,19.3,71022,15.2,140770,15.9
2,基礎的支出,23492,6.4,5.9,5435,4.5,12254,6.5,10861,4.5,21542,7.3,23272,6.5,23683,5.1,67019,7.6
3,選択的支出,34583,9.4,-12.3,7859,6.4,12833,6.8,24677,10.1,29082,9.9,46257,12.8,47339,10.1,73751,8.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年3月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
