項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
3,選択的支出,3736,1.2,-49.4,621,0.6,1137,0.7,1950,0.9,2012,0.8,4564,1.4,5167,1.3,10663,1.5
1,被服及び履物,12343,4,5,3685,3.3,4345,2.5,8227,3.6,11268,4.3,13372,4.2,14873,3.7,30528,4.4
2,基礎的支出,965,0.3,-3.9,231,0.2,417,0.2,1167,0.5,1054,0.4,808,0.3,1460,0.4,1608,0.2
3,選択的支出,11378,3.6,5.8,3454,3.1,3928,2.3,7060,3.1,10214,3.9,12564,3.9,13412,3.4,28920,4.2
1,保健医療,16018,5.1,9.9,5744,5.1,8261,4.8,8797,3.9,13439,5.1,16422,5.1,21622,5.4,37718,5.5
2,基礎的支出,12375,4,14.3,4919,4.4,7258,4.2,7271,3.2,11217,4.2,11357,3.6,15562,3.9,28958,4.2
3,選択的支出,3643,1.2,-2.7,825,0.7,1004,0.6,1526,0.7,2221,0.8,5065,1.6,6060,1.5,8761,1.3
1,交通・通信,35256,11.3,-22.6,9050,8.1,16325,9.5,23310,10.3,31309,11.8,38826,12.1,49228,12.4,78422,11.4
2,基礎的支出,9446,3,0.1,3833,3.4,5106,3,8533,3.8,8859,3.3,10386,3.2,13786,3.5,15531,2.3
3,選択的支出,25810,8.3,-28.5,5217,4.6,11219,6.5,14777,6.6,22450,8.5,28440,8.9,35442,8.9,62891,9.1
1,教育,8322,2.7,-8.3,251,0.2,938,0.5,2440,1.1,6698,2.5,6161,1.9,11648,2.9,30009,4.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,8322,2.7,-8.3,251,0.2,938,0.5,2440,1.1,6698,2.5,6161,1.9,11648,2.9,30009,4.4
1,教養娯楽,45963,14.7,4.2,11993,10.7,16937,9.9,27399,12.1,29612,11.2,44855,14,61867,15.6,128570,18.6
2,基礎的支出,8774,2.8,1.4,5772,5.1,7194,4.2,7992,3.5,8503,3.2,8096,2.5,10009,2.5,13814,2
3,選択的支出,37189,11.9,4.8,6220,5.5,9743,5.7,19407,8.6,21109,8,36759,11.5,51859,13.1,114756,16.6
1,その他の消費支出,53918,17.3,1.6,8183,7.3,23703,13.8,35266,15.6,40657,15.3,47272,14.8,62596,15.8,159192,23.1
2,基礎的支出,21891,7,38.5,4100,3.6,10083,5.9,11730,5.2,13775,5.2,11428,3.6,20846,5.2,81047,11.8
3,選択的支出,32027,10.3,-14.1,4083,3.6,13620,8,23536,10.4,26882,10.1,35844,11.2,41751,10.5,78145,11.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年8月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
