項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
1,光熱・水道,22738,7.2,4.1,12959,11.6,19279,11.2,20819,9.7,25705,9.8,24950,7.9,25195,6.3,30187,4.1
2,基礎的支出,22738,7.2,4.1,12959,11.6,19279,11.2,20819,9.7,25705,9.8,24950,7.9,25195,6.3,30187,4.1
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,13236,4.2,9.7,3915,3.5,5521,3.2,8205,3.8,9707,3.7,12537,4,12963,3.3,39682,5.4
2,基礎的支出,7301,2.3,-9,3093,2.8,3832,2.2,5413,2.5,6572,2.5,7630,2.4,8172,2.1,16351,2.2
3,選択的支出,5935,1.9,46.9,822,0.7,1688,1,2792,1.3,3135,1.2,4907,1.5,4792,1.2,23332,3.2
1,被服及び履物,17466,5.5,1.1,5473,4.9,5767,3.4,12023,5.6,12999,4.9,19431,6.1,24823,6.2,41640,5.7
2,基礎的支出,1622,0.5,27.6,625,0.6,538,0.3,936,0.4,1164,0.4,1800,0.6,2281,0.6,4003,0.5
3,選択的支出,15844,5,-1,4848,4.3,5229,3.1,11088,5.2,11835,4.5,17632,5.6,22543,5.7,37637,5.2
1,保健医療,11874,3.8,-21.4,4330,3.9,8621,5,11229,5.2,11077,4.2,11901,3.8,16551,4.2,19349,2.6
2,基礎的支出,8902,2.8,-14.1,3935,3.5,6427,3.7,9689,4.5,7794,3,9824,3.1,11832,3,12783,1.7
3,選択的支出,2972,0.9,-37.4,395,0.4,2194,1.3,1540,0.7,3282,1.2,2076,0.7,4719,1.2,6566,0.9
1,交通・通信,35193,11.2,11.9,6922,6.2,15274,8.9,21326,9.9,27935,10.6,34224,10.8,43443,10.9,96902,13.3
2,基礎的支出,8614,2.7,5.3,2528,2.3,6008,3.5,7378,3.4,7545,2.9,9467,3,11682,2.9,15633,2.1
3,選択的支出,26579,8.4,14.2,4394,3.9,9265,5.4,13948,6.5,20390,7.8,24757,7.8,31762,8,81270,11.1
1,教育,19161,6.1,28.8,184,0.2,2540,1.5,3791,1.8,5853,2.2,9751,3.1,14550,3.7,97105,13.3
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,19161,6.1,28.8,184,0.2,2540,1.5,3791,1.8,5853,2.2,9751,3.1,14550,3.7,97105,13.3
1,教養娯楽,43061,13.6,4.7,10186,9.1,18806,11,19121,8.9,31138,11.8,38023,12,56119,14.1,127598,17.5
2,基礎的支出,9969,3.2,11.6,5172,4.6,7209,4.2,6234,2.9,10943,4.2,9567,3,14195,3.6,16418,2.2
3,選択的支出,33091,10.5,2.8,5014,4.5,11597,6.8,12887,6,20194,7.7,28456,9,41925,10.5,111180,15.2
1,その他の消費支出,45074,14.3,-9.8,10688,9.6,20341,11.9,31756,14.8,38276,14.6,44878,14.2,61755,15.5,107485,14.7
2,基礎的支出,17554,5.6,18.3,5337,4.8,8117,4.7,9524,4.4,11092,4.2,13793,4.4,18691,4.7,56132,7.7
3,選択的支出,27520,8.7,-21.7,5350,4.8,12224,7.1,22231,10.3,27183,10.3,31085,9.8,43064,10.8,51352,7
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
