項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
3,選択的支出,5246,1.6,41,815,0.8,704,0.4,2152,1,1813,0.7,4747,1.5,11129,2.8,15278,1.8
1,被服及び履物,12590,3.8,-8.1,2808,2.6,6971,4.3,4766,2.3,9110,3.6,13418,4.3,16100,4.1,34809,4
2,基礎的支出,856,0.3,-33.4,307,0.3,476,0.3,816,0.4,527,0.2,1151,0.4,1241,0.3,1463,0.2
3,選択的支出,11735,3.6,-5.4,2501,2.3,6495,4,3950,1.9,8583,3.4,12267,3.9,14859,3.8,33346,3.8
1,保健医療,15874,4.8,-0.1,4642,4.3,6773,4.1,11415,5.5,12167,4.8,12347,3.9,23523,6,40079,4.6
2,基礎的支出,10945,3.3,-3.4,3846,3.5,5727,3.5,8528,4.1,9817,3.9,9493,3,18923,4.8,20189,2.3
3,選択的支出,4929,1.5,8.4,796,0.7,1046,0.6,2887,1.4,2351,0.9,2855,0.9,4600,1.2,19890,2.3
1,交通・通信,53323,16.2,37.3,7695,7.1,14146,8.6,21678,10.5,26272,10.3,42037,13.4,59917,15.3,200666,23.1
2,基礎的支出,8823,2.7,-7,3372,3.1,3946,2.4,5583,2.7,8063,3.2,12450,4,13351,3.4,14925,1.7
3,選択的支出,44499,13.5,51.6,4323,4,10200,6.2,16095,7.8,18209,7.1,29587,9.5,46566,11.9,185741,21.4
1,教育,17146,5.2,-39.4,1140,1,2307,1.4,4202,2,4998,2,11467,3.7,13955,3.6,81618,9.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,17146,5.2,-39.4,1140,1,2307,1.4,4202,2,4998,2,11467,3.7,13955,3.6,81618,9.4
1,教養娯楽,40419,12.2,1.2,9229,8.5,18119,11.1,19571,9.5,25434,10,39718,12.7,43890,11.2,126430,14.6
2,基礎的支出,8746,2.7,2.2,4941,4.6,6049,3.7,7307,3.5,8492,3.3,9100,2.9,8731,2.2,16550,1.9
3,選択的支出,31673,9.6,0.9,4289,3.9,12070,7.4,12265,5.9,16942,6.6,30618,9.8,35159,9,109880,12.7
1,その他の消費支出,51103,15.5,-3,9323,8.6,21383,13,31453,15.2,44423,17.4,47961,15.3,60390,15.4,142204,16.4
2,基礎的支出,16088,4.9,-19.6,5341,4.9,8055,4.9,11081,5.4,9348,3.7,11790,3.8,17916,4.6,48879,5.6
3,選択的支出,35015,10.6,7.1,3982,3.7,13328,8.1,20372,9.9,35075,13.8,36171,11.6,42474,10.8,93325,10.8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
