"年月[西暦]","調査項目","設問","事業","選択肢","回答数[件]","構成比[%]"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","中小規模事業所における省エネ取組推進支援事業（省エネルギー診断）","参加・利用したことがある","2","1.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","中小規模事業所における省エネ取組推進支援事業（省エネルギー診断）","内容は知っている","14","10.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","中小規模事業所における省エネ取組推進支援事業（省エネルギー診断）","名前は知っている","18","13.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","中小規模事業所における省エネ取組推進支援事業（省エネルギー診断）","知らない","94","70.1"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","中小規模事業所における省エネ取組推進支援事業（省エネルギー診断）","無回答","6","4.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","省エネルギー診断結果に基づく設備改修助成","参加・利用したことがある","1","0.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","省エネルギー診断結果に基づく設備改修助成","内容は知っている","12","9.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","省エネルギー診断結果に基づく設備改修助成","名前は知っている","17","12.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","省エネルギー診断結果に基づく設備改修助成","知らない","99","73.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","省エネルギー診断結果に基づく設備改修助成","無回答","5","3.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとモデル二酸化炭素固定認証制度（木材活用に関する助成金を含む）","参加・利用したことがある","1","0.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとモデル二酸化炭素固定認証制度（木材活用に関する助成金を含む）","内容は知っている","7","5.2"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとモデル二酸化炭素固定認証制度（木材活用に関する助成金を含む）","名前は知っている","18","13.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとモデル二酸化炭素固定認証制度（木材活用に関する助成金を含む）","知らない","104","77.6"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとモデル二酸化炭素固定認証制度（木材活用に関する助成金を含む）","無回答","4","3.0"

"港区の環境に関する事業者アンケート調査結果・単純集計表・区の取組Q8-1","Ver202003",,,,,
