2606,練馬区医師政治連盟,練馬区高野台２－２３－２０,139.619853,35.747019,座標系（JGD2011）,伊藤大介,能登信孝,H6.7.5,,,
2607,練馬区議会議員無所属,練馬区向山２－２８－１２,139.640887,35.741768,座標系（JGD2011）,柴伸哉,柴伸哉,H30.9.6,,,
2608,練馬区議会無所属議員団,練馬区向山３－１－３２,139.647073,35.741446,座標系（JGD2011）,井上勇一郎,井上勇一郎,H30.9.6,,,
2609,練馬区歯科医師連盟,練馬区豊玉北６－５－１３,139.652611,35.735017,座標系（JGD2011）,有福章徳,柳下道郎,S51.7.5,,,
2610,練馬区日本共産党後援会,練馬区土支田４－２５－８,139.613873,35.767843,座標系（JGD2011）,和田定雄,井賀真一,S57.3.16,,,
2611,練馬区農政推進連盟,練馬区高松５－２３－２７,139.625100,35.762142,座標系（JGD2011）,酒井利博,新堀桂三,S62.11.20,,,
2612,練馬志民会議,練馬区桜台１－３５－６,139.664242,35.740602,座標系（JGD2011）,藤井智教,藤井正樹,H21.10.21,,,有
2613,練馬・生活者ネットワーク,練馬区練馬１－１５－１,139.652705,35.738373,座標系（JGD2011）,山口文江,長谷部幸子,S63.4.7,,,
2614,練馬政策研究会,練馬区南大泉２－２－３３,139.570662,35.736668,座標系（JGD2011）,石黒達男,石黒達男,H22.8.13,,,有
2615,練馬創生の会,練馬区関町北５－５－５,139.575408,35.731538,座標系（JGD2011）,中間真吾,宮本嘉仁,H26.11.18,,,
2616,練馬中央日本共産党後援会,練馬区石神井町１－１７－１４,139.610607,35.741044,座標系（JGD2011）,長原完,高山美智子,S57.3.16,,,
2617,練馬ともの会,新宿区北新宿３－２－１６,139.694622,35.703412,座標系（JGD2011）,川島智太郎,池田陽一,H17.12.1,1・2,衆,
2618,練馬西税理士政治連盟,練馬区東大泉１－２６－１９,139.588098,35.749439,座標系（JGD2011）,佐藤弘毅,倉根隆裕,H2.9.17,,,
2619,ねりまの明日を拓く区民の会,練馬区光が丘７－６－１４,139.623357,35.754912,座標系（JGD2011）,横山正二,野澤直明,H26.3.25,,,
2620,練馬の力を伸ばす会,練馬区土支田１－２０－４,139.618029,35.763431,座標系（JGD2011）,佐藤力,佐藤奈々慧,H30.6.20,,,
2621,練馬東税理士政治連盟,練馬区豊玉上２－２３－１０,139.659599,35.737387,座標系（JGD2011）,清水順三,倉澤毅,S53.2.14,,,
2622,ねりま無所属の会,練馬区三原台２－４－７,139.606898,35.756084,座標系（JGD2011）,宇田川麗華,宇田川麗華,H30.9.7,,,
2623,ねんりんの会,千代田区永田町２－１－２,139.742871,35.675505,座標系（JGD2011）,山田美樹,荒谷未夏,H24.1.4,1・2,衆,有
2624,納田さおり後援会チームグリーン,西東京市南町３－２１－４,139.542379,35.724623,座標系（JGD2011）,中尾眞砂美,横山益生,H22.11.26,,,
2625,野垣あきこ後援会,杉並区下井草３－４１－５,139.623346,35.723913,座標系（JGD2011）,池川昭宏,長谷川治,R1.12.18,,,
2626,のがみ純子後援会,葛飾区高砂１－２５－２３,139.860764,35.745031,座標系（JGD2011）,野上純子,野上篤雄,H12.10.31,,,有
2627,野口将人後援会,北区上十条１－１５－９,139.722857,35.761411,座標系（JGD2011）,平井茂雄,鈴木庄治,H27.3.16,,,
2628,野崎まこと後援会,江戸川区東葛西５－３８－１０,139.879158,35.664288,座標系（JGD2011）,野崎信,野崎純子,H23.3.2,,,
2629,のざわ哲夫政経研究会,港区浜松町１－１４－１０,139.757314,35.658418,座標系（JGD2011）,野沢哲夫,野沢哲夫,H20.10.8,1・2,衆,有
2630,野沢なな後援会,練馬区氷川台３－２７－４,139.666198,35.750950,座標系（JGD2011）,野澤菜奈,野澤菜奈,H22.12.15,,,有
2631,野島たけお後援会,東久留米市新川町２－３－４,139.538671,35.761675,座標系（JGD2011）,野島貞夫,野島武夫,H14.12.25,,,
2632,野島としお励ます会,青梅市今寺３－４３９－８,139.299730,35.798210,座標系（JGD2011）,野島資雄,前谷一男,H14.9.10,,,有
2633,野々山研後援会,北区赤羽南１－１７－６,139.724214,35.776726,座標系（JGD2011）,中川毅,稲垣千代,H19.1.22,,,
2634,野見山のぶよしを応援する会,小金井市前原町３－１６－２４,139.503495,35.694460,座標系（JGD2011）,野見山修吉,野見山修吉,H17.3.1,,,
2635,野村有信後援会,青梅市東青梅１－７－７,139.273652,35.788182,座標系（JGD2011）,山下英夫,横山萬次,H4.12.4,,,
2636,野村説後援会,練馬区早宮３－１－１５,139.654961,35.748355,座標系（JGD2011）,小沢信行,杉橋セツ,H29.12.8,,,
2637,野村羊子といっしょにつくる三鷹の会,三鷹市下連雀３－３３－７,139.560974,35.699289,座標系（JGD2011）,野村羊子,高田富美子,H18.8.16,,,有
2638,野もとあきとし後援会,新宿区百人町３－２２－１２,139.697905,35.704576,座標系（JGD2011）,野元明俊,久保田光敏,H19.2.20,,,有
2639,配置販売業を考える会,港区虎ノ門１－５－８,139.751050,35.669356,座標系（JGD2011）,西村安弘,狐塚泰子,H28.4.26,,,
2640,拝野健後援会,台東区下谷３－１７－１４,139.788302,35.726194,座標系（JGD2011）,拝野健,福島恵一,H30.12.25,,,有
2641,はぎうだ光一後援会,八王子市明神町４－１－２,139.344182,35.659033,座標系（JGD2011）,萩生田光一,高橋寛行,H2.10.5,1・2,衆,有
2642,萩生田光一を支える税理士の会,八王子市北野町５５６－１１,139.357532,35.645914,座標系（JGD2011）,谷口健吉,中川常彦,H22.7.13,2,衆,
2643,萩原しげはる後援会,多摩市連光寺６－１６－２,139.465927,35.632610,座標系（JGD2011）,萩原重治,多田幸久,H14.12.26,,,
2644,はぎわらたかあきを励ます会,西多摩郡日の出町平井２１９６－４７９,139.245572,35.737777,座標系（JGD2011）,萩原隆旦,萩原礼子,H30.1.24,,,
2645,萩原由美子後援会,調布市入間町２－２－１,139.585163,35.650822,座標系（JGD2011）,萩原由美子,箱岩良和,H19.4.4,,,有
2646,博文会,板橋区大山金井町３８－１２,139.703420,35.747825,座標系（JGD2011）,下村博文,下村昇治,H7.1.10,1・2,衆,有
2647,博朋会,西東京市中町５－１８－３,139.560364,35.736006,座標系（JGD2011）,堀川武義,熊井悦子,H2.12.6,,,
2648,博友会,中央区銀座８－１１－５,139.762669,35.667570,座標系（JGD2011）,井上智治,下村昇治,H4.4.15,,,
2649,博友会,世田谷区羽根木１－１９－２５,139.659327,35.663345,座標系（JGD2011）,田代博嗣,佐々木ゆき子,H11.2.17,,,有
2650,育むいなぎ力,稲城市百村２１１９－１７,139.490716,35.635234,座標系（JGD2011）,磯村祐介,伊藤友貴子,H31.1.9,,,
2651,間ひとみとあゆむ会,中野区大和町１－５４－６,139.649852,35.711816,座標系（JGD2011）,間ひとみ,間ひとみ,H31.1.16,,,
2652,橋本きんいち後援会,目黒区鷹番１－５－７,139.688857,35.625553,座標系（JGD2011）,橋本欣一,川村美智子,H15.1.7,,,
2653,橋本けいことワイワイ練馬,練馬区練馬１－１５－１,139.652705,35.738373,座標系（JGD2011）,橋本恵子,塚本恵子,H22.11.15,,,有
2654,橋本こうじを励ます会,小平市上水南町１－５－５,139.480682,35.714438,座標系（JGD2011）,橋本孝二,浅倉成樹,H30.10.19,,,有
2655,橋本祥平後援会,目黒区祐天寺２－１７－３,139.691291,35.635927,座標系（JGD2011）,橋本祥平,橋本順一,H31.1.21,,,有
2656,はしもとせいじ後援会,西多摩郡日の出町大久野２３８６－２,139.231730,35.746810,座標系（JGD2011）,青木國太郎,濱中映慈,H21.11.9,,,
2657,橋本弘山後援会,羽村市羽西２－１０－２３,139.298873,35.765350,座標系（JGD2011）,橋本弘山,田村勝美,H18.10.16,,,有
2658,橋本祐幸後援会,板橋区板橋２－４１－９,139.714661,35.749093,座標系（JGD2011）,橋本祐幸,青木悦夫,S53.5.17,,,有
2659,橋本ゆき後援連盟,渋谷区神宮前６－２７－４,139.703739,35.666713,座標系（JGD2011）,橋本侑樹,橋本博世,H30.11.13,,,有
2660,橋本由美子後援会,多摩市貝取１－１４－６,139.442242,35.630100,座標系（JGD2011）,上杉ヨシ子,坂本明子,H7.3.6,,,
2661,長谷川たかこ後援会,足立区綾瀬３－１７－２５,139.823999,35.764497,座標系（JGD2011）,湯川貴子,湯川貴子,H18.10.27,,,
2662,長谷川みえこ後援会,千代田区外神田５－４－２,139.772896,35.704729,座標系（JGD2011）,長谷川三恵子,内藤清子,H30.11.8,,,
2663,ハセベケンの会,渋谷区神宮前６－３５－３,139.703243,35.669188,座標系（JGD2011）,長谷部健,松本ルキ,H15.2.21,,,有
2664,はせべ豊子とあゆむ会,国分寺市本多４－１１－２２,139.483053,35.710347,座標系（JGD2011）,長谷部豊子,長谷部豊子,H30.10.15,,,有
2665,はたがき正生後援会,福生市本町１２８,139.327578,35.740864,座標系（JGD2011）,幡垣正生,幡垣裕貴,H26.11.17,,,有
2666,畠中ひろし後援会,江東区森下３－１３－１,139.802607,35.685468,座標系（JGD2011）,木下延雄,小栗多美子,H27.2.9,,,
2667,羽田次郎後援会,世田谷区成城２－８－１７,139.599177,35.635944,座標系（JGD2011）,羽田次郎,羽田綏子,H29.10.13,1・2,衆,有
2668,はたの昭彦後援会,足立区佐野２－１０－１３,139.840427,35.786298,座標系（JGD2011）,久保正雄,徳森敬子,H19.1.24,,,
2669,波多野健くんと未来を考える会,武蔵村山市榎３－１６－１,139.389145,35.748892,座標系（JGD2011）,遠畑隆史,波多野淳,H23.2.4,,,
2670,働く,武蔵野市中町２－２０－３,139.565138,35.704910,座標系（JGD2011）,本多夏帆,舩井千賀子,H31.3.18,,,
2671,八王子・生活者ネットワーク,八王子市本町３－４,139.333890,35.661363,座標系（JGD2011）,鳴海有理,坂根みゆき,S63.3.22,,,
2672,八王子税理士政治連盟,八王子市旭町１２－７,139.340506,35.657178,座標系（JGD2011）,伊保谷徹,花形守康,S51.6.10,,,
2673,八王子地域包括ケア研究会大道甲喜後援会,八王子市東浅川町５３５－１３,139.292864,35.643224,座標系（JGD2011）,大道甲喜,大道ジュヌヴィエヴ,H27.1.15,,,
2674,八王子日本共産党後援会,八王子市北野町５９０－３,139.354745,35.652892,座標系（JGD2011）,西山義博,石川好子,S56.3.27,,,
2675,八王子の自治を考える会,八王子市清川町１９－１０,139.311254,35.670043,座標系（JGD2011）,森喜彦,青木正男,H31.2.18,,,有
2676,八王子未来,八王子市元本郷町１－１８－２,139.323027,35.664252,座標系（JGD2011）,両角穣,鵜沢充,H21.9.3,,,
2677,八山会,八王子市中山４４６,139.364194,35.628129,座標系（JGD2011）,石田雄一郎,萩原崇史,R1.11.7,,,
2678,八丈島正議,八丈島八丈町大賀郷６１９６－２３,139.785852,33.119132,座標系（JGD2011）,長谷川眞人,菊池朋廣,H30.3.23,,,
2679,八丈島の未来を考える会,八丈島八丈町大賀郷７６８８－７,139.767764,33.122177,座標系（JGD2011）,岩崎由美,玉井由木子,H22.9.27,,,
2680,はちすかかずまさ君を大きく翔かせる会,東大和市湖畔１－１００４－１６,139.432056,35.759896,座標系（JGD2011）,蜂須賀千雅,蜂須賀智,H22.10.26,,,
2681,八田一彦を育てる会,昭島市松原町３－１０－２６,139.345989,35.717193,座標系（JGD2011）,八田一彦,八田一彦,H31.1.4,,,有
2682,はっとりとしお会,荒川区荒川５－２６－６,139.774613,35.738262,座標系（JGD2011）,服部敏夫,山岸延行,H7.2.3,,,有
2683,服部ゆくお後援会,台東区谷中３－７－１３,139.764772,35.726371,座標系（JGD2011）,服部征夫,有賀弘,S51.4.23,,,有
2684,ハッピー会,北区田端４－２１－１４,139.755017,35.739282,座標系（JGD2011）,戸枝大幸,小野久幸,H14.8.16,,,有
2685,初鹿明博だんらん会,江戸川区平井３－１０－１０,139.841403,35.704526,座標系（JGD2011）,内之倉信康,石川真奈美,H27.5.12,,,
2686,発明党,世田谷区下馬６－３１－１０,139.677948,35.631223,座標系（JGD2011）,中松義郎,宮城調二郎,H21.10.16,,,
2687,鳩山邦夫を囲む小石川税理士の会,文京区春日１－１０－１,139.746404,35.709698,座標系（JGD2011）,丸山正雄,栗原正,S61.2.12,,,
2688,花川与惣太後援会,北区豊島１－３３－１,139.741742,35.757235,座標系（JGD2011）,花川与惣太,平井恵美子,S51.2.26,,,有
2689,花咲くまちづくりとまうの会,小平市学園西町２－１５－２,139.478719,35.723115,座標系（JGD2011）,山浦真弓,柴尾裕美,H31.2.28,,,有
2690,花沢あきのぶ後援会,荒川区南千住６－４７－３,139.793546,35.734789,座標系（JGD2011）,花澤昭信,花澤奈津美,H27.1.9,,,
2691,花見たかし後援会,北区東十条２－１３－３,139.729847,35.764059,座標系（JGD2011）,花見隆,花見和美,H14.7.30,,,有
2692,花輪ともふみ後援会,世田谷区代沢１－５－１４,139.679331,35.656326,座標系（JGD2011）,花輪智史,花輪美枝,H11.1.7,,,
2693,羽田圭二とたんぽぽの会,世田谷区野毛３－６－２２,139.639085,35.606954,座標系（JGD2011）,羽田圭二,秋葉英幸,H9.12.9,,,
2694,羽田圭二をはげます会,世田谷区野毛３－６－２２,139.639085,35.606954,座標系（JGD2011）,羽田圭二,秋葉英幸,H6.10.12,,,有
2695,はねだ福代励ます会,墨田区墨田５－２９－２,139.819158,35.739507,座標系（JGD2011）,羽田福代,今和男,H27.1.5,,,有
2696,羽ばたく大田未来の会,大田区矢口３－２８－８,139.692788,35.559864,座標系（JGD2011）,福田裕久,福田裕久,H27.2.24,,,
2697,はまぎくの会,立川市錦町１－２４－１,139.423072,35.695004,座標系（JGD2011）,矢作麻子,矢作麻子,H22.5.24,,,
2698,浜田けい子友の会,武蔵野市境３－２７－４,139.549747,35.706498,座標系（JGD2011）,浜田圭子,梁井征治,H27.1.9,,,有
2699,浜田ひろきを応援する会,渋谷区恵比寿１－２２－３,139.712968,35.646278,座標系（JGD2011）,浜田浩樹,浜田浩樹,H19.2.16,,,有
2700,浜中啓一後援会,青梅市柚木町２－４９０－７,139.211006,35.801616,座標系（JGD2011）,浜中啓一,中村春雄,H6.9.13,,,有
2701,浜中けんじ後援会,八王子市川口町３４１１,139.272223,35.697489,座標系（JGD2011）,浜中賢司,浜中昭,H22.9.7,,,
2702,浜中じゅん後援会,羽村市栄町２－２８－２２,139.308773,35.768466,座標系（JGD2011）,市川秀夫,北山善信,H27.2.18,,,
2703,浜中てるよし後援会,西多摩郡日の出町大久野２４４４,139.229136,35.747120,座標系（JGD2011）,森田寛,福田彰司,H22.3.8,,,
2704,浜中としお後援会,羽村市羽加美３－１０－２２,139.302266,35.763928,座標系（JGD2011）,濱中俊男,濱中佳子,H15.2.12,,,有
2705,浜中なおき後援会,西多摩郡日の出町平井３３６２,139.263452,35.741595,座標系（JGD2011）,野口二三世,浜中美穂子,R1.5.9,,,
2706,浜中のりかたを応援する会,西東京市田無町２－１７－８,139.545398,35.729055,座標系（JGD2011）,濱中義豊,濱中衣里奈,H22.8.25,,,
2707,浜中よしぞう友の会,西多摩郡檜原村３２３５,139.149003,35.726806,座標系（JGD2011）,浜中由造,坂本金三,H27.1.19,,,有
2708,はまの健の会,品川区中延４－１６－１７,139.709181,35.604475,座標系（JGD2011）,井上裕之,古里兌夫,H18.7.7,,,
2709,浜森香織後援会,千代田区麹町３－４－５０,139.737886,35.684524,座標系（JGD2011）,有本香織,浜森憲一,H31.3.8,,,
2710,羽村の明日を考える会,羽村市緑ケ丘２－４－４２,139.319255,35.766208,座標系（JGD2011）,渡辺栄二,菊池伸吉,H21.3.2,,,
2711,羽村を変えよう市民の会,羽村市五ノ神３－５－４,139.320347,35.763442,座標系（JGD2011）,林桂,志賀幸雄,H13.4.3,,,
2712,早尾恭一後援会,千代田区神田和泉町１－４－７,139.776853,35.700354,座標系（JGD2011）,早尾恭一,鈴木徳宏,H14.12.4,,,
2713,早川和江後援会,江戸川区松本１－１０－６,139.876507,35.714617,座標系（JGD2011）,真利子伊知郎,飯田栄一,H27.3.31,,,
2714,早川久美子を応援する会,葛飾区立石２－１３－３,139.839130,35.739422,座標系（JGD2011）,早川久美子,早川久美子,H13.7.5,,,
2715,早川たろう後援会,台東区日本堤１－２３－４,139.800165,35.726672,座標系（JGD2011）,早川太郎,稲垣安宏,H23.1.18,,,有
2716,早坂よしひろ後援会,杉並区荻窪５－１８－１１,139.618751,35.703802,座標系（JGD2011）,根本郁芳,岩崎真大,H13.3.1,,,
2717,林明裕をささえる会,調布市布田４－３－４,139.544918,35.650899,座標系（JGD2011）,林明裕,林晶子,H6.12.9,,,有
2718,林けんじ後援会,杉並区久我山１－８－１１,139.594782,35.682754,座標系（JGD2011）,林健兒,大久保正人,H15.3.12,,,
2719,林とも子と生き活きねっと,小金井市前原町３－４０－１,139.505982,35.697685,座標系（JGD2011）,林倫子,小山美香,H24.10.4,,,有
2720,林則行後援会,千代田区一番町８－１３,139.740755,35.687021,座標系（JGD2011）,林則行,高橋正人,H29.8.14,,,
2721,林まい子とわくわく会議,昭島市昭和町２－７－１４,139.358791,35.713482,座標系（JGD2011）,林麻衣子,指田みゆき,H30.9.4,,,有
2722,原岡顯後援会,大田区西馬込１－１０－１４,139.706159,35.590436,座標系（JGD2011）,原岡顯,原岡顯,H29.11.21,,,
2723,原かずひろ励ます会,清瀬市野塩５－２５６
