区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
町田市,博物館類似施設,＊?町田市立自由民権資料館,町田市野津田町897,35.588888,139.453271,JGD2011,042-734-4508,
町田市,博物館類似施設,＊?町田市立国際版画美術館,町田市原町田4-28-1,35.544106,139.455158,JGD2011,042-726-2771,
小金井市,博物館類似施設,＊?小金井市文化財センター,小金井市緑町3-2-37,35.710144,139.517044,JGD2011,042-383-1198,
小平市,博物館類似施設,＊?小平市鈴木遺跡資料館,小平市鈴木町1-487-1,35.718522,139.496532,JGD2011,042-323-2233,
小平市,博物館類似施設,＊?小平市平櫛田中彫刻美術館,小平市学園西町1-7-5,35.718042,139.475584,JGD2011,042-341-0098,
日野市,博物館類似施設,＊?郷土資料館,日野市程久保550,35.652479,139.411582,JGD2011,042-592-0981,
国分寺市,博物館類似施設,＊?国分寺市民俗資料室,国分寺市本多5-24-11,35.706805,139.485146,JGD2011,042-323-4103,
国分寺市,博物館類似施設,＊?武蔵国分寺跡資料館,国分寺市西元町1-13-10,35.693860,139.472785,JGD2011,042-323-4103,
武蔵村山市,博物館類似施設,＊?歴史民俗資料館分館,武蔵村山市大南3-5-7,35.737605,139.400815,JGD2011,042-566-3977,
国立市,博物館類似施設,＊?くにたち郷土文化館,国立市谷保6231,35.678996,139.432642,JGD2011,042-576-0211,
福生市,博物館類似施設,＊?福生市郷土資料室,福生市熊川850－1,35.732073,139.337586,JGD2011,042-530-1120,
東久留米市,博物館類似施設,＊?東久留米市郷土資料室,東久留米市滝山4-3-14わくわく健康プラザ内,35.742202,139.504451,JGD2011,042-472-0051,
瑞穂町,博物館類似施設,＊?瑞穂町郷土資料館,瑞穂町石畑1962,35.774751,139.356739,JGD2011,042-568-0634,
日の出町,博物館類似施設,＊?小さな蔵の資料館,日の出町大字大久野4090-2,35.770449,139.206461,JGD2011,042-588-7320,
檜原村,博物館類似施設,＊?郷土資料館,西多摩郡檜原村3221,35.743475,139.130033,JGD2011,042-598-0880,
大島町,博物館類似施設,＊?伊豆大島火山博物館,大島町元町字神田屋敷617,34.743999,139.360024,JGD2011,04992-2-4103,
あきる野市,博物館類似施設,＊?二宮考古館,あきる野市二宮1151,35.727477,139.313912,JGD2011,042-559-8400,
あきる野市,博物館類似施設,＊?五日市郷土館,あきる野市五日市920-1,35.728392,139.217031,JGD2011,042-596-4069,
奥多摩町,博物館類似施設,＊?奥多摩町立せせらぎの里美術館,奥多摩町川井53,35.807353,139.173765,JGD2011,0428-85-1109,
大島町,博物館類似施設,＊?郷土資料館,大島町元町字地の岡30番2,34.773678,139.358458,JGD2011,04992-2-3870,
利島村,博物館類似施設,＊?利島村郷土資料館,東京都利島村248,34.529278,139.282449,JGD2011,04992-9-0331,
新島村,博物館類似施設,＊?新島村博物館,新島村本村２－３６－３,34.381649,139.259257,JGD2011,04992-5-7070,
神津島村,博物館類似施設,＊?神津島村郷土資料館,神津島村118,34.208090,139.135829,JGD2011,04992-8-0947,
御蔵島村,博物館類似施設,＊?御蔵島観光資料館（郷土資料館）,御蔵島村おうし屋敷,33.896761,139.592174,JGD2011,04994-8-2022,
三宅村,博物館類似施設,＊?三宅島郷土資料館,三宅村阿古497,34.075968,139.479169,JGD2011,04994-5-1454,
八丈町,博物館類似施設,八丈町歴史民俗資料館（閉館）,八丈町大賀郷1186,33.102282,139.785832,JGD2011,04996-2-0797,
,,,,,,,,施設名の前に＊印のあるものは、各施設関連情報掲載サイトへのリンクがあります。
