区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
立川市,その他の施設,＊?錦学習館,立川市錦町3-12-25,35.691166,139.416405,JGD2011,042-527-6743,
立川市,その他の施設,＊?西砂学習館,立川市西砂町6-12-10,35.729611,139.372162,JGD2011,042-531-0431,
立川市,その他の施設,＊?幸学習館,立川市幸町2-1-3,35.719240,139.423558,JGD2011,042-534-3076,
立川市,その他の施設,＊?砂川学習館,立川市砂川町1-52-7,35.722836,139.403143,JGD2011,042-535-5959,
立川市,その他の施設,＊?羽衣中央会館,立川市羽衣町2-26-7,35.694145,139.428577,JGD2011,042-524-8601,
立川市,その他の施設,＊?滝ノ上会館,立川市富士見町4-16-10,35.695906,139.399020,JGD2011,042-527-8762,
立川市,その他の施設,＊?高松会館,立川市高松町2-25-26,35.704184,139.420185,JGD2011,042-528-1080,
立川市,その他の施設,＊?柴崎会館,立川市柴崎町1-16-3,35.692372,139.407383,JGD2011,042-529-1081,
立川市,その他の施設,＊?さかえ会館,立川市栄町4-6-2,35.710967,139.424959,JGD2011,042-529-6546,
立川市,その他の施設,＊?西砂会館,立川市西砂町5-11-13,35.732370,139.360661,JGD2011,042-531-0066,
立川市,その他の施設,＊?天王橋会館,立川市一番町3-6-1,35.728235,139.381028,JGD2011,042-531-4448,
立川市,その他の施設,＊?上砂会館,立川市上砂町1-31-1,35.720165,139.395635,JGD2011,042-535-2541,
立川市,その他の施設,＊?若葉会館,立川市若葉町3-34-1,35.720211,139.439189,JGD2011,042-535-3473,
立川市,その他の施設,＊?こんぴら橋会館,立川市砂川町3-26-1,35.727886,139.399503,JGD2011,042-535-7285,
立川市,その他の施設,＊?こぶし会館,立川市幸町5-83-1,35.725742,139.418449,JGD2011,042-537-0810,
武蔵野市,その他の施設,＊?武蔵野プレイス,武蔵野市境南2-3-18,35.701098,139.543716,JGD2011,0422-30-1904,
三鷹市,その他の施設,＊?三鷹市西多世代交流センター,三鷹市深大寺2-3-5,35.688648,139.545131,JGD2011,0422-32-8765,
三鷹市,その他の施設,＊?三鷹市東多世代交流センター,三鷹市牟礼2-13-19,35.684243,139.584679,JGD2011,0422-46-0408,
青梅市,その他の施設,＊?青梅市釜の淵市民館,青梅市大柳1392,35.784837,139.253346,JGD2011,0428-22-3532,
青梅市,その他の施設,＊?青梅市御岳山ふれあいセンター,青梅市御岳山38-2,35.786892,139.150779,JGD2011,0428-78-9717,
青梅市,その他の施設,＊?青梅市永山ふれあいセンター,青梅市勝沼2-160-2,35.792566,139.265119,JGD2011,0428-23-7373,
昭島市,その他の施設,＊?福島会館,昭島市福島町1-19-1,35.696238,139.381918,JGD2011,042-546-2264,
昭島市,その他の施設,＊?玉川会館,昭島市玉川町3-10-15,35.703704,139.382093,JGD2011,042-543-0755,
昭島市,その他の施設,＊?朝日会館,昭島市朝日町5-6-20,35.705036,139.372830,JGD2011,042-544-7200,
昭島市,その他の施設,＊?堀向会館,昭島市美堀町2-6-11,35.723033,139.363738,JGD2011,042-543-0755,
昭島市,その他の施設,＊?大神会館,昭島市大神町3-10-5,35.700723,139.360759,JGD2011,042-544-5550,
昭島市,その他の施設,＊?昭和分館,昭島市松原町1-2-25,35.712915,139.357675,JGD2011,042-546-8851,
昭島市,その他の施設,＊?緑分館,昭島市緑町4-13-26,35.714198,139.344610,JGD2011,042-544-8818,
昭島市,その他の施設,＊?拝島会館,昭島市拝島町2-4-13,35.707318,139.342086,JGD2011,042-541-1004,
昭島市,その他の施設,＊?やまのかみ会館,昭島市拝島町3-10-3,35.711000,139.335502,JGD2011,042-543-3947,
昭島市,その他の施設,＊?武蔵野会館,昭島市中神町1172-1,35.711162,139.375787,JGD2011,042-500-4320,
昭島市,その他の施設,＊?富士見会館,昭島市中神町1282,35.712306,139.382712,JGD2011,042-544-9416,
昭島市,その他の施設,＊?富士見高原野外活動施設,長野県諏訪郡富士見町立沢字広原1-392,35.936499,138.294321,JGD2011,なし,宿泊
町田市,その他の施設,生涯学習センター陶芸スタジオ,町田市下小山田町4016,35.589631,139.410365,JGD2011,042-797-4904,
町田市,その他の施設,＊?町田市考古資料室,町田市下小山田町4016,35.589631,139.410365,JGD2011,042-797-9661,
町田市,その他の施設,＊?町田市民文学館ことばらんど,町田市原町田4-16-17,35.542618,139.451470,JGD2011,042-739-3420,
町田市,その他の施設,＊?町田市自然休暇村,長野県南佐久郡川上村秋山53-15,35.937455,138.673886,JGD2011,0267-99-2912,宿泊
日野市,その他の施設,＊?日野市中央公民館高幡台分室,日野市程久保550教育センター内,35.652463,139.411598,JGD2011,042-592-0864,
日野市,その他の施設,＊?日野市立八ヶ岳高原大成荘,山梨県北杜市高根町清里字念場原3545,35.941678,138.439664,JGD2011,0551-48-5050,宿泊
東村山市,その他の施設,＊?東村山市白卅山の家,山梨県北杜市白卅町横手997,35.786826,138.326988,JGD2011,0551-35-2429,宿泊
東村山市,その他の施設,＊?八国山たいけんの里,東村山市野口町3-48-1,35.766084,139.454207,JGD2011,042-390-2161,
国分寺市,その他の施設,＊?いずみホール,国分寺市泉町3-36-12,35.698913,139.464936,JGD2011,042-323-1491,
国分寺市,その他の施設,＊?文化財資料展示室,国分寺市西元町3-10-17,35.690764,139.469928,JGD2011,042-323-3231,
国分寺市,その他の施設,＊?教育センター(ひかりプラザ内),国分寺市光町1-46-8,35.702580,139.444651,JGD2011,042-573-4370,
国立市,その他の施設,＊?国立市古民家,国立市谷保1705-1,35.678449,139.436665,JGD2011,042-575-3300,
福生市,その他の施設,＊?福生市茶室「福庵」,福生市熊川854-3,35.732557,139.337557,JGD2011,042-530-7177,
福生市,その他の施設,＊?福生市民会館,福生市福生2455,35.733906,139.337829,JGD2011,042-552-1711,
福生市,その他の施設,＊?さくら会館,福生市牛浜163,35.733793,139.337233,JGD2011,042-552-2123,
福生市,その他の施設,＊?かえで会館,福生市加美平1-20-6,35.750410,139.325447,JGD2011,042-552-4644,
福生市,その他の施設,＊?扶桑会館,福生市福生1069-1,35.743941,139.324981,JGD2011,042-552-6717,
狛江市,その他の施設,＊?狛江市民ホール（エコルマ）,狛江市元和泉1-2-1,35.633279,139.577995,JGD2011,03-3430-4106,
清瀬市,その他の施設,＊?清瀬市立科山荘,長野県北佐久郡立科大字芦田八ヶ野字蓼科牧場西1068,36.124737,138.267381,JGD2011,0267-51-2300,宿泊
多摩市,その他の施設,＊?旧多摩聖蹟記念館,多摩市連光寺5-1-1,35.638052,139.460625,JGD2011,042-337-0900,
多摩市,その他の施設,＊?旧有山家,多摩市南野2-13,35.606646,139.435109,JGD2011,042-371-8668,
多摩市,その他の施設,＊?旧加藤家,多摩市南野2-13,35.606958,139.434661,JGD2011,042-371-8668,
多摩市,その他の施設,＊?旧富澤家,多摩市落合2-35,35.619604,139.426081,JGD2011,042-373-0503,
あきる野市,その他の施設,＊?二宮地区会館,あきる野市二宮1151,35.727477,139.313912,JGD2011,,
あきる野市,その他の施設,＊?千代里会館,あきる野市上代継424,35.720806,139.277718,JGD2011,,
あきる野市,その他の施設,＊?玉見会館,あきる野市小川東2-9-8,35.719250,139.321011,JGD2011,,
あきる野市,その他の施設,＊?草花台会館,あきる野市草花1327-1,35.736293,139.313925,JGD2011,,
あきる野市,その他の施設,＊?野辺地区会館,あきる野市野辺126-4,35.723138,139.313684,JGD2011,,
あきる野市,その他の施設,＊?鳥居場会館,あきる野市雨間999-2,35.719883,139.295964,JGD2011,,
あきる野市,その他の施設,＊?御堂会館,あきる野市草花3482-16,35.738911,139.300381,JGD2011,,
あきる野市,その他の施設,＊?秋川キララホール,あきる野市秋川1-16-1,35.731087,139.288220,JGD2011,042-559-7500,
あきる野市,その他の施設,＊?楓ヶ原会館,あきる野市引田512-2,35.723874,139.268532,JGD2011,,
あきる野市,その他の施設,＊?増戸会館,あきる野市伊奈1157-5,35.727463,139.247615,JGD2011,,
あきる野市,その他の施設,＊?小宮会館,あきる野市乙津1997,35.733569,139.183013,JGD2011,,
あきる野市,その他の施設,＊?戸倉会館,あきる野市戸倉133-4,35.726122,139.204681,JGD2011,,
あきる野市,その他の施設,＊?代継会館,あきる野市上代継693-1,35.718852,139.280210,JGD2011,,
あきる野市,その他の施設,＊?北伊奈会館,あきる野市伊奈412-11,35.733093,139.253395,JGD2011,,
瑞穂町,その他の施設,＊?耕心館,瑞穂町駒形富士山317-1,35.780957,139.352604,JGD2011,042-568-1505,
瑞穂町,その他の施設,＊?瑞穂ビューパーク・スカイホール,瑞穂町箱根ｹ崎2475,35.774473,139.355377,JGD2011,042-557-7070,
日の出町,その他の施設,＊?かやくぼ地区学習等供用施設,日の出町大字大久野1167,35.745199,139.235803,JGD2011,042-597-0051,
日の出町,その他の施設,＊?本宿地区学習等供用施設,日の出町大字平井2144,35.737783,139.256177,JGD2011,042ｰ597-5490,
日の出町,その他の施設,＊?日の出町やまびこホール,日の出町大字大久野1165－2,35.745776,139.235959,JGD2011,042－597-2256,
奥多摩町,その他の施設,＊?奥多摩町森林館,奥多摩町日原819,35.841528,139.042877,JGD2011,0428-83-3300,
奥多摩町,その他の施設,＊奥多摩文化会館,奥多摩町小丹波82,35.815303,139.149913,JGD2011,0428-85-1618,
新島村,その他の施設,＊新島いきいき広場,新島村字向山,34.363089,139.257096,JGD2011,04992-5-0203,
神津島村,その他の施設,神津島村開発総合センター,神津島村1761,34.200323,139.134460,JGD2011,04992-8-1221,
三宅村,その他の施設,＊?三宅村コミュニティセンター,三宅村伊ヶ谷330,34.099897,139.491092,JGD2011,04994-2-0338,
小笠原村,その他の施設,＊?ロース記念館,小笠原村母島字元地,26.642533,142.160481,JGD2011,04998-3-2064,
,,,,,,,,施設名の前に＊印のあるものは、各施設関連情報掲載サイトへのリンクがあります。
