年齢階層,令和5年1月1日現在／年齢,令和5年1月1日現在／総数(人),令和5年1月1日現在／男(人),令和5年1月1日現在／女(人),令和4年1月1日現在／年齢,令和4年1月1日現在／総数(人),令和4年1月1日現在／男(人),令和4年1月1日現在／女(人),差引増減／総数(人),差引増減／男(人),差引増減／女(人),増減率(総数)(%)
1,22,137067,68160,68907,21,128043,63987,64056,9024,4173,4851,7.05
1,23,156621,77106,79515,22,135810,67575,68235,20811,9531,11280,15.32
1,24,168929,83198,85731,23,159702,78236,81466,9227,4962,4265,5.78
1,25,175207,86693,88514,24,167117,81971,85146,8090,4722,3368,4.84
1,26,178384,88899,89485,25,172660,85758,86902,5724,3141,2583,3.32
1,27,175098,87351,87747,26,172049,85656,86393,3049,1695,1354,1.77
1,28,181800,91377,90423,27,180094,90438,89656,1706,939,767,0.95
1,29,171665,86613,85052,28,171176,86209,84967,489,404,85,0.29
1,30,171547,86919,84628,29,172372,87277,85095,-825,-358,-467,-0.48
1,31,169777,86098,83679,30,171460,87025,84435,-1683,-927,-756,-0.98
1,32,165295,83218,82077,31,166883,84048,82835,-1588,-830,-758,-0.95
1,33,164668,83420,81248,32,166310,84242,82068,-1642,-822,-820,-0.99
1,34,171112,86619,84493,33,172849,87474,85375,-1737,-855,-882,-1
1,35,173431,87895,85536,34,175105,88872,86233,-1674,-977,-697,-0.96
1,36,174474,88313,86161,35,176321,89323,86998,-1847,-1010,-837,-1.05
1,37,179695,91409,88286,36,181527,92348,89179,-1832,-939,-893,-1.01
1,38,186958,95537,91421,37,188572,96360,92212,-1614,-823,-791,-0.86
1,39,187241,95860,91381,38,188739,96671,92068,-1498,-811,-687,-0.79
1,40,186221,95332,90889,39,187793,96226,91567,-1572,-894,-678,-0.84
1,41,186165,95190,90975,40,187480,96001,91479,-1315,-811,-504,-0.7
1,42,189821,96947,92874,41,191135,97719,93416,-1314,-772,-542,-0.69
1,43,196288,99883,96405,42,197367,100512,96855,-1079,-629,-450,-0.55
1,44,201030,102481,98549,43,201748,102945,98803,-718,-464,-254,-0.36
1,45,203801,103883,99918,44,204778,104510,100268,-977,-627,-350,-0.48
1,46,208445,106356,102089,45,209310,106877,102433,-865,-521,-344,-0.41
1,47,212244,108210,104034,46,213069,108766,104303,-825,-556,-269,-0.39
1,48,225408,114194,111214,47,226154,114758,111396,-746,-564,-182,-0.33
1,49,233104,117930,115174,48,234026,118523,115503,-922,-593,-329,-0.39
1,50,229268,115593,113675,49,230145,116183,113962,-877,-590,-287,-0.38
1,51,226156,113902,112254,50,227051,114484,112567,-895,-582,-313,-0.39
1,52,219422,111084,108338,51,220394,111643,108751,-972,-559,-413,-0.44
1,53,214830,109734,105096,52,215816,110268,105548,-986,-534,-452,-0.46
1,54,211765,109077,102688,53,212857,109685,103172,-1092,-608,-484,-0.51
1,55,215139,110748,104391,54,216329,111427,104902,-1190,-679,-511,-0.55
1,56,155689,80558,75131,55,156692,81134,75558,-1003,-576,-427,-0.64
1,57,198044,102304,95740,56,199367,103134,96233,-1323,-830,-493,-0.66
1,58,182601,94434,88167,57,183876,95228,88648,-1275,-794,-481,-0.69
1,59,168484,86931,81553,58,169870,87750,82120,-1386,-819,-567,-0.82
1,60,157982,81229,76753,59,159706,82397,77309,-1724,-1168,-556,-1.08
1,61,149351,76456,72895,60,150752,77421,73331,-1401,-965,-436,-0.93
1,62,145487,74342,71145,61,146909,75239,71670,-1422,-897,-525,-0.97
1,63,138790,70754,68036,62,140277,71739,68538,-1487,-985,-502,-1.06
1,64,135713,69019,66694,63,137109,69909,67200,-1396,-890,-506,-1.02
1,65,124772,62657,62115,64,126279,63666,62613,-1507,-1009,-498,-1.19
1,66,124815,62230,62585,65,126425,63328,63097,-1610,-1098,-512,-1.27
1,67,126565,62978,63587,66,128127,64068,64059,-1562,-1090,-472,-1.22
1,68,125169,62072,63097,67,126888,63243,63645,-1719,-1171,-548,-1.35
1,69,126611,62064,64547,68,128367,63303,65064,-1756,-1239,-517,-1.37
1,70,134370,65346,69024,69,136356,66766,69590,-1986,-1420,-566,-1.46
1,71,138037,66694,71343,70,140253,68245,72008,-2216,-1551,-665,-1.58
1,72,148729,71230,77499,71,151342,73017,78325,-2613,-1787,-826,-1.73
1,73,170208,80330,89878,72,173411,82519,90892,-3203,-2189,-1014,-1.85
1,74,167808,78464,89344,73,171270,80807,90463,-3462,-2343,-1119,-2.02
1,75,169772,78309,91463,74,173461,80844,92617,-3689,-2535,-1154,-2.13
1,76,114262,51543,62719,75,117064,53366,63698,-2802,-1823,-979,-2.39
1,77,100355,44328,56027,76,103012,46073,56939,-2657,-1745,-912,-2.58
1,78,120888,52366,68522,77,124459,54662,69797,-3571,-2296,-1275,-2.87
1,79,127677,54440,73237,78,131675,56930,74745,-3998,-2490,-1508,-3.04
1,80,120499,50678,69821,79,124681,53262,71419,-4182,-2584,-1598,-3.35
1,81,117791,48677,69114,80,122467,51468,70999,-4676,-2791,-1885,-3.82
1,82,105098,42448,62650,81,109658,45108,64550,-4560,-2660,-1900,-4.16
1,83,88263,34890,53373,82,92724,37423,55301,-4461,-2533,-1928,-4.81
1,84,82240,31805,50435,83,86726,34285,52441,-4486,-2480,-2006,-5.17
1,85,86261,32467,53794,84,91734,35405,56329,-5473,-2938,-2535,-5.97
1,86,78107,28710,49397,85,83832,31648,52184,-5725,-2938,-2787,-6.83
1,87,75111,26875,48236,86,81298,29933,51365,-6187,-3058,-3129,-7.61
1,88,60474,20836,39638,87,66298,23673,42625,-5824,-2837,-2987,-8.78
1,89,54990,18089,36901,88,61100,20940,40160,-6110,-2851,-3259,-10
1, 90～,218354,58051,160303, 89～,262582,72779,189803,-44228,-14728,-29500,-16.84
1,不詳,0,0,0,不詳,1,0,1,-1,0,-1,-100
,,,,,,,,,,,,
住民基本台帳による東京都の世帯と人口　令和5年1月,,,,,,,,,,,,
第２表　年齢（各歳）別１年間の人口増減（日本人）,,,,,,,,,,,,
年齢階層（0：総数　1：各歳）,,,,,,,,,,,,
