"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている(公表の内容を見たことがある)[人]","知っているが公表の内容は見たことがない[人]","知らない[人]","無回答[人]"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","3","6","49","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","家事専業","94","9","16","69","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","学生","20","1","4","15","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","無職","83","10","15","58","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","その他","26","6","5","15","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","無回答","5","0","1","2","2"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","居住地区別","芝地区","107","4","29","71","3"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","居住地区別","麻布地区","140","16","18","105","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","居住地区別","赤坂地区","88","9","14","65","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","居住地区別","高輪地区","155","18","27","110","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","居住地区別","芝浦港南地区","164","23","23","118","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","居住地区別","無回答","4","0","1","2","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","持家（一戸建）","95","8","22","64","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","持家（マンション）","302","33","49","218","2"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","借家（一戸建）","7","0","1","6","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","19","26","125","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","3","6","19","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","4","3","11","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","2","1","17","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","1","4","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","その他","5","0","2","3","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","住居形態別","無回答","6","0","1","4","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","44","64","257","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","224","16","42","162","4"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","8","2","32","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","2","3","4","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","定住意向別","わからない","14","0","1","13","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","定住意向別","無回答","1","0","0","1","0"

"第32回港区民世論調査クロス集計表・区政全般Q9","Ver202003",,,,,,,,
