"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","職業別","学生","20","6","8","5","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","職業別","無職","83","2","45","22","1","13"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","職業別","その他","26","5","11","8","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","職業別","無回答","5","0","3","0","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","居住地区別","芝地区","107","11","40","37","6","13"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","居住地区別","麻布地区","140","20","71","25","8","16"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","居住地区別","赤坂地区","88","6","39","32","5","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","居住地区別","高輪地区","155","14","88","38","5","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","居住地区別","芝浦港南地区","164","17","91","43","5","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","居住地区別","無回答","4","0","2","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","持家（一戸建）","95","9","53","21","3","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","持家（マンション）","302","32","157","76","13","24"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","借家（一戸建）","7","2","4","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","民間の賃貸マンション・アパート","171","19","74","57","9","12"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","都営住宅・区営住宅・区立住宅","28","3","13","7","0","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","12","4","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","社宅・公務員宿舎","20","2","11","5","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","4","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","その他","5","0","1","3","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","住居形態別","無回答","6","1","2","1","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","定住意向別","ずっと住み続けていたい","366","43","193","77","15","38"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","定住意向別","当分は住んでいたい","224","16","113","74","10","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","16","16","2","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","定住意向別","近いうちに区外に転居する予定である","9","4","3","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","定住意向別","わからない","14","1","5","6","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(19)学校教育が充実している","定住意向別","無回答","1","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-19","Ver202003",,,,,,,,,,
