年月,西暦（年）,月,総合,生鮮食品を除く総合,持家の帰属家賃を除く総合,食料,住居,持家の帰属家賃を除く住居,光熱・水道,家具・家事用品,被服及び履物,保健医療,交通・通信,教育,教養娯楽,諸雑費
令和3年9月,2021,9,100.1 ,99.8 ,100.1 ,101.1 ,100.6 ,101.8 ,101.2 ,103.4 ,101.4 ,99.8 ,91.3 ,101.0 ,101.8 ,101.3 
令和3年10月,2021,10,99.9 ,99.8 ,99.9 ,100.5 ,100.7 ,101.9 ,102.8 ,103.0 ,101.0 ,99.4 ,89.8 ,101.0 ,102.6 ,101.6 
令和3年11月,2021,11,100.0 ,100.0 ,100.0 ,100.6 ,100.7 ,102.0 ,104.2 ,102.5 ,101.7 ,99.4 ,89.9 ,101.0 ,102.2 ,101.6 
令和3年12月,2021,12,100.1 ,100.0 ,100.0 ,100.5 ,100.7 ,102.1 ,105.5 ,101.6 ,101.1 ,99.3 ,89.7 ,101.0 ,102.9 ,101.6 
令和4年1月,2022,1,100.3 ,99.9 ,100.3 ,101.9 ,100.7 ,102.0 ,107.0 ,101.6 ,98.7 ,99.2 ,89.6 ,101.0 ,101.7 ,101.4 
令和4年2月,2022,2,100.7 ,100.4 ,100.8 ,102.3 ,100.9 ,102.1 ,110.7 ,101.6 ,99.7 ,99.2 ,89.6 ,101.0 ,102.3 ,101.6 
令和4年3月,2022,3,101.1 ,100.8 ,101.2 ,102.4 ,100.8 ,102.0 ,113.9 ,103.0 ,100.7 ,99.0 ,89.9 ,101.0 ,102.6 ,101.8 
令和4年4月,2022,4,101.5 ,101.3 ,101.9 ,103.0 ,100.8 ,102.2 ,115.1 ,105.2 ,101.9 ,98.7 ,89.8 ,101.6 ,103.8 ,102.3 
令和4年5月,2022,5,101.9 ,101.5 ,102.2 ,103.6 ,101.1 ,102.7 ,116.6 ,105.7 ,101.5 ,98.7 ,89.8 ,101.1 ,104.2 ,102.2 
令和4年6月,2022,6,101.8 ,101.6 ,102.2 ,103.6 ,101.2 ,103.0 ,117.2 ,106.5 ,101.3 ,98.8 ,89.7 ,101.1 ,103.0 ,102.2 
令和4年7月,2022,7,102.3 ,102.1 ,102.7 ,104.1 ,101.1 ,102.7 ,119.6 ,106.7 ,100.1 ,98.9 ,91.5 ,101.1 ,103.8 ,102.4 
令和4年8月,2022,8,102.7 ,102.4 ,103.2 ,104.5 ,101.2 ,102.8 ,121.2 ,107.4 ,99.4 ,98.9 ,91.8 ,101.1 ,105.4 ,102.6 
令和4年9月,2022,9,102.9 ,102.7 ,103.5 ,105.4 ,101.1 ,102.7 ,121.8 ,109.1 ,102.8 ,98.9 ,91.1 ,101.1 ,104.0 ,102.8 
令和4年10月,2022,10,103.5 ,103.2 ,104.2 ,106.7 ,101.3 ,103.3 ,124.2 ,108.9 ,103.4 ,99.5 ,91.3 ,101.1 ,103.5 ,103.0 
令和4年11月,2022,11,103.8 ,103.6 ,104.6 ,107.5 ,101.3 ,103.4 ,126.6 ,110.1 ,104.4 ,99.4 ,91.5 ,101.1 ,101.8 ,103.1 
令和4年12月,2022,12,104.0 ,103.9 ,104.9 ,107.5 ,101.4 ,103.6 ,129.2 ,108.7 ,104.6 ,99.4 ,92.0 ,101.1 ,102.5 ,103.1 
令和5年1月,2023,1,104.7 ,104.2 ,105.7 ,109.4 ,101.4 ,103.6 ,131.4 ,108.8 ,103.8 ,99.6 ,91.9 ,101.1 ,103.3 ,103.1 
令和5年2月,2023,2,104.1 ,103.6 ,105.0 ,109.9 ,101.4 ,103.8 ,116.2 ,110.6 ,104.0 ,100.0 ,91.9 ,101.7 ,103.6 ,103.4 
令和5年3月,2023,3,104.4 ,104.0 ,105.4 ,110.1 ,101.4 ,104.0 ,114.6 ,112.4 ,105.0 ,100.4 ,92.4 ,101.9 ,105.0 ,103.5 
前月比(％)／令和4年3月,2022,3,0.3 ,0.4 ,0.5 ,0.1 ,-0.1 ,-0.1 ,2.9 ,1.4 ,1.0 ,-0.2 ,0.4 ,0.0 ,0.3 ,0.2 
前月比(％)／令和4年4月,2022,4,0.5 ,0.5 ,0.6 ,0.6 ,0.0 ,0.2 ,1.1 ,2.1 ,1.1 ,-0.3 ,-0.2 ,0.6 ,1.2 ,0.4 
前月比(％)／令和4年5月,2022,5,0.3 ,0.3 ,0.3 ,0.6 ,0.3 ,0.5 ,1.3 ,0.4 ,-0.3 ,0.0 ,0.0 ,-0.5 ,0.4 ,-0.1 
前月比(％)／令和4年6月,2022,6,0.0 ,0.1 ,0.0 ,0.1 ,0.1 ,0.3 ,0.5 ,0.8 ,-0.2 ,0.1 ,-0.1 ,0.0 ,-1.1 ,0.0 
前月比(％)／令和4年7月,2022,7,0.5 ,0.5 ,0.6 ,0.4 ,-0.1 ,-0.2 ,2.1 ,0.2 ,-1.2 ,0.1 ,2.0 ,0.0 ,0.8 ,0.2 
前月比(％)／令和4年8月,2022,8,0.4 ,0.3 ,0.5 ,0.4 ,0.0 ,0.0 ,1.3 ,0.7 ,-0.7 ,0.0 ,0.3 ,0.0 ,1.5 ,0.2 
前月比(％)／令和4年9月,2022,9,0.2 ,0.2 ,0.3 ,0.8 ,0.0 ,-0.1 ,0.5 ,1.6 ,3.4 ,0.0 ,-0.7 ,0.0 ,-1.3 ,0.2 
前月比(％)／令和4年10月,2022,10,0.5 ,0.5 ,0.6 ,1.2 ,0.2 ,0.6 ,2.0 ,-0.2 ,0.6 ,0.6 ,0.2 ,0.0 ,-0.5 ,0.2 
前月比(％)／令和4年11月,2022,11,0.3 ,0.3 ,0.4 ,0.8 ,0.0 ,0.1 ,1.9 ,1.1 ,0.9 ,0.0 ,0.2 ,0.0 ,-1.6 ,0.1 
前月比(％)／令和4年12月,2022,12,0.2 ,0.3 ,0.3 ,0.0 ,0.0 ,0.2 ,2.1 ,-1.3 ,0.2 ,0.0 ,0.5 ,0.0 ,0.7 ,0.0 
前月比(％)／令和5年1月,2023,1,0.6 ,0.3 ,0.8 ,1.8 ,0.0 ,0.0 ,1.7 ,0.1 ,-0.8 ,0.3 ,0.0 ,0.0 ,0.8 ,0.0 
前月比(％)／令和5年2月,2023,2,-0.5 ,-0.5 ,-0.7 ,0.4 ,0.0 ,0.2 ,-11.6 ,1.6 ,0.2 ,0.4 ,-0.1 ,0.6 ,0.2 ,0.3 
前月比(％)／令和5年3月,2023,3,0.3 ,0.4 ,0.4 ,0.3 ,0.0 ,0.2 ,-1.3 ,1.6 ,1.0 ,0.4 ,0.5 ,0.1 ,1.4 ,0.0 
前年同月比(％)／令和4年3月,2022,3,1.3 ,0.8 ,1.5 ,3.3 ,0.4 ,0.6 ,20.3 ,0.4 ,0.9 ,-0.8 ,-9.9 ,1.5 ,1.4 ,1.0 
前年同月比(％)／令和4年4月,2022,4,2.4 ,1.9 ,2.9 ,4.2 ,0.5 ,1.0 ,19.5 ,2.5 ,0.6 ,-0.9 ,-2.0 ,1.0 ,1.8 ,1.2 
前年同月比(％)／令和4年5月,2022,5,2.4 ,1.9 ,2.9 ,4.4 ,0.7 ,1.4 ,17.9 ,3.3 ,0.5 ,-1.0 ,-2.4 ,0.2 ,1.7 ,1.2 
前年同月比(％)／令和4年6月,2022,6,2.3 ,2.1 ,2.8 ,3.9 ,0.8 ,1.6 ,17.5 ,4.5 ,0.5 ,-0.9 ,-2.3 ,0.1 ,1.5 ,1.2 
前年同月比(％)／令和4年7月,2022,7,2.5 ,2.3 ,3.1 ,4.4 ,0.7 ,1.4 ,19.5 ,3.4 ,0.7 ,-0.9 ,-1.3 ,0.1 ,0.8 ,1.3 
前年同月比(％)／令和4年8月,2022,8,2.9 ,2.6 ,3.5 ,4.7 ,0.6 ,1.1 ,21.4 ,3.4 ,0.4 ,-1.0 ,0.1 ,0.1 ,1.5 ,1.6 
前年同月比(％)／令和4年9月,2022,9,2.8 ,2.8 ,3.4 ,4.2 ,0.5 ,0.9 ,20.3 ,5.6 ,1.4 ,-0.9 ,-0.3 ,0.1 ,2.1 ,1.5 
前年同月比(％)／令和4年10月,2022,10,3.5 ,3.4 ,4.3 ,6.1 ,0.6 ,1.4 ,20.8 ,5.8 ,2.4 ,0.1 ,1.7 ,0.1 ,0.8 ,1.3 
前年同月比(％)／令和4年11月,2022,11,3.7 ,3.6 ,4.6 ,6.9 ,0.6 ,1.5 ,21.4 ,7.5 ,2.6 ,0.1 ,1.8 ,0.1 ,-0.3 ,1.5 
前年同月比(％)／令和4年12月,2022,12,3.9 ,3.9 ,4.8 ,7.0 ,0.7 ,1.5 ,22.5 ,7.0 ,3.5 ,0.1 ,2.5 ,0.1 ,-0.4 ,1.5 
前年同月比(％)／令和5年1月,2023,1,4.4 ,4.3 ,5.4 ,7.4 ,0.7 ,1.5 ,22.8 ,7.2 ,5.1 ,0.4 ,2.6 ,0.1 ,1.6 ,1.7 
前年同月比(％)／令和5年2月,2023,2,3.4 ,3.3 ,4.2 ,7.4 ,0.6 ,1.7 ,4.9 ,8.9 ,4.3 ,0.8 ,2.6 ,0.8 ,1.3 ,1.8 
前年同月比(％)／令和5年3月,2023,3,3.3 ,3.2 ,4.1 ,7.6 ,0.7 ,1.9 ,0.6 ,9.1 ,4.3 ,1.4 ,2.7 ,0.9 ,2.4 ,1.6 
,,,,,,,,,,,,,,,,
東京の物価／令和５年３月,,,,,,,,,,,,,,,,
１．東京都区部消費者物価１０大費目指数（月別）,,,,,,,,,,,,,,,,
２０２０年＝１００  ／（令和２年＝１００）,,,,,,,,,,,,,,,,
