"年月[西暦]","調査項目","設問","取組","回答者の属性種別","回答者の属性","すでに実行している[人]","今後実行するつもり[人]","実行したいが困難[人]","実行するつもりはない[人]","無回答[人]","すでに実行している[%]","今後実行するつもり[%]","実行したいが困難[%]","実行するつもりはない[%]","無回答[%]"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","食材を無駄なく使う、不要なレジ袋を断るなど、ごみとなるものを出さないよう心がける","年齢","30～39歳","54","22","11","11","0","55.1","22.4","11.2","11.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","食材を無駄なく使う、不要なレジ袋を断るなど、ごみとなるものを出さないよう心がける","年齢","40～49歳","92","28","22","6","0","62.2","18.9","14.9","4.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","食材を無駄なく使う、不要なレジ袋を断るなど、ごみとなるものを出さないよう心がける","年齢","50～59歳","80","23","22","6","0","61.1","17.6","16.8","4.6","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","食材を無駄なく使う、不要なレジ袋を断るなど、ごみとなるものを出さないよう心がける","年齢","60～69歳","35","18","5","2","0","58.3","30.0","8.3","3.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","食材を無駄なく使う、不要なレジ袋を断るなど、ごみとなるものを出さないよう心がける","年齢","70歳以上","26","2","2","1","0","83.9","6.5","6.5","3.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","性別","男性","198","22","11","12","0","81.5","9.1","4.5","4.9","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","性別","女性","215","34","17","6","0","79.0","12.5","6.3","2.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","年齢","18～29歳","32","8","5","2","0","68.1","17.0","10.6","4.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","年齢","30～39歳","71","15","7","5","0","72.4","15.3","7.1","5.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","年齢","40～49歳","121","16","8","3","0","81.8","10.8","5.4","2.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","年齢","50～59歳","104","14","8","5","0","79.4","10.7","6.1","3.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","年齢","60～69歳","55","3","0","2","0","91.7","5.0","0.0","3.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","年齢","70歳以上","30","0","0","1","0","96.8","0.0","0.0","3.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","性別","男性","159","38","31","15","0","65.4","15.6","12.8","6.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","性別","女性","211","31","21","9","0","77.6","11.4","7.7","3.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","年齢","18～29歳","29","7","8","3","0","61.7","14.9","17.0","6.4","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","年齢","30～39歳","62","17","12","7","0","63.3","17.3","12.2","7.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","年齢","40～49歳","113","19","12","4","0","76.4","12.8","8.1","2.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","年齢","50～59歳","92","19","13","7","0","70.2","14.5","9.9","5.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","年齢","60～69歳","48","6","4","2","0","80.0","10.0","6.7","3.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","年齢","70歳以上","26","1","3","1","0","83.9","3.2","9.7","3.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","性別","男性","181","35","18","9","0","74.5","14.4","7.4","3.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","性別","女性","216","29","22","5","0","79.4","10.7","8.1","1.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","年齢","18～29歳","34","6","5","2","0","72.3","12.8","10.6","4.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","年齢","30～39歳","68","14","11","5","0","69.4","14.3","11.2","5.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","年齢","40～49歳","117","20","9","2","0","79.1","13.5","6.1","1.4","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","年齢","50～59歳","97","16","14","4","0","74.0","12.2","10.7","3.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","年齢","60～69歳","53","6","0","1","0","88.3","10.0","0.0","1.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","年齢","70歳以上","28","2","1","0","0","90.3","6.5","3.2","0.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","性別","男性","203","21","10","9","0","83.5","8.6","4.1","3.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","性別","女性","243","13","10","6","0","89.3","4.8","3.7","2.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","年齢","18～29歳","40","3","3","1","0","85.1","6.4","6.4","2.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","年齢","30～39歳","84","7","3","4","0","85.7","7.1","3.1","4.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","年齢","40～49歳","129","13","4","2","0","87.2","8.8","2.7","1.4","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","年齢","50～59歳","109","7","10","5","0","83.2","5.3","7.6","3.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","年齢","60～69歳","54","4","0","2","0","90.0","6.7","0.0","3.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","年齢","70歳以上","30","0","0","1","0","96.8","0.0","0.0","3.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","性別","男性","58","41","107","37","0","23.9","16.9","44.0","15.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","性別","女性","53","48","120","51","0","19.5","17.6","44.1","18.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","年齢","18～29歳","3","11","20","13","0","6.4","23.4","42.6","27.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","年齢","30～39歳","15","15","46","22","0","15.3","15.3","46.9","22.4","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","年齢","40～49歳","33","23","70","22","0","22.3","15.5","47.3","14.9","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","年齢","50～59歳","20","29","60","22","0","15.3","22.1","45.8","16.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","年齢","60～69歳","20","7","24","9","0","33.3","11.7","40.0","15.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","年齢","70歳以上","20","4","7","0","0","64.5","12.9","22.6","0.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","性別","男性","20","58","96","69","0","8.2","23.9","39.5","28.4","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","性別","女性","17","61","118","76","0","6.3","22.4","43.4","27.9","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","年齢","18～29歳","1","6","20","20","0","2.1","12.8","42.6","42.6","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","年齢","30～39歳","7","18","40","33","0","7.1","18.4","40.8","33.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","年齢","40～49歳","8","43","53","44","0","5.4","29.1","35.8","29.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","年齢","50～59歳","11","27","60","33","0","8.4","20.6","45.8","25.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","年齢","60～69歳","5","16","28","11","0","8.3","26.7","46.7","18.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","年齢","70歳以上","5","9","13","4","0","16.1","29.0","41.9","12.9","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","性別","男性","41","75","67","60","0","16.9","30.9","27.6","24.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","性別","女性","31","108","78","55","0","11.4","39.7","28.7","20.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","年齢","18～29歳","0","19","13","15","0","0.0","40.4","27.7","31.9","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","年齢","30～39歳","17","29","27","25","0","17.3","29.6","27.6","25.5","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","年齢","40～49歳","26","56","37","29","0","17.6","37.8","25.0","19.6","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","年齢","50～59歳","13","42","48","28","0","9.9","32.1","36.6","21.4","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","年齢","60～69歳","9","23","13","15","0","15.0","38.3","21.7","25.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","年齢","70歳以上","7","14","7","3","0","22.6","45.2","22.6","9.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","性別","男性","45","88","70","40","0","18.5","36.2","28.8","16.5","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","性別","女性","59","121","66","26","0","21.7","44.5","24.3","9.6","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","年齢","18～29歳","7","22","13","5","0","14.9","46.8","27.7","10.6","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","年齢","30～39歳","22","38","19","19","0","22.4","38.8","19.4","19.4","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","年齢","40～49歳","34","55","40","19","0","23.0","37.2","27.0","12.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","年齢","50～59歳","21","49","44","17","0","16.0","37.4","33.6","13.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","年齢","60～69歳","11","28","18","3","0","18.3","46.7","30.0","5.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","年齢","70歳以上","9","17","2","3","0","29.0","54.8","6.5","9.7","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","性別","男性","13","66","76","88","0","5.3","27.2","31.3","36.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","性別","女性","14","88","74","96","0","5.1","32.4","27.2","35.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","年齢","18～29歳","0","13","12","22","0","0.0","27.7","25.5","46.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","年齢","30～39歳","5","21","34","38","0","5.1","21.4","34.7","38.8","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","年齢","40～49歳","9","52","33","54","0","6.1","35.1","22.3","36.5","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","年齢","50～59歳","5","40","45","41","0","3.8","30.5","34.4","31.3","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","年齢","60～69歳","5","18","16","21","0","8.3","30.0","26.7","35.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","年齢","70歳以上","3","10","10","8","0","9.7","32.3","32.3","25.8","0.0"

"港区の環境に関する区民アンケート（Web）調査結果・クロス集計表・環境に配慮した行動Q4","Ver202003",,,,,,,,,,,,,,
