都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
131164,24,東京都,豊島区,池袋オータムカルチャーフェスティバル,イケブクロオータムカルチャーフェスティバル,,2021.10.30,2021.10.30,,,,マンガ・アニメ・コスプレから伝統芸能まで楽しめる秋の一大イベント。,,,豊島区役所文化観光課,03 4566 2758,,,池袋サンシャインシティ、アニメイト池袋本店ほか,東京都豊島区東池袋3-1,,35.72929,139.71919,,,,,,,,
131164,25,東京都,豊島区,フェスティバル/トーキョー20,フェスティバル／トーキョー,,,,,,,国際的な舞台芸術の祭典。先鋭的な創造性を発信する,,,F/T実行委員会事務局,03 5961 5202,,,東京芸術劇場ほか,東京都豊島区西池袋1-8-1,,35.72988,139.70824,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,26,東京都,豊島区,池袋本町ふれあいまつり,イケブクロホンチョウフレアイマツリ,,,,,,,地域参加型イベントや地方都市の名産紹介など,,,豊島区商店街連合会,03 3981 5445,,,池袋本町公園ほか,東京都豊島区池袋本町1-27-1,,35.73978,139.71364,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,27,東京都,豊島区,大田楽 いけぶくろ絵巻,ダイデンガク イケブクロエマキ,,,,,,,中世日本の音楽と躍りの躍動がよみがえる一大野外パフォーマンス,,,（公財）としま未来文化財団,03 3590 7118,,,池袋西口公園,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,28,東京都,豊島区,ふくろ祭り「踊りの祭典」「よさこいコンテスト」,フクロマツリ「オドリノサイテン」「ヨサコイコンテスト」,,,,,,,東京よさこい、池袋やっさなど、まちが踊り一色に,,,ふくろ祭り協議会,,,,区内各所,,,,,,,,,,,https://www/yosaitokyo.gr.jp/,新型コロナウィルス感染症のため開催中止
131164,29,東京都,豊島区,秋の大塚バラまつり,アキノオオツカバラマツリ,,2021.10.10,2021.10.24,,,,大塚駅前広場～向原電停まで700種1200株となりました。,,,南大塚都電沿線協議会,,,,都電大塚駅から向原駅までの沿線,,,,,,,,,,,http://www.toden-rose.com,
131164,30,東京都,豊島区,鬼子母神御会式,キシモジンオエシキ,,,,,,,和紙で作った桜花をまとった万灯が幻想的な夜の練り供養,,,鬼子母神堂,03 3982 8347,,,池袋駅前～鬼子母神境内,東京都豊島区雑司が谷3-15-20,,35.72192,139.71371,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,31,東京都,豊島区,としまスポーツまつり,トシマスポーツマツリ,,,,,,,スポーツ推進委員によるスポーツイベント,,,学習・スポーツ課スポーツ振興G,03 4566 2764,,,総合体育場,東京都豊島区東池袋4-41-30,,35.72938,139.72264,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,32,東京都,豊島区,豊島区伝統工芸展,トシマクデントウコウゲイテン,,2021.11.2,2021.11.4,10:00,17:00,,歴史と伝統に培われた匠の技による作品を紹介,,,区役所生活産業課,03 4566 2742,,,としまセンタースクエア,東京都豊島区南池袋2-45-1,,35.72607,139.71666,,,,,,,,
131164,33,東京都,豊島区,大塚商人祭り,オオツカアキンドマツリ,,,,,,,商店街連合会加盟店・交流都市による出店、アトラクション,,,豊島区商店街連合会,03 3981 5445,,,JR大塚駅南北自由通路、駅前広場,東京都豊島区南大塚3-33-1,,35.73174,139.72762,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,34,東京都,豊島区,民俗芸能inとしま2020～ひとはおどる～,ミンゾクゲイノウイントシマ～ヒトハオドル～,,,,,,,池袋西口野外劇場を会場に豊島区無形文化財を中心に全国の民族芸能の舞踊を上演し、来場者も自由に踊りに参加できるフェスティバル,,,（公財）としま未来文化財団,03 3590 7118,,,池袋西口公園,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,35,東京都,豊島区,すがも中山道菊まつり,スガモナカセンドウキクマツリ,,2021.11.6,2021.11.15,,,,おとぎ話の一面を表した「菊の形造り」が毎年好評,,,巣鴨地蔵通り商店街振興組合,03 3918 2101,,,眞性寺他,東京都豊島区巣鴨3-21-21,,35.73411,139.73613,,,,,,,,
131164,36,東京都,豊島区,酉の市,トリノイチ,,2021.11.9、21,,,,,酉の日に行われる年中行事,,,大鳥神社,03 3971 6034,,,大鳥神社,東京都豊島区雑司が谷3-20-14,,35.72198,139.71561,,,,,,,,11月の酉の日に開催
131164,37,東京都,豊島区,イケビズフェスタ,イケビズフェスタ,,2021.11.23,2021.11.23,10:00,17:00,,子どもも大人も楽しめる文化・スポーツなどの体験型イベント,,,としま産業振興プラザ,03 3980 3131,,,ＩＫＥ・Ｂｉｚ としま産業振興プラザ,東京都豊島区西池袋2-37-4,,35.72791,139.70682,,,,,,,,
131164,38,東京都,豊島区,染井よしの桜のふる里秋まつり,ソメイヨシノサクラノフルサトアキマツリ,,,,,,,模擬店、物産展など。ソメイヨシノ発祥地駒込の魅力をお届け,,,染井よしの桜の里駒込協議会,03 3940 2400,,,染井吉野桜記念公園,東京都豊島区駒込2-2-1,,35.73686,139.74675,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,39,東京都,豊島区,クリスマスイルミネーション点灯,クリスマスイルミネーションテントウ,,2021.11.26,2022.1.6,,,,キャンパス内のヒマラヤ杉がクリスマスツリーに変わる,,,立教学院（広報室）,03 3985 2202,,,立教大学,東京都豊島区西池袋3-34-1,,35.7299,139.70139,,,,,,,,
131164,40,東京都,豊島区,雑司が谷七福神巡り,ゾウシガヤシチフクジンメグリ,,,,,,通年で開催。,スタンプの色紙は雑司が谷案内処などで販売,,,雑司が谷案内処,03 6912 5026,,,鬼子母神ほか,東京都豊島区雑司が谷3-15-20,,35.72192,139.71371,,,,,,,,
131164,41,東京都,豊島区,椎名町としま商人まつり,シイナマチトシマアキンドマツリ,,,,,,,商店街連合会加盟店・交流都市による出店、大抽選会がお楽しみ,,,豊島区商店街連合会,03 3981 5445,,,椎名橋下広場,東京都豊島区長崎1-9-2,,35.72727,139.69556,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,42,東京都,豊島区,節分会,セツブンカイ,,,,,,,縁（ゆかり）の著名人を招いて「福は内」の掛け声のみで行われる,,,鬼子母神堂,03 3982 8347,,,鬼子母神堂,東京都豊島区雑司が谷3-15-20,,35.72192,139.71371,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,43,東京都,豊島区,第14回としまMONOづくりメッセ,トシマMONOヅクリメッセ,,,,,,,各社の製品や商品などを展示、販売。ものづくり体験教室も,,,としまものづくりメッセ実行委員会事務局（区役所生活産業課内）,03 4566 2742,,,サンシャインシティ文化会館展示ホールＢ,東京都豊島区東池袋3-1-4,,35.72929,139.71919,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,44,東京都,豊島区,池袋西口としま商人まつり,イケブクロニシグチコトシマアキンドマツリ,,2022.3.21,2022.3.22,10:00,19:00,,商店街連合会加盟店・交流都市による出店、地域団体による講演会,,,,,,,池袋西口公園,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,,
131164,45,東京都,豊島区,南大塚桜まつり,ミナミオオツカサクラマツリ,,,,,,,「南大塚三丁目桜並木通り」で各種イベントを開催,,,南大塚桜まつり実行委員会,03 3981 6419,,,南大塚三丁目桜並木周辺,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,46,東京都,豊島区,春の全国交通安全運動とすがも染井吉野桜まつり,ハルノゼンコクコウツウアンゼンウンドウトスガモソメイヨシノサクラママツリ,,,,,,,パレード実施、のれん市も期間中開催,,,巣鴨駅前商店街振興組合,03 3918 3255,,,巣鴨駅北口周辺,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
