都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
131164,11,東京都,豊島区,ニチイケアセンター豊島,ニチイケアセンタートシマ,訪問介護,東京都豊島区池袋4-27-5,和田ビル1F,35.7379552,139.7105606,03 5979 5983,,03 5979 5984,,株式会社　ニチイ学館,1371600691,,,,,
131164,12,東京都,豊島区,有限会社　あおぞらケアサービス,ユウゲンガイシャ　アオゾラケアサービス,訪問介護,東京都豊島区西巣鴨3-22-6,,35.7426331,139.7292118,03 5907 2888,,03 5907 2666,,有限会社　あおぞらケアサービス,1371601236,,,,,
131164,13,東京都,豊島区,株式会社協立ケアサービス,カブシキガイシャ　キョウリツケアサービス,訪問介護,東京都豊島区巣鴨1-24-3,小島ビル1F,35.7313815,139.7397476,03 5940 0106,,03 5940 0107,2.01E+12,株式会社協立ケアサービス,1371601392,,,,,
131164,14,東京都,豊島区,有限会社　寿晴介護サービス,ユウゲンガイシャ　スバルカイゴサービス,訪問介護,東京都豊島区駒込4-8-9,,35.7351367,139.7410058,03 5961 3101,,03 5961 3109,2.01E+12,有限会社寿晴介護サービス,1371601582,,,,,
131164,15,東京都,豊島区,さくら介護サービス　豊島,サクラカイゴサービス　トシマ,訪問介護,東京都豊島区池袋3-14-16,,35.7349994,139.7016865,03 5391 1012,,03 5391 1019,2.01E+12,有限会社　さくら介護サービス,1371601962,,,,,
131164,16,東京都,豊島区,やすら木,ヤスラギ,訪問介護,東京都豊島区雑司が谷2-22-18,１Ｆ,35.7192713,139.7178022,03 5952 7500,,03 5952 7502,,特定非営利活動法人やすらぎ,1371601970,,,,,
131164,17,東京都,豊島区,アクセスポイント池袋,アクセスポイントイケブクロ,訪問介護,東京都豊島区池袋2-55-13,合田ビル1Ｆ,35.7339416,139.708011,03 5950 0231,,03 5950 0232,,株式会社アライブ,1371602085,,,,,
131164,18,東京都,豊島区,ゆきわりそうこの町サービス,ユキワリソウコノマチサービス,訪問介護,東京都豊島区南長崎6-19-5,ゆきわりそう　１F,35.72967263,139.6801551,03 3950 2004,,03 3950 3841,,社会福祉法人地球郷,1371602267,,,,,
131164,19,東京都,豊島区,ケアフレンド豊島,ケアフレンドトシマ,訪問介護,東京都豊島区長崎2-4-9,,35.7277607,139.6904213,03 5917 0186,,03 5917 0189,,有限会社ケアフレンド,1371602309,,,,,
131164,20,東京都,豊島区,ケアステーション　オープラス,ケアステーション　オープラス,訪問介護,東京都豊島区要町2-4-8,大恵ビル1Ｆ,35.7334269,139.6931235,03 3972 2680,,03 3972 2681,,有限会社　オープラス,1371602960,,,,,
131164,21,東京都,豊島区,わたぼうし,ワタボウシ,訪問介護,東京都豊島区池袋本町4-28-10,,35.743266,139.7164599,03 6907 4306,,03 6907 4307,,株式会社　天使堂,1371603448,,,,,
131164,22,東京都,豊島区,日介センター豊島,ニッカイセンター　トシマ,訪問介護,東京都豊島区長崎1-28-23,Muse西池袋201,35.7290637,139.6970706,03 5917 4009,,03 5917 4002,,株式会社日本介護センター,1371603521,,,,,
131164,23,東京都,豊島区,ケアリッツ池袋,ケアリッツイケブクロ,訪問介護,東京都豊島区池袋3-58-21,浅井ビル1F,35.7348442,139.7078054,03 5985 7185,,03 5985 7186,6.01E+12,株式会社ケアリッツ・アンド・パートナーズ,1371603919,,,,,
131164,24,東京都,豊島区,ハート介護サービス豊島,ハートカイゴサービストシマ,訪問介護,東京都豊島区南長崎5-29-2,島田ビル101,35.7284577,139.6835969,03 5988 7666,,03 3954 3556,2.12E+12,株式会社ハート介護サービス,1371604008,,,,,
131164,25,東京都,豊島区,いずみ介護センター本町,イズミカイゴセンターホンチョウ,訪問介護,東京都豊島区池袋本町4-16-6,,35.7429131,139.7139491,03 6410 6647,,03 6410 6648,,株式会社　いずみ介護センター,1371604461,,,,,
131164,26,東京都,豊島区,イエスサｰﾋﾞｽ,イエスサービス,訪問介護,東京都豊島区南長崎6-18-1,キャビットハウス1F,35.7298598,139.6799112,03 5996 9075,,03 5996 9256,,イエスサービス,1371604750,,,,,
131164,27,東京都,豊島区,ルーモホームヘルプ東池袋,ルーモホームヘルプヒガシイケブクロ,訪問介護,東京都豊島区東池袋2-34-13,5階,35.7325884,139.7229476,03 6863 4425,,03 6740 9979,,株式会社ルーモ,1371605450,,,,,
131164,28,東京都,豊島区,有限会社ホームケアながさき,ユウゲンガイシャホームケアナガサキ,訪問介護,東京都豊島区南長崎5-9-10,レジェンド南長崎101,35.72743843,139.6827366,03 5988 7377,,03 5988 7366,6.01E+12,有限会社ホームケアながさき,1371600097,,,,,
131164,29,東京都,豊島区,有限会社東洋ケアセンター,ユウゲンガイシャ　トウヨウケアセンター,訪問介護,東京都豊島区北大塚2-10-1,細野ビル５階,35.7335785,139.7270872,03 3915 1829,,03 3915 0862,3.01E+12,有限会社東洋ケアセンター,1371600196,,,,,
131164,30,東京都,豊島区,株式会社　エヌ・ティ豊島,カブシキガイシャ　エヌ・ティトシマ,訪問介護,東京都豊島区池袋2-73-1,,35.736122,139.710219,03 3986 5678,,03 3988 3555,9.01E+12,株式会社　エヌ・ティ豊島,1371600204,,,,,
131164,31,東京都,豊島区,スタイルケア池袋,スタイルケアイケブクロ,訪問介護,東京都豊島区東池袋5-8-3,アウローラ2階,35.7252206,139.7207137,03 6914 2794,,03 6914 2795,6.01E+12,株式会社アンド・スタイリング,1371605328,,,,,
131164,32,東京都,豊島区,SOMPOケア　大塚　訪問介護,ソンポケア　オオツカ　ホウモンカイゴ,訪問介護,東京都豊島区南大塚3-43-5,アルス新大塚202,35.7286845,139.7287261,03 5928 0215,,03 5928 0218,1.26E+12,SOMPOケア株式会社,1371605518,,,,,
131164,33,東京都,豊島区,有限会社　バリアフリー・サポート　巣鴨訪問介護事業所,ユウゲンガイシャ　バリアフリー・サポート　スガモホウモンカイゴジギョウショ,訪問介護,東京都豊島区巣鴨2-4-2,岡田ビル705号,35.7342507,139.7392031,03 5961 3441,,03 5961 3442,,有限会社　バリアフリー・サポート,1371600873,,,,,
131164,34,東京都,豊島区,有限会社エリアサポートセンター,ユウゲンガイシャ　エリアサポートセンター,訪問介護,東京都豊島区南長崎1-8-3,,35.72380915,139.6931325,03 5982 0620,,03 5982 0640,,有限会社　エリアサポートセンター,1371601517,,,,,
131164,35,東京都,豊島区,有里サポート有限会社,アリサポートユウゲンカイシャ,訪問介護,東京都豊島区西池袋4-32-1,ドミール太田１０１,35.7210846,139.7100752,03 6909 3370 ,,03 6909 3370 ,3.01E+12,有里サポート有限会社,1371602101,,,,,
131164,36,東京都,豊島区,特定非営利活動法人ぶどうの木,トクテイヒエイリカツドウホウジンブドウノキ,訪問介護,東京都豊島区池袋本町3-1-10,コアンドボカージュ１１１号,35.7416771,139.7126353,03 3982 6091,,03 3982 6092,4.01E+12,特定非営利活動法人ぶどうの木,1371602853,,,,,
131164,37,東京都,豊島区,笑笑ケアセンター,ワイワイケアセンター,訪問介護,東京都豊島区巣鴨5-6-6,タマザワコーポ１Ｆ,35.7390252,139.7350338,03 3917 4648,,03 3917 1985,8.01E+12,株式会社　タマザワ,1371602887,,,,,
131164,38,東京都,豊島区,ソシオケアサービス,ソシオケアサービス,訪問介護,東京都豊島区西池袋2-36-1,ソフトタウン池袋802,35.7279087,139.7061225,03 5958 8828,,03 5958 8838,,ソシオ株式会社,1371603356,,,,,
131164,39,東京都,豊島区,アミカ池袋介護センター,アミカ　イケブクロ　カイゴ　センター,訪問介護,東京都豊島区池袋2-55-12,セピア池袋Ⅱ-705,35.73409599,139.7080239,03 5956 2066,,03 3985 6313,6.01E+12,株式会社　ＨＣＭ,1371603653,,,,,
131164,40,東京都,豊島区,アースサポート豊島東長崎,アースサポートトシマヒガシナガサキ,訪問介護,東京都豊島区長崎4-12-11,,35.7302742,139.6849494,03 3972 2900,,03 3972 2911,,アースサポート株式会社,1371603794,,,,,
131164,41,東京都,豊島区,ハート介護サービス池袋,ハートカイゴサービスイケブクロ,訪問介護,東京都豊島区高松1-7-7,,35.7359547,139.6983729,03 5986 6366,,03 5966 8800,2.12E+12,株式会社ハート介護サービス,1371605252,,,,,
131164,42,東京都,豊島区,合同会社K.すずらん,ゴウドウガイシャケイ.スズラン,訪問介護,東京都豊島区南池袋2-41-12,池袋セントラルマンション606号室,35.7257318,139.7187242,03 6914 2307,,03 6914 2507,6.01E+12,合同会社K.すずらん,1371605344,,,,,
131164,43,東京都,豊島区,株式会社あい介護,カブシキガイシャアイカイゴ,訪問介護,東京都豊島区北大塚3-32-2,浅野ビル301,35.7341479,139.7263761,03 5981 8532,,03 5981 8532,,株式会社あい介護,1371705391,,,,,
131164,44,東京都,豊島区,大起エンゼルヘルプ　豊島ケアセンター,ダイキエンゼルヘルプ　トシマケアセンター,訪問介護,東京都豊島区池袋4-11-4,メゾンドール池袋１０１,35.738666,139.7068665,03 5391 6789,,03 5391 6799,1.01E+12,株式会社　大起エンゼルヘルプ,1371600170,,,,,
131164,45,東京都,豊島区,エンジョイ訪問介護,エンジョイホウモンカイゴ,訪問介護,東京都豊島区東池袋1-32-7,大樹生命池袋ビル　2階,35.732881,139.716127,03 5985 7009,,03 4400 1936,4.12E+12,株式会社キャリアブランディング,1371605492,,,,,
131164,46,東京都,豊島区,ケアリッツ大塚北,ケアリッツオオツカキタ,訪問介護,東京都豊島区北大塚3-34-8,マイハウス大塚1階,35.7351256,139.7267094,03 6903 7709,,03 6903 7710,6.01E+12,株式会社ケアリッツ・アンド・パートナーズ,1371605500,,,,,
131164,47,東京都,豊島区,マルシモホームヘルプサービス,マルシモホームヘルプサービス,訪問介護,東京都豊島区南大塚2-31-11,共栄大塚ビル３Ｆ,35.7283374,139.7320898,03 5940 6048,,03 5940 6049,,有限会社　マルシモ,1371601574,,,,,
131164,48,東京都,豊島区,訪問介護ステーションすずらん,ホウモンカイゴステーションスズラン,訪問介護,東京都豊島区千早2-28-4,,35.7339823,139.6921652,03 5926 9872,,03 5926 9873,,株式会社　カインディア,1371604883,,,,,
131164,49,東京都,豊島区,社会福祉法人豊島区社会福祉事業団訪問介護ステーション,シャカイフクシホウジントシマクシャカイフクシジギョウダンホウモンカイゴステーション,訪問介護,東京都豊島区西巣鴨2-30-19,ケアハウス菊かおる園内1階,35.73901626,139.7280289,03 5961 3003,,03 5961 3004,3.01E+12,社会福祉法人豊島区社会福祉事業団,1371602440,,,,,
131164,50,東京都,豊島区,社会福祉法人　櫻灯会　ほほえみケアサービス,シャカイフクシホウジン　オウトウカイ　ホホエミケアサービス,訪問介護,東京都豊島区南池袋4-5-1,,35.721496,139.7166967,03 5927 8001,,03 5927 8051,8.01E+12,社会福祉法人　櫻灯会　ほほえみケアサービス,1371605294,,,,,
131164,51,東京都,豊島区,ハナコケアサービス,ハナコケアサービス,訪問介護,東京都豊島区西池袋2-36-1,ソフトタウン池袋２１０,35.7279891,139.7061506,03 5985 8878,,03 5985 8872,,アースデザインプランニング,1371605724,,,,,
131164,52,東京都,豊島区,株式会社フロンティア,カブシキガイシャフロンティア,訪問介護,東京都豊島区北大塚2-9-9,原田ビル201,35.7339553,139.7270105,03 4550 1116,,03 6629 6281,9.01E+12,株式会社フロンティア,1371605732,,,,,
131164,53,東京都,豊島区,東京こうれいきょう,トウキョウコウレイキョウ,訪問介護,東京都豊島区3-43-12,高原ビル4階,35.7382686,139.7052081,03 5904 9011,,03 5904 9012,,生活協同組合・東京高齢協,1371605765,,,,,
131164,54,東京都,豊島区,ケアリッチ,ケアリッチ,訪問介護,東京都豊島区南池袋2-6-12,宮城ビル２階,35.72519,139.7156467,03 5396 9911,,03 5953 7810,,株式会社　ケアリッチ,1371601780,,,,,
131164,55,東京都,豊島区,東京保健生活協同組合　介護センター健生豊島,トウキョウホケンセイカツキョウドウクミアイ　カイゴセンターケンセイトシマ,訪問介護,東京都豊島区雑司が谷3-3-17,2F,35.720421,139.714447,03 5960 0838,,03 5960 0839,,東京保健生活協同組合,1371602572,,,,,
131164,56,東京都,豊島区,東電さわやかケアポートとしま・訪問介護,トウデンサワヤカケアポートトシマ・ホウモンカイゴ,訪問介護,東京都豊島区北大塚1-12-15,共同興業北大塚ビル,35.7322481,139.7326314,03 5907 4293,,03 5907 3821,7.01E+12,東電パートナーズ株式会社,1371602994,,,,,
131164,57,東京都,豊島区,サン・ケアセンター,サン　ケアセンター,訪問介護,東京都豊島区西巣鴨3-15-10,ＵＫビル2階,35.7421137,139.7296062,03 3918 3571,,03 3918 3579,,有限会社　サン,1371601954,,,,,
131164,58,東京都,豊島区,セントケア豊島,セントケアトシマ,訪問介護,東京都豊島区東池袋3-20-21,広宣ビル2F,35.730202,139.7205989,03 5953 5030,,03 5953 5035,5.01E+12,セントケア東京株式会社,1371603281,,,,,
131164,59,東京都,豊島区,西池袋ホームヘルプサービス,ニシイケブクロホームヘルプサービス,訪問介護,東京都豊島区西池袋3-33-6,SHKビル３階,35.729939,139.7050948,03 5957 0700,,03 5957 0700,9.01E+12,合同会社倭ケアサービス,1371605427,,,,,
131164,60,東京都,豊島区,ＳＯＭＰＯケア池袋　訪問介護,ソンポケアイケブクロホウモンカイゴ,訪問介護,東京都豊島区高松1-11-15,モリタビル西池袋801号室,35.73637432,139.701485,03 5917 5261,,03 5917 5262,1.26E+12,ＳＯＭＰＯケア株式会社,1371605534,,,,,
131164,61,東京都,豊島区,本町まんぞく介護,ホンチョウマンゾクカイゴ,訪問介護,東京都豊島区池袋本町1-46-5,2Ｆ,35.7405328,139.7123715,03 5954 9878,,03 5954 9805,,株式会社まんぞく介護,1371604628,,,,,
131164,62,東京都,豊島区,アースサポート豊島,アースサポートトシマ,訪問介護,東京都豊島区上池袋1-7-7,,35.7343033,139.7191988,03 5974 3400,,03 5974 3211,,アースサポート株式会社,1371700392,,,,,
131164,63,東京都,豊島区,セントケア豊島（入浴）,セントケアトシマ（ニュウヨク）,訪問入浴介護,東京都豊島区東池袋3-20-21,広宣ビル2F,35.7302509,139.7206072,03 5953 5030,,03 5953 5035,5.01E+12,セントケア東京　株式会社,1371604024,,,,,
131164,64,東京都,豊島区,株式会社ケアサービス　訪問入浴　豊島,カブシキカイシャケアサービス　ホウモンニュウヨク　トシマ,訪問入浴介護,東京都豊島区高田3-6-7,ニュー野村マンション１０２,35.7141414,139.7078096,03 5979 1705,,03 5979 1708,,株式会社ケアサービス,1371601145,,,,,
131164,65,東京都,豊島区,アサヒサンクリーン在宅介護センター豊島,アサヒサンクリーンザイタクカイゴセンタートシマ,訪問入浴介護,東京都豊島区池袋2-28-8,内野コーポ１Ｆ,35.7343468,139.7040113,03 5956 3201,,03 5956 3202,5.08E+12,アサヒサンクリーン株式会社,1371603596,,,,,
131164,66,東京都,豊島区,アースサポート豊島,アースサポートトシマ,訪問入浴介護,東京都豊島区上池袋1-7-7,,35.7343033,139.7191988,03 5974 3400,,03 5974 3211,,アースサポート株式会社,1371700392,,,,,
131164,67,東京都,豊島区,訪問看護ステーション　デューン池袋,ホウモンカンゴステーション　デューンイケブクロ,訪問看護,東京都豊島区千早1-15-17,第一上州ビル２階,35.7306234,139.6978327,03 5926 9630,,03 5926 9631,5.12E+12,株式会社Ｎ・フィールド,1361690231,,,,,
131164,68,東京都,豊島区,コモド訪問看護ステーション,コモドホウモンカンゴステーション,訪問看護,東京都豊島区西巣鴨3-4-10,山下ビル１階,35.74096414,139.7305851,03 5972 1110,,03 5972 1171,9.03E+12,一般社団法人コモド,1361690249,,,,,
131164,69,東京都,豊島区,メディカルライナーズ訪問看護ステーション,メディカルライナーズホウモンカンゴステーション,訪問看護,東京都豊島区東池袋5-41-18,パーシモン　１F,35.7274263,139.7258069,03 6912 6752,,03 6912 6778,5.29E+12,メディカルライナーズユウゲンガイシャ,1361690074,,,,,
131164,70,東京都,豊島区,訪問看護ステーションすずめが丘,ホウモンカンゴステーションスズメガオカ,訪問看護,東京都豊島区要町1-29-4,,35.73524,139.6954251,03 6909 5337,,03 6909 5339,,株式会社ＫｓＨｏｌｄｉｎｇ,1361690264,,,,,
131164,71,東京都,豊島区,かのん訪問看護ステーションとも,カノン訪問看護ステーショントモ,訪問看護,東京都豊島区目白3-17-1,,35.7233765,139.7072705,03 6908 2290,,03 6908 2291,,株式会社双泉メディカルサポート,1361690272,,,,,
131164,72,東京都,豊島区,訪問看護ステーション　ホームケア池袋,ホウモンカンゴステーション　ホームケア　イケブクロ,訪問看護,東京都豊島区東池袋2-7-4,K・B東池袋4階,35.7308787,139.7223792,03 5928 0244,,03 5928 0245,,株式会社ミレニア,1361690033,,,,,
131164,73,東京都,豊島区,医療法人社団　景星会　ふくろう訪問看護ステーション,イリョウホウジンシャダンケイセイカイフクロウホウモンカンゴステーション,訪問看護,東京都豊島区北大塚2-7-1,行雲ビル601,35.7328397,139.7273678,03 3918 2960,,03 5907 5313,,医療法人社団景星会,1367194319,,,,,
131164,74,東京都,豊島区,セコムとしま訪問看護ステーション,セコムトシマホウモンカンゴステーション,訪問看護,豊島区南大塚2-35-7,平文社ビル３階,35.728605,139.7294474,03 3947 5750,,03 3947 5760,,セコム医療システム株式会社,1367195944,,,,,
131164,75,東京都,豊島区,訪問看護ステーション　はなえみ　池袋,ホウモンカンゴステーション　ハナエミ　イケブクロ,訪問看護,東京都豊島区南池袋2-6-12,宮城ビル２Ｆ　２０３,35.7251603,139.7157147,03 5985 4331,,03 5985 4338,5.01E+12,株式会社ＬｉＤ,1361690280,,,,,
131164,76,東京都,豊島区,訪問看護ステーションはな池袋,ホウモンカンゴステーションハナイケブクロ,訪問看護,東京都豊島区東池袋2-21-6,101号,35.7309159,139.7228382,03 6822 6708,,03 6684 1297,6.01E+12,株式会社はな,1361690215,,,,,
131164,77,東京都,豊島区,アワー訪問看護ステーション,アワーホウモンカンゴステーション,訪問看護,東京都豊島区東池袋3-23-10,フジビル201,35.7306469,139.7213272,03 5843 3853,,03 5843 3854,3.01E+12,OUR合同会社,1361690298,,,,,
131164,78,東京都,豊島区,ゆみのハートクリニック,ユミノハートクリニック,訪問看護,東京都豊島区高田3-14-29,KDX高田馬場ビル1階,35.71498193,139.705209,03 5956 8010,,03 5950 0108,5.01E+12,医療法人社団ゆみの,1311635119,,,,,
131164,79,東京都,豊島区,訪問看護ステーションデライト池袋,ホウモンカンゴステーションデライトイケブクロ,訪問看護,東京都豊島区池袋2-55-12,セピア池袋Ⅱ206,35.7340639,139.7079758,03 6914 3257,,03 6914 3258,4.01E+12,株式会社Ｈ＆H新宿,1361690314,,,,,
131164,80,東京都,豊島区,ビコー訪問看護リハビリステーション豊島,ビコーホウモンカンゴリハビリステーショントシマ,訪問看護,東京都豊島区北大塚1-2-6,MAN巣鴨103,35.7320915,139.7351987,03 5972 1414,,03 5972 1514,7.02E+12,株式会社ビコー,1361690306,,,,,
131164,81,東京都,豊島区,一般社団法人池袋本町訪問看護ステーション,イッパンシャダンホウジンイケブクロホンチョウホウモンカンゴステーション,訪問看護,東京都豊島区池袋本町2-38-5,,35.743743,139.7097362,03 3985 7882,,03 3985 7882,4.01E+12,一般社団法人池袋本町訪問看護ステーション,1361690322,,,,,
131164,82,東京都,豊島区,池袋西部ナースステーション,イケブクロセイブナースステーション,訪問看護,東京都豊島区要町1-2-3,金子マンション202,35.7330138,139.6978183,03 5926 8080,,03 5926 8083,6.01E+12,サステナース株式会社,1361690330,,,,,
131164,83,東京都,豊島区,訪問看護リハビリステーションエガオコネクト,ホウモンカンゴリハビリテーション　エガオコネクト,訪問看護,東京都豊島区北大塚1-2-6,MAN巣鴨201,35.7320915,139.7351987,03 6903 4968,,03 5972 4369,1.01E+12,合同会社メディコネクト,1361690348,,,,,
131164,84,東京都,豊島区,医療法人社団久福会　関野病院,イリョウホウジンシャダンキュウフクカイ　セキノビョウイン,訪問看護,東京都豊島区池袋3-28-3,,35.7353569,139.7060974,03 3986 5501,,03 3986 9809,6.01E+12,医療法人社団久福会　関野病院,1311670991,,,,,
131164,85,東京都,豊島区,ゆみの訪問看護ステーション,ユミノホウモンカンゴステーション,訪問看護,東京都新宿区上落合2-9-16,インテック落合207号室,35.7135021,139.6892004,03 5332 8805,,03 5332 8806,5.01E+12,医療法人社団ゆみの,1360490443,,,,,
131164,86,東京都,豊島区,ナースステーション東京　池袋支店,ナースステーショントウキョウ　イケブクロシテン,訪問看護,東京都豊島区千早1-22-2,ラヴィータ要町101,35.73235891,139.6975541,03 5926 9415,,03 5926 9416,,株式会社　日本在宅ケア教育研究所,1361690041,,,,,
131164,87,東京都,豊島区,要訪問看護ステーション,カナメホウモンカンゴステーション,訪問看護,東京都豊島区要町1-11-10,セピアネクスト1階,35.7338411,139.6993201,03 6905 9701,,03 6905 9702,,医療法人社団和顔会,1361690066,,,,,
131164,88,東京都,豊島区,おんびっと訪問看護ステーション,オンビットホウモンカンゴステーション,訪問看護,東京都豊島区巣鴨2-11-5,巣鴨第一ビル7階,35.73549644,139.7366546,03 6903 6643,,03 6740 2379,7.01E+12,おんびっと株式会社,1361690090,,,,,
131164,89,東京都,豊島区,訪問看護ステーションこころ千川,ホウモンカンゴステーション　ココロセンカワ,訪問看護,東京都豊島区千早1-28-13,,35.7329493,139.6955455,03 6909 5062,,03 6909 5063,9.01E+12,アイリスフレール株式会社,1361690108,,,,,
131164,90,東京都,豊島区,ガイア訪問看護ステーション池袋,ガイアホウモンカンゴステーションイケブクロ,訪問看護,東京都豊島区西池袋3-33-6,SHKビル2階,35.729939,139.7050948,03 5985 4451,,03 5985 4452,,株式会社ガイアメディケア,1361690116,,,,,
131164,91,東京都,豊島区,葵の空在宅看護センター,アオイノソラザイタクカンゴセンター,訪問看護,東京都豊島区要町2-30-6,ユタカビル2階,35.73623621,139.6924554,03 6905 9582,,03 6905 9583,,一般社団法人葵の空,1361690132,,,,,
131164,92,東京都,豊島区,陽だまり　訪問看護リハビリステーション駒込,ヒダマリ　ホウモンカンゴリハビリステーションコマゴメ,訪問看護,東京都豊島区駒込3-3-14,染井松美ハイツ101,35.7379642,139.7459526,03 5972 1527,,03 5972 1528,6.01E+12,株式会社　陽だまり,1361690157,,,,,
131164,93,東京都,豊島区,東池袋訪問看護リハビリステーション,ヒガシイケブクロホウモンカンゴリハビリステーション,訪問看護,東京都豊島区東池袋1-44-8,ﾊﾟｰｸｻｲﾄﾞﾋﾞﾙ5E,35.7334086,139.7139466,03 5904 8099,,03 5955 4477,3.01E+12,霜鳥恒産株式会社,1361690165,,,,,
131164,94,東京都,豊島区,訪問看護リハビリステーションＳORA,ホウモンカンゴリハビリステーションソラ,訪問看護,東京都豊島区千早1-23-20,201,35.73197623,139.6968709,03 6905 8960,,03 6905 8961,2.01E+12,おおぞらの株式会社,1361690173,,,,,
131164,95,東京都,豊島区,訪問看護ステーション　ウィリング,ホウモンカンゴステーション　ウィリング,訪問看護,東京都豊島区巣鴨1-29-11,図南社ビル2階,35.732137,139.7377533,03 6902 9565,,03 6902 9566,,株式会社Willing,1361690181,,,,,
131164,96,東京都,豊島区,セントケア訪問看護ステーション池袋,セントケアホウモンカンゴステーションイケブクロ,訪問看護,東京都豊島区池袋2-35-12,井戸ビル　1階,35.7334916,139.707275,03 5911 5520,,03 5950 5550,5.01E+12,セントケア東京株式会社,1361690207,,,,,
131164,97,東京都,豊島区,アットイーズ訪問看護リハビリステーション上池袋,アットイーズホウモンカンゴリハビリステーションカミイケブクロ,訪問看護,東京都豊島区上池袋4-27-20,コーポラス林１０２,35.7414024,139.7198623,03 5972 1495,,03 5972 1496,,イーズメディカル株式会社,1361690223,,,,,
131164,98,東京都,豊島区,訪問看護ステーション　ホームケア目白,ホウモンカンゴステーション　ホームケアメジロ,訪問看護,東京都豊島区目白3-13-2,アロマビル3階,35.722377,139.705816,03 6908 2915,,03 6908 2916,,株式会社ミレニア,1361690256,,,,,
131164,99,東京都,豊島区,南池袋訪問看護ステーション,ミナミイケブクロホウモンカンゴステーション,訪問看護,東京都豊島区南池袋3-4-2,,35.7227041,139.7146719,03 3989 0372,,03 3989 0377,1.01E+12,東京保健生活協同組合,1367191729,,,,,
131164,100,東京都,豊島区,医療法人社団日心会　おおつか訪問看護ステーション,イリョウホウジンシャダンニッシンカイ　オオツカホウモンカンゴステーション,訪問看護,東京都豊島区北大塚1-18-8,田村ビル2階,35.7344784,139.7255706,03 3916 7185,,03 3916 7185,6.01E+12,医療法人社団日心会,1367192982,,,,,
131164,101,東京都,豊島区,東電さわやかケアポートとしま・訪問看護,トウデンサワヤカケアポートトシマ・ホウモンカンゴ,訪問看護,東京都豊島区北大塚1-12-15,,35.7322481,139.7326314,03 5907 4292,,03 5907 3821,7.01E+12,東電パートナーズ株式会社,1367198401,,,,,
