"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"131199","131199GMLT000174","板橋区","全域","ＡＣアダプター・コード","","","拠点","","使用済小型家電は拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000792","板橋区","全域","ＡＣアダプター・コード","","","不燃","","使用済小型家電は拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000793","板橋区","全域","枝きりはさみ(３０cm未満)","","","不燃","","",""
"131199","131199GMLT000794","板橋区","全域","枝きりはさみ(３０cm以上)","","","粗大","","「高枝はさみ」としてお申込みください","400"
"131199","131199GMLT000795","板橋区","全域","絵の具チューブ(プラスチック容器)","","","可燃","","中の絵の具は使い切ってください",""
"131199","131199GMLT000796","板橋区","全域","絵の具チューブ(金属容器)","","","不燃","","",""
"131199","131199GMLT000797","板橋区","全域","絵本","","","資源","","雑誌としてしばってお出しください",""
"131199","131199GMLT000798","板橋区","全域","MD（ミニディスク）","","","可燃","","",""
"131199","131199GMLT000175","板橋区","全域","MDラジカセ(３０cm未満)","","","拠点","","30㎝ｘ15㎝未満の使用済小型家電は拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000799","板橋区","全域","MDラジカセ(３０cm未満)","","","不燃","","30㎝ｘ15㎝未満の使用済小型家電は拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000800","板橋区","全域","MDラジカセ(３０cm以上)","","","粗大","","","400"
"131199","131199GMLT000801","板橋区","全域","エレクトーン","","","粗大","","おむね総重量70㎏まで・それを超えるものは管轄の清掃事務所へお問合せください","2000"
"131199","131199GMLT000802","板橋区","全域","園芸用支柱（１～５本）","","","粗大","","","400"
"131199","131199GMLT000806","板橋区","全域","エンジンオイル","","","不可","","専門業者へ依頼してください",""
"131199","131199GMLT000176","板橋区","全域","延長コード","","","拠点","","使用済小型家電として拠点回収ボックスにお持ちください（長いものはしばってください） 又は不燃ごみへ ＊コードリールは粗大へお出しください",""
"131199","131199GMLT000807","板橋区","全域","延長コード","","","不燃","","使用済小型家電として拠点回収ボックスにお持ちください（長いものはしばってください） 又は不燃ごみへ ＊コードリールは粗大へお出しください",""
"131199","131199GMLT000803","板橋区","全域","鉛筆","","","可燃","","",""
"131199","131199GMLT000804","板橋区","全域","鉛筆削り器（電動・手動）","","","不燃","","",""
"131199","131199GMLT000805","板橋区","全域","鉛筆削り器（携帯用・簡易）","","","可燃","","金属部分は極力取り除いてください",""
"131199","131199GMLT000177","板橋区","全域","オイル(食用)","","","拠点","","「油（食用）」を参考にしてください",""
"131199","131199GMLT000808","板橋区","全域","オイル(食用)","","","可燃","","「油（食用）」を参考にしてください",""
"131199","131199GMLT000809","板橋区","全域","オイル缶 (食用)","","","不燃","","資源になりません 不燃ごみへお出しください",""
"131199","131199GMLT000810","板橋区","全域","オイルヒーター","","","粗大","","","800"
"131199","131199GMLT000811","板橋区","全域","オイルびん(食用)","","","不燃","","資源になりません 不燃ごみへお出しください",""
"131199","131199GMLT000814","板橋区","全域","置き時計","","","不燃","","",""
"131199","131199GMLT000815","板橋区","全域","置物(木・プラスチック製)","","","可燃","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000179","板橋区","全域","置物(木・プラスチック製)","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000180","板橋区","全域","置物(木・プラスチック製以外)","","","粗大","","",""
"131199","131199GMLT000816","板橋区","全域","置物(木・プラスチック製以外)","","","不燃","","",""
"131199","131199GMLT000817","板橋区","全域","おたま（金属製）","","","不燃","","",""
"131199","131199GMLT000818","板橋区","全域","落ち葉","","","可燃","","",""
"131199","131199GMLT000819","板橋区","全域","オットマン","","","粗大","","足のせ用ソファー","400"
"131199","131199GMLT000182","板橋区","全域","お盆(木・プラスチック製)","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみ、「かご」でお申し込みください。","400"
"131199","131199GMLT000183","板橋区","全域","お盆(金属製)","","","粗大","","",""
"131199","131199GMLT000827","板橋区","全域","お盆(木・プラスチック製)","","","可燃","","最大辺がおおむね３０㎝以上のものは粗大ごみ、「かご」でお申し込みください。","400"
"131199","131199GMLT000828","板橋区","全域","お盆(金属製)","","","不燃","","",""
"131199","131199GMLT000829","板橋区","全域","おまる","","","粗大","","「簡易・携帯便器」としてお申込みください ＊汚物は取り除いてください","400"
"131199","131199GMLT000830","板橋区","全域","おむつ","","","可燃","","紙製・布製 汚物は取り除いてください ",""
"131199","131199GMLT000831","板橋区","全域","おもちゃ(木・プラスチック製)","","","可燃","","電池は外してください 木・プラスチック製で可燃ごみに出すものは、極力金属等はずしてください 最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000184","板橋区","全域","おもちゃ(木・プラスチック製)","","","粗大","","電池は外してください 木・プラスチック製で可燃ごみに出すものは、極力金属等はずしてください 最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000185","板橋区","全域","おもちゃ(金属製)","","","粗大","","",""
"131199","131199GMLT000832","板橋区","全域","おもちゃ(金属製)","","","不燃","","",""
"131199","131199GMLT000833","板橋区","全域","折込みチラシ","","","資源","","新聞と一緒にしばってお出しください",""
"131199","131199GMLT000834","板橋区","全域","折りたたみ傘","","","不燃","","",""
"131199","131199GMLT000835","板橋区","全域","オルガン（電子ピアノを含む）","","","粗大","","おおむね総重量70kgまで・それを超えるものはは管轄の清掃事務所へお問い合わせください","2000"
"131199","131199GMLT000839","板橋区","全域","温度計","","","不燃","","",""
"131199","131199GMLT000812","板橋区","全域","OA機器（家庭用）","","","粗大","","パソコンリサイクル対象品目・ワープロは除く ","1200"
"131199","131199GMLT000178","板橋区","全域","OA用紙","","","可燃","","雑かみとしてお出しください 感熱紙は可燃ごみへ ",""
"131199","131199GMLT000813","板橋区","全域","OA用紙","","","資源","","雑かみとしてお出しください 感熱紙は可燃ごみへ ",""
"131199","131199GMLT000820","板橋区","全域","オーディオ(３０cm未満)","","","不燃","","30㎝ｘ15㎝未満の使用済小型家電は拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000181","板橋区","全域","オーディオ(３０cm未満)","","","拠点","","30㎝ｘ15㎝未満の使用済小型家電は拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000822","板橋区","全域","オーディオラック","","","粗大","","「箱物家具」を参考にサイズを測ってお申し込みください 粗大ゴミの回収料金 400円～",""
"131199","131199GMLT000823","板橋区","全域","オートバイ","","","不可","","専門業者へ依頼してください",""
"131199","131199GMLT000825","板橋区","全域","オーブントースター(３０cm未満)","","","不燃","","",""
"131199","131199GMLT000826","板橋区","全域","オーブントースター(３０cm以上)","","","粗大","","","400"
"131199","131199GMLT000824","板橋区","全域","オーブン・オーブンレンジ","","","粗大","","","400"
"131199","131199GMLT000846","板橋区","全域","貝殻","","","可燃","","",""
"131199","131199GMLT000847","板橋区","全域","カイロ(使い捨て)","","","不燃","","",""
"131199","131199GMLT000848","板橋区","全域","化学ぞうきん","","","可燃","","",""
"131199","131199GMLT000849","板橋区","全域","鏡・姿見(３０cm未満)","","","不燃","","割れたものは新聞等に包んで「キケン」の表示を！",""
"131199","131199GMLT000850","板橋区","全域","鏡・姿見(３０cm以上)","","","粗大","","割れたものは管轄の清掃事務所にお問い合わせください","400"
"131199","131199GMLT000852","板橋区","全域","花器・かめ(３０cm以上)","","","粗大","","割れたものは管轄の清掃事務所にお問い合わせください","400"
"131199","131199GMLT000851","板橋区","全域","花器・かめ(３０cm未満)","","","不燃","","割れたものは新聞等に包んで「キケン」の表示を！",""
"131199","131199GMLT000854","板橋区","全域","傘","","","不燃","","",""
"131199","131199GMLT000855","板橋区","全域","傘立て","","","粗大","","","400"
"131199","131199GMLT000856","板橋区","全域","加湿器(３０cm未満)","","","不燃","","",""
"131199","131199GMLT000857","板橋区","全域","加湿器(３０cm以上)","","","粗大","","","400"
"131199","131199GMLT000861","板橋区","全域","カセット コンロ(３０cm未満)","","","不燃","","「カセットボンベ」は必ずはずしてください ",""
"131199","131199GMLT000862","板橋区","全域","カセット コンロ(３０cm以上)","","","粗大","","","400"
"131199","131199GMLT000863","板橋区","全域","カセットテープ","","","可燃","","ビデオテープ等も同様です",""
"131199","131199GMLT000864","板橋区","全域","カセットボンベ（ガス缶）","","","不燃","","中身を使い切り、別袋に入れ「カセットボンベ」と表示をしてお出しください 危険ですので穴開けはしないでください",""
"131199","131199GMLT000866","板橋区","全域","カタログ類","","","資源","","雑誌と一緒にしばってお出しください",""
"131199","131199GMLT000867","板橋区","全域","活性炭","","","可燃","","",""
"131199","131199GMLT000869","板橋区","全域","カッパ (雨具)","","","可燃","","",""
"131199","131199GMLT000870","板橋区","全域","カップ麺の容器","","","可燃","","",""
"131199","131199GMLT000871","板橋区","全域","かつら","","","可燃","","",""
"131199","131199GMLT000872","板橋区","全域","金網（フェンス）","","","粗大","","最大辺が１８０㎝を超えるものについては、管轄の清掃事務所へお問い合わせください","400"
"131199","131199GMLT000873","板橋区","全域","かなづち(木・プラスチック製)","","","可燃","","ハンマー・トンカチ・げんのう など",""
"131199","131199GMLT000874","板橋区","全域","かなづち(金属製)","","","不燃","","",""
"131199","131199GMLT000875","板橋区","全域","加熱式たばこ（電子たばこ）","","","不燃","","メーカー回収しているものは販売店へ",""
"131199","131199GMLT000876","板橋区","全域","かばん(布・革・ビニール製)","","","可燃","","",""
"131199","131199GMLT000877","板橋区","全域","かばん(スーツケース・旅行用)","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000879","板橋区","全域","紙くず","","","可燃","","",""
"131199","131199GMLT000880","板橋区","全域","紙コップ","","","可燃","","",""
"131199","131199GMLT000881","板橋区","全域","カミソリ刃","","","不燃","","新聞紙等に包んで「キケン」の表示を！",""
"131199","131199GMLT000882","板橋区","全域","髪の毛","","","可燃","","",""
"131199","131199GMLT000187","板橋区","全域","紙パック(内側が白色)","","","拠点","","洗って切り開き、しばって資源へお出しください 又は拠点回収ボックスにお持ちください ＊汚れたものは可燃ごみへ",""
"131199","131199GMLT000883","板橋区","全域","紙パック(内側が白色)","","","資源","","洗って切り開き、しばって資源へお出しください 又は拠点回収ボックスにお持ちください ＊汚れたものは可燃ごみへ",""
"131199","131199GMLT000884","板橋区","全域","紙パック(内側が銀色)","","","可燃","","資源になりません 可燃ごみとしてお出しださい",""
"131199","131199GMLT000188","板橋区","全域","カメラ","","","拠点","","使用済小型家電として拠点回収ホックスにお持ちください 又は不燃ごみへお出しください",""
"131199","131199GMLT000886","板橋区","全域","カメラ","","","不燃","","使用済小型家電として拠点回収ホックスにお持ちください 又は不燃ごみへお出しください",""
"131199","131199GMLT000887","板橋区","全域","カメラ(使い捨て)","","","不燃","","",""
"131199","131199GMLT000889","板橋区","全域","カラオケ演奏機器(家庭用)","","","粗大","","","800"
"131199","131199GMLT000888","板橋区","全域","カラーボックス","","","粗大","","「箱物家具」を参考にサイズを測ってお申し込みください 粗大ゴミの回収料金 400円～",""
"131199","131199GMLT000190","板橋区","全域","革製品（合成皮革を含む）","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000895","板橋区","全域","革製品（合成皮革を含む）","","","可燃","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000191","板橋区","全域","缶(飲料缶)","","","不燃","","飲食用は、軽くすすいで回収容器へ＊油等で汚れたものは不燃ごみへお出しください",""
"131199","131199GMLT000192","板橋区","全域","缶(菓子・お茶の缶)","","","不燃","","",""
"131199","131199GMLT000193","板橋区","全域","缶(缶詰の缶)","","","不燃","","",""
"131199","131199GMLT000194","板橋区","全域","缶（上記缶及びドラム缶を除く）","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000896","板橋区","全域","缶(飲料缶)","","","資源","","飲食用は、軽くすすいで回収容器へ＊油等で汚れたものは不燃ごみへお出しください",""
"131199","131199GMLT000897","板橋区","全域","缶(菓子・お茶の缶)","","","資源","","",""
"131199","131199GMLT000898","板橋区","全域","缶(缶詰の缶)","","","資源","","",""
"131199","131199GMLT000899","板橋区","全域","缶(一斗缶)","","","不燃","","",""
"131199","131199GMLT000900","板橋区","全域","缶（上記缶及びドラム缶を除く）","","","不燃","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000901","板橋区","全域","簡易・携帯便器","","","粗大","","介護用簡易便器を含む","400"
"131199","131199GMLT000195","板橋区","全域","換気扇","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000902","板橋区","全域","換気扇","","","不燃","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000196","板橋区","全域","換気扇フード","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000903","板橋区","全域","換気扇フード","","","不燃","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000906","板橋区","全域","乾燥機(布団用)","","","粗大","","","400"
"131199","131199GMLT000905","板橋区","全域","乾燥機(食器用)","","","粗大","","","400"
"131199","131199GMLT000904","板橋区","全域","乾燥機(衣類)","","","不可","","販売店又は家電リサイクル受付センターへお申込みください",""
"131199","131199GMLT000907","板橋区","全域","乾燥剤","","","可燃","","",""
"131199","131199GMLT000197","板橋区","全域","乾電池","","","拠点","","「電池」を参考にしてください",""
"131199","131199GMLT000304","板橋区","全域","乾電池","","","不可","","「電池」を参考にしてください",""
"131199","131199GMLT000908","板橋区","全域","乾電池","","","不燃","","「電池」を参考にしてください",""
"131199","131199GMLT000186","板橋区","全域","カーテン","","","拠点","","拠点回収ボックスにお持ちください ＊汚れたものは畳んでしばって可燃ごみへ",""
"131199","131199GMLT000840","板橋区","全域","カーテン","","","可燃","","拠点回収ボックスにお持ちください ＊汚れたものは畳んでしばって可燃ごみへ",""
"131199","131199GMLT000841","板橋区","全域","カーテンレール（１～５本）","","","粗大","","１８０㎝を超えるものについては、管轄の清掃事務所へ","400"
"131199","131199GMLT000842","板橋区","全域","カード類（金属製以外）","","","可燃","","金属製の場合は不燃ごみへ",""
"131199","131199GMLT000844","板橋区","全域","カーペット(１畳を超えるもの)","","","粗大","","「敷物・ホットカーペット」を参考にお申し込みください","800"
"131199","131199GMLT000843","板橋区","全域","カーペット(１畳以下)","","","粗大","","小さく裁断しても粗大ごみです ","400"
"131199","131199GMLT000845","板橋区","全域","カーボン紙","","","可燃","","資源になりません 可燃ごみへお出しください",""
"131199","131199GMLT000853","板橋区","全域","額縁","","","粗大","","","400"
"131199","131199GMLT000858","板橋区","全域","ガスオーブンレンジ","","","粗大","","","1200"
"131199","131199GMLT000859","板橋区","全域","ガスストーブ","","","粗大","","「ストーブ」を参考にサイズを測ってお申し込みください 粗大ゴミの回収料金 400円～",""
"131199","131199GMLT000860","板橋区","全域","ガステーブル（ガスコンロ）","","","粗大","","","400"
"131199","131199GMLT000865","板橋区","全域","ガソリン","","","不可","","ガソリンスタンドなどの専門業者へ依頼してください",""
"131199","131199GMLT000868","板橋区","全域","楽器類（オルガン・電子ピアノ・シンセサイザー及びギターを除く）","","","粗大","","ドラム（単体）・キーボード（鍵盤）・バイオリン・琴など","400"
"131199","131199GMLT000878","板橋区","全域","画鋲（プラ付）","","","不燃","","新聞紙等に包んで「キケン」の表示を！",""
"131199","131199GMLT000885","板橋区","全域","ガムテープ","","","可燃","","",""
"131199","131199GMLT000894","板橋区","全域","ガラス板（一束）","","","粗大","","「キケン」の表示を！ ","400"
"131199","131199GMLT000189","板橋区","全域","ガラス製品(飲食品等のびん)","","","不燃","","",""
"131199","131199GMLT000890","板橋区","全域","ガラス製品(食器・コップ等)","","","不燃","","割れたものは新聞紙等に包んで「キケン」の表示を！",""
"131199","131199GMLT000891","板橋区","全域","ガラス製品(酒類のびん)","","","資源","","軽くすすいで回収容器へ ＊油等で汚れたものは不燃ごみへ",""
"131199","131199GMLT000892","板橋区","全域","ガラス製品(飲食品等のびん)","","","資源","","",""
"131199","131199GMLT000893","板橋区","全域","ガラス製品(割れたびん)","","","不燃","","新聞紙等に包んで「キケン」の表示を！",""
"131199","131199GMLT000821","板橋区","全域","機器各種(３０cm以上)","","","粗大","","アンプ、カセットデッキ、プレーヤーなど ＊スピーカーを除く","400"
"131199","131199GMLT000909","板橋区","全域","木くず・木の枝(太さ10cm未満・木くず)","","","可燃","","長さ５０㎝以下に切り、直径３０㎝以内に束ねてお出しください（3束程度）",""
