月（年間）,ページ名,URL,ページビュー数
2023年3月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,123759
2023年3月,東京ズーネット ｜ TokyoZooNet,www.tokyo-zoo.net/index.html,116791
2023年3月,葛西臨海水族園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/kasai/index.html,115954
2023年3月,定期券 ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/fare/pass.html,112331
2023年3月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,112052
2023年3月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/zoo/ueno/index.html,110101
2023年3月,パスポート｜東京都生活文化スポーツ局,www.seikatubunka.metro.tokyo.lg.jp/passport/index.html,108707
2023年3月,使用開始・中止について（お引っ越しの手続） | よくある質問 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/faq/qa-4.html,106477
2023年3月,有効なパスポートをお持ちでない方（初めての申請など）｜東京都生活文化スポーツ局,www.seikatubunka.metro.tokyo.lg.jp/passport/guide/application/0000000362.html,103411
2023年3月,東京都の花粉情報｜東京都アレルギー情報navi.,www.fukushihoken.metro.tokyo.lg.jp/allergy/pollen/index.html,103411
2023年3月,都営地下鉄 ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/subway/index.html,101181
2023年2月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/index.html,901992
2023年2月,募集・応募状況等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/index.html,532387
2023年2月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,337829
2023年2月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,334763
2023年2月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,273998
2023年2月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,251978
2023年2月,開園時間・休園日・入園料 ｜ 上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/U-2.html,228007
2023年2月,令和5年度東京都立高等学校入学者選抜応募状況（学力検査入学願書受付）｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/release20230209_03.html,191771
2023年2月,入試案内等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/index.html,173653
2023年2月,都営住宅入居者募集サイトポータルページ | 東京都住宅政策本部,www.juutakuseisaku.metro.tokyo.lg.jp/toei_online/index.html,160831
2023年2月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/zoo/ueno/index.html,160274
2023年2月,手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/index.html,152469
2023年2月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,151354
2023年2月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,148288
2023年2月,東京都水道局アプリ ダウンロード・登録方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/suidoapp/index.html,143271
2023年2月,東京消防庁＜安心・安全＞＜地震に備えて：地震に対する１０の備え＞,www.tfd.metro.tokyo.lg.jp/lfe/bou_topic/jisin/sonae10.htm,142434
2023年2月,多摩動物公園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/tama/index.html,132957
2023年2月,入学・転入学／授業料等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/index.html,122923
2023年2月,葛西臨海水族園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/kasai/index.html,122644
2023年2月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,120414
2023年2月,ジャイアントパンダ「シャンシャン」の観覧方法について ｜ 東京ズーネット,www.tokyo-zoo.net/topic/topics_detail?kind=news&inst=ueno&link_num=27744,119021
2023年2月,学力検査問題等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/ability_test/index.html,117906
2023年2月,東京都陽性者登録センター 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitouroku.html,112888
2023年2月,感染性胃腸炎（ウイルス性胃腸炎を中心に） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tthc/kansensho/kansensho/shikkan/ityoen.html,109265
2023年2月,令和5年度東京都立高等学校入学者選抜応募状況（最終応募状況）｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/release20230214_02.html,105084
2023年2月,ジャイアントパンダ「シャオシャオ」「レイレイ」「シンシン」の観覧方法について（2022年10月4日以降） ｜ 東京ズーネット,www.tokyo-zoo.net/topic/topics_detail?kind=news&inst=ueno&link_num=27580,104248
2023年2月,水道局お客さまセンター | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/madoguchi/center.html,103969
2023年2月,パスポート｜東京都生活文化スポーツ局,www.seikatubunka.metro.tokyo.lg.jp/passport/index.html,102575
2023年2月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,100903
2023年1月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,1640365
2023年1月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/index.html,818092
2023年1月,東京都陽性者登録センター 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitouroku.html,599284
2023年1月,自ら抗原検査キットで検査、又は無料検査会場等で検査して陽性疑いとなった方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/kensakittode.html,455456
2023年1月,抗原定性検査キットの配布について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kougenhaihu.html,418105
2023年1月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,377688
2023年1月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,376852
2023年1月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,369047
2023年1月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,354832
2023年1月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,287656
2023年1月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,252814
2023年1月,開園時間・休園日・入園料 ｜ 上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/U-2.html,235254
2023年1月,医療機関で陽性の診断を受け、都が実施する支援を希望する方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/iryoukikande.html,219644
2023年1月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,217972
2023年1月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,212676
2023年1月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,204035
2023年1月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,193443
2023年1月,募集・応募状況等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/index.html,185917
2023年1月,ジャイアントパンダ「シャンシャン」の観覧方法について ｜ 東京ズーネット,www.tokyo-zoo.net/topic/topics_detail?kind=news&inst=ueno&link_num=27744,168078
2023年1月,令和５年度東京都立高等学校入学者選抜におけるインターネットを活用した出願について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/application2023.html,163340
2023年1月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,163061
2023年1月,入試案内等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/index.html,143271
2023年1月,手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/index.html,134072
2023年1月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,132400
2023年1月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,129334
2023年1月,東京都水道局アプリ ダウンロード・登録方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/suidoapp/index.html,129055
2023年1月,My HER-SYS（マイ ハーシス）による療養証明書の表示 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamakodaira/kansen/singatakoronauirusu/myhersys_shoumei.html,125153
2023年1月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/zoo/ueno/index.html,119578
2023年1月,多摩動物公園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/tama/index.html,119021
2023年1月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,116233
2023年1月,住民監査請求結果（令和４年受付分）,www.kansa.metro.tokyo.lg.jp/zyuuminkansa/zyuuminkekka/4/index.html,111216
2023年1月,固定資産税（償却資産） ｜ 税金の種類 ｜ 東京都主税局,www.tax.metro.tokyo.lg.jp/shisan/shokyak_sis.html,107314
2023年1月,令和５年度 都立高校全日制等志望予定（第１志望）調査の結果について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/release20230106_01.html,106756
2023年1月,水道局お客さまセンター | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/madoguchi/center.html,105920
2023年1月,東京都出産応援事業 ～コロナに負けない！～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/tokyo_shussanouen.html,104248
2023年1月,食中毒になるとしたら、何時間後くらいに具合が悪くなるのですか？【食品安全FAQ】 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kenkou/anzen/food_faq/chudoku/chudoku02.html,103690
2023年1月,有効なパスポートをお持ちでない方（初めての申請など）｜東京都生活文化スポーツ局,www.seikatubunka.metro.tokyo.lg.jp/passport/guide/application/0000000362.html,102575
2023年1月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,102575
2022年12月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,2300414
2022年12月,東京都陽性者登録センター 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitouroku.html,936276
2022年12月,抗原定性検査キットの配布について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kougenhaihu.html,626043
2022年12月,自ら抗原検査キットで検査、又は無料検査会場等で検査して陽性疑いとなった方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/kensakittode.html,576706
2022年12月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,555243
2022年12月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,532108
2022年12月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,513154
2022年12月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,489183
2022年12月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/index.html,435387
2022年12月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,393855
2022年12月,医療機関で陽性の診断を受け、都が実施する支援を希望する方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/iryoukikande.html,389674
2022年12月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,381312
2022年12月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,256995
2022年12月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,234139
2022年12月,開園時間・休園日・入園料 ｜ 上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/U-2.html,229958
2022年12月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,222989
2022年12月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,221596
2022年12月,東京都陽性者登録センターへのお問い合わせについて 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitourokutoiawase.html,182294
2022年12月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,170866
2022年12月,自宅療養中の注意事項・相談窓口など 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyou.html,142713
2022年12月,My HER-SYS（マイ ハーシス）による療養証明書の表示 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamakodaira/kansen/singatakoronauirusu/myhersys_shoumei.html,142156
2022年12月,東京都水道局アプリ ダウンロード・登録方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/suidoapp/index.html,137696
2022年12月,宿泊療養を申し込むには 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_moushikomi.html,136023
2022年12月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,134072
2022年12月,新型コロナウイルス感染症にかかる相談窓口について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/coronasodan.html,131285
2022年12月,新型コロナウイルス治療薬等について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/chuwakotai.html,130449
2022年12月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,130449
2022年12月,薬局、インターネット等で抗原定性検査キットを購入する方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kitwokounyuusurukatahe.html,122923
2022年12月,令和５年度東京都立高等学校入学者選抜におけるインターネットを活用した出願について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/application2023.html,122644
2022年12月,入試案内等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/index.html,122087
2022年12月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,117906
2022年12月,接種後の症状（副反応・心筋炎・心膜炎など） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/syoujou.html,107314
2022年12月,新型コロナ保健医療情報ポータル 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/index.html,106199
2022年12月,新型コロナウイルス感染症の検査に関するよくあるお問合せ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/faq.html,103690
2022年12月,相談窓口 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/index.html,100903
2022年11月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,2039795
2022年11月,東京都陽性者登録センター 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitouroku.html,554965
2022年11月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/index.html,545766
2022年11月,東京都水道局アプリ ダウンロード・登録方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/suidoapp/index.html,519286
2022年11月,抗原定性検査キットの配布について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kougenhaihu.html,397757
2022年11月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,394134
2022年11月,自ら抗原検査キットで検査、又は無料検査会場等で検査して陽性疑いとなった方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/kensakittode.html,339223
2022年11月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,317760
2022年11月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,301872
2022年11月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,287377
2022年11月,開園時間・休園日・入園料 ｜ 上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/U-2.html,254208
2022年11月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,249191
2022年11月,医療機関で陽性の診断を受け、都が実施する支援を希望する方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/iryoukikande.html,239714
2022年11月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,236926
2022年11月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,235532
2022年11月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,231073
2022年11月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,230794
2022年11月,ワクチンを接種したい 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/search/index.html,178670
2022年11月,オミクロン株対応ワクチンについて 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/Omicron.html,165012
2022年11月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,162782
2022年11月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,145222
2022年11月,都営住宅入居者募集サイトポータルページ | 東京都住宅政策本部,www.juutakuseisaku.metro.tokyo.lg.jp/toei_online/index.html,145222
2022年11月,My HER-SYS（マイ ハーシス）による療養証明書の表示 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamakodaira/kansen/singatakoronauirusu/myhersys_shoumei.html,144107
2022年11月,上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/zoo/ueno/index.html,140483
2022年11月,多摩動物公園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/tama/index.html,123202
2022年11月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,119021
2022年11月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,118463
2022年11月,ジャイアントパンダ「シャオシャオ」「レイレイ」「シンシン」の観覧方法について（2022年10月4日以降） ｜ 東京ズーネット,www.tokyo-zoo.net/topic/topics_detail?kind=news&inst=ueno&link_num=27580,116512
2022年11月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,114840
2022年11月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,112610
2022年11月,TOKYOワクション 特典の提供 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kiban/shisaku/tokyo-vaction.html,111495
2022年11月,水道局お客さまセンター（２３区） | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/madoguchi/center_23.html,110101
2022年11月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,109822
2022年11月,東京都新型コロナウイルスワクチン接種ポータルサイト 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/index.html,109544
2022年11月,接種後の症状（副反応・心筋炎・心膜炎など） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/syoujou.html,109265
2022年11月,東京「全国旅行支援」（ただいま東京プラス）｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/10/07/42.html,109265
2022年11月,園内マップ ｜ 上野動物園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/ueno/U-10.html,103969
2022年11月,手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/index.html,103969
2022年11月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,103133
2022年11月,葛西臨海水族園公式サイト - 東京ズーネット,www.tokyo-zoo.net/sp/kasai/index.html,100624
2022年10月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,1238148
2022年10月,東京都水道局アプリ ダウンロード・登録方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/suidoapp/index.html,511482
2022年10月,東京「全国旅行支援」（ただいま東京プラス）｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/10/07/42.html,373786
2022年10月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,363751
2022年10月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,293788
2022年10月,東京都陽性者登録センター 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitouroku.html,292673
2022年10月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,281245
2022年10月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,270653
2022年10月,抗原定性検査キットの配布について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kougenhaihu.html,233860
2022年10月,My HER-SYS（マイ ハーシス）による療養証明書の表示 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamakodaira/kansen/singatakoronauirusu/myhersys_shoumei.html,199297
2022年10月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,158880
2022年10月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,147173
2022年10月,ワクチンを接種したい 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/search/index.html,131842
2022年10月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,128776
2022年10月,自ら抗原検査キットで検査、又は無料検査会場等で検査して陽性疑いとなった方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/kensakittode.html,128498
2022年10月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,125710
2022年10月,手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/index.html,122923
2022年10月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,121250
2022年10月,医療機関で陽性の診断を受け、都が実施する支援を希望する方について（東京都陽性者登録センター） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/iryoukikande.html,120693
