支援情報ID,タグ（対象者）,事業（制度）名,概要,支援内容,問合せ先,詳細リンク先（URL）,対象者,利用・申請方法,受付開始日,受付終了日,タグ（個人向けカテゴリー）,タグ（ライフシーン）,タグ（個人向け行政サービス分類）,タグ（事業者向けカテゴリー）,タグ（事業者向け行政サービス分類）,タグ（事業ステージ）,掲載URL（個人向け）,掲載URL（事業者向け）,全国地方公共団体コード,制度所管組織,更新日,通称,対象年齢（未満）,対象年齢（以下）,対象年齢（以上）,対象年齢（超過）,支給内容（本文）,支給内容（金銭的支援）,支給内容（物的支援）,利用費用,実施期間（開始日時）,実施期間（終了日時）,実施場所（名称）,実施場所（住所）,定員,利用時間（開始時間）,利用時間（終了時間）,休日,手続きできる人,手続き方法,持ち物,手続き書類（様式）,手続き書類（記入例）,手続き窓口,タイトル,UMID,種別,根拠法令等（名称）,根拠法令等（条項）,タグ（コンテンツ）,タグ,市町村
1000000727,両方,警視庁の相談ホットラインのご案内,暴力ホットライン,暴力団から脅されている、因縁を付けられ金品を要求されている、取引に暴力団が絡んでいる、暴力団をやめたい、暴力団に入るよう勧められている、貸した部屋がいつの間にか暴力団事務所になっているなど、暴力団に関することで困っている方は暴力ホットラインへご相談ください。,03-3580-2222　24時間受付　　　,https://www.keishicho.metro.tokyo.lg.jp/sodan/madoguchi/wide/index.html,,,,,防災,,相談,サービス,情報提供・相談,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/vuBnkAmoPZ7SRzlyS,https://www.support-navi.metro.tokyo.lg.jp/detail/2/vuBnkAmoPZ7SRzlyS,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000726,両方,警視庁の相談ホットラインのご案内,行方不明者相談,家族の行方不明、震災時の行方不明者等の行方不明者届に関する相談に対応しています。,03-5281-0123　　　　　　　　　　　　　平日午前8時30分から午後5時15分まで,https://www.keishicho.metro.tokyo.lg.jp/sodan/madoguchi/missing/info.html,,,,,防災;くらし・住まい,,相談,サービス,情報提供・相談,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/1SoAYj79GEe1JLT4w,https://www.support-navi.metro.tokyo.lg.jp/detail/2/1SoAYj79GEe1JLT4w,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000725,両方,警視庁の相談ホットラインのご案内,ヤング・テレホン・コーナー,少年や保護者、その他関係者の方々から少年にかかわる相談全般をお受けいたします。希望により面談相談も可能です。希望により都内８ヵ所にある少年センターでの面談相談も可能です。,03-3580-4970　24時間受付　　　　　　　　　　　　　　　　月曜日から金曜日まで(午前8時30分から午後5時15分)は、専門の担当者(心理職および警察官)が対応します。 夜間及び土曜・日曜・祝日は、宿直の警察官が対応します。,https://www.keishicho.metro.tokyo.lg.jp/sodan/shonen/young.html,,,,,防災;くらし・住まい;子供・教育,子育て;学校教育,相談,サービス,情報提供・相談,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/TCxQ2B1RLAPmMnFEy,https://www.support-navi.metro.tokyo.lg.jp/detail/2/TCxQ2B1RLAPmMnFEy,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000724,個人向け,警視庁の相談ホットラインのご案内,犯罪被害者ホットライン,事件や事故の被害にあわれた方々やそのご家族が抱えるこころの悩みに対応しています。,03-3597-7830　　　　　　　　　　　　　　　平日午前8時30分から午後5時15分まで,,,,,,防災;健康・医療,,相談,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/e37hSx6wRNQnmlQ2y,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000723,両方,警視庁の相談ホットラインのご案内,警視庁総合相談センター,相談内容に応じて専門の相談窓口等をご案内します。（東京都を管轄）　ただし、たった今「被害や交通事故に遭った」「事件・事故を目撃した」という場合には、緊急ダイヤル「１１０番」に電話してください。,電話番号  ＃9110又は03-3501-0110,,,,,,防災;くらし・住まい,,相談;お知らせ,サービス,情報提供・相談;サービスその他,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/nJCLPuqayoLSQfW4G,https://www.support-navi.metro.tokyo.lg.jp/detail/2/nJCLPuqayoLSQfW4G,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000722,両方,消防水利開発補助,補助金の目的：東京都震災対策条例第５条に基づく特別区内における消防水利施設の設置促進  ,補助対象経費：消防水利施設の設置に要する経費（消防水利施設の設置容量により上限額が異なる）,東京消防庁防災部水利課 03-3212-2111,http://www.tfd.metro.tokyo.lg.jp/hp-suirika/suiri/index.html,,,,,防災;インフラ・まちづくり,,手当・助成金等,助成・補助金;成長・成熟期の支援,補助金,設備投資,https://www.support-navi.metro.tokyo.lg.jp/detail/1/PwU7RHNnfvmG8MqQs,https://www.support-navi.metro.tokyo.lg.jp/detail/2/PwU7RHNnfvmG8MqQs,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000721,事業者向け,労働争議の調整（あっせん）や不当労働行為の審査等の労働委員会制度、その利用方法に関する案内・相談窓口,労働組合と使用者との団体交渉がうまくいかないときや、組合員に対する不利益取扱いなど、労働組合と使用者との間のトラブルでお困りの労働組合又は使用者からのご相談に対応します。 ※その他の労働問題全般に関する相談については、労働相談情報センターで受け付けています。 ,当委員会では次のことについて相談に応じています。 ・労働争議の調整及び不当労働行為に関わる労使間の問題 ・その申請や申立ての手続 ・資格審査の申請の手続,労働委員会事務局審査調整課調整担当 電話：03-5320-6996,https://www.toroui.metro.tokyo.lg.jp/index.html,労働組合または事業者,,,,,,,サービス;成長・成熟期の支援;商業・地域・団体支援,情報提供・相談;サービスその他,雇用・人材採用;商業・地域・団体支援,,https://www.support-navi.metro.tokyo.lg.jp/detail/2/2U5aVMYMQkaW45K2o,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000720,個人向け,身体が不自由な人の投票について,選挙の際に障害のある方が円滑に投票することができるよう、東京都選挙管理委員会ホームページにおいて、投票方法や投票所に設置している備品等を案内しています。,以下の事項について案内しています。 ・代理投票 ・点字投票 ・郵便等による不在者投票 ・身体が不自由な方のために投票所に設置している備品等,東京都選挙管理委員会事務局 電話：03－5000－7259,https://www.senkyo.metro.tokyo.lg.jp/qa/qa-touhyou-2/,,,,,高齢者・福祉;行財政,,情報提供,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/qaSpN23YMQtyo15ew,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000719,個人向け,江戸・東京デジタルミュージアム,都立中央図書館特別文庫室で所蔵する江戸・東京に関する貴重資料を通して、江戸・東京の歴史や文化に楽しみながら触れていただくウェブサイト。掲載している画像はオープンデータとして自由に利用可能。,都立図書館HPで公開。特別文庫室所蔵の浮世絵や古地図、番付などの貴重資料を、娯楽、ファッション、グルメ、町づくり、教育など、様々なテーマに沿って画像と解説で紹介しています。,特別文庫担当 03-3442-8451,https://www.library.metro.tokyo.lg.jp/portals/0/edo/tokyo_library/index.html,,,,,文化・芸術,,情報提供,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/lh90AeiYQWdRgGxEf,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000718,個人向け,視覚障害者等サービス,視覚障害者等の都民の読書支援のための様々なサービスを実施している。,視覚障害者等の方が利用しやすい録音図書、点字図書の貸出（来館・郵送）、資料製作、来館（オンラインを含む）での所蔵資料の音訳サービス等を実施。,視覚障害者等サービス担当 電話：03-3442-8451,https://www.library.metro.tokyo.lg.jp/assist/,東京都内に在住、通勤又は通学視覚障害者等。,来館、電話、メールにより登録申込書（必要により利用登録確認項目リスト）を提出する。,,,高齢者・福祉;文化・芸術,,人的支援・その他サービス;施設,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/V1JfxDXFi5Xk8mTC0,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000717,個人向け,東京都立図書館デジタルアーカイブ(TOKYOアーカイブ）,都立図書館がデジタル化した、江戸・東京関係資料の画像を検索・閲覧できるデータベース。ダウンロードした画像はオープンデータとして自由に利用可能（一部の画像を除く）。,都立図書館HPで公開。,都市・東京情報担当 電話：03-3442-8451,https://archive.library.metro.tokyo.lg.jp/da/top,,,,,文化・芸術,,情報提供,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/JoN6wGagkGV31EyD1,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000716,個人向け,東京マガジンバンクカレッジ,"東京都立多摩図書館は、「東京マガジンバンク」として、約19,000タイトルの雑誌を所蔵し、雑誌の特性を活かしたサービスを実施しています。 豊富な所蔵雑誌を活用し、学びと交流の拠点を作り上げることを目指す「東京マガジンバンクカレッジ」という取組を行っています。",講演会やワークショップ等を実施しています。 内容や日程等については東京都立図書館ホームページでお知らせします。 https://www.library.metro.tokyo.lg.jp/,東京都立多摩図書館　情報サービス担当 電話：042-359-4020,https://www.library.metro.tokyo.lg.jp/search/research_guide/magazinebank/college/index.html,,,,,子供・教育;文化・芸術,,教室・講習会;イベント;施設;情報提供,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/lh90AeiYQWdRTGxEf,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000715,個人向け,都立学校開放事業,東京都教育委員会では、学校教育上支障のない限り、都立学校を広く開放し、都民の学習・文化・スポーツ活動の振興に資するとともに、地域に開かれた学校づくりを促進するため、都立学校の教育機能と施設を開放することを目的として「都立学校開放事業」を実施しています。,①都立学校公開講座 　都立学校が有する人材・施設設備・教材等の教育機能を開放し、都民に学習機会を提供する事業として、実施しています。 ②都立学校施設開放 　都立学校の施設をスポーツ活動や学習・文化活動等の場として提供し、都民の利用に供する事業として、実施しています。,教育庁地域教育支援部生涯学習課学校支援担当 電話：03-5320-6857,https://www.syougai.metro.tokyo.lg.jp/sesaku/kaihou/index.html,①都立学校公開講座 　都内在住・在勤の成人 　講座の内容により都内在住・在学の児童・生徒 ②都立学校施設開放 　ご利用にあたっては、団体登録が必要となります。登録の要件等は詳細リンク先からご確認ください。,詳細リンク先からご確認ください。,,,子供・教育;スポーツ;文化・芸術,学校教育,施設,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/m2jqKsxOj85rI3R1c,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000714,個人向け,東京都立学校等給付型奨学金（特別支援学校）,家庭の経済状況にかかわらず、生徒が希望する進路に挑戦できるよう、生徒が学校の多様な教育活動に参加するために必要な経費を、現物給付により支援します。  ,"① 生活保護受給世帯及び非課税世帯、並びに、区市町村民税所得割額及び都道府県民税所得割額の合算額が非課税の世帯 　　給付限度額　50,000円 ② 区市町村民税所得割額及び都道府県民税所得割額の合算が85,500円未満の世帯　（①以外） 　　給付限度額　30,000円",教育庁都立学校教育部特別支援教育課 電話：03-5320-6754,https://www.kyoiku.metro.tokyo.lg.jp/admission/tuition/tuition/non-refundable_scholarship.html,"次のいずれかに該当する生徒 ・生活保護受給世帯並びに住民税所得割が非課税の世帯、家計急変により住民税所得割額が非課税相当となる世帯であること ・住民税の所得割額の合算が85,500円未満の世帯、家計急変により住民税所得割額の合算が85,500円未満相当となる世帯であること",詳細リンク先からご確認ください。,,,高齢者・福祉;子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/HTOwmiVD5K4kytRQA,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000713,個人向け,高等学校等学び直し支援金（特別支援学校）,高等学校等を中途退学した後、「学び直し」のため、都立特別支援学校高等部に再び入学した生徒を対象に、授業料の支援を行います。,高等学校等を中途退学した後、「学び直し」のため、都立特別支援学校高等部に再び入学した生徒を対象に、一定の条件のもと、就学支援金の支給期間経過後も最大12か月にわたり、授業料相当額として高等学校等学び直し支援金を支給します。  ※支給される学び直し支援金は、在学する学校が、生徒本人に代わり生徒の授業料として受け取ります。,教育庁都立学校教育部特別支援教育課 電話：03-5320-6754,,"都立特別支援学校高等部に在学し、次のすべてにあてはまる方 ・日本国内に住所を有する者 ・保護者等の区市町村民税の「課税標準額（課税所得額）」×6％ － 区市町村民税の「調整控除の額」（親権を行う父母の合算額）が30万4,200円未満の者 ・高等学校等を卒業又は修了していない者 ・平成26年4月1日以降に高等学校等に入学した者であり、かつ、高等学校等を中途退学したことがある者 ・36月を超えて在学する者 ・在学期間が48月を超えない者",,,,子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/wQeIqTfpWIexHJ9IZ,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000712,個人向け,都立特別支援学校における感染症対策等経費,新型コロナウイルス感染症に罹患し、修学旅行をキャンセルした場合のキャンセル料を補助する制度です。,キャンセル料、企画料を対象に全額補助を行います。,教育庁都立学校教育部特別支援教育課 電話：03-5320-6754,,修学旅行等に申し込みをしていた生徒の保護者等,お通いの都立高校等の経営企画室へ申請を希望することをお伝えください。,,,新型コロナ;子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/oEfWQRldh1oU5rmYJ,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000711,個人向け,多子世帯における都立学校授業料支援事業（特別支援学校）,保護者等の扶養する23歳未満の子等が3人以上いる世帯を対象に、都立特別支援学校高等部の授業料を軽減します。,所得制限により就学支援金の対象とならない世帯で、保護者等の扶養する23歳未満の子等が3人以上いる世帯に対して、都立特別支援学校高等部の授業料を1／2に減額します。,教育庁都立学校教育部特別支援教育課 電話：03-5320-6754,https://www.kyoiku.metro.tokyo.lg.jp/admission/tuition/tuition/tuition_assistance.html,都立特別支援学校高等部に在学し、次のすべてにあてはまる方 ・保護者の扶養する23歳（申請年度の4月1日現在）未満の子が3人以上いること ・所得制限により就学支援金を受給していないこと,詳細リンク先からご確認ください。,,,子供・教育,学校教育,免除・猶予・控除,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/BK8CMWj3JMDWKoW9U,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000710,個人向け,高等学校等就学支援金（特別支援学校）,都立特別支援学校の高等部に在学する年収約910万円未満の世帯の生徒を対象に、授業料の支援を行います。,都立特別支援学校の高等部に在学する年収約910万円未満の世帯の生徒を対象に、最大36か月にわたり、 授業料相当額として高等学校等就学支援金を支給します。  ※支給される就学支援金は、在籍する学校が、生徒本人に代わり生徒の授業料として受け取ります。,教育庁都立学校教育部特別支援教育課 電話：03-5320-6754,https://www.kyoiku.metro.tokyo.lg.jp/admission/tuition/tuition/scholarship.html,"都立特別支援学校の高等部に在学し、次のすべてにあてはまる方 ・日本国内に住所を有する者 ・保護者等の区市町村民税の「課税標準額（課税所得額）」×6％ － 区市町村民税の「調整控除の額」（親権を行う父母の合算額）が30万4,200円未満の者 ・高等学校等を卒業又は修了していない者 ・平成26年4月1日以降に高等学校等に入学した者 ・在学期間が就学支援金の支給対象期間である36月又は48月（標準修業年限）を超えない者",詳細リンク先からご確認ください。,,,子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/0rm5uhTSnG6Yet5CB,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000709,個人向け,通信制教科用図書補助,補助金の目的：東京都立高等学校の通信制課程における教科用図書を購入する生徒の経済的負担の軽減  ,補助対象経費：採択教科書及び著作教科書並びに学習書の購入費 負担割合　　：100％,教育庁都立学校教育部高等学校教育課 03-5320-6742,,有職生徒のうち補助金の交付を希望する者,,,,子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/Rq1ECmera6IqONSDB,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000708,個人向け,定時制教科用図書補助,補助金の目的：東京都立高等学校の定時制課程における教科用図書を購入する生徒の経済的負担の軽減  ,補助対象経費：採択教科書及び著作教科書の購入費 負担割合　　：100％,教育庁都立学校教育部高等学校教育課 03-5320-6742,,有職生徒のうち補助金の交付を希望する者,,,,子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/sM02yI8GkELYJjzta,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000707,個人向け,修学指導事業費補助,補助金の目的：東京都立高等学校の定時制課程 における定時制教育修学指導事業に参加する生徒の経済的負担の軽減  ,補助対象経費：交通費及び施設使用料 負担割合　　：100％　ただし、一人当たりの補助金の上限額は毎年度別に定める。,教育庁都立学校教育部高等学校教育課 03-5320-6742,,授業料減免者に相当する者かつ有職生徒のうち補助金の交付を希望する者,,,,子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/F8Hx0dGNbqvVqXvan,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000706,個人向け,修学旅行費補助,補助金の目的：東京都立高等学校の定時制課程及び通信制課程における学校行事としての修学旅行に参加する生徒の経済的負担の軽減  ,"補助対象経費：修学旅行に要した経費 負担割合　　：都1/1（上限額　定時制:5,000円、通信制:2,000円）",教育庁都立学校教育部高等学校教育課 03-5320-6742,,授業料減免者に相当する者かつ有職生徒のうち補助金の交付を希望する者,,,,子供・教育,学校教育,手当・助成金等,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/5XqzJrQCsVIbiZJmE,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
