項目名,データ形態,カテゴリー数,質問文,属性,値
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,6,動画投稿・共有サイトの利用
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,7,オンラインショッピング
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,8,インターネットバンキング
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,9,ウェブ・ラーニングの受講
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,10,オンラインゲーム
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,11,リモートワークでのネット利用
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,12,その他
Q3　インターネット利用状況（仕事）,ＭＡ,13,Q3.1: 過去１年間のインターネット利用有無（仕事）,13,利用していない
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,1,ホームページ（ウェブ）・ブログの閲覧
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,2,情報の検索
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,3,電子メールやメッセージの送受信
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,4,ＳＮＳの利用
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,5,無料通話アプリやボイスチャットの利用
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,6,動画投稿・共有サイトの利用
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,7,オンラインショッピング
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,8,インターネットバンキング
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,9,ウェブ・ラーニングの受講
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,10,オンラインゲーム
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,11,リモートワークでのネット利用
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,12,その他
Q3　インターネット利用状況（プライベート）,ＭＡ,13,Q3.2: 過去１年間のインターネット利用有無（プライベート）,13,利用していない
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,1,個人情報流出の恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,2,詐欺等の被害により金品が奪われる恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,3,誹謗中傷の被害に遭う恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,4,子どもや家族がネット上で誹謗・中傷・いじめの被害に遭う恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,5,子どもや家族がネット上で出会い系サイト等を通じて犯罪に巻き込まれる恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,6,子どもや家族がネット上でアダルトサイト等の違法・有害情報を閲覧する恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,7,フェイクニュース等のデマに騙される恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,8,ＳＮＳやブログ、オンラインゲームに依存してしまう恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,9,コンピュータウイルスに感染する恐れがあること
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,10,その他
Q4　インターネット利用時の不安,ＭＡ,11,Q4: インターネットを利用する際に不安に思うことはありますか。,11,特に不安に思うことはない
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,1,紙媒体（広報誌等）
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,2,ポスター・掲示板
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,3,デジタルサイネージ
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,4,テレビ
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,5,ラジオ
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,6,公式ホームページ
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,7,SNS
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,8,行政が提供する独自媒体（アプリ等）
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,9,その他
Q5　目にする行政サービス情報,ＭＡ,10,Q5: 日頃、行政サービスに関する情報をどこで目にしますか。,10,目にしていない
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,1,紙媒体（広報誌等）
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,2,ポスター・掲示板
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,3,デジタルサイネージ
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,4,テレビ
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,5,ラジオ
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,6,公式ホームページ
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,7,SNS
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,8,行政が提供する独自媒体（アプリ等）
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,9,電話・訪問等で行政機関に直接問合せ
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,10,検索サイト
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,11,その他
Q6　行政サービス情報の収集方法,ＭＡ,12,Q6: 行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,12,特にない
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,1,紙媒体（広報誌等）
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,2,ポスター・掲示板
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,3,デジタルサイネージ
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,4,ラジオ
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,5,テレビ
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,6,公式ホームページ
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,7,SNS
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,8,行政が提供する独自媒体（アプリ等）
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,9,その他
Q7　行政サービスの情報発信・提供してほしい媒体,ＭＡ,10,Q7: どのような媒体によって行政サービスの情報発信や行政サービス提供をしてほしいですか。,10,特にない
Q8　行政サービスの情報収集を行う通信機器,ＭＡ,6,Q8: 行政サービスに関する情報収集を電子媒体で行う場合、主にどの情報通信機器を使用していますか。,1,スマートフォン
Q8　行政サービスの情報収集を行う通信機器,ＭＡ,6,Q8: 行政サービスに関する情報収集を電子媒体で行う場合、主にどの情報通信機器を使用していますか。,2,携帯電話（PHSを含む）
Q8　行政サービスの情報収集を行う通信機器,ＭＡ,6,Q8: 行政サービスに関する情報収集を電子媒体で行う場合、主にどの情報通信機器を使用していますか。,3,タブレット端末（iPad、Galaxy Tab等）
Q8　行政サービスの情報収集を行う通信機器,ＭＡ,6,Q8: 行政サービスに関する情報収集を電子媒体で行う場合、主にどの情報通信機器を使用していますか。,4,パソコン
Q8　行政サービスの情報収集を行う通信機器,ＭＡ,6,Q8: 行政サービスに関する情報収集を電子媒体で行う場合、主にどの情報通信機器を使用していますか。,5,その他
Q8　行政サービスの情報収集を行う通信機器,ＭＡ,6,Q8: 行政サービスに関する情報収集を電子媒体で行う場合、主にどの情報通信機器を使用していますか。,6,情報取集していない
Q9.1利用状況　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,4,Q9.1: 都のデジタルサービスの利用状況について当てはまるものを選択してください。,1,よく利用する
Q9.1利用状況　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,4,Q9.1: 都のデジタルサービスの利用状況について当てはまるものを選択してください。,2,たまに利用する
Q9.1利用状況　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,4,Q9.1: 都のデジタルサービスの利用状況について当てはまるものを選択してください。,3,知っているが利用したことはない
Q9.1利用状況　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,4,Q9.1: 都のデジタルサービスの利用状況について当てはまるものを選択してください。,4,存在を知らない
Q9.1利用状況　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,4,,1,よく利用する
Q9.1利用状況　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　c.Facebook,ＳＡ,4,,1,よく利用する
Q9.1利用状況　c.Facebook,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　c.Facebook,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　c.Facebook,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　d.Twitter,ＳＡ,4,,1,よく利用する
Q9.1利用状況　d.Twitter,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　d.Twitter,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　d.Twitter,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　e.Instagram,ＳＡ,4,,1,よく利用する
Q9.1利用状況　e.Instagram,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　e.Instagram,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　e.Instagram,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　f.LINE,ＳＡ,4,,1,よく利用する
Q9.1利用状況　f.LINE,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　f.LINE,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　f.LINE,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　g.WhatsApp（東京は設問なし）,ＳＡ,4,,1,よく利用する
Q9.1利用状況　g.WhatsApp（東京は設問なし）,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　g.WhatsApp（東京は設問なし）,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　g.WhatsApp（東京は設問なし）,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　h.Discord（東京は設問なし）,ＳＡ,4,,1,よく利用する
Q9.1利用状況　h.Discord（東京は設問なし）,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　h.Discord（東京は設問なし）,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　h.Discord（東京は設問なし）,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　i.LINKEDIN（東京は設問なし）,ＳＡ,4,,1,よく利用する
Q9.1利用状況　i.LINKEDIN（東京は設問なし）,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　i.LINKEDIN（東京は設問なし）,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　i.LINKEDIN（東京は設問なし）,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　j.Note,ＳＡ,4,,1,よく利用する
Q9.1利用状況　j.Note,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　j.Note,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　j.Note,ＳＡ,4,,4,存在を知らない
Q9.1利用状況　k.その他,ＳＡ,4,,1,よく利用する
Q9.1利用状況　k.その他,ＳＡ,4,,2,たまに利用する
Q9.1利用状況　k.その他,ＳＡ,4,,3,知っているが利用したことはない
Q9.1利用状況　k.その他,ＳＡ,4,,4,存在を知らない
Q9.2満足度　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,5,Q9.2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,1,非常に満足
Q9.2満足度　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,5,Q9.2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,2,どちらかといえば満足
Q9.2満足度　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,5,Q9.2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,3,どちらでもない
Q9.2満足度　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,5,Q9.2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,4,どちらかといえば不満
Q9.2満足度　a.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,5,Q9.2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,5,非常に不満
Q9.2満足度　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,5,,1,非常に満足
Q9.2満足度　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,5,,3,どちらでもない
Q9.2満足度　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　b.都の独自アプリ　/　海外は「行政の～」,ＳＡ,5,,5,非常に不満
Q9.2満足度　c.Facebook,ＳＡ,5,,1,非常に満足
Q9.2満足度　c.Facebook,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　c.Facebook,ＳＡ,5,,3,どちらでもない
Q9.2満足度　c.Facebook,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　c.Facebook,ＳＡ,5,,5,非常に不満
Q9.2満足度　d.Twitter,ＳＡ,5,,1,非常に満足
Q9.2満足度　d.Twitter,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　d.Twitter,ＳＡ,5,,3,どちらでもない
Q9.2満足度　d.Twitter,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　d.Twitter,ＳＡ,5,,5,非常に不満
Q9.2満足度　e.Instagram,ＳＡ,5,,1,非常に満足
Q9.2満足度　e.Instagram,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　e.Instagram,ＳＡ,5,,3,どちらでもない
Q9.2満足度　e.Instagram,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　e.Instagram,ＳＡ,5,,5,非常に不満
Q9.2満足度　f.LINE,ＳＡ,5,,1,非常に満足
Q9.2満足度　f.LINE,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　f.LINE,ＳＡ,5,,3,どちらでもない
Q9.2満足度　f.LINE,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　f.LINE,ＳＡ,5,,5,非常に不満
Q9.2満足度　g.WhatsApp（東京は設問なし）,ＳＡ,5,,1,非常に満足
Q9.2満足度　g.WhatsApp（東京は設問なし）,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　g.WhatsApp（東京は設問なし）,ＳＡ,5,,3,どちらでもない
Q9.2満足度　g.WhatsApp（東京は設問なし）,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　g.WhatsApp（東京は設問なし）,ＳＡ,5,,5,非常に不満
Q9.2満足度　h.Discord（東京は設問なし）,ＳＡ,5,,1,非常に満足
Q9.2満足度　h.Discord（東京は設問なし）,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　h.Discord（東京は設問なし）,ＳＡ,5,,3,どちらでもない
Q9.2満足度　h.Discord（東京は設問なし）,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　h.Discord（東京は設問なし）,ＳＡ,5,,5,非常に不満
Q9.2満足度　i.LINKEDIN（東京は設問なし）,ＳＡ,5,,1,非常に満足
Q9.2満足度　i.LINKEDIN（東京は設問なし）,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　i.LINKEDIN（東京は設問なし）,ＳＡ,5,,3,どちらでもない
Q9.2満足度　i.LINKEDIN（東京は設問なし）,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　i.LINKEDIN（東京は設問なし）,ＳＡ,5,,5,非常に不満
Q9.2満足度　j.Note,ＳＡ,5,,1,非常に満足
Q9.2満足度　j.Note,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　j.Note,ＳＡ,5,,3,どちらでもない
Q9.2満足度　j.Note,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　j.Note,ＳＡ,5,,5,非常に不満
Q9.2満足度　k.その他,ＳＡ,5,,1,非常に満足
Q9.2満足度　k.その他,ＳＡ,5,,2,どちらかといえば満足
Q9.2満足度　k.その他,ＳＡ,5,,3,どちらでもない
Q9.2満足度　k.その他,ＳＡ,5,,4,どちらかといえば不満
Q9.2満足度　k.その他,ＳＡ,5,,5,非常に不満
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,1,Facebook
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,2,Twitter
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,3,Instagram
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,4,TikTok
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,5,YouTube
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,6,WhatsApp
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,7,Facebook Messenger
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,8,LINE
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,9,Pinterest
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,10,LinkedIn
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,11,VIADEO
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,12,Discord
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,13,Telegram
