都道府県コード又は市区町村コード,都道府県名,市区町村名,事業所種別,名称,名称_カナ,名称_通称,所在地,方書,電話番号,サービス実施地区,定員(人）,説明,URL,備考,緯度,経度,確認日
131105,東京都,目黒区,看護小規模多機能型居宅介護,看多機かえりえ大橋,ミタキカエリエオオハシ,,目黒区大橋二丁目16番38号,,03-6699-4551,ー,29,,,,35.653358947,139.686619083,令和3年6月1日
131105,東京都,目黒区,看護小規模多機能型居宅介護,こぶしえん,コブシエン,,目黒区下目黒六丁目18番2号,,03-5722-5550,ー,29,,,,35.6288639,139.697255603,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームきらら目黒青葉台,グループホームキララメグロアオバダイ,,目黒区青葉台三丁目15番17号,,03-5728-6030,ー,27,,,,35.650394817,139.691724089,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームこまば,グループホームコマバ,,目黒区大橋二丁目19番1号,,03-3466-6600,ー,9,,,,35.655602078,139.682445467,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,上目黒つどいの家,カミメグロツドイノイエ,,目黒区上目黒四丁目11番2号,,03-5725-3255,ー,18,,,,35.640592731,139.693159336,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームかがやき目黒,グループホームカガヤキメグロ,,目黒区目黒四丁目17番18号,,03-6451-0635,ー,27,,,,35.633664256,139.700720364,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームあいある下目黒,グループホームアイアルシモメグロ,,目黒区下目黒六丁目3番11号,,03-6451-0141,ー,18,,,,35.628487219,139.699595019,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,ニチイケアセンター目黒本町,ニチイケアセンターメグロホンチョウ,,目黒区目黒本町二丁目17番1号,ダスキン目黒本町ビル 3階から4階,03-5724-4654,ー,18,,,,35.626374333,139.69119335,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームかたくりの里目黒,グループホームカタクリノサトメグロ,,目黒区目黒本町五丁目21番2号,,03-5725-2831,ー,27,,,,35.619667636,139.699901283,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームソラスト碑文谷,グループホームソラストヒモンヤ,,目黒区碑文谷二丁目8番2号,,03-5725-3155,ー,27,,,,35.623060872,139.688798886,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホーム鷹番あやめ,グループホームタカバンアヤメ,,目黒区鷹番二丁目6番8号,,03-5794-8373,ー,18,,,,35.627016539,139.688944147,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,ニチイケアセンター都立大学,ニチイケアセンタートリツダイガク,,目黒区平町一丁目10番15号,,03-5731-9071,ー,18,,,,35.618549878,139.679608172,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームひかり　目黒,グループホームヒカリ　メグロ,,目黒区平町二丁目15番20号,,03-3718-6866,ー,18,,,,35.615157983,139.679913725,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームめぐろ別荘,グループホームメグロベッソウ,,目黒区緑が丘三丁目10番25号,,03-6425-7466,ー,18,,,,35.601890822,139.680332411,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームみんなの家　目黒,グループホームミンナノイエ　メグロ,,目黒区中根一丁目10番22号,,03-5731-8558,ー,9,,,,35.615456072,139.673212917,令和3年6月1日
131105,東京都,目黒区,認知症対応型共同生活介護（グループホーム）,グループホームたのしい家目黒東が丘,グループホームタノシイイエメグロヒガシガオカ,,目黒区東が丘一丁目29番4号,,03-5779-4021,ー,18,,,,35.630576214,139.667206719,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,新駒場ビレッジ,シンコマバビレッジ,,目黒区駒場一丁目24番2号,,03-5790-9958,ー,14,,,,35.656399317,139.685933731,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,グリーンデイ　駒場,グリーンデイ　コマバ,,目黒区駒場三丁目5番9号,メゾンドツジ1階,03-5738-7565,ー,18,,,,35.657613736,139.687708369,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,デイサービス　ヨウコー中目黒,デイサービス　ヨウコーナカメグロ,,目黒区中目黒三丁目23番16号,,03-6451-0040,ー,15,,,,35.638617828,139.697851464,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,レコードブック祐天寺,レコードブックユウテンジ,,目黒区中目黒五丁目24番24号,竹中ビル1階,03-5794-8307,ー,18,,,,35.6352356,139.696604464,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,レコードブック目黒,レコードブックメグロ,,目黒区目黒二丁目10番8号,第2アトモスフィア青山2階,03-5719-6386,ー,15,,,,35.633207639,139.709100839,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,ブリッジライフ不動前,ブリッジライフフドウマエ,,目黒区下目黒四丁目18番5号,,03-5725-0117,ー,18,,,,35.628366208,139.706988264,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,デイサービスクローバー学芸大学,デイサービスクローバーガクゲイダイガク,,目黒区中町一丁目25番22号,,03-6712-2277,ー,18,,,,35.629584047,139.697490925,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,デイサービス　ル・クール,デイサービス　ル・クール,,目黒区五本木一丁目16番9号,ばんらいハイツ101,03-6303-2727,ー,9,,,,35.638195978,139.688160294,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,デイサービスクローバー学芸大学別邸,デイサービスクローバーガクゲイダイガクベッテイ,,目黒区中央町一丁目3番2号,,03-3715-2266,ー,10,,,,35.629728522,139.694535803,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,リハビリデイサービスnagomi目黒中央町店,リハビリデイサービスナゴミメグロチュウオウチョウテン,,目黒区中央町一丁目19番14号,メディス学芸大学1階,03-5708-5112,ー,18,,,,35.628202425,139.690807803,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,リハビリフィットネス　ゆずりは学芸大学,リハビリフィットネス　ユズリハガクゲイダイガク,,目黒区中央町二丁目7番5号,ロイヤルエクセレント学芸大1階,03-5725-0283,ー,18,,,,35.630808442,139.693247669,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,生羅　通所介護所　学芸大学,セイラ　ツウショカイゴジョ　ガクゲイダイガク,,目黒区中央町二丁目16番3号,ミネタウンハウスビー棟,03-5875-8350,ー,10,,,,35.632968461,139.689279981,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,早稲田イーライフ目黒本町,ワセダイーライフメグロホンチョウ,,目黒区目黒本町一丁目1番22号,ブランアビタシオン1階,03-5768-4915,ー,15,,,,35.628342894,139.696045675,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,めぐろリハビリセンター,メグロリハビリセンター,,目黒区目黒本町二丁目16番14号,トダカ学芸大コーポ101号,03-5725-7207,ー,10,,,,35.626140039,139.691392394,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,デイサービスセンターはづき,デイサービスセンターハヅキ,,目黒区目黒本町二丁目16番14号,トダカ学芸大コーポ104,03-5708-5521,ー,14,,,,35.626140039,139.691392394,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,ブリッジライフ武蔵小山,ブリッジライフムサシコヤマ,,目黒区目黒本町三丁目18番6号,エスアイマンション1階,03-5773-5821,ー,16,,,,35.623796597,139.698913086,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,カインドケア　デイサービス　武蔵小山,カインドケア　デイサービス　ムサシコヤマ,,目黒区目黒本町四丁目16番16号,,03-5724-3277,ー,10,,,,35.621866444,139.694593289,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,B&Bスタジオ目黒本町,ビーアンドビースタジオメグロホンチョウ,,目黒区目黒本町五丁目16番17号,ドエル目黒1階,03-6452-3167,ー,13,,,,35.622211542,139.699453089,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,西小山診療所,ニシコヤマシンリョウジョ,,目黒区目黒本町六丁目6番8号,,03-5768-1514,ー,18,,,,35.618470644,139.696861922,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,レコードブック碑文谷,レコードブックヒモンヤ,,目黒区目黒本町六丁目9番15号,高橋ビル1階,03-6412-8815,ー,10,,,,35.620186322,139.695585997,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,グリーンデイ　西小山,グリーンデイ　ニシコヤマ,,目黒区原町一丁目6番2号,藤コーポ1階,03-6452-4672,ー,17,,,,35.616623967,139.698388492,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,ぽじえじステーション西小山,ポジエジステーションニシコヤマ,,目黒区原町一丁目12番12号,カクチビル1階,03-6303-0761,ー,15,,,,35.615565628,139.696508886,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,半日型デイサービス　ふろりは目黒,ハンニチガタデイサービス　フロリハメグロ,,目黒区原町二丁目10番9号,パークサイドヴィラ1階,03-5860-7505,ー,15,,,,35.616712708,139.691908572,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,デイサービススマイル,デイサービススマイル,,目黒区洗足二丁目7番19号,アクセス洗足1階,03-6712-2811,ー,10,,,,35.611793481,139.693350842,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,グリーンデイ　碑文谷,グリーンデイ　ヒモンヤ,,目黒区碑文谷二丁目5番19号,グリンデル碑文谷1階,03-6451-2246,ー,18,（（旧）リハビリ型ひかりデイサービス洗足店）,,,35.622785719,139.689094744,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,いきいき・がくだい,イキイキ・ガクダイ,,目黒区碑文谷五丁目12番1号,ティーエス碑文谷ビル3階,03-3713-8207,ー,10,,,,35.624036592,139.682876664,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,グリーン・レーベル　学芸大学,グリーン・レーベル　ガクゲイダイガク,,目黒区碑文谷六丁目1番22号,リカーハイム1階101,03-6303-2893,ー,16,,,,35.627170981,139.684775822,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,ソフィアデイサービス学大,ソフィアデイサービスガクダイ,,目黒区鷹番一丁目2番6号,ハーモニーアーク目黒101号,03-5773-6701,ー,18,,,,35.626317478,139.690441219,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,ソラノイロ,ソラノイロ,,目黒区鷹番二丁目2番5号,フォンテ鷹番1階,03-6412-8156,ー,13,,,,35.629580711,139.689526589,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,あいがある　デイサービスセンター都立大学,アイガアル　デイサービスセンタートリツダイガク,,目黒区平町二丁目22番8号,,03-6421-4888,ー,10,,,,35.614346478,139.679111517,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,大岡山運動教室,オオカヤマウンドウキョウシツ,,目黒区大岡山一丁目4番3号,ロイヤルコート大岡山1階,03-3723-1720,ー,10,,,,35.611120425,139.684470867,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,生羅　通所介護所　都立大学,セイラ　ツウショカイゴジョ　トリツダイガク,,目黒区大岡山一丁目29番33号,コルティーレ大岡山101,03-5726-9297,ー,10,,,,35.613216131,139.680236119,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,B&B（ビーアンドビー）スタジオ　緑が丘,B&B（ビーアンドビー）スタジオ　ミドリガオカ,,目黒区緑が丘一丁目23番6号,ポッドクレスト自由が丘1階,03-6421-1617,ー,10,,,,35.607537733,139.678114342,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,リハビリデイサービス　すずらん,リハビリデイサービス　スズラン,,目黒区自由が丘一丁目20番21号　,,03-6673-2988,ー,10,,,,35.613756033,139.669457367,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,早稲田イーライフ柿の木坂,ワセダイーライフカキノキザカ,,目黒区柿の木坂三丁目1番7号,ベルヴェデール柿の木坂1階,03-6450-9646,ー,15,,,,35.629122961,139.673281064,令和3年6月1日
131105,東京都,目黒区,地域密着型通所介護（地域密着型デイサービス）,都立大学ビレッジ,トリツダイガクビレッジ,,目黒区八雲三丁目3番11号,,03-6421-4128,ー,15,,,,35.618844472,139.66640845,令和3年6月1日
