"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","介護サービス事業所名称","介護サービス事業所名称_カナ","実施サービス","住所","方書","電話番号","内線番号","FAX番号","法人番号","法人の名称","事業所番号","利用可能曜日","利用可能曜日特記事項","定員","URL","備考","経度","緯度","分類"
"","","","","ＳＯＭＰＯケア　中野　訪問介護","ソンポケア　ナカノ　ホウモンカイゴ","訪問介護","中野区中野３－３３－１８","フェルテ中野３０２号室","03-6382-8210","","","","ＳＯＭＰＯケア株式会社","1371405679","","","","","","139.665290959514","35.7029437912561","介護サービス事業所所在地"
"","","","","ＳＯＭＰＯケア　中野　夜間訪問介護","ＳＯＭＰＯケア　ナカノ　ヤカンホウモンカイゴ","夜間対応型訪問介護","中野区中野３－３３－１８","フェルテ中野302号室","03-6382-8202","","","","ＳＯＭＰＯケア株式会社","1391400759","","","","","","139.665290959514","35.7029437912561","介護サービス事業所所在地"
"","","","","あいわ介護中野居宅介護支援事業所","アイワカイゴナカノキョタクカイゴシエンジギョウショ","居宅介護支援","中野区本町３－４－３","徳和ビル","03-6300-0510","","","","ウエルネスプランニング株式会社","1371404177","","","","","","139.675249715814","35.6934602027714","介護サービス事業所所在地"
"","","","","あいわ介護中野訪問介護ステーション","アイワカイゴナカノホウモンカイゴステーション","訪問介護","中野区本町３－４－３","徳和ビル","03-6300-0711","","","","ウエルネスプランニング株式会社","1371404169","","","","","","139.675249715814","35.6934602027714","介護サービス事業所所在地"
"","","","","あおぞら　在宅介護支援サービス","アオゾラ　ザイタクカイゴシエンサービス","居宅介護支援","中野区中央４－５３－７","ＹＨＮビル１Ｆ","03-3384-5616","","","","特定非営利活動法人中野ふくし倶楽部","1371400233","","","","","","139.668498424126","35.7026759653994","介護サービス事業所所在地"
"","","","","あおぞら在宅介護支援サービス","アオゾラザイタクカイゴシエンサービス","訪問介護","中野区中央４－５３－７","ＹＨＮビル１Ｆ","03-3384-5616","","","","特定非営利活動法人中野ふくし倶楽部","1371400696","","","","","","139.668498424126","35.7026759653994","介護サービス事業所所在地"
"","","","","あおば","アオバ","訪問介護","中野区本町３－５－４","メゾンシルクロード１階","03-5358-8200","","","","特定非営利活動法人あおば","1371402668","","","","","","139.675573248802","35.6935691596982","介護サービス事業所所在地"
"","","","","あおば　福祉用具サービス","アオバ　フクシヨウグサービス","福祉用具貸与","中野区本町３－５－４","メゾンシルクロード１Ｆ","03-5358-8200","","","","特定非営利活動法人あおば","1371402809","","","","","","139.675573248802","35.6935691596982","介護サービス事業所所在地"
"","","","","アクティブプラザ中野新橋","アクティブプラザナカノシンバシ","地域密着型通所介護","中野区本町５－１７－１３","石川ビル１階","03-3381-6541","","","","早稲田アクティブ株式会社","1371403864","","","","","","139.673589029607","35.693998113994","介護サービス事業所所在地"
"","","","","アクティブプラザ野方","アクティブプラザノガタ","地域密着型通所介護","中野区野方６－１５－２","太陽野方ビル１階","03-5373-4165","","","","早稲田アクティブ株式会社","1371404151","","","","","","139.653289698016","35.7224879442991","介護サービス事業所所在地"
"","","","","あくとケア　中野","アクトケア　ナカノ","訪問介護","中野区新井１－３６－２","菅沼ビル　２０２号室","03-5318-5645","","","","株式会社双泉メディカルケア","1371405570","","","","","","139.667782473173","35.7130710370903","介護サービス事業所所在地"
"","","","","あけぼのデイサービス　まごころ館　中野坂上","アケボノデイサービス　マゴコロカン　ナカノサカウエ","地域密着型通所介護","中野区中央３－１－２１","","03-6279-3533","","","","ケアゲート株式会社","1371404607","","","","","","139.675539145113","35.6988427596444","介護サービス事業所所在地"
"","","","","あけぼの介護センター","アケボノカイゴセンター","訪問介護","中野区新井１－１２－１４","秀光建設本社ビル６階","03-5318-5887","","","","ケアゲート株式会社","1371403740","","","","","","139.66568651426","35.7114466424648","介護サービス事業所所在地"
"","","","","あけぼの介護センター中野南","アケボノカイゴセンターナカノミナミ","訪問介護","中野区本町５－３８－１１","ユニテ中野１０２","03-6382-7907","","","","ケアゲート株式会社","1371405091","","","","","","139.668640775148","35.6925283739466","介護サービス事業所所在地"
"","","","","あけぼの訪問看護ステーション","アケボノホウモンカンゴステーション","訪問看護","中野区新井２－６－５","ＤＳＫ情報センタービル１階","03-5942-8990","","","","ケアゲート株式会社","1361490095","","","","","","139.664811710815","35.7114686738655","介護サービス事業所所在地"
"","","","","アサヒサンクリーン株式会社　野方営業所","アサヒサンクリーンカブシキガイシャ　ノガタエイギョウショ","居宅介護支援","中野区野方６－５３－８","野方ディサービスセンター内","050-3317-7055","","","","アサヒサンクリーン株式会社","1371402205","","","","","","139.649424442281","35.7236365182801","介護サービス事業所所在地"
"","","","","アサヒサンクリーン在宅介護センター野方","アサヒサンクリーンザイタクカイゴセンターノガタ","訪問入浴介護","中野区野方６－５３－８","","5033176888","","","","アサヒサンクリーン株式会社","1371406099","","","","","","139.649424442281","35.7236365182801","介護サービス事業所所在地"
"","","","","アシストセンター「ねこの手」","アシストセンター「ネコノテ」","訪問介護","中野区東中野１－３８－１２","コーポ光１０１","03-3360-4460","","","","特定非営利活動法人ねこの手","1371404045","","","","","","139.686419335624","35.7044689474704","介護サービス事業所所在地"
"","","","","アスデンシア西新宿","アスデンシアニシシンジュク","特定施設入居者生活介護","中野区弥生町１－４３－１２","","03-5308-3811","","","","株式会社はれコーポレーション","1371406081","","","","","","139.676906114349","35.6885801285262","介護サービス事業所所在地"
"","","","","あすなろ訪問看護ステーション鷺宮","アスナロホウモンカンゴステーションサギノミヤ","訪問看護","中野区鷺宮３－１８－５","ＩＮビル２階","03-3223-1900","","","","株式会社エムイーネット","1367197064","","","","","","139.638810989756","35.7230924995516","介護サービス事業所所在地"
"","","","","アリア哲学堂","アリアテツガクドウ","特定施設入居者生活介護","中野区江原町１－３１－１","","03-5988-7326","","","","株式会社ベネッセスタイルケア","1371402478","","","","","","139.673360995552","35.7280740122909","介護サービス事業所所在地"
"","","","","アロハデイサービス","アロハデイサービス","地域密着型通所介護","中野区上高田２－４５－１０","","03-5318-9220","","","","特定非営利活動法人ピクニックケア","1371404656","","","","","","139.669604410642","35.7119887754646","介護サービス事業所所在地"
"","","","","アロハナースステーション","アロハナースステーション","訪問看護","中野区上高田２－４５－１０","202","03-4400-8988","","","","特定非営利活動法人ピクニックケア","1361490335","","","","","","139.669604410642","35.7119887754646","介護サービス事業所所在地"
"","","","","いきいきらいふ　ＳＰＡ　中野新橋","イキイキライフ　スパ　ナカノシンバシ","地域密着型通所介護","中野区弥生町３－３４－８","","03-5302-0205","","","","株式会社ＲＡＲＥＣＲＥＷ","1371404326","","","","","","139.673459440215","35.6888728417156","介護サービス事業所所在地"
"","","","","いろはデイサービス","イロハデイサービス","通所介護","中野区中央３－１５－４","","03-3371-5377","","","","株式会社ふじ","1371405612","","","","","","139.674058589882","35.7015495596474","介護サービス事業所所在地"
"","","","","ウィズケア中野","ウィズケアナカノ","特定介護予防福祉用具販売","中野区鷺宮６－１－１０","ささき荘２０３","03-6820-0199","","","","株式会社ウィズコーポレーション","1371406164","","","","","","139.631022209081","35.7239328893074","介護サービス事業所所在地"
"","","","","ウェルビスタ　ケア　スタジオ","ウェルビスタ　ケア　スタジオ","通所介護","中野区弥生町２－１４－１４","Ｎ－ｓｔａｇｅ中野新橋１階","03-5304-5121","","","","株式会社ＳＯＹＯＫＡＺＥ","1371405828","","","","","","139.67586591398","35.6916669722245","介護サービス事業所所在地"
"","","","","ウェルフェア","ウェルフェア","福祉用具貸与","中野区中野２－２８－１","中野ＪＭビル５Ｆ","03-6161-5511","","","","株式会社しびれ","1371406354","","","","","","139.665810612452","35.7030793546856","介護サービス事業所所在地"
"","","","","おうちのカンゴてとて","オウチノカンゴテトテ","訪問看護","中野区中央３－１２－１７","６０１号","03-5937-0597","","","","株式会社てとて","1361490400","","","","","","139.675407839704","35.7018397834022","介護サービス事業所所在地"
"","","","","おおきなき野方","オオキナキノガタ","居宅介護支援","中野区野方３－２５－８","ＣＡＳＡ　ＶＩＶＡ　Ｂ１Ｆ","03-5318-6795","","","","株式会社日本エルダリーケアサービス","1371405794","","","","","","139.65426697157","35.7184586870112","介護サービス事業所所在地"
"","","","","おたきほうむ","オタキホウム","介護老人福祉施設","中野区東中野５－１７－３０","","03-5937-2160","","","","社会福祉法人ケアネット","1371404243","","","","","","139.688605207185","35.7093843987534","介護サービス事業所所在地"
"","","","","かみさぎ介護サービスセンター","カミサギカイゴサービスセンター","居宅介護支援","中野区上鷺宮３－１７－４","","03-3926-8444","","","","社会福祉法人武蔵野療園","1371400423","","","","","","139.631453723047","35.7351799543005","介護サービス事業所所在地"
"","","","","カリス訪問看護ステーション","カリスホウモンカンゴステーション","訪問看護","中野区中野２－２９－１５","サンハイツ中野８０８","03-6823-8708","","","","株式会社フィトン","1361490418","","","","","","139.665847932111","35.7037307984325","介護サービス事業所所在地"
"","","","","クラーチ・ファミリア西新宿","クラーチ・ファミリアニシシンジュク","特定施設入居者生活介護","中野区弥生町１－４３－１２","","03-5308-3811","","","","株式会社クラーチ","1371406347","","","","","","139.676906114349","35.6885801285262","介護サービス事業所所在地"
"","","","","グランフォレスト鷺宮","グランフォレストサキノミヤ","特定施設入居者生活介護","中野区鷺宮４－４２－２０","","03-5356-8350","","","","スミリンフィルケア株式会社","1371405489","","","","","","139.636893331326","35.7257454633456","介護サービス事業所所在地"
"","","","","グランフォレスト哲学堂","グランフォレストテツガクドウ","特定施設入居者生活介護","中野区江古田１－３３－１２","","03-3565-6726","","","","スミリンフィルケア株式会社","1371405588","","","","","","139.672655886085","35.7260657507391","介護サービス事業所所在地"
"","","","","グリーンケア中野","グリーンケアナカノ","訪問介護","中野区弥生町２－３１－９","朝日プラザ中野弥生町１Ａ","03-5342-5351","","","","株式会社アクトライフ","1371402965","","","","","","139.673362358405","35.6912989410161","介護サービス事業所所在地"
"","","","","グリーンデイ東中野","グリーンデイヒガシナカノ","通所介護","中野区東中野４－２７－３９","グレースハイツ１Ｆ","03-5332-3230","","","","介護ジャパン株式会社","1371405752","","","","","","139.688453359885","35.7102428719644","介護サービス事業所所在地"
"","","","","クリオケアセンター","クリオケアセンター","訪問介護","中野区中央５－８－１１","スペースクリオⅡ　３階","03-5328-7301","","","","株式会社ＣＣＣ","1371403815","","","","","","139.665442352789","35.6984493460316","介護サービス事業所所在地"
"","","","","クリオケアセンター　居宅介護支援事業所","クリオケアセンター　キョタクカイゴシエンジギョウショ","居宅介護支援","中野区中央５－８－１１","スペースクリオⅡ３階","03-5328-7301","","","","株式会社ＣＣＣ","1371405620","","","","","","139.665442352789","35.6984493460316","介護サービス事業所所在地"
"","","","","クリニカル南台","","通所リハビリテーション","中野区南台２－４５－１０","１階","3381-8681","","","","医療法人社団　二人会","1311428127","","","","","","139.671433972881","35.6854184189133","介護サービス事業所所在地"
"","","","","グループホーム　えごた","グループホーム　エゴタ","認知症対応型共同生活介護","中野区江古田３－３－２２","","03-5913-1871","","","","社会福祉法人悠遊","1391400544","","","","","","139.669627226576","35.7270934863134","介護サービス事業所所在地"
"","","","","グループホーム　たのしい家　中野江古田","グループホーム　タノシイイエ　ナカノエコダ","認知症対応型共同生活介護","中野区江古田３－３－１０","","03-5318-3621","","","","株式会社ケア２１","1391400494","","","","","","139.669373045514","35.7273336416055","介護サービス事業所所在地"
"","","","","グループホーム　たのしい家　中野南台","グループホーム　タノシイイエ　ナカノミナミダイ","認知症対応型共同生活介護","中野区南台４－２６－１４","","03-5328-0821","","","","株式会社ケア２１","1391400296","","","","","","139.668175724392","35.6808960835777","介護サービス事業所所在地"
"","","","","グループホーム　ふぁいん　鷺宮","グループホーム　ファイン　サギノミヤ","認知症対応型共同生活介護","中野区白鷺２－４８－９","","03-3337-6331","","","","ディーケア　株式会社","1391400163","","","","","","139.637354965093","35.7218489650492","介護サービス事業所所在地"
"","","","","グループホーム　ゆうあい","グループホーム　ユウアイ","認知症対応型共同生活介護","中野区江古田２－２４－１１","","03-3389-5576","","","","社会福祉法人武蔵野療園","1371401678","","","","","","139.664151126357","35.7273154224424","介護サービス事業所所在地"
"","","","","グループホーム　夢","グループホーム　ユメ","認知症対応型共同生活介護","中野区新井４－２９－２","","03-5942-8810","","","","社会福祉法人武蔵野療園","1391400155","","","","","","139.665221707591","35.717553430869","介護サービス事業所所在地"
"","","","","グループホームｃａｒｎａ中野丸山","グループホームカルナナカノマルヤマ","認知症対応型共同生活介護","中野区丸山１－２５－１４","","03-5318-5410","","","","医療法人社団武蔵野会","1391400312","","","","","","139.655837452885","35.7250144105634","介護サービス事業所所在地"
"","","","","グループホームみんなの家・中野鷺宮","グループホームミンナノイエ・ナカノサギノミヤ","認知症対応型共同生活介護","中野区鷺宮１－１１－１４","","03-5327-5755","","","","ＡＬＳＯＫ介護株式会社","1391400247","","","","","","139.648268816441","35.7233858173129","介護サービス事業所所在地"
"","","","","グループホーム東京中野の家","グループホームトウキョウナカノノイエ","認知症対応型共同生活介護","中野区上鷺宮１－７－３５","","03-3970-3200","","","","医療法人社団長啓会","1391400148","","","","","","139.638988596347","35.7277965163972","介護サービス事業所所在地"
"","","","","クローバー　沼袋","クローバー　ヌマブクロ","訪問介護","中野区沼袋４－２９－１５","サンシャイン・７　２０３号","03-5318-6901","","","","株式会社タフィ","1371403138","","","","","","139.662612459723","35.7226082630508","介護サービス事業所所在地"
"","","","","ケア・アカデミー葉っぱのフレディ","ケア・アカデミーハッパノフレディ","訪問型サービス（独自）","中野区東中野５－１－１","ユニゾンモール３Ｆ","03-3361-2297","","","","株式会社ケア・アカデミー葉っぱのフレディ","1371400886","","","","","","139.687369815882","35.7065466007174","介護サービス事業所所在地"
"","","","","ケア２１　中野","ケアニジュウイチ　ナカノ","居宅介護支援","中野区江古田４－３０－３","岡村ビル２階","03-5343-7937","","","","株式会社ケア２１","1371404383","","","","","","139.662231502303","35.7239827341305","介護サービス事業所所在地"
"","","","","ケアサポート　ＭＡＮＡ","ケアサポート　マナ","訪問看護","中野区本町６－３５－１５","101","03-6382-8142","","","","株式会社コンディショニングサポートＭＡＮＡ","1361490244","","","","","","139.662651976887","35.6972576932139","介護サービス事業所所在地"
"","","","","ケアサポートうえの","ケアサポートウエノ","居宅介護支援","中野区中央１－６－１２","セザール中野坂上１０５","03-5937-5384","","","","ケアサポートうえの合同会社","1371403955","","","","","","139.687858680041","35.6992930820422","介護サービス事業所所在地"
"","","","","ケアサポートすずらん","ケアサポートスズラン","居宅介護支援","中野区大和町４－３４－９","サトーハイツ１０１号室","03-5356-0570","","","","合同会社ケアサポートすずらん","1371404425","","","","","","139.644288399384","35.713085774991","介護サービス事業所所在地"
"","","","","ケアサポートモモ","ケアサポートモモ","訪問介護","中野区中央３－３９－３","","03-3380-2310","","","","有限会社　ケアサポートモモ","1371402023","","","","","","139.672011217627","35.6989283965177","介護サービス事業所所在地"
"","","","","ケアステーションみなみ風　中野","ケアステーションミナミカゼ　ナカノ","訪問介護","中野区若宮１－２８－１３","サカエビル１階","03-5364-0560","","","","二幸産業株式会社","1371402833","","","","","","139.650489280857","35.7193490922242","介護サービス事業所所在地"
"","","","","ケアセンター希","ケアセンターノゾミ","訪問介護","中野区中野３－４０－２９","203","03-5342-2911","","","","株式会社ローズ倶楽部","1371403617","","","","","","139.663714948518","35.7048610912467","介護サービス事業所所在地"
"","","","","ケアハウス江古田の森","ケアハウスエゴタノモリ","特定施設入居者生活介護","中野区江古田３－１４－１９","","03-5318-3711","","","","社会福祉法人南東北福祉事業団","1371402825","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","ケアプラザ・みやぞの","ケアプラザ・ミヤゾノ","福祉用具貸与","中野区中央３－１３－１１","ＭＧビル３０２","03-3362-7566","","","","宮園自動車株式会社","1372004083","","","","","","139.673995154894","35.7020539787528","介護サービス事業所所在地"
"","","","","ケアプロ在宅支援センター東京","ケアプロザイタクシエンセンタートウキョウ","居宅介護支援","中野区中央４－２５－１４","中央ハウス Ａ２","03-6842-2540","","","","ケアプロ在宅医療株式会社","1371405265","","","","","","139.668310592051","35.7005089246003","介護サービス事業所所在地"
"","","","","ケアプロ訪問看護ステーション東京","ケアプロホウモンカンゴステーショントウキョウ","訪問看護","中野区中央４－２５－１４","中央ハウスＡ２","03-6696-9789","","","","ケアプロ在宅医療株式会社","1361390048","","","","","","139.668310592051","35.7005089246003","介護サービス事業所所在地"
"","","","","ケアマン介護事業所","ケアマンカイゴジギョウショ","訪問介護","中野区上高田１－３１－２２","201","03-6824-5755","","","","株式会社ＣＡＲＥＭＡＮ","1371406289","","","","","","139.676857295451","35.7094162157932","介護サービス事業所所在地"
"","","","","ケアリッツ　中野","ケアリッツ　ナカノ","訪問介護","中野区新井１－１８－４","寺沢ハイツ１階","03-3228-6601","","","","株式会社ケアリッツ・アンド・パートナーズ","1371403286","","","","","","139.669303073247","35.7115313949741","介護サービス事業所所在地"
"","","","","ケアリッツ鷺ノ宮","ケアリッツサギノミヤ","訪問介護","中野区若宮２－４０－１３","サンハイツ中野１０１","03-5327-8518","","","","株式会社ケアリッツ・アンド・パートナーズ","1371405943","","","","","","139.64342811896","35.7162980605961","介護サービス事業所所在地"
"","","","","ケアリッツ新中野","ケアリッツシンナカノ","訪問介護","中野区本町４－４４－１３","西京城西ビル３階","03-6382-4831","","","","株式会社ケアリッツ・アンド・パートナーズ","1371406222","","","","","","139.669832366776","35.6971819524267","介護サービス事業所所在地"
"","","","","ケアリッツ中野坂上","ケアリッツナカノサカウエ","訪問介護","中野区中央１－４３－１５","マンションＶＩＰ中野坂上２０６","03-5937-5761","","","","株式会社ケアリッツ・アンド・パートナーズ","1371405646","","","","","","139.683370258381","35.6994979995432","介護サービス事業所所在地"
"","","","","けありんぐ里の風","ケアリングサトノカゼ","訪問介護","中野区松が丘１－８－１４","アビヤント大崎１０５","03-6454-0443","","","","特定非営利活動法人なかの里を紡ぐ会","1371405455","","","","","","139.670532384788","35.7187262288149","介護サービス事業所所在地"
"","","","","こ・こけあ中野　居宅介護支援事業所","コ・コケアナカノ　キョタクカイゴシエンジギョウショ","居宅介護支援","中野区中央５－３０－７","ミザールハイツ１Ｆ","03-6382-8507","","","","Ｃｏ－Ｃｏ　Ｃａｒｅ株式会社","1371404615","","","","","","139.664310240075","35.7003027127511","介護サービス事業所所在地"
"","","","","コープみらい　中野介護センター","コープミライ　ナカノカイゴセンター","訪問介護","中野区中央５－４１－１８","東京都生協連会館４階","03-3382-5691","","","","生活協同組合コープみらい","1371404201","","","","","","139.666083172881","35.7019406218173","介護サービス事業所所在地"
"","","","","こころ訪問介護","ココロホウモンカイゴ","訪問介護","中野区江古田１－２７－４","翠雲荘１０１","03-6908-1017","","","","ハート＆ハート合同会社","1371405216","","","","","","139.670573697117","35.7258830715376","介護サービス事業所所在地"
"","","","","コル・テンポ薬師の家","コル・テンポヤクシノイエ","認知症対応型共同生活介護","中野区新井１－４１－２","","03-3388-7211","","","","特定非営利活動法人中野の和","1391400080","","","","","","139.667214522635","35.7135433075898","介護サービス事業所所在地"
"","","","","さくらサポート　上鷺宮","サクラサポート　カミサギノミヤ","地域密着型通所介護","中野区上鷺宮２－４－１５","","03-5848-7318","","","","有限会社人智開発研究所","1371404052","","","","","","139.634367047874","35.7279375503926","介護サービス事業所所在地"
"","","","","さくらデイハウス江古田","サクラデイハウスエゴタ","地域密着型通所介護","中野区江古田２－１３－１９","","03-5942-9555","","","","ウェルサービス株式会社","1371403625","","","","","","139.666684655406","35.7265506452135","介護サービス事業所所在地"
"","","","","さくらふじ","サクラフジ","地域密着型通所介護","中野区中野２－２１－６","","03-3382-7735","","","","株式会社さくらふじ","1371402627","","","","","","139.667951597144","35.7033933974144","介護サービス事業所所在地"
"","","","","さくら訪問看護ステーション","サクラホウモンカンゴステーション","訪問看護","中野区沼袋２－２０－１２","ファーストメゾン沼袋２０２号室","03-5942-8981","","","","株式会社さくらメディカルサポート","1361490350","","","","","","139.665911686604","35.7237767596951","介護サービス事業所所在地"
"","","","","サポートたすけあい","サポートタスケアイ","訪問介護","中野区野方５－２６－７","","03-5356-8225","","","","特定非営利活動法人ポタジエの会","1371405224","","","","","","139.653539761732","35.7191676529345","介護サービス事業所所在地"
"","","","","サルスケア訪問看護リハビリステーション","サルスケアホウモンカンゴリハビリステーション","訪問看護","中野区中野５－３－３３","ＫＩマンション２０１号室","03-5942-6328","","","","株式会社むさしメディカルケア","1361490392","","","","","","139.672464479212","35.7079371980654","介護サービス事業所所在地"
"","","","","サロン・ド・ゴールド","サロンドゴールド","地域密着型通所介護","中野区中央１－５２－７","","03-5937-4211","","","","有限会社ぬくもり介護","1391400627","","","","","","139.683813682828","35.7011150795444","介護サービス事業所所在地"
"","","","","サンサンフォレストアクティブ","サンサンフォレストアクティブ","地域密着型通所介護","中野区鷺宮１－４－１７","サンサンフォレスト２Ｆ","03-5356-8977","","","","株式会社ひばりケア","1391400734","","","","","","139.648547764419","35.7222533285501","介護サービス事業所所在地"
"","","","","サンサンフォレストケア","サンサンフォレストケア","地域密着型通所介護","中野区鷺宮１－４－１７","サンサンフォレスト１Ｆ","03-5356-8831","","","","株式会社ひばりケア","1391400726","","","","","","139.648547764419","35.7222533285501","介護サービス事業所所在地"
"","","","","サンライフ居宅介護支援事業所","サンライフキョタクカイゴシエンジギョウショ","居宅介護支援","中野区東中野３－７－１２","","03-3360-8535","","","","サンライフ合同会社","1371403765","","","","","","139.681225968057","35.707092378422","介護サービス事業所所在地"
"","","","","しあわせケアサービス","シアワセケアサービス","居宅介護支援","中野区鷺宮３－２０－９","３０４号","03-6326-0771","","","","株式会社しあわせケアサービス","1371405984","","","","","","139.638653596287","35.7237258944809","介護サービス事業所所在地"
"","","","","シエスタクラブ鷺宮","シエスタクラブサギノミヤ","地域密着型通所介護","中野区鷺宮４－２６－５","","03-5356-8105","","","","株式会社シエスタ・ケア","1371403708","","","","","","139.634556926009","35.724253371302","介護サービス事業所所在地"
"","","","","シニア倶楽部ステップパプリカ","シニアクラブステップパプリカ","地域密着型通所介護","中野区新井５－１５－６","片岡ビル１階","03-5942-9352","","","","ＢＡＬＭ　ＦＩＥＬＤ株式会社","1371403336","","","","","","139.669233648445","35.7152193235326","介護サービス事業所所在地"
"","","","","しまナーシングホーム　中野","シマナーシングホーム　ナカノ","特定施設入居者生活介護","中野区野方２－１０－２","","03-5318-4381","","","","株式会社しまナーシングホーム","1370404350","","","","","","139.656884574727","35.7148111660574","介護サービス事業所所在地"
"","","","","ショートステイひなぎくの丘","ショートステイヒナギクノオカ","短期入所生活介護","中野区弥生町５－１１－１５","","03-3381-1711","","","","社会福祉法人武蔵野療園","1371509165","","","","","","139.668017524936","35.6879944081435","介護サービス事業所所在地"
"","","","","ジョブケア","ジョブケア","特定福祉用具販売","中野区鷺宮１－２４－１２－１０２","","03-4500-9606","","","","令和トラスト合同会社","1371406156","","","","","","139.646094359036","35.7241915157146","介護サービス事業所所在地"
"","","","","しらさぎ介護保険センター","シラサギカイゴホケンセンター","居宅介護支援","中野区白鷺２－５１－５","","03-3336-6538","","","","社会福祉法人中野区福祉サービス事業団","1371400183","","","","","","139.632032245668","35.7200813265781","介護サービス事業所所在地"
"","","","","シルバーエイジクラブ　松風","シルバーエイジクラブ　ショウフウ","地域密着型通所介護","中野区若宮１－２１－１７","","03-5373-1410","","","","株式会社ジロ寿・アシスト","1371404730","","","","","","139.648149886175","35.718165702062","介護サービス事業所所在地"
"","","","","シルバーシティ哲学堂","シルバーシティテツガクドウ","特定施設入居者生活介護","中野区沼袋２－１２－１２","","03-3319-7711","","","","株式会社太平洋シルバーサービス","1371400480","","","","","","139.668120900645","35.7228976970013","介護サービス事業所所在地"
"","","","","スギコーケアセンター野方","スギコーケアセンターノガタ","居宅介護支援","中野区野方５－３４－３","カーサ沙羅１Ｆ","03-3310-4485","","","","スギコー株式会社","1371405406","","","","","","139.650386043391","35.7202708940129","介護サービス事業所所在地"
"","","","","ステップぱーとなー江古田","ステップパートナーエコダ","通所型サービス（独自／定率）","中野区江古田１－２６－２","","03-6915-3899","","","","日中ブリッジズ株式会社","1391400684","","","","","","139.670715827955","35.7266583273953","介護サービス事業所所在地"
"","","","","スマイルプラン","スマイルプラン","居宅介護支援","中野区若宮３－３９－１６","１Ｆ","03-5356-9538","","","","有限会社ＨＩＲＯ","1371405778","","","","","","139.645460376487","35.7199685418139","介護サービス事業所所在地"
"","","","","すりいでぃ","スリイディ","福祉用具貸与","中野区中央５－２９－１１","サンメゾン中野１０２","03-5385-3755","","","","株式会社スリーディメンション","1371401074","","","","","","139.663862413046","35.7001771367614","介護サービス事業所所在地"
