年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
対前年・対前年同期増減数／男女計／平成25年７～９月平均,2013,07～09,-78,17,51,35,33,6,-31,19,-20,-46,58,73,-127
対前年・対前年同期増減数／男女計／平成25年10～12月平均,2013,10～12,-48,-16,58,49,138,-25,-24,1,6,-8,-10,75,-54
対前年・対前年同期増減数／男女計／平成26年１～３月平均,2014,01～03,-2,69,37,-1,64,-34,0,40,-46,33,18,1,-68
対前年・対前年同期増減数／男女計／平成26年４～６月平均,2014,04～06,42,22,95,17,47,-42,10,-72,-7,44,16,30,-26
対前年・対前年同期増減数／男女計／平成26年７～９月平均,2014,07～09,73,-21,22,1,11,6,21,-24,1,18,32,-36,18
対前年・対前年同期増減数／男女計／平成26年10～12月平均,2014,10～12,53,-76,42,-5,31,-33,48,32,-18,-14,-8,53,-8
対前年・対前年同期増減数／男女計／平成27年１～３月平均,2015,01～03,26,-71,45,-10,-19,-9,40,-13,40,6,-27,-57,64
対前年・対前年同期増減数／男／平成24年平均,2012,,3,9,-3,-25,-11,1,2,-3,5,-4,-4,12,18
対前年・対前年同期増減数／男／平成25年平均,2013,,-20,-1,24,36,-2,-11,-21,7,6,-17,21,15,-29
対前年・対前年同期増減数／男／平成26年平均,2014,,27,-23,38,5,31,-8,16,-3,-18,8,3,-10,-18
対前年・対前年同期増減数／男／平成24年10～12月平均,2012,10～12,0,54,-37,-9,-50,27,-8,-23,-13,-20,-11,2,28
対前年・対前年同期増減数／男／平成25年１～３月平均,2013,01～03,13,-3,-36,28,-18,11,-16,6,39,-24,28,0,-29
対前年・対前年同期増減数／男／平成25年４～６月平均,2013,04～06,3,9,55,50,-56,-16,-13,39,13,-5,11,4,-22
対前年・対前年同期増減数／男／平成25年７～９月平均,2013,07～09,-57,4,46,28,-4,-8,-31,6,0,-24,46,22,-55
対前年・対前年同期増減数／男／平成25年10～12月平均,2013,10～12,-36,-15,29,40,68,-29,-21,-20,-28,-13,-1,36,-13
対前年・対前年同期増減数／男／平成26年１～３月平均,2014,01～03,4,28,42,7,37,-7,6,18,-54,6,10,-10,-54
対前年・対前年同期増減数／男／平成26年４～６月平均,2014,04～06,24,-24,70,-3,51,-13,1,-63,-29,15,3,-8,-2
対前年・対前年同期増減数／男／平成26年７～９月平均,2014,07～09,47,-36,10,13,17,-4,28,2,4,6,4,-17,4
対前年・対前年同期増減数／男／平成26年10～12月平均,2014,10～12,32,-59,30,1,19,-7,28,29,8,6,-3,-6,-19
対前年・対前年同期増減数／男／平成27年１～３月平均,2015,01～03,26,-58,26,-11,-8,-22,31,-5,29,3,-26,-17,33
対前年・対前年同期増減数／女／平成24年平均,2012,,-2,-29,-6,-4,-12,-7,-2,10,19,-4,-7,14,12
対前年・対前年同期増減数／女／平成25年平均,2013,,-9,-14,19,4,28,16,4,13,-1,3,14,45,-70
対前年・対前年同期増減数／女／平成26年平均,2014,,15,21,11,-1,8,-17,4,-3,0,12,11,23,-4
対前年・対前年同期増減数／女／平成24年10～12月平均,2012,10～12,0,-18,-21,1,-6,8,-1,10,21,-11,-14,14,-26
対前年・対前年同期増減数／女／平成25年１～３月平均,2013,01～03,-4,-17,22,9,-26,27,7,-6,-22,-1,18,39,-88
対前年・対前年同期増減数／女／平成25年４～６月平均,2013,04～06,1,-55,19,-10,33,21,11,22,8,31,37,53,-80
対前年・対前年同期増減数／女／平成25年７～９月平均,2013,07～09,-19,13,7,6,35,14,1,12,-21,-22,11,52,-73
対前年・対前年同期増減数／女／平成25年10～12月平均,2013,10～12,-12,-1,30,8,70,3,-3,21,34,5,-10,39,-41
対前年・対前年同期増減数／女／平成26年１～３月平均,2014,01～03,-5,42,-5,-8,28,-26,-5,22,8,25,8,12,-14
対前年・対前年同期増減数／女／平成26年４～６月平均,2014,04～06,18,46,25,20,-4,-29,9,-9,22,30,13,38,-25
対前年・対前年同期増減数／女／平成26年７～９月平均,2014,07～09,25,16,11,-12,-5,10,-8,-27,-3,12,28,-19,14
対前年・対前年同期増減数／女／平成26年10～12月平均,2014,10～12,22,-18,11,-5,12,-25,20,3,-26,-20,-5,59,11
対前年・対前年同期増減数／女／平成27年１～３月平均,2015,01～03,-1,-14,19,1,-11,12,9,-8,11,4,-1,-41,31
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成27年１～３月平均）,,,,,,,,,,,,,,,
第４表　主な産業別就業者数  ,,,,,,,,,,,,,,,
