区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔雇用者の主な産業別内訳〕／医療，福祉,680,618,62,10,149,153,-4,-2.6,531,465,66,14.2
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,557,503,54,10.7,299,282,17,6,258,222,36,16.2
〔非農林業雇用者の従業者規模別内訳〕／総数,6787,6564,223,3.4,3835,3742,93,2.5,2953,2822,131,4.6
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1700,1651,49,3,954,924,30,3.2,746,727,19,2.6
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2099,2044,55,2.7,1175,1173,2,0.2,924,871,53,6.1
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2455,2304,151,6.6,1419,1350,69,5.1,1036,955,81,8.5
〔完全失業率（年齢階級別）(%)〕／総数,3.3,4,-0.7,-,3.7,3.8,-0.1,-,2.8,4.2,-1.4,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5.2,5.6,-0.4,-,6.5,5.4,1.1,-,3.9,5.5,-1.6,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4,4.8,-0.8,-,4.8,4.9,-0.1,-,3.1,4.6,-1.5,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.8,3.8,-1,-,3.1,3.3,-0.2,-,2.4,4.6,-2.2,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.5,4.1,-0.6,-,3.8,4,-0.2,-,3.1,4.2,-1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.9,3.3,-0.4,-,2.8,3.4,-0.6,-,3.1,3.2,-0.1,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.5,2,-0.5,-,2.1,2.2,-0.1,-,0.7,1.8,-1.1,-
〔労働力人口比率(%)〕／総数,64.4,63.6,0.8,-,75.5,74.5,1,-,53.8,53.1,0.7,-
,,,,,,,,,,,,
東京の労働力統計データ（平成27年7～9月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成27年7～9月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
