区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,7306,7244,62,0.9,4161,4161,0,0,3145,3083,62,2
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6271,6224,47,0.8,3995,4019,-24,-0.6,2275,2205,70,3.2
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,198,185,13,7,100,87,13,14.9,98,99,-1,-1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,838,834,4,0.5,66,56,10,17.9,771,778,-7,-0.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,170,180,-10,-5.6,78,55,23,41.8,92,125,-33,-26.4
〔就業者の主な産業別内訳〕／建設業,554,509,45,8.8,467,424,43,10.1,87,85,2,2.4
〔就業者の主な産業別内訳〕／製造業,686,741,-55,-7.4,473,538,-65,-12.1,213,203,10,4.9
〔就業者の主な産業別内訳〕／情報通信業,729,735,-6,-0.8,524,524,0,0,205,211,-6,-2.8
〔就業者の主な産業別内訳〕／運輸業，郵便業,335,420,-85,-20.2,276,346,-70,-20.2,59,74,-15,-20.3
〔就業者の主な産業別内訳〕／卸売業，小売業,1207,1195,12,1,628,597,31,5.2,579,598,-19,-3.2
〔就業者の主な産業別内訳〕／金融業，保険業,237,240,-3,-1.3,127,122,5,4.1,110,118,-8,-6.8
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,245,249,-4,-1.6,129,152,-23,-15.1,116,97,19,19.6
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,416,395,21,5.3,262,250,12,4.8,154,145,9,6.2
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,549,495,54,10.9,229,205,24,11.7,320,290,30,10.3
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,285,334,-49,-14.7,129,139,-10,-7.2,156,196,-40,-20.4
〔就業者の主な産業別内訳〕／教育，学習支援業,376,411,-35,-8.5,176,166,10,6,201,245,-44,-18
〔就業者の主な産業別内訳〕／医療，福祉,801,698,103,14.8,190,176,14,8,611,522,89,17
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,606,518,88,17,354,305,49,16.1,252,213,39,18.3
〔雇用者の主な産業別内訳〕／建設業,468,422,46,10.9,390,346,44,12.7,77,76,1,1.3
〔雇用者の主な産業別内訳〕／製造業,652,707,-55,-7.8,455,515,-60,-11.7,197,191,6,3.1
〔雇用者の主な産業別内訳〕／情報通信業,697,699,-2,-0.3,498,497,1,0.2,199,202,-3,-1.5
〔雇用者の主な産業別内訳〕／運輸業，郵便業,317,389,-72,-18.5,258,318,-60,-18.9,59,71,-12,-16.9
〔雇用者の主な産業別内訳〕／卸売業，小売業,1138,1109,29,2.6,592,547,45,8.2,546,562,-16,-2.8
〔雇用者の主な産業別内訳〕／金融業，保険業,232,235,-3,-1.3,124,119,5,4.2,108,116,-8,-6.9
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,211,210,1,0.5,113,129,-16,-12.4,97,81,16,19.8
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,317,296,21,7.1,196,192,4,2.1,121,104,17,16.3
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,480,407,73,17.9,198,159,39,24.5,282,248,34,13.7
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,218,241,-23,-9.5,93,98,-5,-5.1,125,143,-18,-12.6
〔雇用者の主な産業別内訳〕／教育，学習支援業,328,354,-26,-7.3,162,151,11,7.3,166,203,-37,-18.2
〔雇用者の主な産業別内訳〕／医療，福祉,746,663,83,12.5,161,153,8,5.2,585,509,76,14.9
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,551,478,73,15.3,319,284,35,12.3,232,194,38,19.6
〔非農林業雇用者の従業者規模別内訳〕／総数,6737,6622,115,1.7,3793,3746,47,1.3,2944,2877,67,2.3
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1726,1778,-52,-2.9,978,1010,-32,-3.2,748,768,-20,-2.6
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2119,2004,115,5.7,1129,1087,42,3.9,990,917,73,8
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2398,2316,82,3.5,1437,1404,33,2.4,961,911,50,5.5
〔完全失業率（年齢階級別）(%)〕／総数,3.5,3.8,-0.3,-,3.7,4,-0.3,-,3.3,3.5,-0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.3,5.4,-2.1,-,2.8,6.3,-3.5,-,3.8,4.2,-0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.7,4.7,0,-,5.7,5.6,0.1,-,3.5,3.4,0.1,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.1,3,0.1,-,2.5,2.8,-0.3,-,4.1,3.4,0.7,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.8,3.5,0.3,-,3.9,3,0.9,-,3.8,4.3,-0.5,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3,4.1,-1.1,-,3.9,5.2,-1.3,-,2,2.4,-0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.4,2.4,0,-,3,2.4,0.6,-,1.5,2.4,-0.9,-
〔労働力人口比率(%)〕／総数,65,65.1,-0.1,-,75.2,75.5,-0.3,-,55.1,55.1,0,-
,,,,,,,,,,,,
東京の労働力統計データ（平成27年4～6月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成27年4～6月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
