区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／卸売業，小売業,1221,1240,-19,-1.5,627,635,-8,-1.3,594,605,-11,-1.8
〔就業者の主な産業別内訳〕／金融業，保険業,271,280,-9,-3.2,129,151,-22,-14.6,142,130,12,9.2
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,271,231,40,17.3,172,141,31,22,99,90,9,10
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,427,440,-13,-3,263,268,-5,-1.9,164,172,-8,-4.7
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,510,470,40,8.5,230,201,29,14.4,280,269,11,4.1
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,292,286,6,2.1,132,129,3,2.3,160,156,4,2.6
〔就業者の主な産業別内訳〕／教育，学習支援業,362,389,-27,-6.9,150,176,-26,-14.8,212,213,-1,-0.5
〔就業者の主な産業別内訳〕／医療，福祉,667,724,-57,-7.9,181,198,-17,-8.6,486,527,-41,-7.8
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,560,496,64,12.9,328,295,33,11.2,232,201,31,15.4
〔雇用者の主な産業別内訳〕／建設業,384,379,5,1.3,324,315,9,2.9,60,64,-4,-6.3
〔雇用者の主な産業別内訳〕／製造業,667,737,-70,-9.5,476,533,-57,-10.7,191,204,-13,-6.4
〔雇用者の主な産業別内訳〕／情報通信業,636,590,46,7.8,446,421,25,5.9,190,169,21,12.4
〔雇用者の主な産業別内訳〕／運輸業，郵便業,335,348,-13,-3.7,266,281,-15,-5.3,69,67,2,3
〔雇用者の主な産業別内訳〕／卸売業，小売業,1145,1154,-9,-0.8,581,586,-5,-0.9,564,568,-4,-0.7
〔雇用者の主な産業別内訳〕／金融業，保険業,269,280,-11,-3.9,127,150,-23,-15.3,141,130,11,8.5
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,238,208,30,14.4,153,126,27,21.4,85,82,3,3.7
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,312,320,-8,-2.5,194,193,1,0.5,118,127,-9,-7.1
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,449,384,65,16.9,201,158,43,27.2,248,226,22,9.7
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,232,225,7,3.1,106,103,3,2.9,125,123,2,1.6
〔雇用者の主な産業別内訳〕／教育，学習支援業,333,356,-23,-6.5,146,169,-23,-13.6,187,187,0,0
〔雇用者の主な産業別内訳〕／医療，福祉,625,689,-64,-9.3,159,177,-18,-10.2,466,512,-46,-9
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,517,457,60,13.1,298,267,31,11.6,219,190,29,15.3
〔非農林業雇用者の従業者規模別内訳〕／総数,6553,6545,8,0.1,3729,3747,-18,-0.5,2824,2798,26,0.9
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1719,1754,-35,-2,973,984,-11,-1.1,746,769,-23,-3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2001,1995,6,0.3,1089,1111,-22,-2,912,884,28,3.2
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2310,2249,61,2.7,1387,1354,33,2.4,922,895,27,3
〔完全失業率（年齢階級別）(%)〕／総数,3.8,3.6,0.2,-,3.9,3.7,0.2,-,3.6,3.6,0,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5,6.4,-1.4,-,4.7,6.3,-1.6,-,5.4,6.5,-1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.8,4.2,0.6,-,5.1,4.7,0.4,-,4.6,3.6,1,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.4,3.6,-0.2,-,3.5,3.4,0.1,-,3.2,3.9,-0.7,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.9,2.4,0.5,-,2.9,2.2,0.7,-,3,2.8,0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.9,3.8,0.1,-,4.2,4.2,0,-,3.4,3,0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3.3,2.8,0.5,-,4,2.8,1.2,-,2.1,2.7,-0.6,-
〔労働力人口比率(%)〕／総数,63.7,63.7,0,-,74.5,74.6,-0.1,-,53.2,53.2,0,-
,,,,,,,,,,,,
東京の労働力統計データ（平成27年1～3月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成27年1～3月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
