区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／卸売業，小売業,1298,1256,42,3.3,673,621,52,8.4,625,635,-10,-1.6
〔就業者の主な産業別内訳〕／金融業，保険業,257,244,13,5.3,108,125,-17,-13.6,148,120,28,23.3
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,266,246,20,8.1,150,148,2,1.4,116,98,18,18.4
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,411,449,-38,-8.5,268,273,-5,-1.8,143,176,-33,-18.8
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,511,486,25,5.1,233,214,19,8.9,278,272,6,2.2
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,287,258,29,11.2,143,115,28,24.3,144,143,1,0.7
〔就業者の主な産業別内訳〕／教育，学習支援業,347,330,17,5.2,161,153,8,5.2,186,177,9,5.1
〔就業者の主な産業別内訳〕／医療，福祉,752,760,-8,-1.1,207,219,-12,-5.5,545,541,4,0.7
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,568,584,-16,-2.7,336,344,-8,-2.3,232,240,-8,-3.3
〔雇用者の主な産業別内訳〕／建設業,395,392,3,0.8,325,314,11,3.5,70,78,-8,-10.3
〔雇用者の主な産業別内訳〕／製造業,682,647,35,5.4,477,463,14,3,205,185,20,10.8
〔雇用者の主な産業別内訳〕／情報通信業,606,660,-54,-8.2,429,468,-39,-8.3,177,192,-15,-7.8
〔雇用者の主な産業別内訳〕／運輸業，郵便業,365,352,13,3.7,293,285,8,2.8,72,67,5,7.5
〔雇用者の主な産業別内訳〕／卸売業，小売業,1200,1170,30,2.6,609,568,41,7.2,590,601,-11,-1.8
〔雇用者の主な産業別内訳〕／金融業，保険業,253,242,11,4.5,107,124,-17,-13.7,146,118,28,23.7
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,243,222,21,9.5,137,132,5,3.8,106,91,15,16.5
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,325,332,-7,-2.1,209,195,14,7.2,116,137,-21,-15.3
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,457,432,25,5.8,205,189,16,8.5,252,244,8,3.3
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,214,194,20,10.3,107,84,23,27.4,107,109,-2,-1.8
〔雇用者の主な産業別内訳〕／教育，学習支援業,323,304,19,6.3,150,146,4,2.7,173,158,15,9.5
〔雇用者の主な産業別内訳〕／医療，福祉,700,719,-19,-2.6,173,192,-19,-9.9,526,527,-1,-0.2
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,526,531,-5,-0.9,311,309,2,0.6,215,221,-6,-2.7
〔非農林業雇用者の従業者規模別内訳〕／総数,6698,6621,77,1.2,3792,3731,61,1.6,2906,2890,16,0.6
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1722,1720,2,0.1,939,917,22,2.4,783,803,-20,-2.5
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2029,2045,-16,-0.8,1132,1153,-21,-1.8,897,892,5,0.6
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2353,2316,37,1.6,1375,1374,1,0.1,977,942,35,3.7
〔完全失業率（年齢階級別）(%)〕／総数,3.7,3.7,0,-,4,4.2,-0.2,-,3.3,3.2,0.1,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5.7,3.5,2.2,-,7.6,4,3.6,-,3.5,3.1,0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.3,5.1,-0.8,-,5,5.5,-0.5,-,3.6,4.6,-1,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.4,4,-0.6,-,3.4,4.6,-1.2,-,3.5,3.2,0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.6,2.9,0.7,-,3.1,2.7,0.4,-,4.3,3,1.3,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.8,3.3,0.5,-,4.9,4,0.9,-,1.9,2.1,-0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2,2.8,-0.8,-,2.3,3.6,-1.3,-,1.7,1.6,0.1,-
〔労働力人口比率(%)〕／総数,64.4,64.3,0.1,-,75.5,74.8,0.7,-,53.6,54.1,-0.5,-
,,,,,,,,,,,,
東京の労働力統計データ（平成27年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成27年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
