地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等／総額(万円),原材料使用額等／うち原材料使用額(万円),原材料使用額等／うち燃料使用額(万円),原材料使用額等／うち電力使用額(万円),原材料使用額等／うち委託生産費(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(万円),粗付加価値額(万円)
0,13000,東京都,1,24,金属製品製造業,91,5118,3831,40,-,-,4144,3380,883,397,131,92,16,15,2448885,4603553,2516783,70511,164818,1409850,10065022,6455032,3075566,-,1688,532736,4770111,5090389
0,13000,東京都,1,25,はん用機械器具製造業,50,4580,3769,12,-,-,3782,3293,563,307,247,180,-,-,2517325,7251578,4848130,30823,126665,1895039,13310984,12026118,303287,x,x,398493,5620316,5680492
0,13000,東京都,1,26,生産用機械器具製造業,104,7933,6513,149,-,-,6558,5667,944,489,580,477,1,-,4192394,14529040,9829941,56800,162423,2684333,25972545,22808799,470716,489075,27,2203928,11118506,11270099
0,13000,東京都,1,27,業務用機械器具製造業,89,8299,6305,149,-,-,6807,5602,1282,575,359,261,18,17,4879957,12876090,10149368,11840,82325,1304462,23226815,21019408,87780,395717,-,1723910,9799364,9952906
0,13000,東京都,1,28,電子部品・デバイス・電子回路製造業,53,7248,5267,437,-,-,5704,4796,1209,374,772,489,13,8,4382887,20882033,18023237,43297,316028,1293167,33460742,32568938,352501,-,-,539303,10527236,12846905
0,13000,東京都,1,29,電気機械器具製造業,120,18571,15047,437,-,-,14765,12686,2135,1101,2108,1671,48,21,11578277,41455503,27100433,99573,336796,12972725,69582124,58300456,897727,391843,94,9992004,27779777,27237946
0,13000,東京都,1,30,情報通信機械器具製造業,31,6652,5523,241,-,-,5660,4825,442,206,791,710,46,21,4780724,29913634,27196678,16652,162310,1988559,53502225,43451636,153521,21033,-,9876035,24197682,22088596
0,13000,東京都,1,31,輸送用機械器具製造業,63,18944,16614,612,-,-,14806,13406,2270,1749,2480,2045,21,15,11841477,80365853,76414519,134398,439737,2116897,144344648,141855258,1074201,36138,3467,1375584,56306962,59445587
0,13000,東京都,1,32,その他の製造業,54,4526,3092,65,-,-,3494,2756,997,315,100,83,9,1,2399584,7812399,3236857,12102,75530,2824477,13506193,10845000,110719,37243,206,2513025,5120950,5392293
1,13100,区部,0,00,総数,818,66657,46279,1010,-,-,52410,41095,11736,4140,3521,1895,234,86,33604855,92559186,58181876,950426,1873452,19012267,171640487,144421914,12729097,1239277,38001,13212198,70367677,74431905
1,13100,区部,1,09,食料品製造業,85,8124,3903,28,-,-,3355,2444,4537,1314,260,173,121,33,2625850,12086327,8810325,165821,226499,58113,18700148,15471574,46198,-,563,3181813,5828556,6204165
1,13100,区部,1,10,飲料・たばこ・飼料製造業,1,34,17,-,-,-,15,12,19,5,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
1,13100,区部,1,11,繊維工業,16,678,250,-,-,-,511,233,166,16,1,1,-,-,241763,404588,196609,1927,3955,110220,779130,463733,x,x,-,122289,342099,350489
1,13100,区部,1,12,木材・木製品製造業（家具を除く）,2,118,101,-,-,-,110,95,4,3,4,3,7,7,x,x,x,x,x,-,x,x,-,-,-,x,x,x
1,13100,区部,1,13,家具・装備品製造業,11,487,367,-,-,-,432,337,53,28,2,2,-,-,235742,662241,214971,1387,5631,244016,1290593,971000,230,22671,-,296692,571080,583616
1,13100,区部,1,14,パルプ・紙・紙加工品製造業,26,1667,1243,21,-,-,1371,1132,284,108,33,22,5,3,791102,4574671,2567595,132589,155476,309160,7146996,5308155,88776,-,5762,1744303,2213780,2410101
1,13100,区部,1,15,印刷・同関連業,241,22682,16893,512,-,-,19545,15546,2219,1142,1430,625,23,1,11962297,19042013,6265386,100157,534477,10063686,41974227,32829950,8260739,x,26053,x,20003596,21341660
1,13100,区部,1,16,化学工業,38,7194,4270,129,-,-,5656,3729,651,174,1016,487,18,6,4330497,12631114,10845567,46912,127697,584204,27083848,25123185,277971,21636,-,1661056,12879312,13720534
1,13100,区部,1,17,石油製品・石炭製品製造業,2,104,92,-,-,-,99,90,5,2,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
1,13100,区部,1,18,プラスチック製品製造業（別掲を除く）,23,1176,731,-,-,-,851,645,294,61,31,25,6,1,528116,1213180,706711,8815,34144,157739,2386942,1845729,154409,3550,-,383254,1035386,1095371
1,13100,区部,1,19,ゴム製品製造業,8,413,288,-,-,-,343,270,69,18,1,-,2,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
1,13100,区部,1,20,なめし革・同製品・毛皮製造業,19,1440,705,10,-,-,971,626,476,86,3,1,-,-,487776,1520980,919335,7388,7792,287618,2421012,2209188,47717,-,-,164107,817318,837424
1,13100,区部,1,21,窯業・土石製品製造業,13,1011,782,7,-,-,876,705,123,64,19,18,-,-,504951,1584340,845721,118599,70303,138113,2976917,x,x,-,86,370773,1161552,1304394
1,13100,区部,1,22,鉄鋼業,14,1467,1342,4,-,-,1308,1208,101,85,62,52,1,1,903579,8171251,7044115,185693,294236,363712,11139821,10548637,374080,-,-,217104,2562934,2874318
1,13100,区部,1,23,非鉄金属製造業,10,490,403,1,-,-,438,370,15,7,38,27,-,-,280105,2216699,1874519,19553,48215,131665,3055219,2795979,87368,-,1632,170240,770284,797653
1,13100,区部,1,24,金属製品製造業,62,3394,2551,24,-,-,2842,2299,522,244,54,31,16,15,1589497,3429960,1753220,50126,83655,1189221,7175250,4669345,2030448,-,1612,473845,3341032,3495043
1,13100,区部,1,25,はん用機械器具製造業,27,1485,1244,1,-,-,1325,1153,140,79,21,13,-,-,804152,2439956,1237336,4430,23315,878235,3989005,2973343,85901,571492,576,357693,1582366,1459878
1,13100,区部,1,26,生産用機械器具製造業,53,3535,2913,99,-,-,3155,2691,301,145,178,148,-,-,2047772,4353709,2454606,45685,53713,1182645,9286636,7891047,209104,394291,27,792167,4356394,4637309
1,13100,区部,1,27,業務用機械器具製造業,48,4136,3114,92,-,-,3621,2968,533,165,74,62,14,14,2391308,7637102,5882369,6940,28919,596165,13417168,11927659,53568,152378,-,1283563,5508214,5613975
1,13100,区部,1,28,電子部品・デバイス・電子回路製造業,10,535,300,14,-,-,363,287,172,21,14,6,-,-,243556,451039,366488,366,7307,61109,962322,948875,-,-,-,13447,471535,482696
1,13100,区部,1,29,電気機械器具製造業,48,2636,2045,34,-,-,2225,1884,336,137,109,55,8,1,1396265,2855946,1858202,14639,32880,737040,5611535,5183065,97513,43011,94,287852,2546348,2573927
1,13100,区部,1,30,情報通信機械器具製造業,8,708,536,21,-,-,579,488,123,46,27,18,3,2,x,x,x,x,x,x,x,x,x,x,-,x,x,x
1,13100,区部,1,31,輸送用機械器具製造業,17,1023,876,-,-,-,775,693,131,78,117,105,1,1,523026,1573101,681919,14725,36802,642579,2875793,2332116,483121,8465,1596,50495,1045758,1214453
1,13100,区部,1,32,その他の製造業,36,2120,1313,13,-,-,1644,1190,462,112,27,21,9,1,1019223,3268777,1627920,3790,27137,1126445,5470835,4723948,90727,1631,-,654529,2015102,2065183
2,13101,千代田区,0,00,総数,19,1376,993,1,-,-,1209,931,127,56,41,7,-,-,691889,1634078,607758,12907,31528,871624,3117822,2521809,595416,-,81,516,1325016,1376453
2,13101,千代田区,1,11,繊維工業,1,37,3,-,-,-,15,3,22,-,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13101,千代田区,1,15,印刷・同関連業,18,1339,990,1,-,-,1194,928,105,56,41,7,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
2,13102,中央区,0,00,総数,13,898,666,40,-,-,826,665,87,30,25,8,-,-,459220,872703,231027,2767,19898,252537,1755736,1635294,116563,-,-,3879,749003,821576
2,13102,中央区,1,09,食料品製造業,1,69,34,-,-,-,39,24,30,10,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13102,中央区,1,11,繊維工業,1,31,7,-,-,-,14,7,17,-,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13102,中央区,1,15,印刷・同関連業,10,754,584,40,-,-,730,593,40,20,24,8,-,-,390870,805117,206935,2523,18514,210671,1606118,x,x,-,-,3879,667352,745587
2,13102,中央区,1,24,金属製品製造業,1,44,41,-,-,-,43,41,-,-,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13103,港区,0,00,総数,8,457,327,-,-,-,418,299,38,27,1,1,-,-,231628,288675,115560,4448,7485,119539,670499,668188,-,-,-,2311,340172,355680
2,13103,港区,1,09,食料品製造業,2,154,69,-,-,-,125,50,28,18,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13103,港区,1,15,印刷・同関連業,6,303,258,-,-,-,293,249,10,9,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13104,新宿区,0,00,総数,37,3350,2533,5,-,-,3002,2384,341,151,12,3,-,-,1740373,2260416,772300,5585,47295,1242538,5348611,4682608,578638,-,537,86828,2752176,2870011
2,13104,新宿区,1,09,食料品製造業,2,103,29,-,-,-,37,15,66,14,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13104,新宿区,1,14,パルプ・紙・紙加工品製造業,2,70,41,-,-,-,47,32,23,9,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13104,新宿区,1,15,印刷・同関連業,31,3038,2360,5,-,-,2792,2236,239,126,12,3,-,-,1624446,1879816,483183,5302,46058,1196956,4566129,3913458,578638,-,537,73496,2386024,2497505
2,13104,新宿区,1,27,業務用機械器具製造業,1,55,39,-,-,-,42,37,13,2,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13104,新宿区,1,30,情報通信機械器具製造業,1,84,64,-,-,-,84,64,-,-,-,-,-,-,x,x,x,-,-,-,x,x,-,-,-,x,x,x
2,13105,文京区,0,00,総数,28,3109,2152,377,-,-,3066,2239,219,86,201,138,-,-,1655145,3382679,482109,1773,32986,2420267,6253117,5509136,192565,2357,-,549059,2541262,2669221
2,13105,文京区,1,09,食料品製造業,1,66,13,-,-,-,8,6,58,7,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13105,文京区,1,15,印刷・同関連業,20,2628,1855,376,-,-,2656,1950,151,78,197,137,-,-,1429508,2644899,235108,1046,29973,2317285,4786082,4545887,192342,-,-,47853,1877367,1992233
2,13105,文京区,1,20,なめし革・同製品・毛皮製造業,1,64,33,-,-,-,59,33,5,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13105,文京区,1,27,業務用機械器具製造業,6,351,251,1,-,-,343,250,5,1,4,1,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13106,台東区,0,00,総数,16,758,441,6,-,-,522,386,230,52,12,6,3,-,283437,595419,328173,1219,5674,113448,1190613,965764,6000,22671,-,196178,507540,552066
2,13106,台東区,1,09,食料品製造業,4,212,98,-,-,-,85,66,127,32,-,-,-,-,75660,52888,50362,672,1854,-,204517,204517,-,-,-,-,136010,140408
2,13106,台東区,1,11,繊維工業,2,66,17,-,-,-,38,17,28,-,-,-,-,-,x,x,x,-,x,x,x,x,x,x,-,x,x,x
2,13106,台東区,1,13,家具・装備品製造業,1,40,32,-,-,-,37,31,3,1,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13106,台東区,1,15,印刷・同関連業,3,145,113,3,-,-,127,103,10,5,11,6,3,-,81130,176726,44324,42,848,54911,283272,195021,-,-,-,88251,96166,98717
2,13106,台東区,1,20,なめし革・同製品・毛皮製造業,2,112,81,1,-,-,92,75,20,7,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13106,台東区,1,32,その他の製造業,4,183,100,2,-,-,143,94,42,7,-,-,-,-,70960,127635,58573,222,849,14154,252917,167485,-,-,-,85432,112634,116289
2,13107,墨田区,0,00,総数,50,6166,4013,18,-,-,5472,3806,482,169,230,53,6,2,3683310,8487931,6515745,52743,81553,1280866,20124400,18932976,232759,6712,241,951712,10612021,10877403
2,13107,墨田区,1,09,食料品製造業,3,153,114,-,-,-,83,68,70,46,-,-,-,-,39105,72968,65524,851,1741,4821,148339,147812,-,-,-,527,67068,70003
2,13107,墨田区,1,11,繊維工業,1,33,15,-,-,-,30,14,3,1,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13107,墨田区,1,14,パルプ・紙・紙加工品製造業,1,45,27,-,-,-,27,21,18,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,15,印刷・同関連業,17,1052,743,2,-,-,888,678,133,46,33,21,4,1,550769,1049350,273011,1204,18429,671439,1972244,1746214,165354,-,241,60435,775502,862691
2,13107,墨田区,1,16,化学工業,7,3082,1831,4,-,-,2836,1803,66,12,184,20,2,1,2117833,4337458,3934586,2836,17137,233048,12392467,11944411,5871,-,-,442185,7399624,7532035
2,13107,墨田区,1,18,プラスチック製品製造業（別掲を除く）,2,169,103,-,-,-,135,103,34,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,19,ゴム製品製造業,1,44,23,-,-,-,35,19,9,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,20,なめし革・同製品・毛皮製造業,4,291,162,-,-,-,248,153,42,9,1,-,-,-,122785,276605,190607,288,2608,81327,644074,609385,31784,-,-,2905,341571,340760
2,13107,墨田区,1,21,窯業・土石製品製造業,3,284,199,6,-,-,244,176,37,18,9,9,-,-,125273,364994,92582,29634,15856,12752,617267,361297,-,-,-,255970,214051,237874
2,13107,墨田区,1,22,鉄鋼業,1,189,170,4,-,-,192,173,1,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13107,墨田区,1,24,金属製品製造業,2,108,67,-,-,-,90,62,17,4,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,25,はん用機械器具製造業,2,119,96,-,-,-,111,91,8,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,26,生産用機械器具製造業,2,197,162,2,-,-,176,157,21,5,2,2,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13107,墨田区,1,27,業務用機械器具製造業,1,300,235,-,-,-,289,225,11,10,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,29,電気機械器具製造業,1,30,26,-,-,-,30,26,-,-,-,-,-,-,x,x,x,x,x,-,x,x,-,x,-,x,x,x
2,13107,墨田区,1,32,その他の製造業,2,70,40,-,-,-,58,37,12,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13108,江東区,0,00,総数,57,4893,3294,28,-,-,3353,2641,1242,435,326,245,14,9,2227368,6624849,4924222,47808,225935,950519,15156107,12412208,1646341,270863,530,826165,7510524,7949085
2,13108,江東区,1,09,食料品製造業,11,1266,470,-,-,-,400,260,814,174,52,36,1,1,304525,583177,536364,10895,19954,37,1563582,1563582,-,-,-,-,879479,910369
2,13108,江東区,1,12,木材・木製品製造業（家具を除く）,2,118,101,-,-,-,110,95,4,3,4,3,7,7,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13108,江東区,1,13,家具・装備品製造業,3,139,108,-,-,-,132,104,7,4,-,-,-,-,66809,275402,99531,540,691,7354,423432,167412,-,-,-,256020,132684,137447
2,13108,江東区,1,14,パルプ・紙・紙加工品製造業,1,45,42,-,-,-,42,41,3,1,-,-,-,-,x,x,-,x,x,-,x,-,x,-,x,-,x,x
2,13108,江東区,1,15,印刷・同関連業,20,1963,1619,26,-,-,1621,1356,259,188,109,100,-,-,1059945,1500726,620995,12944,98928,668339,4168052,2407695,1508736,-,444,251177,2353516,2487142
2,13108,江東区,1,16,化学工業,2,411,198,-,-,-,318,160,30,20,63,18,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13108,江東区,1,18,プラスチック製品製造業（別掲を除く）,3,143,93,-,-,-,90,77,53,16,-,-,6,1,65790,269681,109435,4723,7819,63899,409265,313171,-,-,-,96094,126708,130956
2,13108,江東区,1,21,窯業・土石製品製造業,2,68,45,1,-,-,41,36,21,4,7,6,-,-,x,x,x,x,x,-,x,x,x,-,x,x,x,x
2,13108,江東区,1,22,鉄鋼業,3,163,152,-,-,-,139,133,-,-,24,19,-,-,78231,1026939,961608,1247,7421,10725,1387915,1148923,63046,-,-,175946,327459,334875
2,13108,江東区,1,23,非鉄金属製造業,2,102,82,1,-,-,102,83,1,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13108,江東区,1,24,金属製品製造業,1,40,28,-,-,-,36,24,4,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,1,26,生産用機械器具製造業,2,189,172,-,-,-,124,109,1,1,64,62,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13108,江東区,1,27,業務用機械器具製造業,2,105,83,-,-,-,85,73,20,10,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13108,江東区,1,28,電子部品・デバイス・電子回路製造業,1,42,20,-,-,-,24,17,15,2,3,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,1,29,電気機械器具製造業,1,42,32,-,-,-,41,32,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,1,31,輸送用機械器具製造業,1,57,49,-,-,-,48,41,9,8,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13109,品川区,0,00,総数,35,2369,1790,75,-,-,2103,1647,252,117,89,74,20,20,1257284,2746163,1980805,45837,39476,341911,5495344,4785864,472922,69255,94,167209,2550815,2570015
2,13109,品川区,1,09,食料品製造業,2,90,54,-,-,-,41,33,45,18,4,3,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13109,品川区,1,15,印刷・同関連業,4,198,155,-,-,-,182,142,15,12,1,1,-,-,94422,148317,66399,654,2965,78246,311709,278339,33370,-,-,-,142183,152029
2,13109,品川区,1,16,化学工業,3,359,180,-,-,-,293,174,60,4,6,2,5,5,140593,605323,564183,2364,9351,20294,1015279,911006,100694,-,-,3579,429930,387912
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,2,117,88,-,-,-,107,82,10,6,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13109,品川区,1,24,金属製品製造業,2,133,99,-,-,-,105,83,28,16,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13109,品川区,1,25,はん用機械器具製造業,1,170,147,-,-,-,167,146,1,-,2,1,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13109,品川区,1,26,生産用機械器具製造業,8,494,393,75,-,-,543,420,15,11,11,10,-,-,315808,742392,477113,37070,3867,157601,1311025,1248174,-,28571,-,34280,519778,531604
2,13109,品川区,1,27,業務用機械器具製造業,1,139,105,-,-,-,134,103,5,2,-,-,14,14,x,x,x,x,x,-,x,x,-,x,-,x,x,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,1,48,38,-,-,-,45,35,-,-,3,3,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13109,品川区,1,29,電気機械器具製造業,7,299,238,-,-,-,263,224,26,12,10,2,-,-,164134,328621,284407,330,3571,29714,577099,558497,7914,-,94,10594,222333,233878
2,13109,品川区,1,31,輸送用機械器具製造業,4,322,293,-,-,-,223,205,47,36,52,52,1,1,161008,297062,63259,264,2216,39223,774031,688320,26751,8465,-,50495,435872,442208
2,13110,目黒区,0,00,総数,22,1513,1044,19,-,-,1148,900,319,116,65,47,17,-,740439,1803327,1250455,6249,14932,331288,3158277,2630618,59199,66039,-,402421,1235376,1270940
2,13110,目黒区,1,09,食料品製造業,5,408,216,-,-,-,224,164,142,19,42,33,17,-,158473,216066,160493,793,5081,-,557096,459096,-,-,-,98000,298910,316336
2,13110,目黒区,1,13,家具・装備品製造業,1,30,16,-,-,-,30,16,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,24,金属製品製造業,2,86,71,1,-,-,67,58,20,14,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13110,目黒区,1,25,はん用機械器具製造業,2,81,67,-,-,-,75,66,6,1,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13110,目黒区,1,26,生産用機械器具製造業,2,169,138,-,-,-,141,121,20,11,8,6,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,27,業務用機械器具製造業,2,143,107,-,-,-,113,85,30,22,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,1,39,34,14,-,-,52,47,-,-,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,29,電気機械器具製造業,4,267,223,4,-,-,228,203,40,23,3,1,-,-,120066,241213,70482,1928,1702,91970,396528,287091,-,-,-,109437,141568,144541
2,13110,目黒区,1,30,情報通信機械器具製造業,1,44,35,-,-,-,33,29,5,1,6,5,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,32,その他の製造業,2,246,137,-,-,-,185,111,56,25,5,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13111,大田区,0,00,総数,134,8107,6133,140,-,-,6780,5559,1169,502,298,204,146,50,4118747,11491548,7164583,81522,231550,2636122,20558325,16526907,1797901,539979,10773,1682765,8233459,8552799
2,13111,大田区,1,09,食料品製造業,9,724,446,-,-,-,371,277,278,116,75,53,99,32,237147,2002119,1883838,11212,50874,6677,2673732,2669642,86,-,22,3982,624946,646917
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,1,34,17,-,-,-,15,12,19,5,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13111,大田区,1,11,繊維工業,2,85,55,-,-,-,68,50,16,4,1,1,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,13,家具・装備品製造業,2,87,69,-,-,-,75,63,10,4,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,2,96,80,-,-,-,87,79,9,1,-,-,3,3,x,x,x,x,x,x,x,x,x,-,x,x,x,x
