規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成18,2006,年平均,104.8,4.8,87,125.7,102.9,106.9,94.6,103.7,117.6,121.3,111.7,90.2,103.6,95.1,96.9,102.3
30人以上,平成19,2007,年平均,108.5,3.5,94.8,148.8,101.3,115.3,96.5,109.7,120.9,140.9,120.9,94,115.4,82.7,91.1,101.5
30人以上,平成19,2007,5月,107.8,3.4,111.4,131.8,98.6,111.3,95.9,104.1,121.3,155.1,122.2,94.7,115.5,87,78.5,99.3
30人以上,平成19,2007,6月,107,2.6,91.8,141.8,100.7,103.2,92.2,105.9,121.3,148.6,116.7,83.2,113.8,81,80.6,102.1
30人以上,平成19,2007,7月,109.3,5.6,91.8,140,100.7,122.6,98.2,109.1,125,144.9,122.2,91.6,106.9,77,93.5,102.7
30人以上,平成19,2007,8月,102.3,4.4,85.4,143.6,95.7,111.3,95.4,103.7,113.8,133.6,112,101.1,108.6,56,77.4,95.2
30人以上,平成19,2007,9月,104.7,3.5,86.1,152.7,98.6,112.9,92.2,104.6,115,130.8,113,95.8,106.9,79,114,97.3
30人以上,平成19,2007,10月,108.5,1,84.2,154.5,99.3,121,95,112.8,120,137.4,121.3,98.9,110.3,81,90.9,103.4
30人以上,平成19,2007,11月,110.9,-0.3,100,152.7,104.3,116.1,99.1,111.9,120,143,126.9,91.6,115.5,87,81.2,104.8
30人以上,平成19,2007,12月,108.5,0.3,101.9,154.5,98.6,97.6,96.8,114.6,122.5,141.1,117.6,96.8,115.5,73,118.8,101.4
30人以上,平成20,2008,1月,101.6,-1.5,84.2,131.8,89.9,108.9,94.1,103.7,106.3,137.4,115.7,105.3,119,71,56.5,95.9
30人以上,平成20,2008,2月,107.8,0.7,94.3,158.2,100,123.4,95.4,112.3,112.5,138.3,127.8,98.9,127.6,84,63.4,101.4
30人以上,平成20,2008,3月,113.2,-2,89.2,165.5,105.1,137.1,103.2,112.3,117.5,147.7,138.9,95.8,117.2,81,72,108.2
30人以上,平成20,2008,4月,114.7,-2.6,98.7,142.7,104.3,119.4,105.5,119.6,118.8,153.3,139.8,97.9,124.1,95,71,107.5
30人以上,平成20,2008,5月,105.4,-2.2,97.5,138.2,94.2,107.3,95.9,102.3,108.8,149.5,129.6,94.7,127.6,74,55.4,102.1
30人以上,平成20,2008,5月（対前年同月比（％））,－,－,-12.5,4.9,-4.5,-3.6,0,-1.7,-10.3,-3.6,6.1,0,10.5,-14.9,-29.4,2.8
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年５月分,,,,,,,,,,,,,,,,,,,
第19表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
