事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
100～499人,平成20,2008,5月,19.4,163,147.4,15.6,15.8,106.2,101.7,4.5
100～499人,平成20,2008,6月,20.2,169.3,154,15.3,16,106.6,102.4,4.2
100～499人,平成20,2008,7月,20.9,174.6,159.1,15.5,16.4,109,104.5,4.5
100～499人,平成20,2008,8月,19.1,160,145.5,14.5,15.5,105,100.9,4.1
100～499人,平成20,2008,9月,19.4,162.4,147.7,14.7,15.4,103.6,99.5,4.1
100～499人,平成20,2008,10月,20.5,170.9,155.2,15.7,16.1,106.5,102.4,4.1
100～499人,平成20,2008,11月,19.4,162.5,146.9,15.6,15.5,103,99.1,3.9
100～499人,平成20,2008,12月,19.5,163.7,147.9,15.8,15.9,105.9,101.5,4.4
500人以上,平成17,2005,年平均,19.5,161.1,145.4,15.7,15.4,96.3,89.9,6.4
500人以上,平成18,2006,年平均,19.6,162.4,146.5,15.9,15,93.7,88,5.7
500人以上,平成19,2007,年平均,19.6,163.5,146.4,17.1,14.5,84.8,79.4,5.4
500人以上,平成20,2008,年平均,19.4,162.6,145.5,17.1,14.3,84,78.3,5.7
500人以上,平成20,2008,1月,18.1,152.6,136.2,16.4,13.5,80.9,74.8,6.1
500人以上,平成20,2008,2月,19,160.2,142.8,17.4,13.8,81.6,75.9,5.7
500人以上,平成20,2008,3月,19.4,163.5,145.1,18.4,14,82.5,76.4,6.1
500人以上,平成20,2008,4月,20.1,168.7,150.6,18.1,14.4,85.2,79.4,5.8
500人以上,平成20,2008,5月,19.3,161.3,144.4,16.9,14.3,84.7,78.8,5.9
500人以上,平成20,2008,6月,19.9,166.1,149.2,16.9,14.5,84,78.6,5.4
500人以上,平成20,2008,7月,20.7,172.7,155.2,17.5,15,86.4,80.7,5.7
500人以上,平成20,2008,8月,19.2,160.7,144.6,16.1,14.2,84,78.4,5.6
500人以上,平成20,2008,9月,18.9,159,142.8,16.2,14,82.8,77.2,5.6
500人以上,平成20,2008,10月,20.3,170,152.2,17.8,14.8,83.9,78.4,5.5
500人以上,平成20,2008,11月,18.9,159.1,141.8,17.3,14.2,81.9,76.5,5.4
500人以上,平成20,2008,12月,18.7,157,140.7,16.3,15,89.9,83.7,6.2
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成20年確報,,,,,,,,,,,
第９表　規模・就業形態別労働者の一人平均月間出勤日数及び実労働時間（調査産業計）,,,,,,,,,,,
