規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成18,2006,年平均,104.8,4.8,87,125.7,102.9,106.9,94.6,103.7,117.6,121.3,111.7,90.2,103.6,95.1,96.9,102.3
30人以上,平成19,2007,年平均,108.5,3.5,94.8,148.8,101.3,115.3,96.5,109.7,120.9,140.9,120.9,94,115.4,82.7,91.1,101.5
30人以上,平成19,2007,9月,104.7,3.5,86.1,152.7,98.6,112.9,92.2,104.6,115,130.8,113,95.8,106.9,79,114,97.3
30人以上,平成19,2007,10月,108.5,1,84.2,154.5,99.3,121,95,112.8,120,137.4,121.3,98.9,110.3,81,90.9,103.4
30人以上,平成19,2007,11月,110.9,-0.3,100,152.7,104.3,116.1,99.1,111.9,120,143,126.9,91.6,115.5,87,81.2,104.8
30人以上,平成19,2007,12月,108.5,0.3,101.9,154.5,98.6,97.6,96.8,114.6,122.5,141.1,117.6,96.8,115.5,73,118.8,101.4
30人以上,平成20,2008,1月,101.6,-1.5,84.2,131.8,89.9,108.9,94.1,103.7,106.3,137.4,115.7,105.3,119,71,56.5,95.9
30人以上,平成20,2008,2月,107.8,0.7,94.3,158.2,100,123.4,95.4,112.3,112.5,138.3,127.8,98.9,127.6,84,63.4,101.4
30人以上,平成20,2008,3月,113.2,-2,89.2,165.5,105.1,137.1,103.2,112.3,117.5,147.7,138.9,95.8,117.2,81,72,108.2
30人以上,平成20,2008,4月,114.7,-2.6,98.7,142.7,104.3,119.4,105.5,119.6,118.8,153.3,139.8,97.9,124.1,95,71,107.5
30人以上,平成20,2008,5月,105.4,-2.2,97.5,138.2,94.2,107.3,95.9,102.3,108.8,149.5,129.6,94.7,127.6,74,55.4,102.1
30人以上,平成20,2008,6月,103.9,-2.9,86.1,150.9,95.7,104,93.2,99.5,107.5,143.9,128.7,85.3,124.1,74,68.3,100
30人以上,平成20,2008,7月,107.8,-1.4,88.6,156.4,100,116.1,95.4,105,112.5,143.9,132.4,96.8,119,93,67.7,102.1
30人以上,平成20,2008,8月,100.8,-1.5,100,151.8,90.6,104,93.2,96.3,107.5,139.3,119.4,88.4,115.5,81,43.5,92.5
30人以上,平成20,2008,9月,100.8,-3.7,47.5,155.5,91.3,115.3,91.3,100.9,112.5,135.5,116.7,85.3,110.3,68,48.4,94.5
30人以上,平成20,2008,9月（対前年同月比（％））,－,－,-44.8,1.8,-7.4,2.1,-1,-3.5,-2.2,3.6,3.3,-11,3.2,-13.9,-57.5,-2.9
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年９月分,,,,,,,,,,,,,,,,,,,
第19表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
