規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成19,2007,12月,102.8,1.4,76.8,102.9,98.3,102.4,101.8,101,104.1,107.6,100.1,102.2,98.7,102.5,99.1,105.8
５人以上,平成20,2008,1月,102.5,1.5,77.1,102.6,98,102.3,101.5,100.9,103.7,107.3,99.7,102.1,98.8,102.1,99,105.3
５人以上,平成20,2008,1月（対前年同月比（％））,－,－,-4.1,-0.4,0.3,-0.3,0.6,2.3,0.7,5.3,-1.3,4.6,1.6,2.4,-5.2,1.5
30人以上,平成15,2003,年平均,95.7,－,96.9,92.4,92.2,93.8,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,99.3,3.8,58.2,87.5,88.9,91.3,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,0.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,101.7,1.7,101.9,99.8,99.8,103.6,101.5,100.9,104.3,103.2,98,97,99.5,98.6,99.3,103.5
30人以上,平成19,2007,年平均,102.9,1.2,100.4,101,97.8,103.3,102.6,98.7,105.5,109.5,98.5,96.7,99.6,101.3,102,106.5
30人以上,平成19,2007,1月,101.5,1.4,102.4,100.5,96.7,103,100.4,98.1,105.5,103.9,96.7,95.5,99,99.3,105.2,104.6
30人以上,平成19,2007,2月,101,1.2,101.3,100.2,96.4,102.8,97.9,98.4,105.1,104.1,95.6,94.4,98.8,98.5,105.1,104.8
30人以上,平成19,2007,3月,100.7,1.1,100.6,98.4,96.4,102.8,98.3,98.2,104.4,103.8,96.1,93.7,98.7,96.3,103.8,105
30人以上,平成19,2007,4月,103.8,1.4,101.7,102,99.2,104.9,104.3,99.8,105.3,112.3,100,95.2,99.7,102,103.1,107.4
30人以上,平成19,2007,5月,103.8,1.6,102.6,102.5,98.7,104.5,104.2,99,105.7,112.7,100.3,97.1,99.6,102.7,103.1,107
30人以上,平成19,2007,6月,103.6,1.7,102,102.3,98.5,104.2,103.8,98.6,105.6,111.9,99.6,97.7,99.6,102.8,104,106.6
30人以上,平成19,2007,7月,103.8,1.2,99.3,101.7,98.2,103.3,104,98.8,106.5,111.4,99.3,99,100.1,102.8,103.1,106.8
30人以上,平成19,2007,8月,103.6,1.2,98.4,101,98.2,102.4,104.3,99.1,106.3,110.7,99.1,96.7,100,102.4,103.5,106.9
30人以上,平成19,2007,9月,103.2,0.9,99.2,100.5,97.9,102.8,104.1,99,105.1,111.1,98.6,97.3,99.7,101.7,102,106.5
30人以上,平成19,2007,10月,103.3,0.9,100,101.2,98,103.1,103.4,98.7,105.3,111.1,98.6,97.1,100.3,102.4,97.2,106.9
30人以上,平成19,2007,11月,103.4,1.1,99.5,101.1,97.8,102.9,103.4,98.5,105.6,110,98.8,99,100.2,102.5,96.9,107.6
30人以上,平成19,2007,12月,103.3,1.4,97.8,100.9,97.9,102.8,102.6,98.5,105.5,110.6,99.8,98.2,100,102.4,96.5,107.5
30人以上,平成20,2008,1月,103.1,1.6,98.1,100.8,97.9,102.6,102.8,98.6,105,110.3,99.4,99.7,99.5,102.6,96.5,106.9
30人以上,平成20,2008,1月（対前年同月比（％））,－,－,-4.2,0.3,1.2,-0.4,2.4,0.5,-0.5,6.2,2.8,4.4,0.5,3.3,-8.3,2.2
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１月分,,,,,,,,,,,,,,,,,,,
第20表　常用雇用指数,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
