規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成20,2008,2月,101.4,1.4,102.4,98.3,99.1,98.4,102.7,101.6,107.9,97.8,101.5,90.1,110.9,96.3,108,98.3
５人以上,平成20,2008,3月,101.2,0.7,100.7,97.2,98,98.9,103.1,102.2,107.8,97.3,102.1,89.7,108.9,97.8,105.3,98.4
５人以上,平成20,2008,4月,101.4,-0.2,102.4,95.3,98.1,97.3,103.6,101.7,108.4,96.2,106.6,89.9,112.3,99.5,108.2,96.9
５人以上,平成20,2008,5月,99.7,0.4,101.2,93.2,96.4,95,100.2,98,108.3,95.5,103.4,90.2,109.3,94.1,109.5,95.9
５人以上,平成20,2008,6月,99.2,-1.1,100,94.9,97.4,93.9,99.8,99,105.9,94.5,101.4,86.6,108.8,94.5,108.8,96.4
５人以上,平成20,2008,7月,99.4,-0.3,101.6,94.6,97.1,96.7,99.7,100,105.4,95.6,99.2,87.2,110.6,94.5,106.7,97.3
５人以上,平成20,2008,7月（対前年同月比（％））,－,－,0.7,-3.2,-0.8,-1.2,-1.1,-0.4,2.5,-2.3,-6.1,-2.2,5.1,-0.3,15,-1.2
30人以上,平成15,2003,年平均,96.9,－,102.2,96,108,86.8,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,99.9,3.1,107.1,95.3,107.8,106.7,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,0.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,99.2,-0.8,98.9,96.8,99.5,99.5,98.9,100.9,102.8,96.5,101.6,92,99.3,101,98.8,97
30人以上,平成19,2007,年平均,101,1.8,99.4,96.8,99,98.4,101.4,100.9,103.9,98.3,102.3,93,110.8,102.3,97.6,99
30人以上,平成19,2007,7月,101,1.4,98.5,95.4,98.5,98.5,101.2,100.3,104.7,98.9,102.5,93,110.4,99.9,89.7,100
30人以上,平成19,2007,8月,100.6,2.1,98.3,96,98.2,97.3,101.2,99.7,105,99,100.7,90.2,109.8,98.1,94.8,99
30人以上,平成19,2007,9月,100.5,1.7,100.3,95.8,98.3,97.2,102.2,99.5,103.8,97.4,101.4,91.7,111.2,99.8,89.5,98.8
30人以上,平成19,2007,10月,101.1,1.5,100.7,95.9,98.6,98.6,101,99.3,105.4,96.8,102.3,92,111.7,102,114.9,99.2
30人以上,平成19,2007,11月,101.5,1.4,101.6,96.1,99.7,98.8,101.7,101.4,102.7,97.7,101.9,89.7,111.8,105.2,111.2,101.1
30人以上,平成19,2007,12月,101.3,1.8,100.3,96.7,99.2,97.1,101.9,101.1,104.6,98.5,101.4,89.8,111.7,100.8,113.7,99.7
30人以上,平成20,2008,1月,102,1.8,99.9,95.7,98.6,98.2,101.9,99.5,108.4,98.6,101.2,100.5,112.4,100.2,118.5,99.1
30人以上,平成20,2008,2月,103.1,2.7,100,97.1,100.5,99.5,102.8,100.9,110.4,98.6,101.1,99.8,114.6,102.8,113.4,99.4
30人以上,平成20,2008,3月,103.4,2.1,98.4,96.7,99.4,100,104.2,102,110.2,97.9,101.8,99.5,112.3,106.3,110.2,100.4
30人以上,平成20,2008,4月,103.2,0.5,100,94.6,99.4,98.8,104.7,102.1,110.8,96.8,103.2,99.9,115.7,106.3,113.3,98.5
30人以上,平成20,2008,5月,101.3,1.3,98.8,91.4,97.4,96.6,100.7,98.5,111.5,96.4,100.9,98.5,112.7,99.7,115.8,97.1
30人以上,平成20,2008,6月,100.8,-0.1,97.6,92.9,98.2,95,101,99.2,108.4,95.4,100.1,96.8,111.6,100.5,113.7,97.2
30人以上,平成20,2008,7月,101.3,0.3,99.2,93,98.7,97.6,101.1,100.8,109.5,96,101.1,94.6,110.8,100.1,112.2,98.1
30人以上,平成20,2008,7月（対前年同月比（％））,－,－,0.7,-2.5,0.2,-0.9,-0.1,0.5,4.6,-2.9,-1.4,1.7,0.4,0.2,25.1,-1.9
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年７月分,,,,,,,,,,,,,,,,,,,
第16表　実質賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
