種別,箇所数,１次／２次／３次,施設名称１,施設名称２,所在地,緯度,経度,座標系,区市町村
（１）災害拠点病院,※,2,【区西部】,公立大久保病院,新宿区歌舞伎町２－４４－１,35.696890,139.701500,JGD2011,新宿
（１）災害拠点病院,※,2,【区西部】,国立国際医療研究センター病院,新宿区戸山１－２１－１,35.701751,139.715248,JGD2011,新宿
（１）災害拠点病院,※,2,【区西部】,東京山手メディカルセンター,新宿区百人町３－２２－１,35.704705,139.699030,JGD2011,新宿
（１）災害拠点病院,※,2,【区西部】,立正佼成会付属佼成病院,中野区弥生町５－２５－１５,35.690470,139.668100,JGD2011,中野
（１）災害拠点病院,※,2,【区西部】,東京医療生活協同組合中野総合病院,中野区中央４－５９－１６,35.702560,139.667100,JGD2011,中野
（１）災害拠点病院,※,2,【区西部】,東京警察病院,中野区中野４－２２－１,35.709230,139.659300,JGD2011,中野
（１）災害拠点病院,※,2,【区西部】,荻窪病院,杉並区今川３－１－１４,35.715080,139.607400,JGD2011,杉並
（１）災害拠点病院,※,2,【区西北部】,日本大学医学部附属板橋病院,板橋区大谷口上町３０－１,35.749640,139.691600,JGD2011,板橋
（１）災害拠点病院,※,2,【区西北部】,帝京大学医学部附属病院,板橋区加賀２－１１－１,35.759053,139.715160,JGD2011,板橋
（１）災害拠点病院,※,2,【区西北部】,公社豊島病院,板橋区栄町３３－１,35.752706,139.700914,JGD2011,板橋
（１）災害拠点病院,※,2,【区西北部】,東京都健康長寿医療センター,板橋区栄町３５－２,35.750760,139.701800,JGD2011,板橋
（１）災害拠点病院,※,2,【区西北部】,練馬光が丘病院,練馬区光が丘２－１１－１,35.761934,139.629678,JGD2011,練馬
（１）災害拠点病院,※,2,【区西北部】,順天堂大学医学部附属練馬病院,練馬区高野台３－１－１０,35.742130,139.615000,JGD2011,練馬
（１）災害拠点病院,※,2,【区西北部】,東京北医療センター,北区赤羽台４－１７－５６,35.783966,139.711406,JGD2011,北
（１）災害拠点病院,※,2,【区西北部】,都立大塚病院,豊島区南大塚２－８－１,35.725268,139.732301,JGD2011,豊島
（１）災害拠点病院,※,2,【区東北部】,西新井病院,足立区西新井本町５－７－１４,35.775750,139.782000,JGD2011,足立
（１）災害拠点病院,※,2,【区東北部】,博慈会記念総合病院,足立区鹿浜５－１１－１,35.785040,139.749500,JGD2011,足立
（１）災害拠点病院,※,2,【区東北部】,苑田第一病院,足立区竹の塚４－１－１２,35.793480,139.802000,JGD2011,足立
（１）災害拠点病院,※,2,【区東北部】,東京慈恵会医科大学附属葛飾医療センター,葛飾区青戸６－４１－２,35.751820,139.858700,JGD2011,葛飾
（１）災害拠点病院,※,2,【区東北部】,公社東部地域病院,葛飾区亀有５－１４－１,35.767010,139.845300,JGD2011,葛飾
（１）災害拠点病院,※,2,【区東北部】,東京女子医科大学東医療センター,荒川区西尾久２－１－１０,35.748320,139.765300,JGD2011,荒川
（１）災害拠点病院,※,2,【区東部】,都立墨東病院,墨田区江東橋４－２３－１５,35.695301,139.818796,JGD2011,墨田
（１）災害拠点病院,※,2,【区東部】,白鬚橋病院,墨田区東向島４－２－１０,35.727860,139.813800,JGD2011,墨田
（１）災害拠点病院,※,2,【区東部】,江東病院,江東区大島６－８－５,35.690300,139.834100,JGD2011,江東
（１）災害拠点病院,※,2,【区東部】,あそか病院,江東区住吉１－１８－１,35.689860,139.811860,JGD2011,江東
（１）災害拠点病院,※,2,【区東部】,順天堂大学医学部附属順天堂江東高齢者医療センター,江東区新砂３－３－２０,35.665280,139.833500,JGD2011,江東
（１）災害拠点病院,※,2,【区東部】,財団法人癌研究会有明病院,江東区有明３－１０－６,35.632390,139.798800,JGD2011,江東
（１）災害拠点病院,※,2,【区東部】,江戸川病院,江戸川区東小岩２－２４－１８,35.728608,139.892893,JGD2011,江戸川
（１）災害拠点病院,※,2,【区東部】,東京臨海病院,江戸川区臨海町１－４－２,35.652110,139.853600,JGD2011,江戸川
（１）災害拠点病院,※,2,【西多摩】,青梅市立総合病院,青梅市東青梅４－１６－５,35.782547,139.281268,JGD2011,青梅
（１）災害拠点病院,※,2,【西多摩】,公立阿伎留医療センター,あきる野市引田７８－１,35.731819,139.272141,JGD2011,あきる野
（１）災害拠点病院,※,2,【西多摩】,公立福生病院,福生市加美平１－６－１,35.747013,139.326699,JGD2011,福生
（１）災害拠点病院,※,2,【南多摩】,東京医科大学八王子医療センター,八王子市館町１１６３,35.631938,139.289026,JGD2011,八王子
（１）災害拠点病院,※,2,【南多摩】,東海大学八王子病院,八王子市石川町１８３８,35.673776,139.357079,JGD2011,八王子
（１）災害拠点病院,※,2,【南多摩】,日野市立病院,日野市多摩平４－３－１,35.667065,139.378372,JGD2011,日野
（１）災害拠点病院,※,2,【南多摩】,日本医科大学付属多摩永山病院,多摩市永山１－７－１,35.631140,139.446700,JGD2011,多摩
（１）災害拠点病院,※,2,【南多摩】,公社多摩南部地域病院,多摩市中沢２－１－２,35.622950,139.415300,JGD2011,多摩
（１）災害拠点病院,※,2,【南多摩】,稲城市立病院,稲城市大丸１１７１,35.646877,139.485868,JGD2011,稲城
（１）災害拠点病院,※,2,【南多摩】,町田市民病院,町田市旭町２－１５－４１,35.557091,139.438702,JGD2011,町田
（１）災害拠点病院,※,2,【北多摩西部】,国立病院機構災害医療センター,立川市緑町３２５６,35.707450,139.409200,JGD2011,立川
（１）災害拠点病院,※,2,【北多摩西部】,東大和病院,東大和市南街１－１３－１２,35.741420,139.431700,JGD2011,東大和
（１）災害拠点病院,※,2,【北多摩南部】,武蔵野赤十字病院,武蔵野市境南町１－２６－１,35.696886,139.548571,JGD2011,武蔵野
（１）災害拠点病院,※,2,【北多摩南部】,都立多摩総合・小児総合医療センター,府中市武蔵台２－８－２９,35.691884,139.460981,JGD2011,府中
（１）災害拠点病院,※,2,【北多摩南部】,杏林大学医学部付属病院,三鷹市新川６－２０－２,35.677480,139.566503,JGD2011,三鷹
（１）災害拠点病院,※,2,【北多摩南部】,東京慈恵会医科大学附属第三病院,狛江市和泉本町４－１１－１,35.645490,139.566000,JGD2011,狛江
（１）災害拠点病院,※,2,【北多摩北部】,公立昭和病院,小平市花小金井８－１－１,35.731297,139.503337,JGD2011,小平
（１）災害拠点病院,※,2,【北多摩北部】,佐々総合病院,西東京市田無町４－２４－１５,35.729690,139.538700,JGD2011,西東京
（１）災害拠点病院,※,2,【北多摩北部】,多摩北部医療センター,東村山市青葉町１－７－１,35.760078,139.492054,JGD2011,東村山
（１）災害拠点病院,※,2,【北多摩北部】,国立病院機構東京病院,清瀬市竹丘３－１－１,35.766960,139.504600,JGD2011,清瀬
（２）日赤東京都支部,1,2,【北多摩北部】,日本赤十字社東京都支部,新宿区大久保１－２－１５,35.699500,139.707400,JGD2011,新宿
