事業名１,事業名２,事業名３,事業名４,事業名５,平成２３年度（百万円）,平成２４年度（百万円）,平成２５年度（百万円）
第１部都民と地域の防災力向上,第４章事業所による自助・共助の強化,高圧ガス取扱事業所等との連携（事業所防災訓練の充実）,,,0.9,2,2
第１部都民と地域の防災力向上,第４章事業所による自助・共助の強化,都民及び事業所等との協働による応急手当の普及促進,,,476,503,496
第１部都民と地域の防災力向上,第４章事業所による自助・共助の強化,消防技術者講習等の推進,,,465,478,475
第１部都民と地域の防災力向上,第５章ボランティア活動への支援,,,,138,65,70
第１部都民と地域の防災力向上,第５章ボランティア活動への支援,災害時におけるボランティア活動支援機能の強化,,,31,14,13
第１部都民と地域の防災力向上,第５章ボランティア活動への支援,被災建築物の応急危険度判定,,,5,10,16
第１部都民と地域の防災力向上,第５章ボランティア活動への支援,被災宅地危険度判定士の養成,,,0.3,0.7,1
第１部都民と地域の防災力向上,第５章ボランティア活動への支援,東京消防庁災害時支援ボランティアの育成,,,102,40,40
第２部安全な都市づくりの実現,,,,,84817,153101,183292
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,,,,67947,100907,118468
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,,,64438,96517,113971
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（１）木造住宅密集地域の不燃化,,5622,7897,12409
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（１）木造住宅密集地域の不燃化,不燃化特区の取組（木密地域不燃化１０年プロジェクト）,,165,1929
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（１）木造住宅密集地域の不燃化,木密地域における特定整備路線の整備推進（木密地域不燃化１０年プロジェクト）,3957,5505,7885
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（１）木造住宅密集地域の不燃化,木造住宅密集地域整備事業,1606,2107,2470
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（１）木造住宅密集地域の不燃化,都市防災不燃化促進事業,59,120,125
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（２）市街地再開発事業,,16284,36987,39738
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（２）市街地再開発事業,防災市街地再開発事業,48,86,62
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（２）市街地再開発事業,都市施設整備再開発事業,15030,35594,37386
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（２）市街地再開発事業,組合施行等市街地再開発事業,1206,1307,2290
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（３）土地区画整理事業,,28760,32597,38160
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（３）土地区画整理事業,都市改造土地区画整理事業,20912,16837,20292
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（３）土地区画整理事業,組合施行等土地区画整理事業,2194,2049,3892
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（３）土地区画整理事業,臨海部開発事業,5654,13711,13976
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（４）その他の防災まちづくり事業,,3697,4594,4930
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（４）その他の防災まちづくり事業,住宅市街地総合整備事業〔拠点開発型〕,0,0,0
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（４）その他の防災まちづくり事業,道路整備と一体的に進める沿道まちづくり,3199,4048,4377
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（４）その他の防災まちづくり事業,都市再生ステップアップ・プロジェクトの推進,35,34,43
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（４）その他の防災まちづくり事業,高度防災都市づくりに向けた大街区化の促進,16,30,30
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（４）その他の防災まちづくり事業,防災機能を有する既存施設の維持管理・更新（白鬚東防災拠点）,447,482,480
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（５）都市空間の確保,,10075,14442,18734
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（５）都市空間の確保,都市公園の整備,6758,10646,16872
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（５）都市空間の確保,都立公園の防災機能の強化充実,2043,2129,811
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（５）都市空間の確保,海の森公園等の海上公園の整備,1173,1437,859
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（５）都市空間の確保,農業・農地を活かしたまちづくり,101,160,78
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第１節地域特性に応じた防災都市づくり,（５）都市空間の確保,街路樹防災機能の強化,0,70,114
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第２節高層建築物の安全対策,,,0,10,9
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第２節高層建築物の安全対策,高層建築物の構造上の安全対策,,0,0,0
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第２節高層建築物の安全対策,高層建築物等の防火安全対策,,0,10,9
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,,,3509,4380,4488
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,宅地耐震化推進事業,,0,0,0
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,ブロック塀等の安全化指導,,0,0,0
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,土石流対策事業,,2085,2517,2920
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,地すべり防止施設の整備,,43,80,118
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,急傾斜地崩壊対策事業,,824,753,524
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,ソフト・ハードの連携による土砂災害対策の推進,,548,1012,908
第２部安全な都市づくりの実現,第１章安全に暮らせる都市づくり,第３節がけ・よう壁、ブロック塀等の崩壊及び地すべり、山地災害等の防止,治山施設（落石防護施設）の安全対策,,9,18,18
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,,,,16325,50698,60057
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,,,15937,50086,57020
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（１）公共建築物等の耐震化,,4377,17254,15619
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（１）公共建築物等の耐震化,都立建築物の耐震化,955,5238,3647
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（１）公共建築物等の耐震化,都営住宅等の耐震化,3422,12016,11972
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（２）民間建築物の耐震化,,10067,16708,20357
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（２）民間建築物の耐震化,防災上重要な建築物の耐震化,9923,15923,19552
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（２）民間建築物の耐震化,住宅の耐震化,130,758,772
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（２）民間建築物の耐震化,耐震改修工法・事例の情報提供,14,27,33
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（３）マンションの耐震化等,,102,405,577
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（３）マンションの耐震化等,マンション啓発隊等,0,11,30
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（３）マンションの耐震化等,マンション耐震化促進事業,56,344,502
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（３）マンションの耐震化等,マンション改良工事助成制度,46,50,45
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（４）緊急輸送道路沿道建築物の耐震化,,594,14254,16975
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（４）緊急輸送道路沿道建築物の耐震化,緊急輸送道路沿道建築物の耐震化,580,14066,16705
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（４）緊急輸送道路沿道建築物の耐震化,耐震マーク表示制度,14,188,270
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（５）その他施設の耐震化,,797,1465,3492
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（５）その他施設の耐震化,社会福祉施設等の耐震化,494,804,796
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（５）その他施設の耐震化,鉄道施設耐震対策事業,303,387,1265
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第１節建築物の耐震化の促進,（５）その他施設の耐震化,都営地下鉄施設の耐震対策の強化,0,274,1431
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第２節エレベーター対策,,,378,459,425
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第２節エレベーター対策,総合的なエレベーター対策の推進,,214,149,166
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第２節エレベーター対策,民間建築物のエレベーターの閉じ込め防止対策,,3,0,0
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第２節エレベーター対策,都営住宅におけるエレベーターの閉じ込め防止機能の向上,,148,266,213
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第２節エレベーター対策,都営地下鉄駅におけるエレベーターの閉じ込め防止対策の推進,,13,44,46
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第３節落下物、家具類の転倒等防止,,,10,153,2612
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第３節落下物、家具類の転倒等防止,屋外広告物、天井等の落下防止対策,,0,0,0
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第３節落下物、家具類の転倒等防止,天井等の非構造部材の耐震化の推進,,,147,2606
第２部安全な都市づくりの実現,第２章建築物の耐震化及び安全対策の促進,第３節落下物、家具類の転倒等防止,家具類の転倒・落下・移動防止対策の推進－長周期地震動等における室内安全対策の推進－,,10,6,6
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,,,,168,784,4117
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,第１節液状化対策の強化,,,120,109,117
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,第１節液状化対策の強化,民間建築物等への指導〔軟弱地盤対策〕,,5,38,97
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,第１節液状化対策の強化,公共建築物等に対する液状化対策,,11,14,15
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,第１節液状化対策の強化,液状化予測図の修正,,104,57,5
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,第２節長周期地震動対策の強化,,,48,675,4000
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,第２節長周期地震動対策の強化,超高層建築物等における長周期地震動対策,,3,9,0
第２部安全な都市づくりの実現,第３章液状化、長周期地震動への対策の強化,第２節長周期地震動対策の強化,都庁舎における長周期地震動対策,,45,666,4000
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,,,,377,712,650
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第１節消防水利の整備、防火安全対策,,,364,637,622
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第１節消防水利の整備、防火安全対策,（１）出火等の防止,,14,13,11
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第１節消防水利の整備、防火安全対策,（１）出火等の防止,火気使用設備・器具、電気器具等の安全化の推進,0.5,0.8,0.6
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第１節消防水利の整備、防火安全対策,（１）出火等の防止,住宅防火における被害低減対策の推進,13,12,10
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第１節消防水利の整備、防火安全対策,（２）火災の拡大防止,,350,624,611
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第１節消防水利の整備、防火安全対策,（２）火災の拡大防止,消防水利の整備・確保,332,305,291
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第１節消防水利の整備、防火安全対策,（２）火災の拡大防止,経年防火水槽の再生,18,319,320
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,,,13,75,28
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,危険物施設、危険物運搬車両の安全化,,13,20,15
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,高圧ガス施設及び火薬類貯蔵施設等の安全化,,0,0,0
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,災害時における高圧ガスの保安及び活用の促進,,,10,13
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,毒物・劇物保管管理施設の安全化,,0,0,0
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,震災時の化学物質対策,,,11,0
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,ポリ塩化ビフェニル廃棄物識別表示,,0,34,0
第２部安全な都市づくりの実現,第４章出火、延焼等の防止,第２節危険物施設等の安全化,放射線使用施設の安全対策,,0,0,0
第３部安全な交通ネットワーク及びライフライン等の確保,,,,,294417,289693,343230
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,,,,194037,190402,230224
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第１節道路・橋梁の安全確保等,,,193409,189050,227802
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第１節道路・橋梁の安全確保等,道路・橋梁等の整備,,175017,167725,203436
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第１節道路・橋梁の安全確保等,緊急輸送道路等の橋梁の耐震化,,1832,2050,4687
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第１節道路・橋梁の安全確保等,無電柱化の推進,,12503,13847,14958
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第１節道路・橋梁の安全確保等,山間・島しょ地域の道路整備,,4057,5428,4721
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第１節道路・橋梁の安全確保等,防災力の強化に資する予防保全型管理の推進,,,,
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,,,615,1306,1799
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（１）交通規制,,209,704,1203
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（１）交通規制,大震災発生時の交通管制対策,203,701,1186
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（１）交通規制,震災時交通規制用装備資器材等の整備,5,2,7
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（１）交通規制,大震災発生時の交通対策に関する広報の充実,0.5,1,10
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（２）交通情報の提供,,264,523,511
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（２）交通情報の提供,交通情報板の整備,260,497,474
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（２）交通情報の提供,震災時の交通確保策の検討,0,10,0
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（２）交通情報の提供,通行可能道路情報の把握及び運転者等への情報提供の検討,4,16,37
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（３）障害物除去,,124,79,77
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（３）障害物除去,緊急道路障害物除去態勢の整備等,0,0,0
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（３）障害物除去,道路啓開用資器材等の整備,124,79,77
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（４）水上輸送基地等の整備,,18,0,8
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第２節交通ネットワークの機能確保等,（４）水上輸送基地等の整備,水上輸送基地等の整備・拡充,18,0,8
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第３節鉄道施設,,,,,
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第４節港湾施設等,,,13,46,623
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第４節港湾施設等,東京港における防災対策の強化（港湾ＢＣＰ）,,,0,0
第３部安全な交通ネットワーク及びライフライン等の確保,第１章交通関連施設の安全確保,第４節港湾施設等,地震があっても安全・安心なまちづくり,,13,46,623
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第４節港湾施設等,,,91634,87759,92331
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第１節水道,,,84976,80748,84388
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第１節水道,重要施設への供給を確実にするなど重点的な耐震化の推進,,60930,61042,61868
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第１節水道,水道システムのバックアップ施設整備の推進,,24046,19706,22520
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第２節下水道,,,6658,7011,7943
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第２節下水道,避難所などの排水を受け入れる下水道管の耐震化,,3232,3625,4651
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第２節下水道,マンホールの浮上抑制による交通機能の確保,,463,1696,849
第３部安全な交通ネットワーク及びライフライン等の確保,第２章ライフライン等の確保,第２節下水道,震災発生時の流域下水道機能の確保,,2963,1690,2443
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,,,8746,11532,20675
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,都庁舎の電力供給体制の多元化,,2,83,0
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,都庁舎における電源設備の改修,,466,23,165
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,高効率な天然ガス発電所の設置及び自家発電設備等の導入促進,,7,100,9829
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,官民連携インフラファンド,,0,3030,904
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,東京都ＬＣＰ住宅の普及促進,,,15,11
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,コンテナふ頭における自家発電機の整備,,90,54,10
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,広域輸送拠点に指定された市場における電源確保,,10,25,116
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,都電荒川線踏切の停電時の電源確保,,,,200
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,停電や電力不足に対応する自己電源の増強,,8171,8202,9430
第３部安全な交通ネットワーク及びライフライン等の確保,第３章エネルギーの確保,第２節下水道,島しょ部における再生可能エネルギーの活用,,,0,10
第４部津波等対策,,,,,29148,40866,56742
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,,,,26952,39013,53540
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第１節河川施設の整備・耐震補強,,,13267,16128,25182
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第１節河川施設の整備・耐震補強,河川施設の耐震・耐水対策の強化,,4963,6805,13051
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第１節河川施設の整備・耐震補強,河川高潮防御施設の整備,,2317,2874,2736
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第１節河川施設の整備・耐震補強,スーパー堤防等の整備,,2376,2150,2556
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第１節河川施設の整備・耐震補強,江東内部河川の整備,,2530,2738,2229
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第１節河川施設の整備・耐震補強,下水道施設の地震・津波対策,,1081,1561,4610
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第２節海岸保全施設・港湾施設の整備・耐震補強,,,13685,22885,28358
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第２節海岸保全施設・港湾施設の整備・耐震補強,東京港の耐震強化岸壁の整備,,6459,14751,15963
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第２節海岸保全施設・港湾施設の整備・耐震補強,東京港海岸保全施設整備の推進,,7226,8134,12373
第４部津波等対策,第１章関係施設の耐震・耐水性等の強化,第２節海岸保全施設・港湾施設の整備・耐震補強,安全・安心な海上公園,,,0,22
第４部津波等対策,第２章島しょ地域の地震・津波対策の推進,,,,2196,1853,3202
第４部津波等対策,第２章島しょ地域の地震・津波対策の推進,島しょ地域における海岸保全施設の整備,,,2187,1817,2832
第４部津波等対策,第２章島しょ地域の地震・津波対策の推進,島しょ地域における港湾・漁港・空港施設の防災力向上,,,9,36,319
第４部津波等対策,第２章島しょ地域の地震・津波対策の推進,島しょ地域における津波対策の支援,,,,0,51
第５部広域的な視点からの応急対応力の強化,,,,,11640,21517,16776
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,,,,11501,21155,16254
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第１節東京都の初動態勢の整備,,,323,513,307
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第１節東京都の初動態勢の整備,初動態勢の強化,,216,349,44
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第１節東京都の初動態勢の整備,東京都総合防災訓練等の実施,,107,164,263
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第２節事業継続体制の確保,,,0,0,1
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第２節事業継続体制の確保,都政のＢＣＰの推進,,0,0,1
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,,,11178,20642,15946
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（１）装備、施設の整備（警察）,,6064,12870,8946
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（１）装備、施設の整備（警察）,警察署庁舎の整備,5079,12714,8755
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（１）装備、施設の整備（警察）,警察車両・資器材の整備,985,156,191
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（２）救出救助体制構築（警察）,,5,7,7
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（２）救出救助体制構築（警察）,重機運転技能の向上,4,5,5
