年次,Year,地域階層,地域コード,項番 Item number,地域,District,発生件数 Number of fires／総数 Total,発生件数 Number of fires／建物 Buildings,発生件数 Number of fires／車両 Vehicles,発生件数 Number of fires／船舶 Vessels,発生件数 Number of fires／林野 Forests,発生件数 Number of fires／その他 Others,被災世帯数 Households damaged／全損 Total destruction,被災世帯数 Households damaged／半損 Significant partial destruction,被災世帯数 Households damaged／小損 Partial destruction,被災延面積 Total area damaged／建物 Buildings (m2),被災延面積 Total area damaged／林野 Forests (m2),死傷者 Killed or injured／死者 Killed,死傷者 Killed or injured／傷者 Injured,損害見積額 Estimated amount of loss (千円 in thousand yen)
平成29,2017,2,13213,13,東村山市,Higashimurayama-shi,38,24,4,-,-,10,6,6,27,687,-,3,6,126922
平成29,2017,2,13214,14,国分寺市,Kokubunji-shi,27,16,1,-,-,10,7,1,12,526,-,-,11,140258
平成29,2017,2,13215,15,国立市,Kunitachi-shi,15,9,-,-,-,6,-,-,5,30,-,-,2,21418
平成29,2017,2,13218,16,福生市,Fussa-shi,16,9,-,-,-,7,1,1,6,139,-,-,1,9542
平成29,2017,2,13219,17,狛江市,Komae-shi,31,18,3,-,-,10,-,-,13,567,-,-,3,41255
平成29,2017,2,13220,18,東大和市,Higashiyamato-shi,21,13,3,-,-,5,1,1,10,77,-,-,4,15053
平成29,2017,2,13221,19,清瀬市,Kiyose-shi,21,12,3,-,-,6,2,1,9,192,-,1,1,51430
平成29,2017,2,13222,20,東久留米市,Higashikurume-shi,28,17,1,-,-,10,6,2,22,548,-,-,10,82373
平成29,2017,2,13223,21,武蔵村山市,Musashimurayama-shi,35,16,2,-,-,17,-,2,7,140,-,1,1,16361
平成29,2017,2,13224,22,多摩市,Tama-shi,31,15,1,-,-,15,1,1,12,72,-,1,4,8641
平成29,2017,2,13225,23,稲城市,Inagi-shi,39,10,2,-,-,27,-,-,12,96,-,1,2,79542
平成29,2017,2,13227,24,羽村市,Hamura-shi,14,9,-,-,-,5,-,1,6,60,-,1,2,6291
平成29,2017,2,13228,25,あきる野市,Akiruno-shi,22,9,2,-,-,11,-,1,3,20,-,1,1,2183
平成29,2017,2,13229,26,西東京市,Nishitokyo-shi,50,37,2,-,-,11,2,-,49,358,-,-,7,98972
平成29,2017,1,13300,,郡部,All gun,15,7,-,-,-,8,1,-,3,191,-,1,5,15609
平成29,2017,2,13303,1,瑞穂町,Mizuho-machi,9,5,-,-,-,4,-,-,2,15,-,-,3,4230
平成29,2017,2,13305,2,日の出町,Hinode-machi ,4,2,-,-,-,2,1,-,1,176,-,-,2,11378
平成29,2017,2,13307,3,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成29,2017,2,13308,4,奥多摩町,Okutama-machi,2,-,-,-,-,2,-,-,-,-,-,1,-,1
平成29,2017,1,13350,,島部,All islands,17,9,-,-,1,7,5,-,3,1256,19,3,2,3831
平成29,2017,2,13361,1,大島町,Oshima-machi,4,4,-,-,-,-,2,-,1,234,-,1,-,-
平成29,2017,2,13362,2,利島村,Toshima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成29,2017,2,13363,3,新島村,Niijima-mura ,1,-,-,-,1,-,-,-,-,-,19,-,1,-
平成29,2017,2,13364,4,神津島村,Kozushima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成29,2017,2,13381,5,三宅村,Miyake-mura ,4,3,-,-,-,1,3,-,1,1016,-,2,1,-
平成29,2017,2,13382,6,御蔵島村,Mikurajima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成29,2017,2,13401,7,八丈町,Hachijo-machi,8,2,-,-,-,6,-,-,1,6,-,-,-,3831
平成29,2017,2,13402,8,青ヶ島村,Aogashima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成29,2017,2,13421,9,小笠原村,Ogasawara-mura ,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,
20-17  地域別火災の発生件数 （平成28，29年） 20-17 NUMBER OF FIRES BY DISTRICT ( 2016 and 2017 ),,,,,,,,,,,,,,,,,,,,
注) 死傷者には消防吏員及び消防団員を含む。,,,,,,,,,,,,,,,,,,,,
Note: Firefighter personnel and fire corps volunteers are included in the number of people killed or injured.,,,,,,,,,,,,,,,,,,,,
資料：都総務局総合防災部防災管理課 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,
