年度末,End of fiscal year,地域階層,地域コード,項番 Item number,地域,District,理容所 Barber,美容所  Beauty salon,クリーニング所 Dry-cleaner,公衆浴場 Public baths／総数 Total,公衆浴場 Public baths／普通 General,公衆浴場 Public baths／その他 Others,温泉利用施設 Hot springs,旅館等  Hotels and inns／総数 Total,旅館等 Hotels and inns／ホテル hotels,旅館等 Hotels and inns／旅館 Japanese-style hotels & inns (ryokan),旅館等 Hotels and inns／簡易宿所 Budget hotel,旅館等  Hotels and inns／下宿 Boarding houses and lodgings,常設興行場 Entertainment places／総数 Total,常設興行場 Entertainment places／映画館 Cinemas,常設興行場 Entertainment places／スポーツ施設 Sports center,常設興行場 Entertainment places／その他 Others,プール Swimming pool
平成29,2017,2,13221,19,清瀬市,Kiyose-shi,41,82,39,5,3,2,-,-,-,-,-,-,3,-,-,3,22
平成29,2017,2,13222,20,東久留米市,Higashikurume-shi,53,107,61,12,2,10,1,2,1,1,-,-,1,-,-,1,28
平成29,2017,2,13223,21,武蔵村山市,Musashimurayama-shi,38,70,27,5,1,4,3,4,-,4,-,-,14,12,-,2,24
平成29,2017,2,13224,22,多摩市,Tama-shi,54,147,64,23,-,23,1,7,5,2,-,-,20,9,-,11,42
平成29,2017,2,13225,23,稲城市,Inagi-shi,40,63,40,10,1,9,1,2,1,1,-,-,2,-,-,2,31
平成29,2017,2,13227,24,羽村市,Hamura-shi,45,103,25,5,-,5,12,4,2,2,-,-,3,-,-,3,16
平成29,2017,2,13228,25,あきる野市,Akiruno-shi,58,92,32,10,-,10,2,29,-,12,17,-,6,-,-,6,28
平成29,2017,2,13229,26,西東京市,Nishitokyo-shi,110,231,125,17,4,13,-,4,2,2,-,-,6,-,1,5,43
平成29,2017,1,13300,,郡部,All gun,44,56,25,22,-,22,41,79,5,23,51,-,10,9,-,1,20
平成29,2017,1,13500,,島部,All islands,38,53,14,29,-,29,37,568,6,94,468,-,2,-,-,2,43
,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,,,
19-7  環境衛生営業施設数 (平成25～平成29年度末) 19-7  BUSINESS FACILITIES REGULATED BY THE ENVIRONMENT AND HEALTH ACT( End of Fiscal Years 2013-2017 )   ,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG ,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,,,,,,,
