年度,Fiscal year,地域コード,項番 Item number,地域,District,総額 Total,議会費 Assemblies,総務費 General services,民生費 Social welfare,衛生費 Sanitation,労働費 Labor,農林水産業費 Agriculture， forestry and fisheries,商工費 Commerce and industry,土木費 Civil engineering works,消防費 Fire fighting,教育費 Education,災害復旧費 Disaster restoration,公債費 Debt services,諸支出金 Miscellaneous
平成29,2017,13350,,島部,All islands,38112,411,9355,5599,6550,403,2689,1895,3499,1100,3265,177,2969,201
平成29,2017,13361,1,大島町,Oshima-machi,9663,79,1946,1494,1834,70,512,592,1155,270,764,60,776,110
平成29,2017,13362,2,利島村,Toshima-mura,1891,19,887,156,245,30,263,117,32,19,85,-,37,-
平成29,2017,13363,3,新島村,Niijima-mura,4569,49,1426,522,888,59,255,230,447,77,318,-,299,-
平成29,2017,13364,4,神津島村,Kozushima-mura,2936,39,493,640,341,72,353,214,231,60,353,44,96,-
平成29,2017,13381,5,三宅村,Miyake-mura,3990,50,891,557,644,48,188,280,392,270,441,26,166,36
平成29,2017,13382,6,御蔵島村,Mikurajima-mura,1364,15,785,84,104,-,50,54,132,24,66,-,49,-
平成29,2017,13401,7,八丈町,Hachijo-machi,7974,83,1193,1375,1116,124,896,238,843,322,945,39,744,55
平成29,2017,13402,8,青ヶ島村,Aogashima-mura,755,19,355,58,101,-,86,13,16,7,68,-,33,-
平成29,2017,13421,9,小笠原村,Ogasawara-mura,4972,57,1378,712,1276,-,86,158,251,51,224,8,769,-
,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,,,,,,,,,   ,
21-6  市町村普通会計決算額 (2) 歳出 (平成27～平成29年度) 21-6  SETTLEMENTS OF THE ORDINARY ACCOUNTS OF SHI， MACHI， AND MURA (2) EXPENDITURE ( Fiscal Years 2015-2017 ),,,,,,,,,,,,,,,,,,,
資料：都総務局行政部市町村課 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,
（単位　百万円）(In millions of yen),,,,,,,,,,,,,,,,,,,
