地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
2,13207,7,昭島市,Akishima-shi,820,415,405,1087,559,528,-267,-144,-123,1,1,0,0,0,0,24,13,11,1.32,536,189
2,13208,8,調布市,Chofu-shi,2102,1122,980,1737,887,850,365,235,130,4,4,0,4,4,0,31,15,16,1.34,1298,384
2,13209,9,町田市,Machida-shi,2755,1446,1309,3783,2058,1725,-1028,-612,-416,8,4,4,6,4,2,64,23,41,1.26,1560,693
2,13210,10,小金井市,Koganei-shi,991,512,479,883,451,432,108,61,47,2,2,0,1,1,0,19,9,10,1.21,693,168
2,13211,11,小平市,Kodaira-shi,1462,774,688,1620,837,783,-158,-63,-95,4,2,2,1,1,0,27,21,6,1.33,814,240
2,13212,12,日野市,Hino-shi,1414,725,689,1530,840,690,-116,-115,-1,2,1,1,0,0,0,22,9,13,1.35,942,265
2,13213,13,東村山市,Higashimurayama-shi,976,477,499,1510,825,685,-534,-348,-186,2,2,0,1,1,0,23,9,14,1.22,576,252
2,13214,14,国分寺市,Kokubunji-shi,940,467,473,943,501,442,-3,-34,31,3,1,2,1,0,1,16,10,6,1.23,684,152
2,13215,15,国立市,Kunitachi-shi,553,286,267,645,325,320,-92,-39,-53,0,0,0,0,0,0,12,6,6,1.25,358,100
2,13218,16,福生市,Fussa-shi,362,179,183,658,339,319,-296,-160,-136,0,0,0,0,0,0,12,5,7,1.23,306,125
2,13219,17,狛江市,Komae-shi,721,384,337,703,361,342,18,23,-5,2,0,2,1,0,1,17,10,7,1.3,434,112
2,13220,18,東大和市,Higashiyamato-shi,715,378,337,748,404,344,-33,-26,-7,3,0,3,3,0,3,13,8,5,1.59,381,153
2,13221,19,清瀬市,Kiyose-shi,516,258,258,849,417,432,-333,-159,-174,0,0,0,0,0,0,4,0,4,1.31,270,103
2,13222,20,東久留米市,Higashikurume-shi,812,425,387,1068,592,476,-256,-167,-89,1,1,0,1,1,0,11,6,5,1.37,420,182
2,13223,21,武蔵村山市,Musashimurayama-shi,478,244,234,714,386,328,-236,-142,-94,2,1,1,1,0,1,9,5,4,1.34,281,172
2,13224,22,多摩市,Tama-shi,962,495,467,1262,676,586,-300,-181,-119,0,0,0,0,0,0,12,4,8,1.21,522,215
2,13225,23,稲城市,Inagi-shi,766,408,358,580,318,262,186,90,96,0,0,0,0,0,0,15,7,8,1.49,422,96
2,13227,24,羽村市,Hamura-shi,368,192,176,497,260,237,-129,-68,-61,0,0,0,0,0,0,14,5,9,1.37,241,119
2,13228,25,あきる野市,Akiruno-shi,539,267,272,930,476,454,-391,-209,-182,0,0,0,0,0,0,12,7,5,1.44,283,148
2,13229,26,西東京市,Nishitokyo-shi,1412,727,685,1738,900,838,-326,-173,-153,1,0,1,1,0,1,25,11,14,1.21,812,284
1,13300,,郡部,All gun,326,174,152,970,473,497,-644,-299,-345,0,0,0,0,0,0,8,2,6,1.28,175,110
2,13303,1,瑞穂町,Mizuho-machi,192,96,96,357,185,172,-165,-89,-76,0,0,0,0,0,0,3,0,3,1.21,111,72
2,13305,2,日の出町,Hinode-machi,111,64,47,348,159,189,-237,-95,-142,0,0,0,0,0,0,3,2,1,1.47,49,31
2,13307,3,檜原村,Hinohara-mura,9,6,3,65,34,31,-56,-28,-28,0,0,0,0,0,0,1,0,1,1.71,3,2
2,13308,4,奥多摩町,Okutama-machi,14,8,6,200,95,105,-186,-87,-99,0,0,0,0,0,0,1,0,1,0.93,12,5
1,13350,,島部,All islands,165,88,77,365,183,182,-200,-95,-105,0,0,0,0,0,0,6,5,1,1.46,111,45
2,13361,1,大島町,Oshima-machi,44,23,21,124,60,64,-80,-37,-43,0,0,0,0,0,0,1,1,0,1.5,22,16
2,13362,2,利島村,Toshima-mura,4,3,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1.88,1,1
2,13363,3,新島村,Niijima-mura,15,8,7,45,16,29,-30,-8,-22,0,0,0,0,0,0,1,0,1,1.25,9,3
2,13364,4,神津島村,Kozushima-mura,15,9,6,17,10,7,-2,-1,-1,0,0,0,0,0,0,0,0,0,1.88,6,3
2,13381,5,三宅村,Miyake-mura,19,9,10,41,24,17,-22,-15,-7,0,0,0,0,0,0,1,1,0,1.75,18,3
2,13382,6,御蔵島村,Mikurajima-mura,9,3,6,2,2,0,7,1,6,0,0,0,0,0,0,0,0,0,3.33,4,0
2,13401,7,八丈町,Hachijo-machi,34,18,16,123,63,60,-89,-45,-44,0,0,0,0,0,0,2,2,0,1.26,35,14
2,13402,8,青ヶ島村,Aogashima-mura,1,0,1,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1.25,1,0
2,13421,9,小笠原村,Ogasawara-mura,24,15,9,11,6,5,13,9,4,0,0,0,0,0,0,1,1,0,1.34,15,5
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,
2-7  人口動態  (3) 地域，男女別（平成29年）  2-7  VITAL STATISTICS  (3) BY DISTRICT AND GENDER ( 2017 ),,,,,,,,,,,,,,,,,,,,,,,,,
「人口動態調査」 による。 数字は日本における日本人に関するもので， その年に発生し， 翌年1月末 （明治34年～大正11年及び昭和19年～46年はその年に発生し翌年3月末） までに届け出のあったものを， 昭和24年以前は発生地， 昭和25年以降は住所地により表章した。,,,,,,,,,,,,,,,,,,,,,,,,,
Data are based on the Vital Statistics Survey. Figures are only for Japanese nationals in Japan. Occurrences during the year stated that had been reported by the end of the following January (by the end of March for 1901-1922 and 1944-1971) are tabulated up to 1949 by place of occurrence， and from 1950 by place of residence. ,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
