品目,Item,区分,Classification,項番 Item number,区分,Classification,銘柄,Specification,単位,Unit,マーク Mark,平成29年平均 2017 Av.,1月 Jan.,2月 Feb.,3月 Mar.,4月 Apr.,5月 May,6月 June,7月 July,8月 Aug.,9月 Sept.,10月 Oct.,11月 Nov.,12月 Dec.
住居,Housing,家賃,Rent,1,民営家賃,House rent， private,民営借家の家賃（3.3m2当たりの料金を算出したものである）,House rent managed by private sector (Charges calculated by converting the surveyed price and area to the charge for 3.3m2),1か月,1 month,,"8,562","8,568","8,560","8,557","8,559","8,561","8,566","8,565","8,556","8,553","8,564","8,562","8,576"
住居,Housing,設備修繕・維持,Repairs & maintenance,1,大工手間代,Carpentering,家屋修理手間代，常用１人分,For house repair，charge per regular carpenter,1日,1 day,,"19,564","19,467","19,467","19,467","19,467","19,467","19,633","19,633","19,633","19,633","19,633","19,633","19,633"
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,1,電気代,Electricity,従量電灯，アンペア制（契約電流50アンペア）又は最低料金制，441kWh（1か月441kWh使用したときの料金を算出したものである）,Meter rate system，ampere system (50 ampere) or minimum charges system，441kWh (Charges calculated by converting the original price to the charge for 441kWh per month),1か月,1 month,,"12,206","11,564","11,678","11,815","11,996","12,322","12,410","12,419","12,463","12,490","12,481","12,432","12,402"
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,2,都市ガス代,Gas， manufactured and piped,"一般家庭用, 1465.12MJ（1か月1465.12MJ使用したときの料金を算出したものである）",For domestic use，1465.12MJ (Charges calculated by converting the surveyed price and calorie to the charge for 1465.12MJ per month),1か月,1 month,,"4,788","4,567","4,617","4,673","4,737","4,799","4,824","4,841","4,866","4,888","4,900","4,877","4,869"
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,3,プロパンガス,Liquefied propane,基本料金及び10m2（従量料金）を使用した料金（1か月10m2使用したときの料金を算出したものである）,Basic charges and meter rate charges (10m2) (Charges calculated by adding 10m2 charges to basic charge per month),1か月,1 month,,"6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,928"
光熱・水道,Fuel， light & water charges,他の光熱,Other fuel and light,1,灯油,Kerosene ,白灯油，詰め替え売り，店頭売り,White kerosene，refill，sold in stores,18L,18L,,"1,529","1,531","1,531","1,517","1,508","1,510","1,511","1,503","1,496","1,504","1,538","1,587","1,614"
光熱・水道,Fuel， light & water charges,水道料,Water charges,1,水道料,Water charges,計量制，専用給水装置（専用栓），一般用，20m2（1か月20m2使用したときの料金を算出したものである）,Meter charges，private hydrant，for domestic use，20m2 (Charges calculated by converting the surveyed price to the charge for 20m2 per month),1か月,1 month,,"2,430","2,430","2,430","2,430","2,430","2,430","2,430","2,430","2,430","2,430","2,430","2,430","2,430"
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,1,ラップ,Food wrap,ポリ塩化ビニリデン製，幅22cm×長さ50m，「サランラップ」又は「ＮＥＷクレラップ」,"Made of polyvinylidene chloride，22cm width，50m length，""Saran Wrap"" or ""New Kurewrap""",1本,1 roll,,296,292,296,296,295,296,298,297,296,301,298,296,298
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,2,トイレットペーパー,Rolled toilet paper,再生紙100%，白，[長さ] 55m，60m，２枚重ね27.5m又は２枚重ね30m，12ロール入り,100% recycled paper，white，[length] 55m，60m，doubled sheets 27.5m or doubled sheets 30m，12 rolls,1パック,1 pack,,281,281,280,281,279,280,281,284,282,282,282,283,278
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,3,洗濯用洗剤,Detergent， laundry,合成洗剤，綿・麻・合成繊維用，液体，詰め替え用，袋入り（720～810g入り），「アタック 高浸透バイオジェル」，「トップ クリアリキッド」又は「アリエール イオンパワージェル サイエンスプラス」,"Synthetic detergent，for cotton，hemp and synthetic fiber，liquid，refill，in bag (720 - 810g)，""Attack High activity gel""，""Top Clear liquid"" or ""ARIEL ion power gel science plus""",1kg,1kg,,297,292,298,283,302,303,294,299,297,302,288,*294,300
被服及び履物,Clothes & footwear,洋服,Clothing,1,背広服,Men's suits ,春夏物，シングル上下，並型，半裏又は背抜き,For spring and summer，single breasted 2 pieces，ordinary style，half lining or unlined back,1着,1 suit,※ 1月 Jan.,"27,870",*…,…,"28,892","28,342","28,912","27,645","26,647","26,780",…,…,…,…
被服及び履物,Clothes & footwear,洋服,Clothing,2,背広服,Men's suits ,秋冬物，シングル上下，並型，総裏,For autumn and winter，single breasted 2 pieces，ordinary style，full lining,1着,1 suit,※ 7月 July,"32,978","33,952","34,438",…,…,…,…,*…,…,"33,877","33,358","32,852","31,823"
被服及び履物,Clothes & footwear,洋服,Clothing,3,ワイシャツ,Men's business shirts,長袖，シングルカフス，[素材] ポリエステル・綿混用，白（白織柄を含む）,Long sleeves，single cuffs，[material] mixed polyester and cotton，white (including white weave pattern),1枚,1 sheet,,"2,646","2,598","2,616","2,610","2,654","2,669","2,621","2,494","2,565","2,705","2,705","2,757","2,757"
被服及び履物,Clothes & footwear,洋服,Clothing,4,婦人用セーター,Women's sweaters ,カーディガン，「長袖」又は「7分袖」，[素材] 毛・化学繊維混用， [サイズ] M，普通品,"Cardigan，""long sleeves"" or ""three-quarter sleeves""，[material] ""mixed wool and synthetic fiber""，[size] M，ordinary quality",1枚,1 sheet,,"3,745","3,280","3,082","2,767",…,…,…,…,…,"4,312","4,086","4,515","4,171"
被服及び履物,Clothes & footwear,履物類,Footwear,1,男子靴,Men's shoes ,"短靴, 黒, [甲] 牛革, [底] 「合成ゴム」又は「ウレタン」, [底の製法] 張り付け, ［サイズ］ 25～26cm, 中級品","Low shoes，black，[instep] oxhide，[sole] ""synthetic rubber"" or ""urethane""，sticked soles，[size] 25 - 26cm，medium quality",1足,1 pair,,"10,977","11,149","11,149","11,149","11,014","11,014","11,014","10,752","10,752","11,014","11,014","10,849","10,849"
被服及び履物,Clothes & footwear,履物類,Footwear,2,婦人靴,Women's shoes,"パンプス, [甲] 牛革, [底] 合成ゴム, [底の製法] 張り付け, ［サイズ］ 23～24cm, 中級品",Pumps，[instep] oxhide，[sole] synthetic rubber，sticked soles，［size] 23-24cm，medium quality,1足,1 pair,,"9,594","9,645","9,812","9,812","9,902","9,875","9,875","9,263","9,443","9,533","9,434","9,260","9,278"
被服及び履物,Clothes & footwear,被服関連 サービス,Services related to clothing,1,洗濯代,Laundry charges ,ワイシャツ，水洗い，機械仕上げ，立体仕上げ，持ち込み，料金前払い，配達なし,Business shirt，water washing，machine finishing，solid finishing，bringing in，payment in advance，not delivery,1枚,1 sheet,※ 1月 Jan.,227,*225,226,226,226,226,227,227,227,225,225,231,233
保健医療,Medical care,医薬品・健康保持用摂取品,Medicines & health fortification,1,ビタミン剤,Vitamin preparations,"第3類医薬品,ビタミン含有保健剤，錠剤，プラスチックボトル入り（90錠入り），「キューピーコーワゴールドα-プラス」","Third-class OTC drugs，multiple vitamins，tablets，plastic-bottled (90 tablets)，""Q&P Kowa Gold α-plus""",1箱,1 package,,"2,333","2,301","2,311","2,301","2,346","2,336","2,341","2,345","2,340","2,348","2,348","2,344","2,339"
保健医療,Medical care,医薬品・健康保持用摂取品,Medicines & health fortification,2,漢方薬,Chinese medicines,"第2類医薬品,防風通聖散, 錠剤, 瓶入り（336錠入り）, 「ナイシトールG」","Second-class OTC drugs，""Bofutsu-Shosan"" (Chinese herbal medicine) extracts，tablets，bottled (336 tablets)，""Naicitol G""",1箱,1 package,,"4,547","4,511","4,582","4,582","4,582","4,582","4,582","4,530","4,525","4,531","4,531","4,531","4,501"
保健医療,Medical care,保健医療用品・器具,Medical supplies & appliances,1,眼鏡,Spectacles,[レンズ] プラスチックレンズ，非球面レンズ，近視用，屈折率1.60，UVカット，無色，「HOYAニュールックス」，「セイコースーパールーシャスUV」又は「ニコンライト3-AS」，[フレーム] 男性用，樹脂フレーム，中級品，加工料を含む,"[lens] plastic lenses，non-spherical lenses，for myopia，refractive index 1.60，UV protection，untinted，""HOYA NULUX""，""SEIKO Super Luscious UV"" or ""Nikon Lite 3-AS""，[frame] for men，plastic frames，medium quality，including conversion costs",1式,1 set,,"24,655","24,102","24,102","24,102","24,718","24,718","24,718","24,718","24,635","25,013","25,013","25,013","25,013"
保健医療,Medical care,保健医療サービス,Medical services,1,診療代（国民健康保険）,Medical treatment (National health insurance) 3),国民健康保険，被保険者の一部負担金の割合（6歳未満及び70歳以上を除く）,National health insurance，(National health insurance),1回／パーセント,once／In %,,30,30,30,30,30,30,30,30,30,30,30,30,30
交通・通信,Transportation & communication,交通,Public transportation,1,タクシー代,Taxi fares ,4km，昼,4km，diurnal,1回,once,,"1,450","1,450","1,450","1,450","1,450","1,450","1,450","1,450","1,450","1,450","1,450","1,450","1,450"
交通・通信,Transportation & communication,自動車等関係費,Private transportation,1,ガソリン,Gasoline,レギュラーガソリン，セルフサービス式を除く,Regular，excluding self-service,1L,1L,,132,128,127,132,132,131,130,130,130,130,133,138,139
交通・通信,Transportation & communication,自動車等関係費,Private transportation,2,車庫借料,Garage rental charges,"月極駐車料金, 屋根なし駐車場, アスファルト舗装, 小型自動車",Monthly contract，no roof garage，asphalted，small motor vehicle,1か月,1 month,,"26,738","26,576","26,576","26,576","26,792","26,792","26,792","26,792","26,792","26,792","26,792","26,792","26,792"
交通・通信,Transportation & communication,通信,Communication,1,通信料,Telephone charges ,固定電話，加入電話，住宅用，回線使用料，ユニバーサルサービス料を含む,Fixed-line phone，subscribed phone，for domestic use，access charges，including the universal service charges,1か月,1 month,,"1,839","1,838","1,838","1,838","1,838","1,838","1,838","1,839","1,839","1,839","1,839","1,839","1,839"
交通・通信,Transportation & communication,通信,Communication,2,携帯電話機,Mobile phones ,NTTドコモ，スマートフォン，[OS（基本ソフト）] iOS 11，[CPU] A11 Bionicチップ，[記憶容量] 64GB，[ディスプレイ] Retina HD（サイズ：4.7インチ），機種変更，オプション未加入，一括払い，「ドコモ iPhone 8」,"NTT Docomo，smartphone，[OS] iOS 11，[CPU] A11 Bionic chip，[Capacity] 64GB，[Display] Retina HD (size: 4.7 inches)，model change，option non-participation，lump-sum payment，""Docomo iPhone 8""",1台,1 set,※ 10月 Oct.,"88,992","93,960","93,960","93,960","93,960","93,960","93,960","93,960","93,960","93,960","*88,776","89,424","88,776"
交通・通信,Transportation & communication,通信,Communication,3,携帯電話機,Mobile phones ,KDDI（au）又は沖縄セルラー，スマートフォン，[OS（基本ソフト）] iOS 11，[CPU] A11 Bionicチップ，[記憶容量] 64GB，[ディスプレイ] Retina HD（サイズ：4.7インチ），機種変更，オプション未加入，一括払い，「au iPhone 8」,"KDDI (au) or ""OKINAWA‐CELLULAR""，smartphone，[OS] iOS 11，[CPU] A11 Bionic chip，[Capacity] 64GB，[Display] Retina HD (size: 4.7 inches)，model change，option non-participation，lump-sum payment，""au iPhone 8",1台,1 set,※ 10月 Oct.,"91,440","90,720","90,720","90,720","90,720","90,720","90,720","90,720","90,720","76,320","*91,440","91,440","91,440"
交通・通信,Transportation & communication,通信,Communication,4,携帯電話機,Mobile phones ,ソフトバンク，スマートフォン，[OS（基本ソフト）] iOS 11，[CPU] A11 Bionicチップ，[記憶容量] 64GB，[ディスプレイ] Retina HD（サイズ：4.7インチ），機種変更，一括払い，「ソフトバンク iPhone 8」,"Softbank，smartphone，[OS] iOS 11，[CPU] A11 Bionic chip，[Capacity] 64GB，[Display] Retina HD (size: 4.7 inches)，model change，lump-sum payment，""Softbank iPhone 8""",1台,1 set,※ 10月 Oct.,"94,320","99,840","99,360","99,360","99,360","99,360","99,360","99,360","99,360","99,360","*94,320","94,320","94,320"
教育,Education,授業料等,School fees,1,大学（私立） 1),College and university (Private) 1),昼間部，法文経系,Daytime，Law，literature and economic course,1か年,1 year,,"779,906",-,-,-,"779,906",-,-,-,-,-,-,-,-
教育,Education,授業料等,School fees,2,高等学校（私立）,High school (Private),全日制，普通科,Daytime，General course,1か年,1 year,,"432,487",-,-,-,"432,487",-,-,-,-,-,-,-,-
教養娯楽,Culture & recreation,教養娯楽用耐久財,Recreational durable goods,1,テレビ,TV sets,液晶テレビ，32V型，地上デジタルチューナー2基内蔵，ハイビジョン対応パネル，LEDバックライト搭載，特殊機能付きは除く,LCD，32V type，2 built-in digital terrestrial television tuners，acceptable the high-definition television panel，LED back light loading，without special function,1台,1 set,,"49,952","50,853","50,647","47,717","50,643","48,812","45,943","47,279","44,395","51,962","53,973","55,288","51,909"
教養娯楽,Culture & recreation,教養娯楽サービス,Recreational services,1,映画観覧料,Admission to movies 3),一般,For adults,1回,once,,"1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800"
諸雑費,Miscellaneous,理美容サービス,Personal care services,1,理髪料,Men's haircut charges,"総合調髪, 男性（高校生以下を除く）",General trim，for men (excluding ones under high school students age),1回,once,,"3,802","3,805","3,805","3,805","3,805","3,801","3,801","3,801","3,801","3,801","3,801","3,801","3,801"
諸雑費,Miscellaneous,理美容サービス,Personal care services,2,パーマネント代,Permanent wave charges,"パーマネント（シャンプー, カット, ブロー又はセット込み）, ショート,女性（高校生以下を除く）",Permanent wave (including shampoo，haircut and blow or set)，short，for women (excluding ones under high school students age),1回,once,,"8,647","8,614","8,614","8,614","8,665","8,665","8,665","8,665","8,665","8,691","8,636","8,636","8,636"
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 ) 13 　物価・地価 13   PRICES,,,,,,,,,,,,,,,,,,,,,,,,
13-3 東京都区部の主要品目小売価格 （平成29年） 13-3 RETAIL PRICES OF PRINCIPAL ITEMS IN KU-AREA OF TOKYO ( 2017 ),,,,,,,,,,,,,,,,,,,,,,,,
この表は小売物価統計調査の結果であり，調査日は毎月12日を含む週の水曜日，木曜日及び金曜日のいずれか1日を調査日とする。ただし，生鮮食品は，上旬，中旬，下旬の3旬別に調査を行い（旬別調査），それぞれ，5日，12日及び22日を含む週の水曜日，木曜日又は金曜日のいずれか1日を調査日とする。短期間の特売価格や棚ざらい，在庫一掃セール等の特売価格は，原則として調査しない。また，生鮮食品は，調査日とその前2日間（計3日間）の中値を調査する。,,,,,,,,,,,,,,,,,,,,,,,,
This table shows the results of the Retail Price Survey，conducted on either Wednesday，Thursday，or Friday of the week that includes the 12th of the month. However，for fresh foods，the survey is conducted three times on either Wednesday，Thursday，or Friday of the weeks including the 5th，12th，and 22nd. In principle，prices from short-term bargain，discount，or clearance sales are not surveyed. For fresh foods，the median prices of three consecutive days (the survey date and two days prior to it) are surveyed.,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 東京都全体の数値。,,,,,,,,,,,,,,,,,,,,,,,,
2) ※印月から基本銘柄改正。,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) The average of all universities that meet the criteria in Tokyo.,,,,,,,,,,,,,,,,,,,,,,,,
2) ※ indicates the month when the basic criteria were revised.,,,,,,,,,,,,,,,,,,,,,,,,
資料：総務省 「小売物価統計調査年報」 Source: Ministry of Internal Affairs and Communications,,,,,,,,,,,,,,,,,,,,,,,,
（単位　　円） (In yen),,,,,,,,,,,,,,,,,,,,,,,,
