職種別～４系列職種+１１職種,年齢（歳）,高校卒／扶養家族数（人）,高校卒／集計企業数（社）,高校卒／所定時間内賃金（円）,高校卒／上昇係数,高専・短大卒／扶養家族数（人）,高専・短大卒／集計企業数（社）,高専・短大卒／所定時間内賃金（円）,高専・短大卒／上昇係数,専門学校卒／扶養家族数（人）,専門学校卒／集計企業数（社）,専門学校卒／所定時間内賃金（円）,専門学校卒／上昇係数,大学卒／扶養家族数（人）,大学卒／集計企業数（社）,大学卒／所定時間内賃金（円）,大学卒／上昇係数
[(１)営業],20,0,57,195451,101.8,0,140,203626,100,0,141,204068,100,-,-,-,-
[(１)営業],22,0,51,208047,108.3,0,50,208884,102.6,0,50,211620,103.7,0,189,220558,100
[(１)営業],25,0,51,225794,117.6,0,47,226553,111.3,0,46,230661,113,0,71,240963,109.3
[(１)営業],30,2,54,266789,138.9,2,49,262676,129,2,47,266332,130.5,2,72,280757,127.3
[(１)営業],35,3,48,301044,156.8,3,46,301302,148,3,42,306898,150.4,3,62,331785,150.4
[(１)営業],40,3,46,331941,172.8,3,44,337320,165.7,3,41,342812,168,3,65,380455,172.5
[(１)営業],45,3,46,357878,186.3,3,44,361507,177.5,3,42,370067,181.3,3,60,420360,190.6
[(１)営業],50,3,44,385348,200.7,3,43,391153,192.1,3,41,400920,196.5,3,61,457198,207.3
[(１)営業],55,2,43,404942,210.9,2,42,409757,201.2,2,39,423662,207.6,2,58,486033,220.4
[(１)営業],60,1,43,400830,208.7,1,41,407080,199.9,1,39,421341,206.5,1,56,487155,220.9
[(２)販売],18,0,47,200151,100,-,-,-,-,-,-,-,-,-,-,-,-
[(２)販売],20,0,14,214000,106.9,0,44,206189,100,0,47,209491,100,-,-,-,-
[(２)販売],22,0,12,223500,111.7,0,10,217700,105.6,0,10,218200,104.2,0,47,216357,100
[(２)販売],25,0,11,235636,117.7,0,9,237444,115.2,0,10,238700,113.9,0,9,235333,108.8
[(２)販売],30,2,10,250300,125.1,2,8,247250,119.9,2,8,247250,118,2,8,248750,115
[(２)販売],35,3,11,271182,135.5,3,8,269125,130.5,3,8,269125,128.5,3,8,272125,125.8
[(２)販売],40,3,11,281273,140.5,3,8,279750,135.7,3,8,279750,133.5,3,9,297111,137.3
[(２)販売],45,3,10,283000,141.4,3,7,281143,136.4,3,7,281143,134.2,3,7,290857,134.4
[(２)販売],50,3,9,293556,146.7,3,6,298000,144.5,3,6,298000,142.2,3,6,309667,143.1
[(２)販売],55,2,8,296000,147.9,2,6,308000,149.4,2,6,308000,147,2,6,319667,147.7
[(２)販売],60,1,9,283667,141.7,1,6,293000,142.1,1,6,293000,139.9,1,7,297429,137.5
[事務系],18,0,201,192238,100,-,-,-,-,-,-,-,-,-,-,-,-
[事務系],20,0,69,196607,102.3,0,187,202950,100,0,188,203927,100,-,-,-,-
[事務系],22,0,64,207306,107.8,0,60,208562,102.8,0,57,212232,104.1,0,233,218912,100
[事務系],25,0,64,223941,116.5,0,58,224705,110.7,0,54,226326,111,0,82,239909,109.6
[事務系],30,2,65,262945,136.8,2,58,258619,127.4,2,54,260667,127.8,2,83,273184,124.8
[事務系],35,3,62,295042,153.5,3,56,294527,145.1,3,51,298037,146.1,3,74,319772,146.1
[事務系],40,3,63,326894,170,3,56,330266,162.7,3,51,334343,164,3,75,365459,166.9
[事務系],45,3,62,350287,182.2,3,56,353504,174.2,3,52,359213,176.1,3,73,401011,183.2
[事務系],50,3,61,374931,195,3,56,379311,186.9,3,52,385012,188.8,3,72,431067,196.9
[事務系],55,2,60,392075,204,2,55,393253,193.8,2,50,399378,195.8,2,71,453980,207.4
[事務系],60,1,59,390873,203.3,1,54,392633,193.5,1,49,399392,195.9,1,66,452250,206.6
[(３)一般事務],18,0,163,192862,100,-,-,-,-,-,-,-,-,-,-,-,-
[(３)一般事務],20,0,54,198230,102.8,0,148,203327,100,0,150,204325,100,-,-,-,-
[(３)一般事務],22,0,51,208665,108.2,0,48,210646,103.6,0,44,211584,103.6,0,188,218528,100
[(３)一般事務],25,0,51,225871,117.1,0,47,227002,111.6,0,44,227911,111.5,0,65,237991,108.9
[(３)一般事務],30,2,51,267692,138.8,2,46,264383,130,2,43,265521,130,2,65,272222,124.6
[(３)一般事務],35,3,49,303027,157.1,3,45,303500,149.3,3,42,304812,149.2,3,59,320802,146.8
[(３)一般事務],40,3,50,336298,174.4,3,45,340956,167.7,3,42,343581,168.2,3,60,364790,166.9
[(３)一般事務],45,3,48,362506,188,3,44,365807,179.9,3,42,369783,181,3,57,402402,184.1
[(３)一般事務],50,3,48,385540,199.9,3,45,389300,191.5,3,43,393458,192.6,3,57,429658,196.6
[(３)一般事務],55,2,47,405300,210.2,2,44,404420,198.9,2,41,408573,200,2,56,454073,207.8
[(３)一般事務],60,1,46,402991,209,1,43,402984,198.2,1,40,406608,199,1,52,455025,208.2
[(４)会計事務],18,0,65,194760,100,-,-,-,-,-,-,-,-,-,-,-,-
[(４)会計事務],20,0,28,200575,103,0,60,203380,100,0,59,203037,100,-,-,-,-
[(４)会計事務],22,0,25,211780,108.7,0,24,213438,104.9,0,23,216891,106.8,0,77,217364,100
[(４)会計事務],25,0,25,227272,116.7,0,23,229543,112.9,0,22,231114,113.8,0,34,237353,109.2
[(４)会計事務],30,2,25,263136,135.1,2,23,260396,128,2,22,262005,129,2,33,270833,124.6
[(４)会計事務],35,3,25,295920,151.9,3,23,296470,145.8,3,22,298536,147,3,30,305737,140.7
[(４)会計事務],40,3,25,325724,167.2,3,23,333761,164.1,3,22,336614,165.8,3,29,347145,159.7
[(４)会計事務],45,3,24,352017,180.7,3,22,354191,174.2,3,21,357438,176,3,29,372038,171.2
[(４)会計事務],50,3,23,381557,195.9,3,22,383691,188.7,3,21,387390,190.8,3,28,408207,187.8
[(４)会計事務],55,2,23,397704,204.2,2,22,400268,196.8,2,21,404233,199.1,2,28,431700,198.6
[(４)会計事務],60,1,23,394230,202.4,1,21,399967,196.7,1,20,403515,198.7,1,26,444012,204.3
[(５)営業事務・販売事務],18,0,71,192276,100,-,-,-,-,-,-,-,-,-,-,-,-
[(５)営業事務・販売事務],20,0,25,195436,101.6,0,71,203308,100,0,71,204113,100,-,-,-,-
[(５)営業事務・販売事務],22,0,23,208030,108.2,0,23,208770,102.7,0,23,217022,106.3,0,91,219471,100
[(５)営業事務・販売事務],25,0,23,226000,117.5,0,22,227573,111.9,0,20,231065,113.2,0,32,243388,110.9
[(５)営業事務・販売事務],30,2,24,265167,137.9,2,23,260974,128.4,2,21,265605,130.1,2,34,285762,130.2
[(５)営業事務・販売事務],35,3,23,298304,155.1,3,22,298105,146.6,3,19,307847,150.8,3,30,339583,154.7
[(５)営業事務・販売事務],40,3,23,334752,174.1,3,22,334427,164.5,3,19,343979,168.5,3,30,391313,178.3
[(５)営業事務・販売事務],45,3,23,359965,187.2,3,23,359935,177,3,20,370500,181.5,3,31,435081,198.2
[(５)営業事務・販売事務],50,3,22,399832,207.9,3,22,400018,196.8,3,19,413074,202.4,3,29,472059,215.1
[(５)営業事務・販売事務],55,2,22,415700,216.2,2,22,417523,205.4,2,19,432184,211.7,2,30,500370,228
[(５)営業事務・販売事務],60,1,21,417552,217.2,1,21,420810,207,1,18,437778,214.5,1,27,503000,229.2
[技術系],18,0,124,195463,100,-,-,-,-,-,-,-,-,-,-,-,-
[技術系],20,0,49,199014,101.8,0,122,207557,100,0,125,207789,100,-,-,-,-
[技術系],22,0,47,210034,107.5,0,42,210107,101.2,0,44,212505,102.3,0,144,221696,100
[技術系],25,0,47,227119,116.2,0,40,226718,109.2,0,43,228498,110,0,59,237554,107.2
[技術系],30,2,45,263349,134.7,2,39,263692,127,2,42,269379,129.6,2,58,275340,124.2
[技術系],35,3,48,304635,155.9,3,40,299763,144.4,3,39,302041,145.4,3,55,315016,142.1
[技術系],40,3,45,325916,166.7,3,39,335815,161.8,3,40,344148,165.6,3,55,365102,164.7
[技術系],45,3,43,361063,184.7,3,37,364735,175.7,3,39,370118,178.1,3,50,396700,178.9
[技術系],50,3,42,392600,200.9,3,37,394011,189.8,3,38,401826,193.4,3,51,433376,195.5
[技術系],55,2,41,405993,207.7,2,36,411750,198.4,2,37,429984,206.9,2,49,462180,208.5
[技術系],60,1,40,409115,209.3,1,35,417677,201.2,1,35,423089,203.6,1,45,449382,202.7
[(６)機械技術],18,0,34,193418,100,-,-,-,-,-,-,-,-,-,-,-,-
[(６)機械技術],20,0,12,198225,102.5,0,33,208015,100,0,30,208780,100,-,-,-,-
[(６)機械技術],22,0,11,209273,108.2,0,10,214380,103.1,0,10,219700,105.2,0,39,218177,100
[(６)機械技術],25,0,12,224350,116,0,9,231167,111.1,0,9,231833,111,0,14,230814,105.8
[(６)機械技術],30,2,12,260850,134.9,2,9,260589,125.3,2,10,275130,131.8,2,15,263600,120.8
[(６)機械技術],35,3,14,301950,156.1,3,10,292200,140.5,3,9,290778,139.3,3,14,301500,138.2
[(６)機械技術],40,3,11,306891,158.7,3,9,326444,156.9,3,10,350300,167.8,3,12,334917,153.5
[(６)機械技術],45,3,10,332320,171.8,3,8,339238,163.1,3,9,347878,166.6,3,10,343590,157.5
[(６)機械技術],50,3,10,399770,206.7,3,8,371838,178.8,3,8,371838,178.1,3,11,403727,185
[(６)機械技術],55,2,9,375189,194,2,7,381100,183.2,2,8,415963,199.2,2,9,413356,189.5
[(６)機械技術],60,1,9,379733,196.3,1,7,384957,185.1,1,7,384957,184.4,1,9,403689,185
[(７)電気技術],18,0,28,191125,100,-,-,-,-,-,-,-,-,-,-,-,-
[(７)電気技術],20,0,14,198407,103.8,0,24,202921,100,0,25,202944,100,-,-,-,-
[(７)電気技術],22,0,11,209273,109.5,0,10,205510,101.3,0,10,209760,103.4,0,29,213148,100
[(７)電気技術],25,0,11,224645,117.5,0,8,220075,108.5,0,8,219513,108.2,0,11,226409,106.2
[(７)電気技術],30,2,11,256509,134.2,2,8,259513,127.9,2,8,254200,125.3,2,9,264456,124.1
[(７)電気技術],35,3,11,307927,161.1,3,8,312013,153.8,3,8,306325,150.9,3,9,317733,149.1
[(７)電気技術],40,3,11,338127,176.9,3,8,361688,178.2,3,8,355625,175.2,3,9,374333,175.6
[(７)電気技術],45,3,11,379873,198.8,3,7,395686,195,3,7,388900,191.6,3,7,388257,182.2
[(７)電気技術],50,3,10,409590,214.3,3,7,426257,210.1,3,7,419757,206.8,3,8,449325,210.8
[(７)電気技術],55,2,10,450560,235.7,2,7,480643,236.9,2,7,474429,233.8,2,7,478714,224.6
[(７)電気技術],60,1,10,444810,232.7,1,6,489017,241,1,6,482100,237.6,1,6,487100,228.5
[(８)情報処理技術],18,0,24,198767,100,-,-,-,-,-,-,-,-,-,-,-,-
[(８)情報処理技術],20,0,7,189629,95.4,0,29,211131,100,0,30,209327,100,-,-,-,-
[(８)情報処理技術],22,0,7,206986,104.1,0,9,208300,98.7,0,10,214470,102.5,0,40,229818,100
[(８)情報処理技術],25,0,7,234371,117.9,0,9,233378,110.5,0,10,232090,110.9,0,19,248679,108.2
[(８)情報処理技術],30,2,6,324250,163.1,2,8,299363,141.8,2,8,299363,143,2,18,299456,130.3
[(８)情報処理技術],35,3,6,400717,201.6,3,8,368088,174.3,3,8,368088,175.8,3,16,363369,158.1
[(８)情報処理技術],40,3,6,464917,233.9,3,8,437163,207.1,3,8,437163,208.8,3,19,425811,185.3
[(８)情報処理技術],45,3,6,504867,254,3,8,473763,224.4,3,9,455567,217.6,3,16,494169,215
[(８)情報処理技術],50,3,6,544867,274.1,3,8,510488,241.8,3,9,504333,240.9,3,17,510541,222.2
[(８)情報処理技術],55,2,6,553850,278.6,2,8,512925,242.9,2,8,512925,245,2,16,550000,239.3
[(８)情報処理技術],60,1,6,554633,279,1,8,512175,242.6,1,8,512175,244.7,1,14,521229,226.8
[(９)その他の技術],18,0,63,195722,100,-,-,-,-,-,-,-,-,-,-,-,-
[(９)その他の技術],20,0,26,197292,100.8,0,60,205937,100,0,64,207319,100,-,-,-,-
[(９)その他の技術],22,0,26,207308,105.9,0,23,206435,100.2,0,24,206583,99.6,0,64,220148,100
[(９)その他の技術],25,0,25,222576,113.7,0,22,220114,106.9,0,24,224050,108.1,0,26,231904,105.3
[(９)その他の技術],30,2,23,251704,128.6,2,21,250767,121.8,2,23,257935,124.4,2,24,264308,120.1
[(９)その他の技術],35,3,24,283563,144.9,3,21,279443,135.7,3,21,286090,138,3,24,293963,133.5
[(９)その他の技術],40,3,24,300683,153.6,3,21,303010,147.1,3,21,310752,149.9,3,23,332357,151
[(９)その他の技術],45,3,23,333274,170.3,3,20,329465,160,3,20,342460,165.2,3,23,355196,161.3
[(９)その他の技術],50,3,22,348282,177.9,3,20,354745,172.3,3,20,368815,177.9,3,22,386391,175.5
[(９)その他の技術],55,2,22,368432,188.2,2,20,368785,179.1,2,20,392280,189.2,2,23,412778,187.5
[(９)その他の技術],60,1,22,373314,190.7,1,20,379490,184.3,1,20,391035,188.6,1,22,413477,187.8
[生産系],18,0,118,192464,100,-,-,-,-,-,-,-,-,-,-,-,-
[生産系],20,0,43,199286,103.5,0,103,203995,100,0,103,204622,100,-,-,-,-
[生産系],22,0,40,210123,109.2,0,33,211967,103.9,0,30,214297,104.7,0,107,215645,100
[生産系],25,0,40,223210,116,0,31,223868,109.7,0,28,226068,110.5,0,35,235994,109.4
[生産系],30,2,41,256846,133.5,2,31,250548,122.8,2,28,251857,123.1,2,33,264558,122.7
[生産系],35,3,41,279720,145.3,3,31,279158,136.8,3,27,280956,137.3,3,31,297371,137.9
[生産系],40,3,39,301003,156.4,3,30,302153,148.1,3,27,307948,150.5,3,30,330753,153.4
[生産系],45,3,39,317792,165.1,3,30,314017,153.9,3,28,322446,157.6,3,30,347350,161.1
[生産系],50,3,37,337351,175.3,3,29,335452,164.4,3,26,341888,167.1,3,29,371883,172.5
[生産系],55,2,36,356342,185.1,2,29,349669,171.4,2,26,359054,175.5,2,29,386617,179.3
[生産系],60,1,37,345662,179.6,1,28,340346,166.8,1,25,346708,169.4,1,27,380230,176.3
[(10)生産・作業],18,0,102,191122,100,-,-,-,-,-,-,-,-,-,-,-,-
[(10)生産・作業],20,0,36,194303,101.7,0,89,202339,100,0,89,202517,100,-,-,-,-
[(10)生産・作業],22,0,33,205812,107.7,0,27,206981,102.3,0,24,209271,103.3,0,93,214318,100
[(10)生産・作業],25,0,33,220676,115.5,0,25,219812,108.6,0,22,222059,109.6,0,27,233526,109
[(10)生産・作業],30,2,34,257903,134.9,2,26,251000,124,2,23,252652,124.8,2,26,263823,123.1
[(10)生産・作業],35,3,34,284559,148.9,3,25,285216,141,3,21,288681,142.5,3,24,301500,140.7
[(10)生産・作業],40,3,32,310300,162.4,3,24,313963,155.2,3,21,323100,159.5,3,23,341048,159.1
[(10)生産・作業],45,3,32,330125,172.7,3,24,328775,162.5,3,22,340845,168.3,3,23,359635,167.8
[(10)生産・作業],50,3,30,354903,185.7,3,23,356226,176.1,3,20,367710,181.6,3,22,390032,182
[(10)生産・作業],55,2,30,375230,196.3,2,23,374565,185.1,2,20,390500,192.8,2,22,408659,190.7
[(10)生産・作業],60,1,30,365787,191.4,1,22,364264,180,1,19,376411,185.9,1,20,402115,187.6
[(11)運転・運搬],18,0,24,199388,100,-,-,-,-,-,-,-,-,-,-,-,-
[(11)運転・運搬],20,0,9,218933,109.8,0,22,211018,100,0,22,213691,100,-,-,-,-
[(11)運転・運搬],22,0,9,224789,112.7,0,8,227050,107.6,0,8,227050,106.3,0,22,220295,100
[(11)運転・運搬],25,0,9,230789,115.7,0,8,234450,111.1,0,8,234450,109.7,0,9,245067,111.2
[(11)運転・運搬],30,2,10,247800,124.3,2,8,245875,116.5,2,8,245875,115.1,2,9,268556,121.9
[(11)運転・運搬],35,3,9,254944,127.9,3,8,253063,119.9,3,7,263500,123.3,3,8,287938,130.7
[(11)運転・運搬],40,3,9,260700,130.8,3,8,258288,122.4,3,7,269471,126.1,3,8,304413,138.2
[(11)運転・運搬],45,3,10,270250,135.5,3,9,269167,127.6,3,8,280313,131.2,3,9,319056,144.8
[(11)運転・運搬],50,3,9,271478,136.2,3,8,267913,127,3,7,280471,131.3,3,8,329038,149.4
[(11)運転・運搬],55,2,8,276950,138.9,2,8,269950,127.9,2,7,284229,133,2,8,335700,152.4
[(11)運転・運搬],60,1,9,277322,139.1,1,8,274488,130.1,1,7,287986,134.8,1,8,340488,154.6
