産業分類階層,産業コード,産業中分類,従業者規模階層,従業者規模コード,従業者規模,事業所数,敷地面積(m2),総用水量(m3／日),淡水水源別用水量／公共水道／工業用水道(m3／日),淡水水源別用水量／公共水道／上水道(m3／日),淡水水源別用水量／井戸水(m3／日),淡水水源別用水量／その他の淡水(m3／日)
1,15,印刷・同関連業,1,05,300～499人,6,91239,348,33,241,70,4
1,15,印刷・同関連業,1,06,500～999人,2,x,x,x,x,-,x
1,15,印刷・同関連業,1,07,1000人以上,4,130372,464,138,326,-,-
1,16,化学工業,0,00,総数,63,550842,5593,1575,3054,962,2
1,16,化学工業,1,01,30～49人,22,114863,991,73,336,582,-
1,16,化学工業,1,02,50～99人,26,137516,1133,566,462,103,2
1,16,化学工業,1,03,100～199人,7,58112,325,27,298,-,-
1,16,化学工業,1,04,200～299人,4,93553,547,53,478,16,-
1,16,化学工業,1,05,300～499人,2,x,x,x,x,x,-
1,16,化学工業,1,06,500～999人,1,x,x,x,x,x,-
1,16,化学工業,1,07,1000人以上,1,x,x,x,x,-,-
1,17,石油製品・石炭製品製造業,0,00,総数,2,x,x,-,x,-,-
1,17,石油製品・石炭製品製造業,1,01,30～49人,1,x,x,-,x,-,-
1,17,石油製品・石炭製品製造業,1,02,50～99人,1,x,x,-,x,-,-
1,18,プラスチック製品製造業（別掲を除く）,0,00,総数,44,132853,531,39,481,10,1
1,18,プラスチック製品製造業（別掲を除く）,1,01,30～49人,25,55033,291,1,289,-,1
1,18,プラスチック製品製造業（別掲を除く）,1,02,50～99人,18,x,x,x,x,10,-
1,18,プラスチック製品製造業（別掲を除く）,1,03,100～199人,1,x,x,x,x,-,-
1,19,ゴム製品製造業,0,00,総数,11,347313,265,x,165,x,-
1,19,ゴム製品製造業,1,01,30～49人,7,11970,87,x,x,-,-
1,19,ゴム製品製造業,1,02,50～99人,3,x,x,-,x,x,-
1,19,ゴム製品製造業,1,04,200～299人,1,x,x,-,-,x,-
1,20,なめし革・同製品・毛皮製造業,0,00,総数,18,17788,62,-,61,-,1
1,20,なめし革・同製品・毛皮製造業,1,01,30～49人,11,6122,25,-,25,-,-
1,20,なめし革・同製品・毛皮製造業,1,02,50～99人,5,x,x,-,x,-,1
1,20,なめし革・同製品・毛皮製造業,1,03,100～199人,1,x,x,-,x,-,-
1,20,なめし革・同製品・毛皮製造業,1,06,500～999人,1,x,x,-,x,-,-
1,21,窯業・土石製品製造業,0,00,総数,18,293499,2126,211,969,946,-
1,21,窯業・土石製品製造業,1,01,30～49人,8,37997,347,14,282,51,-
1,21,窯業・土石製品製造業,1,02,50～99人,5,140366,1121,100,500,521,-
1,21,窯業・土石製品製造業,1,03,100～199人,3,x,x,x,x,x,-
1,21,窯業・土石製品製造業,1,04,200～299人,2,x,x,x,x,x,-
1,22,鉄鋼業,0,00,総数,15,372337,3442,2936,477,28,1
1,22,鉄鋼業,1,01,30～49人,5,26665,51,-,x,x,1
1,22,鉄鋼業,1,02,50～99人,4,x,x,x,x,-,-
1,22,鉄鋼業,1,03,100～199人,4,96099,1598,1486,112,-,-
1,22,鉄鋼業,1,04,200～299人,1,x,x,-,x,x,-
1,22,鉄鋼業,1,05,300～499人,1,x,x,x,x,-,-
1,23,非鉄金属製造業,0,00,総数,16,130495,708,-,230,478,-
1,23,非鉄金属製造業,1,01,30～49人,6,33384,88,-,78,10,-
1,23,非鉄金属製造業,1,02,50～99人,6,59817,56,-,41,15,-
1,23,非鉄金属製造業,1,03,100～199人,3,x,x,-,x,453,-
1,23,非鉄金属製造業,1,05,300～499人,1,x,x,-,x,-,-
1,24,金属製品製造業,0,00,総数,83,241512,2956,150,2080,723,3
1,24,金属製品製造業,1,01,30～49人,47,73652,672,102,517,50,3
1,24,金属製品製造業,1,02,50～99人,28,87263,1383,48,1129,206,-
1,24,金属製品製造業,1,03,100～199人,7,x,x,-,x,x,-
1,24,金属製品製造業,1,05,300～499人,1,x,x,-,x,x,-
1,25,はん用機械器具製造業,0,00,総数,46,298797,811,326,371,112,2
1,25,はん用機械器具製造業,1,01,30～49人,23,36859,66,2,62,-,2
1,25,はん用機械器具製造業,1,02,50～99人,12,26418,57,-,47,10,-
1,25,はん用機械器具製造業,1,03,100～199人,8,65113,190,-,190,-,-
1,25,はん用機械器具製造業,1,05,300～499人,2,x,x,x,x,x,-
1,25,はん用機械器具製造業,1,06,500～999人,1,x,x,x,x,x,-
1,26,生産用機械器具製造業,0,00,総数,103,481652,1298,50,651,596,1
1,26,生産用機械器具製造業,1,01,30～49人,58,141641,250,14,235,-,1
1,26,生産用機械器具製造業,1,02,50～99人,32,135729,135,-,135,-,-
1,26,生産用機械器具製造業,1,03,100～199人,9,97466,157,-,157,-,-
1,26,生産用機械器具製造業,1,04,200～299人,2,x,x,x,x,x,-
1,26,生産用機械器具製造業,1,05,300～499人,1,x,x,x,-,-,-
1,26,生産用機械器具製造業,1,07,1000人以上,1,x,x,-,x,x,-
1,27,業務用機械器具製造業,0,00,総数,91,232436,1125,89,997,31,8
1,27,業務用機械器具製造業,1,01,30～49人,48,53646,388,-,380,-,8
1,27,業務用機械器具製造業,1,02,50～99人,25,40985,159,44,115,-,-
1,27,業務用機械器具製造業,1,03,100～199人,9,32416,58,-,58,-,-
1,27,業務用機械器具製造業,1,04,200～299人,4,27034,107,-,76,31,-
1,27,業務用機械器具製造業,1,05,300～499人,2,x,x,-,x,-,-
1,27,業務用機械器具製造業,1,06,500～999人,3,x,x,45,x,-,-
1,28,電子部品・デバイス・電子回路製造業,0,00,総数,52,496265,4000,1200,1065,1735,-
1,28,電子部品・デバイス・電子回路製造業,1,01,30～49人,23,31023,515,-,490,25,-
1,28,電子部品・デバイス・電子回路製造業,1,02,50～99人,15,41344,479,-,208,271,-
1,28,電子部品・デバイス・電子回路製造業,1,03,100～199人,9,40680,486,-,298,188,-
1,28,電子部品・デバイス・電子回路製造業,1,04,200～299人,1,x,x,-,-,x,-
1,28,電子部品・デバイス・電子回路製造業,1,05,300～499人,1,x,x,-,x,x,-
1,28,電子部品・デバイス・電子回路製造業,1,06,500～999人,1,x,x,x,x,-,-
1,28,電子部品・デバイス・電子回路製造業,1,07,1000人以上,2,x,x,x,x,x,-
1,29,電気機械器具製造業,0,00,総数,116,1222921,4707,95,823,3566,223
1,29,電気機械器具製造業,1,01,30～49人,49,170924,429,95,238,7,89
1,29,電気機械器具製造業,1,02,50～99人,40,138643,349,-,184,161,4
1,29,電気機械器具製造業,1,03,100～199人,13,43712,150,-,145,-,5
1,29,電気機械器具製造業,1,04,200～299人,4,x,x,-,x,x,-
1,29,電気機械器具製造業,1,05,300～499人,2,x,x,-,x,x,-
1,29,電気機械器具製造業,1,06,500～999人,4,147646,1515,-,64,1326,125
1,29,電気機械器具製造業,1,07,1000人以上,4,608640,2067,-,75,1992,-
1,30,情報通信機械器具製造業,0,00,総数,33,363796,1631,-,236,1395,-
1,30,情報通信機械器具製造業,1,01,30～49人,8,11270,16,-,16,-,-
1,30,情報通信機械器具製造業,1,02,50～99人,12,18902,38,-,38,-,-
1,30,情報通信機械器具製造業,1,03,100～199人,9,36938,53,-,33,20,-
1,30,情報通信機械器具製造業,1,04,200～299人,1,x,x,-,x,x,-
1,30,情報通信機械器具製造業,1,06,500～999人,1,x,x,-,x,-,-
1,30,情報通信機械器具製造業,1,07,1000人以上,2,x,x,-,x,x,-
1,31,輸送用機械器具製造業,0,00,総数,64,1806557,5669,776,702,4183,8
1,31,輸送用機械器具製造業,1,01,30～49人,23,70316,125,-,109,10,6
1,31,輸送用機械器具製造業,1,02,50～99人,20,78850,336,12,314,8,2
1,31,輸送用機械器具製造業,1,03,100～199人,14,144771,292,67,202,23,-
1,31,輸送用機械器具製造業,1,04,200～299人,2,x,x,x,x,x,-
1,31,輸送用機械器具製造業,1,05,300～499人,1,x,x,x,x,-,-
1,31,輸送用機械器具製造業,1,06,500～999人,1,x,x,-,x,x,-
1,31,輸送用機械器具製造業,1,07,1000人以上,3,1384459,4063,690,5,3368,-
1,32,その他の製造業,0,00,総数,58,465468,630,12,520,74,24
1,32,その他の製造業,1,01,30～49人,31,40522,125,-,125,-,-
1,32,その他の製造業,1,02,50～99人,17,29893,314,12,261,17,24
1,32,その他の製造業,1,03,100～199人,7,369488,44,-,44,-,-
1,32,その他の製造業,1,04,200～299人,2,x,x,-,x,x,-
1,32,その他の製造業,1,07,1000人以上,1,x,x,-,x,x,-
,,,,,,,,,,,,
2020東京の工業　2020年工業統計調査報告（2019年実績）,,,,,,,,,,,,
第8-1表　産業中分類，従業者規模別工業用地及び工業用水統計表（従業者30人以上の事業所）,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,
従業者規模階層（0：総数　1：従業者規模）,,,,,,,,,,,,
