地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額(万円),在庫額／製造品／年初(万円),在庫額／製造品／年末(万円),在庫額／半製品及び仕掛品／年初(万円),在庫額／半製品及び仕掛品／年末(万円),在庫額／原材料及び燃料／年初(万円),在庫額／原材料及び燃料／年末(万円),有形固定資産額／年初現在高／土地(万円),有形固定資産額／年初現在高／土地以外(万円),有形固定資産額／取得額／土地(万円),有形固定資産額／取得額／土地以外／計(万円),有形固定資産額／取得額／土地以外／建物等(万円),有形固定資産額／取得額／土地以外／機械等(万円),有形固定資産額／取得額／土地以外／備品等(万円),有形固定資産額／除却額／土地(万円),有形固定資産額／除却額／土地以外(万円),有形固定資産額／減価償却額(万円),有形固定資産額／建設仮勘定／増(万円),有形固定資産額／建設仮勘定／減(万円),有形固定資産額／建設仮勘定／差引増減(万円),有形固定資産額／投資総額(万円)
2,13105,文京区,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13106,台東区,0,00,総数,14,855008,50396,51993,6866,5219,134810,131982,254014,185629,-,12564,671,6277,5616,-,383,17153,-,-,-,12564
2,13106,台東区,1,09,食料品製造業,4,x,x,x,x,x,x,x,x,x,-,47,47,-,-,-,49,x,-,-,-,47
2,13106,台東区,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13106,台東区,1,15,印刷・同関連業,4,301122,7042,5951,1614,1637,4711,4362,72268,32786,-,5746,624,1591,3531,-,258,4666,-,-,-,5746
2,13106,台東区,1,20,なめし革・同製品・毛皮製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13106,台東区,1,32,その他の製造業,4,200532,11523,13002,2145,999,65601,64366,129121,39478,-,6771,-,4686,2085,-,76,3505,-,-,-,6771
2,13107,墨田区,0,00,総数,47,18745245,502889,570556,314016,309242,338524,397600,1284864,2063871,23365,394864,90278,160563,144023,8119,57625,318756,570195,231365,338830,757059
2,13107,墨田区,1,09,食料品製造業,3,119099,1464,1630,106,148,1345,1309,4137,8735,-,3053,70,2650,333,-,317,4308,-,-,-,3053
2,13107,墨田区,1,14,パルプ・紙・紙加工品製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,x,x,-,x,x,-,x,x
2,13107,墨田区,1,15,印刷・同関連業,15,1668049,7281,6194,40965,43397,10793,14852,305678,285420,17220,38224,3221,26171,8832,-,26356,45348,2112,-,2112,57556
2,13107,墨田区,1,16,化学工業,7,11853285,106523,155458,66002,55491,167791,227231,199915,1002051,-,235852,38986,96222,100644,853,23392,174960,523966,217203,306763,542615
2,13107,墨田区,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13107,墨田区,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,x,-,-,-,x
2,13107,墨田区,1,20,なめし革・同製品・毛皮製造業,4,616097,49757,57119,18578,16406,20191,23726,85456,112926,-,24164,23833,239,92,-,103,7350,23833,-,23833,47997
2,13107,墨田区,1,21,窯業・土石製品製造業,3,355650,74076,62328,11010,5702,2388,2633,168167,126876,-,2728,898,1311,519,x,17,20418,5043,933,4110,6838
2,13107,墨田区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13107,墨田区,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13107,墨田区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13107,墨田区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13107,墨田区,1,27,業務用機械器具製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13107,墨田区,1,32,その他の製造業,3,96512,3816,4382,-,-,3767,4519,31103,27380,-,474,-,180,294,-,217,2941,820,-,820,1294
2,13108,江東区,0,00,総数,60,13596151,408661,405421,350527,352073,341631,341706,3054908,5407865,5655,607112,131720,414290,61102,37381,321557,513756,189090,161708,27382,640149
2,13108,江東区,1,09,食料品製造業,14,1800768,5881,6164,3048,3229,16006,13629,372805,416337,-,18424,7605,5023,5796,-,2102,34492,-,-,-,18424
2,13108,江東区,1,12,木材・木製品製造業（家具を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,-,x,-,-,-,x
2,13108,江東区,1,13,家具・装備品製造業,3,202648,5810,7113,7812,8873,12833,13564,121884,18436,-,884,167,-,717,-,-,2939,-,-,-,884
2,13108,江東区,1,14,パルプ・紙・紙加工品製造業,1,x,-,-,-,-,-,-,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13108,江東区,1,15,印刷・同関連業,20,3881672,11311,6791,32558,34303,31018,37204,931297,1391681,-,227791,18386,196625,12780,-,226399,200661,67658,71815,-4157,223634
2,13108,江東区,1,16,化学工業,2,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13108,江東区,1,18,プラスチック製品製造業（別掲を除く）,3,317082,14154,17093,10078,13571,4425,4068,122160,30369,-,6754,651,1366,4737,-,24,8309,218,-,218,6972
2,13108,江東区,1,21,窯業・土石製品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13108,江東区,1,22,鉄鋼業,3,1264874,38186,32926,11978,14147,52828,48964,5008,169211,-,13572,970,10775,1827,-,4797,12344,-,-,-,13572
2,13108,江東区,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13108,江東区,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13108,江東区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13108,江東区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13108,江東区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13108,江東区,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x,x,x,x
2,13109,品川区,0,00,総数,39,5821128,215007,336160,200272,168249,270586,278507,678525,995700,13481,165367,55320,74033,36014,171,16531,116162,28140,30220,-2080,176768
2,13109,品川区,1,09,食料品製造業,3,314826,2388,2750,632,642,5185,5053,15156,23945,-,2324,109,2092,123,-,-,2906,-,-,-,2324
2,13109,品川区,1,15,印刷・同関連業,5,372071,214,109,4219,4990,1572,1671,97814,82443,-,21337,6635,11393,3309,-,927,13166,-,-,-,21337
2,13109,品川区,1,16,化学工業,3,1300403,120703,236907,19981,21903,29318,33429,40922,183115,-,28728,4715,21625,2388,-,2005,29891,11806,11806,-,28728
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,3,222892,-,-,475,470,8701,8933,36511,28501,2000,21198,20215,649,334,-,13,6315,13,234,-221,22977
2,13109,品川区,1,24,金属製品製造業,2,x,x,-,-,-,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,26,生産用機械器具製造業,7,953582,31848,32796,63359,70064,20569,20551,149042,214366,x,49967,14544,20667,14756,171,3687,25649,16321,18180,-1859,x
2,13109,品川区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,29,電気機械器具製造業,7,595544,14103,9408,65101,44053,49743,49142,100702,173920,-,7277,3068,2399,1810,-,-,10045,-,-,-,7277
2,13109,品川区,1,31,輸送用機械器具製造業,5,866550,10508,12706,29257,6826,4359,3756,79989,67574,-,4555,829,1699,2027,-,9611,7608,-,-,-,4555
2,13110,目黒区,0,00,総数,20,2873497,130487,126503,173913,162225,259511,321328,402879,309750,-,58180,23553,13747,20880,-,2345,42520,8727,101,8626,66806
2,13110,目黒区,1,09,食料品製造業,4,608641,4576,2509,691,993,3685,4583,81153,133329,-,10769,3033,3735,4001,-,2002,11710,-,-,-,10769
2,13110,目黒区,1,13,家具・装備品製造業,1,x,-,-,-,-,-,-,-,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13110,目黒区,1,16,化学工業,1,x,-,x,-,x,-,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13110,目黒区,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13110,目黒区,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13110,目黒区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13110,目黒区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13110,目黒区,1,29,電気機械器具製造業,4,258410,14246,14028,26125,22320,5627,4637,95462,36489,-,8443,424,4769,3250,-,290,6265,-,101,-101,8342
2,13110,目黒区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13110,目黒区,1,32,その他の製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,0,00,総数,133,19623772,546988,567825,914074,973165,1146238,1099470,3979425,4337129,163728,763569,387107,287455,89007,225605,365938,553510,235462,306628,-71166,856131
2,13111,大田区,1,09,食料品製造業,9,3492656,114576,118263,6252,11648,334585,250877,218968,570615,-,67974,18531,40851,8592,-,9129,69732,26130,10972,15158,83132
2,13111,大田区,1,11,繊維工業,2,x,-,-,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,13,家具・装備品製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,-,-,x,x,x,x,x,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13111,大田区,1,15,印刷・同関連業,11,1049924,2183,4146,11672,28136,9058,8560,483876,310875,59343,168159,111158,49334,7667,141206,233853,32659,71186,166710,-95524,131978
2,13111,大田区,1,16,化学工業,7,2067705,23978,27570,21986,28966,165600,211991,168091,572338,7673,50201,6559,32900,10742,x,1626,74049,54109,8381,45728,103602
2,13111,大田区,1,17,石油製品・石炭製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,8,614153,69192,33204,12083,7963,15997,9210,303586,173260,-,26429,4088,15016,7325,49109,8977,37100,9066,6833,2233,28662
2,13111,大田区,1,19,ゴム製品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,21,窯業・土石製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13111,大田区,1,22,鉄鋼業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13111,大田区,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,x,x,x
2,13111,大田区,1,24,金属製品製造業,22,2733823,102828,114924,119343,140072,143912,133385,530672,734398,4760,90949,26953,46685,17311,-,2071,90138,30777,24753,6024,101733
2,13111,大田区,1,25,はん用機械器具製造業,10,1018172,12520,19054,167848,174100,31885,22036,122135,219058,39062,33024,13121,15808,4095,-,7466,26701,958,452,506,72592
2,13111,大田区,1,26,生産用機械器具製造業,24,2823849,77974,82868,215472,237701,98393,88998,809193,640920,43902,174086,142012,22758,9316,-,2025,79719,1437,62405,-60968,157020
2,13111,大田区,1,27,業務用機械器具製造業,5,739249,11574,11192,36171,37862,96284,99327,183719,94638,-,5399,207,2298,2894,-,1564,11730,-,-,-,5399
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13111,大田区,1,29,電気機械器具製造業,14,1594294,60207,60993,205727,183672,63758,67283,355030,209019,-,26936,11275,8874,6787,-,4651,25532,5908,5826,82,27018
2,13111,大田区,1,30,情報通信機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,31,輸送用機械器具製造業,3,359389,11641,16109,12546,15676,10943,11733,76169,177598,7995,19293,7059,11973,261,31701,18361,6199,12920,-,12920,40208
2,13111,大田区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13112,世田谷区,0,00,総数,12,989619,8508,9047,61444,107477,32538,47232,106106,130673,-,22896,3782,14121,4993,-,7,21279,-,-,-,22896
2,13112,世田谷区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13112,世田谷区,1,15,印刷・同関連業,3,118870,352,281,522,452,8133,7066,21637,8187,-,2242,37,2134,71,-,-,1918,-,-,-,2242
2,13112,世田谷区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13112,世田谷区,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13112,世田谷区,1,30,情報通信機械器具製造業,1,x,-,-,-,-,-,-,-,x,-,x,x,-,-,-,-,x,-,-,-,x
2,13112,世田谷区,1,32,その他の製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13113,渋谷区,0,00,総数,6,820646,5093,6365,14602,14820,10551,11287,208371,222996,-,9788,348,6713,2727,-,64,26996,-,-,-,9788
2,13113,渋谷区,1,15,印刷・同関連業,5,x,x,x,x,x,x,x,x,x,-,x,348,6713,x,-,64,x,-,-,-,x
2,13113,渋谷区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13114,中野区,0,00,総数,4,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13114,中野区,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,-,-,-,-,x
