地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等／総額(万円),原材料使用額等／うち原材料使用額(万円),原材料使用額等／うち燃料使用額(万円),原材料使用額等／うち電力使用額(万円),原材料使用額等／うち委託生産費(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(万円),粗付加価値額(万円)
0,13000,東京都,1,29,電気機械器具製造業,116,18674,15095,411,-,-,14601,12551,2158,1134,2326,1797,5,2,11477158,39213964,24867533,87857,333592,13042277,69114885,61050707,802188,575234,109,6686647,28989352,28903941
0,13000,東京都,1,30,情報通信機械器具製造業,33,6982,5744,204,-,-,5828,4940,471,215,887,778,60,26,4997440,25470918,22290533,18335,164947,2326162,45712480,39262122,194549,36403,-,6219406,16997390,18914266
0,13000,東京都,1,31,輸送用機械器具製造業,64,18240,15842,497,-,-,14763,13298,1776,1218,2198,1794,4,3,11864429,72761560,68917103,151194,402519,2207427,117642789,115447062,912988,30997,1970,1249772,41789858,41848287
0,13000,東京都,1,32,その他の製造業,58,4871,3315,62,-,-,3553,2788,1202,432,178,154,6,1,2486749,9257783,3423885,19761,79926,4055464,15130196,x,127599,x,166,2735417,5574142,5562034
1,13100,区部,0,00,総数,806,66712,45731,1216,-,-,52085,40539,11444,4028,4399,2147,110,48,33839537,92201863,56077785,942379,1858859,21055922,172116004,144965855,11929816,1339162,32829,13848342,70694938,74962726
1,13100,区部,1,09,食料品製造業,88,7954,3928,44,-,-,3766,2674,4043,1171,189,117,23,5,2840551,12008201,8809642,165934,225437,107759,20033377,16673773,31050,x,x,3327996,7116338,7489654
1,13100,区部,1,11,繊維工業,11,513,184,-,-,-,332,170,181,14,-,-,-,-,178489,307036,119619,1942,2800,83157,595561,x,x,-,-,127481,253372,270745
1,13100,区部,1,12,木材・木製品製造業（家具を除く）,2,99,83,-,-,-,95,80,-,-,4,3,1,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
1,13100,区部,1,13,家具・装備品製造業,11,510,367,-,-,-,466,347,43,19,1,1,-,-,237383,711568,237031,1502,5769,266713,1334013,1012793,736,18436,-,302048,558599,577147
1,13100,区部,1,14,パルプ・紙・紙加工品製造業,26,1660,1238,30,-,-,1423,1157,245,98,22,11,4,4,822156,4736230,2660404,137782,136787,349017,7197539,5198418,256589,-,5519,1737013,2116302,2295339
1,13100,区部,1,15,印刷・同関連業,228,22785,16462,604,-,-,18773,14812,2225,1164,2391,957,23,2,11929775,18794473,6018244,111407,494218,10296055,41810360,33166320,7759199,x,x,860877,19918397,21344914
1,13100,区部,1,16,化学工業,42,7244,4342,156,-,-,5911,3906,626,188,863,390,8,7,4511825,13110310,11092974,44564,138783,585407,27808311,25685466,215447,-,-,1907398,12950838,13846888
1,13100,区部,1,17,石油製品・石炭製品製造業,2,103,93,-,-,-,100,91,3,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13100,区部,1,18,プラスチック製品製造業（別掲を除く）,27,1340,867,-,-,-,983,771,337,80,20,16,6,-,634680,1213711,737440,11154,34708,171572,2478671,1984219,134899,x,11,x,1055173,1176294
1,13100,区部,1,19,ゴム製品製造業,9,436,304,-,-,-,350,273,82,27,4,4,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13100,区部,1,20,なめし革・同製品・毛皮製造業,18,1486,652,13,-,-,954,590,536,65,9,7,-,-,460394,1464467,853850,7855,6457,272970,2561600,2120860,50185,-,-,390555,1074993,1032532
1,13100,区部,1,21,窯業・土石製品製造業,13,1012,784,7,-,-,853,688,138,78,28,22,-,-,505885,1588698,846294,128833,84191,151317,2940336,2450201,125120,-,99,364916,1117856,1253141
1,13100,区部,1,22,鉄鋼業,12,1350,1244,4,-,-,1253,1158,72,63,29,26,1,1,857543,7393618,6279428,160401,347838,342760,9924269,9572843,288753,-,-,62673,2084210,2453306
1,13100,区部,1,23,非鉄金属製造業,8,421,337,1,-,-,367,305,17,8,38,25,2,-,229091,1540776,1295494,16628,40347,68758,2110827,1836518,116231,-,1118,156960,526088,536114
1,13100,区部,1,24,金属製品製造業,55,3112,2317,18,-,-,2640,2107,443,209,47,19,12,11,1466909,3109181,1598776,43312,77448,1245887,6419916,4384538,1818189,-,1536,215653,2972804,3077941
1,13100,区部,1,25,はん用機械器具製造業,26,1487,1241,2,-,-,1329,1144,133,80,27,19,1,-,849343,2657220,1288840,5266,22680,1059252,4618422,3376643,99750,781367,511,360151,1812437,1846296
1,13100,区部,1,26,生産用機械器具製造業,58,3631,2940,129,-,-,3225,2732,372,174,163,125,-,-,2115933,4335702,2372036,44032,58135,1189770,9149114,7734983,198104,303228,42,912757,4272113,4505872
1,13100,区部,1,27,業務用機械器具製造業,47,4037,2955,135,-,-,3444,2813,554,159,174,101,15,13,2209390,7153481,5434103,3784,23754,533495,12450393,10914119,24878,142833,-,1368563,5208341,5197864
1,13100,区部,1,28,電子部品・デバイス・電子回路製造業,10,534,309,13,-,-,379,298,159,18,9,5,-,-,246786,446776,347520,270,7573,77568,969752,955444,-,-,-,14308,463826,488227
1,13100,区部,1,29,電気機械器具製造業,45,2477,1900,26,-,-,2068,1739,353,135,82,48,4,1,1291287,2950895,1801930,14337,31639,893419,5469504,5096819,34024,44313,109,294239,2256550,2349958
1,13100,区部,1,30,情報通信機械器具製造業,9,986,750,21,-,-,766,634,84,13,157,122,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
1,13100,区部,1,31,輸送用機械器具製造業,20,1293,1059,3,-,-,936,828,231,112,129,120,4,3,643393,1681008,828430,15153,41761,571323,3035833,2458399,495856,9242,624,71712,1062591,1273948
1,13100,区部,1,32,その他の製造業,39,2242,1375,10,-,-,1672,1222,567,151,13,9,6,1,1039562,4729343,1722788,11967,30699,2466228,7165295,6189120,107715,1669,-,866791,2296175,2280682
2,13101,千代田区,0,00,総数,19,1387,997,-,-,-,1213,930,135,61,39,6,-,-,684910,1710237,601617,14410,29797,949088,3201994,2700407,500911,-,87,589,1313561,1379297
2,13101,千代田区,1,11,繊維工業,1,30,2,-,-,-,10,2,20,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13101,千代田区,1,15,印刷・同関連業,18,1357,995,-,-,-,1203,928,115,61,39,6,-,-,x,x,x,x,x,x,x,x,x,-,87,589,x,x
2,13102,中央区,0,00,総数,11,971,691,62,-,-,800,633,167,85,66,30,-,-,494971,811999,214062,2998,18837,207778,1614520,1554885,55669,-,-,3966,643667,744242
2,13102,中央区,1,09,食料品製造業,1,62,28,-,-,-,32,23,30,5,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13102,中央区,1,15,印刷・同関連業,10,909,663,62,-,-,768,610,137,80,66,30,-,-,x,x,x,x,x,207778,x,x,55669,-,-,3966,x,x
2,13103,港区,0,00,総数,7,421,300,-,-,-,387,275,33,24,1,1,-,-,202369,253164,98483,4756,6657,96820,604421,602118,-,-,-,2303,307816,326897
2,13103,港区,1,09,食料品製造業,2,156,73,-,-,-,131,57,24,15,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13103,港区,1,15,印刷・同関連業,5,265,227,-,-,-,256,218,9,9,-,-,-,-,x,x,x,x,x,96820,x,x,-,-,-,2303,x,x
2,13104,新宿区,0,00,総数,34,3052,2367,4,-,-,2799,2225,248,141,9,5,2,2,1674116,1947494,599393,5574,47473,1137131,4912727,4344144,540537,9112,505,18429,2669495,2752017
2,13104,新宿区,1,09,食料品製造業,1,35,10,-,-,-,9,6,26,4,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13104,新宿区,1,14,パルプ・紙・紙加工品製造業,2,72,43,-,-,-,60,36,12,7,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13104,新宿区,1,15,印刷・同関連業,28,2769,2183,4,-,-,2569,2055,195,127,9,5,2,2,1546311,1619676,374546,5117,45171,1066623,4227427,3678892,540537,-,505,7493,2344454,2420687
2,13104,新宿区,1,27,業務用機械器具製造業,2,97,69,-,-,-,82,66,15,3,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13104,新宿区,1,30,情報通信機械器具製造業,1,79,62,-,-,-,79,62,-,-,-,-,-,-,x,x,x,-,-,-,x,x,-,x,-,x,x,x
2,13105,文京区,0,00,総数,28,2994,2081,433,-,-,2996,2166,204,89,227,156,-,-,1663979,3653518,460040,1554,29686,2699552,6613567,5920722,133593,1944,-,557308,2642609,2737264
2,13105,文京区,1,09,食料品製造業,1,67,19,-,-,-,9,4,56,13,2,2,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13105,文京区,1,15,印刷・同関連業,19,2480,1760,432,-,-,2558,1867,129,68,225,154,-,-,1426158,2909248,215622,882,26759,2594097,5079839,4901406,133360,-,-,45073,1925741,2007180
2,13105,文京区,1,20,なめし革・同製品・毛皮製造業,1,61,30,-,-,-,56,30,5,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13105,文京区,1,27,業務用機械器具製造業,6,354,254,1,-,-,342,247,13,8,-,-,-,-,177794,615836,163105,x,1421,x,1044470,530058,233,1944,-,512235,387475,396444
2,13105,文京区,1,32,その他の製造業,1,32,18,-,-,-,31,18,1,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13106,台東区,0,00,総数,14,695,411,2,-,-,511,374,178,38,8,-,3,-,286508,487630,260204,1656,8035,55046,1091056,855058,-,19698,-,216300,543751,560954
2,13106,台東区,1,09,食料品製造業,4,207,98,-,-,-,92,71,115,27,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13106,台東区,1,13,家具・装備品製造業,1,52,39,-,-,-,45,37,7,2,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13106,台東区,1,15,印刷・同関連業,4,177,117,1,-,-,162,115,8,3,8,-,3,-,95937,210682,89058,493,3691,30086,398291,302190,-,1262,-,94839,167676,173410
2,13106,台東区,1,20,なめし革・同製品・毛皮製造業,1,70,56,-,-,-,61,54,9,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13106,台東区,1,32,その他の製造業,4,189,101,1,-,-,151,97,39,4,-,-,-,-,76130,139209,70987,180,1102,14143,285621,200199,-,-,-,85422,133683,136855
2,13107,墨田区,0,00,総数,47,6187,3957,23,-,-,5477,3761,452,144,281,69,9,2,3671481,8382252,6436666,54833,80938,1279385,19831873,18464384,217968,-,235,1149286,10402676,10658539
2,13107,墨田区,1,09,食料品製造業,3,128,65,-,-,-,61,41,67,24,-,-,-,-,32531,65462,57318,966,1466,5011,119518,118891,-,-,-,627,46221,50321
2,13107,墨田区,1,14,パルプ・紙・紙加工品製造業,2,114,77,1,-,-,96,75,19,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13107,墨田区,1,15,印刷・同関連業,15,1004,703,5,-,-,846,633,115,43,48,30,6,-,517987,930577,251400,680,13302,579743,1732296,1646464,x,-,x,65357,698617,742620
2,13107,墨田区,1,16,化学工業,7,3188,1881,4,-,-,2921,1845,55,13,216,27,3,2,2134078,4331838,3931804,2925,16159,202483,12322397,11808127,6734,-,-,507536,7309684,7446220
2,13107,墨田区,1,18,プラスチック製品製造業（別掲を除く）,2,164,100,-,-,-,132,100,32,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,19,ゴム製品製造業,1,38,20,-,-,-,31,17,7,3,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13107,墨田区,1,20,なめし革・同製品・毛皮製造業,4,282,150,-,-,-,253,149,28,1,1,-,-,-,127977,241695,161853,354,2460,74235,614131,581424,29483,-,-,3224,345747,347907
2,13107,墨田区,1,21,窯業・土石製品製造業,3,293,208,7,-,-,251,182,35,20,14,10,-,-,126028,345501,95781,32463,18818,13908,615151,372706,-,-,-,242445,213126,250600
2,13107,墨田区,1,22,鉄鋼業,1,193,174,4,-,-,197,177,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13107,墨田区,1,24,金属製品製造業,1,56,27,-,-,-,45,26,11,1,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,25,はん用機械器具製造業,2,118,97,-,-,-,109,91,9,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,26,生産用機械器具製造業,2,194,159,2,-,-,174,155,20,4,2,2,-,-,x,x,x,x,x,x,x,x,-,-,x,-,x,x
2,13107,墨田区,1,27,業務用機械器具製造業,1,297,220,-,-,-,286,219,11,1,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,32,その他の製造業,3,118,76,-,-,-,75,51,43,25,-,-,-,-,34186,93897,84903,494,1735,4865,253588,79645,16301,-,-,157642,145039,147414
2,13108,江東区,0,00,総数,60,4757,3270,31,-,-,3420,2680,1097,412,271,204,17,2,2256886,6473289,4901826,44472,194883,789864,14551781,11963694,1634151,178845,628,774463,7005474,7520924
2,13108,江東区,1,09,食料品製造業,14,1184,508,4,-,-,496,337,685,166,7,5,10,2,353370,720654,641195,12630,18777,1951,1802385,1800304,-,-,-,2081,969181,1003209
2,13108,江東区,1,12,木材・木製品製造業（家具を除く）,2,99,83,-,-,-,95,80,-,-,4,3,1,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13108,江東区,1,13,家具・装備品製造業,3,141,110,-,-,-,136,107,5,3,-,-,-,-,66645,294854,120336,619,651,8070,451575,200284,-,-,-,251291,144219,144794
2,13108,江東区,1,14,パルプ・紙・紙加工品製造業,1,43,41,-,-,-,40,39,3,2,-,-,-,-,x,x,-,x,x,-,x,-,x,-,-,-,x,x
2,13108,江東区,1,15,印刷・同関連業,20,1973,1619,26,-,-,1636,1377,261,173,102,94,-,-,1049946,1441329,626529,14988,95829,598864,4189115,2393311,1491136,-,529,304139,2354566,2558002
2,13108,江東区,1,16,化学工業,2,418,194,-,-,-,309,145,33,23,76,26,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13108,江東区,1,18,プラスチック製品製造業（別掲を除く）,3,131,92,-,-,-,98,79,33,13,-,-,6,-,66430,259659,110418,4632,7791,54734,406408,310650,-,-,-,95758,135373,137250
2,13108,江東区,1,21,窯業・土石製品製造業,2,71,46,-,-,-,39,34,26,6,6,6,-,-,x,x,x,x,x,-,x,x,x,-,x,x,x,x
2,13108,江東区,1,22,鉄鋼業,3,178,164,-,-,-,162,149,-,-,16,15,-,-,92431,1090223,1007949,1158,7239,12971,1327253,1198333,69632,-,-,59288,204628,220063
2,13108,江東区,1,23,非鉄金属製造業,2,105,83,1,-,-,103,83,2,-,1,1,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13108,江東区,1,24,金属製品製造業,1,40,28,-,-,-,36,24,4,4,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13108,江東区,1,26,生産用機械器具製造業,2,130,114,-,-,-,72,60,-,-,58,54,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13108,江東区,1,27,業務用機械器具製造業,2,101,82,-,-,-,83,72,18,10,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13108,江東区,1,29,電気機械器具製造業,2,86,56,-,-,-,67,52,18,4,1,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13108,江東区,1,31,輸送用機械器具製造業,1,57,50,-,-,-,48,42,9,8,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13109,品川区,0,00,総数,39,2523,1908,108,-,-,2204,1738,304,150,123,91,22,19,1336732,3149513,2297702,49280,41493,374004,6014003,5293894,438104,76572,109,205324,2651628,2678660
2,13109,品川区,1,09,食料品製造業,3,155,98,-,-,-,71,61,77,31,7,6,-,-,54922,227888,207685,1813,10181,-,324579,314454,-,-,-,10125,87219,89753
2,13109,品川区,1,15,印刷・同関連業,5,245,192,-,-,-,218,174,25,17,2,1,-,-,105197,168594,66906,1111,3647,88764,371405,352028,19377,-,-,-,176128,188628
2,13109,品川区,1,16,化学工業,3,335,158,-,-,-,269,152,55,5,11,1,5,5,158015,788854,746117,3767,10209,16554,1188284,1105118,77159,-,-,6007,464652,376417
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,3,159,115,-,-,-,135,99,23,16,1,-,-,-,71557,106885,72911,187,2141,9991,244552,114998,107899,-,-,21655,122372,128692
2,13109,品川区,1,24,金属製品製造業,2,117,90,-,-,-,99,79,18,11,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13109,品川区,1,25,はん用機械器具製造業,1,181,154,-,-,-,172,150,4,-,5,4,-,-,x,x,x,-,x,x,x,x,x,x,-,x,x,x
2,13109,品川区,1,26,生産用機械器具製造業,7,402,323,108,-,-,472,376,23,15,15,3,-,-,284466,541410,292999,37454,3274,139847,1013491,945929,-,35034,-,32528,423394,441390
2,13109,品川区,1,27,業務用機械器具製造業,2,172,132,-,-,-,168,131,3,1,1,-,15,13,x,x,x,x,x,-,x,x,-,x,-,x,x,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,1,42,33,-,-,-,39,30,-,-,3,3,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13109,品川区,1,29,電気機械器具製造業,7,292,238,-,-,-,265,227,21,10,6,1,-,-,165221,333293,290860,276,3553,29834,629202,601422,19865,290,109,7516,240796,276584
2,13109,品川区,1,31,輸送用機械器具製造業,5,423,375,-,-,-,296,259,55,44,72,72,2,1,188227,462769,167320,272,2787,78345,967737,860538,26245,9242,-,71712,445408,473249
2,13110,目黒区,0,00,総数,20,1424,1021,19,-,-,1120,874,256,118,67,47,-,-,734252,1809298,1257850,4116,12484,345854,3287678,2877881,11288,52180,-,346329,1339006,1397198
2,13110,目黒区,1,09,食料品製造業,4,322,212,-,-,-,183,153,85,20,54,39,-,-,123097,264667,222288,631,4995,-,667877,610406,-,-,-,57471,360808,374283
2,13110,目黒区,1,13,家具・装備品製造業,1,38,17,-,-,-,36,15,2,2,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13110,目黒区,1,16,化学工業,1,41,32,1,-,-,42,33,-,-,-,-,-,-,x,x,x,-,x,-,x,x,x,-,-,x,x,x
2,13110,目黒区,1,24,金属製品製造業,1,34,32,2,-,-,36,34,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13110,目黒区,1,25,はん用機械器具製造業,1,48,42,-,-,-,47,42,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13110,目黒区,1,26,生産用機械器具製造業,2,204,163,-,-,-,167,141,30,17,7,5,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,27,業務用機械器具製造業,2,145,105,-,-,-,114,77,31,28,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,1,42,38,13,-,-,54,49,-,-,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,29,電気機械器具製造業,4,256,212,3,-,-,216,190,41,24,2,1,-,-,120147,218330,64227,2142,1697,71386,372589,262433,-,-,-,110156,133082,143370
2,13110,目黒区,1,30,情報通信機械器具製造業,1,41,33,-,-,-,36,31,5,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,32,その他の製造業,2,253,135,-,-,-,189,109,61,25,3,1,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,0,00,総数,133,8474,6266,153,-,-,7065,5705,1247,481,315,219,46,21,4316461,12296885,7399348,82716,236183,2913354,22475378,17840801,1703043,667857,10228,2253449,9062918,9536500
2,13111,大田区,1,09,食料品製造業,9,943,531,4,-,-,637,416,262,86,48,33,13,3,404007,2602054,2353462,8281,61350,38728,3843454,3483227,346,-,22,359859,1104245,1164894
2,13111,大田区,1,11,繊維工業,2,84,55,-,-,-,66,50,18,5,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,13,家具・装備品製造業,2,78,62,-,-,-,75,61,3,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,1,66,52,-,-,-,58,52,8,-,-,-,4,4,x,x,x,x,x,x,x,-,x,-,x,-,x,x
2,13111,大田区,1,15,印刷・同関連業,11,710,594,1,-,-,653,558,45,27,13,9,12,-,351039,481705,143999,989,21685,289966,1049389,749848,281649,-,3047,14845,514885,529117
2,13111,大田区,1,16,化学工業,7,732,338,111,-,-,639,386,123,10,81,45,-,-,342918,2005881,842751,2165,10436,165654,3306728,1959083,98050,-,-,1249595,1176066,1239543
2,13111,大田区,1,17,石油製品・石炭製品製造業,1,49,44,-,-,-,46,42,3,2,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,8,364,278,-,-,-,301,253,47,10,16,15,-,-,202332,297734,201767,3571,12145,52410,681475,654261,-,-,11,27203,279263,356471
2,13111,大田区,1,19,ゴム製品製造業,2,132,103,-,-,-,115,100,17,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
