産業分類階層,産業コード,産業中分類,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
1,14,パルプ・紙・紙加工品製造業,1,02,10～19人,97,1255,786,-,2,2,908,690,339,89,6,5,8,1,426967,878588,1889700,1460953,366518,-,246,61983,932135,932135,…,…,…,…
1,14,パルプ・紙・紙加工品製造業,1,03,20～29人,38,917,591,-,-,-,696,548,210,42,11,1,8,-,345759,1035351,1825376,1374941,318914,-,537,130984,728135,728135,…,…,…,…
1,14,パルプ・紙・紙加工品製造業,1,04,30～49人,20,777,517,12,-,-,596,471,188,53,5,5,5,5,326679,1053702,1667853,1408436,76898,-,241,182278,538780,579322,530005,72570,9229,40987
1,14,パルプ・紙・紙加工品製造業,1,05,50～99人,11,770,575,18,-,-,704,561,72,24,12,6,4,4,391783,2187785,3482367,2652476,190455,-,5519,633917,1101167,1206113,1342075,81197,22606,108302
1,14,パルプ・紙・紙加工品製造業,1,06,100～199人,5,693,489,-,-,-,525,415,131,54,37,20,-,-,352024,2488492,3580047,2275351,17445,-,-,1287251,938225,1013344,x,80612,4272,x
1,15,印刷・同関連業,0,00,総数,1698,41599,29472,788,28,21,34041,26608,5660,2305,2658,1145,138,45,19565391,33733623,74249300,58284539,14458936,1436,34002,1470387,35903949,37529653,24910659,1952741,931652,1594276
1,15,印刷・同関連業,1,01,4～9人,847,5088,3393,6,28,21,4193,3075,855,286,18,14,51,22,1815381,2717849,6057549,3963790,1917957,174,1502,174126,3080003,3080003,…,…,…,…
1,15,印刷・同関連業,1,02,10～19人,409,5547,3985,5,-,-,4725,3695,798,273,29,22,30,13,2271021,4147955,8957438,6452689,2376486,-,1698,126565,4434674,4434674,…,…,…,…
1,15,印刷・同関連業,1,03,20～29人,172,4158,2960,172,-,-,3634,2835,628,214,68,39,18,1,1818779,4903483,8890039,7148990,1645574,-,2757,92718,3675360,3675360,…,…,…,…
1,15,印刷・同関連業,1,04,30～49人,117,4608,3328,23,-,-,4046,3143,539,184,46,18,17,2,2087113,4292529,9066085,x,1009734,1262,x,310737,4136689,4431826,3799233,411179,73580,272049
1,15,印刷・同関連業,1,05,50～99人,100,6985,5161,20,-,-,5848,4620,966,449,191,107,18,5,3292202,6297130,13352230,10187205,2867399,-,14569,283057,6163109,6538717,7165056,391203,165261,368818
1,15,印刷・同関連業,1,06,100～199人,37,5150,3846,37,-,-,4150,3306,767,346,270,207,-,-,2535385,4872890,10970711,8614948,2072272,-,8370,275121,5381288,5688896,3167853,599695,426493,312542
1,15,印刷・同関連業,1,07,200～299人,4,940,763,3,-,-,790,654,139,100,14,12,-,-,x,x,x,x,-,-,x,92234,x,x,x,137325,134675,x
1,15,印刷・同関連業,1,08,300～499人,6,2119,1497,72,-,-,1539,1207,386,185,266,173,-,-,1204809,1560228,4362299,3435283,811187,-,-,115829,2328230,2597287,4575089,62000,113669,226637
1,15,印刷・同関連業,1,09,500～999人,2,1395,1065,60,-,-,1017,905,295,135,143,67,4,2,x,x,x,x,-,-,x,-,x,x,x,-,-,x
1,15,印刷・同関連業,1,10,1000人以上,4,5609,3474,390,-,-,4099,3168,287,133,1613,486,-,-,3240699,3142571,7734947,5976620,1758327,-,-,-,3921199,4255252,5699855,351339,17974,366544
1,16,化学工業,0,00,総数,199,10713,6477,166,2,2,8398,5766,1461,376,1018,484,11,10,6131614,18497695,38297039,35222726,471351,34,-,2602928,17528856,18665566,x,1716979,117927,x
1,16,化学工業,1,01,4～9人,58,378,227,-,1,1,290,207,82,17,5,2,-,-,150483,329838,642899,520823,44978,-,-,77098,288832,288832,…,…,…,…
1,16,化学工業,1,02,10～19人,46,632,385,8,1,1,482,339,141,38,16,14,2,2,257854,966884,1612084,1399964,61323,34,-,150763,595023,595023,…,…,…,…
1,16,化学工業,1,03,20～29人,32,780,481,-,-,-,583,433,177,39,20,9,1,1,321454,1260687,2282275,1944519,41199,-,-,296557,944346,944346,…,…,…,…
1,16,化学工業,1,04,30～49人,22,868,572,7,-,-,598,469,181,46,96,64,-,-,408074,1485823,2745327,2622675,x,-,-,x,1075754,1212370,1260613,189730,17577,124003
1,16,化学工業,1,05,50～99人,26,1757,1057,113,-,-,1358,1006,405,93,107,64,5,5,933769,3231005,6495245,6219249,185563,-,-,90433,3051702,3109092,1792966,199935,19613,169851
1,16,化学工業,1,06,100～199人,7,926,481,1,-,-,697,447,143,17,87,18,-,-,510676,2173033,4092765,3708744,98050,-,-,285971,1711228,1855794,4354744,652175,7950,281434
1,16,化学工業,1,07,200～299人,4,971,520,30,-,-,711,461,250,68,40,17,-,-,502658,2734337,4114136,2993712,-,-,-,1120424,1210941,1325210,1398036,114734,1616,152324
1,16,化学工業,1,08,300～499人,2,832,556,-,-,-,692,480,70,53,70,23,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,16,化学工業,1,09,500～999人,1,727,469,7,-,-,356,221,7,1,371,251,-,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
1,16,化学工業,1,10,1000人以上,1,2842,1729,-,-,-,2631,1703,5,4,206,22,3,2,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,17,石油製品・石炭製品製造業,0,00,総数,16,318,258,-,-,-,264,217,18,14,36,27,-,-,181427,1959201,2994518,2618990,34878,-,-,340650,955250,958112,x,x,x,x
1,17,石油製品・石炭製品製造業,1,01,4～9人,2,13,10,-,-,-,12,10,1,-,-,-,-,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,17,石油製品・石炭製品製造業,1,02,10～19人,9,132,102,-,-,-,91,72,9,7,32,23,-,-,70525,874569,1136476,805143,23586,-,-,307747,242387,242387,…,…,…,…
1,17,石油製品・石炭製品製造業,1,03,20～29人,3,70,53,-,-,-,61,44,5,5,4,4,-,-,43486,369560,923362,923362,-,-,-,-,510417,510417,…,…,…,…
1,17,石油製品・石炭製品製造業,1,04,30～49人,1,49,44,-,-,-,46,42,3,2,-,-,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,17,石油製品・石炭製品製造業,1,05,50～99人,1,54,49,-,-,-,54,49,-,-,-,-,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,18,プラスチック製品製造業（別掲を除く）,0,00,総数,578,7779,4693,10,14,10,5493,4100,2177,532,105,60,47,13,3056407,5571476,11894736,9696087,1365622,2836,2524,827667,5681257,5847996,1649847,178420,82122,133445
1,18,プラスチック製品製造業（別掲を除く）,1,01,4～9人,305,1890,1070,2,14,10,1345,944,529,115,4,2,25,9,632802,1064149,2330445,1818956,409394,-,1376,100719,1167467,1167467,…,…,…,…
1,18,プラスチック製品製造業（別掲を除く）,1,02,10～19人,175,2381,1412,-,-,-,1726,1267,639,138,16,7,15,3,886114,1720420,3577231,2709894,671364,418,12,195543,1712762,1712762,…,…,…,…
1,18,プラスチック製品製造業（別掲を除く）,1,03,20～29人,54,1292,821,2,-,-,922,717,369,104,3,2,1,1,525442,949453,2109881,1867164,149965,-,-,92752,1069609,1069609,…,…,…,…
1,18,プラスチック製品製造業（別掲を除く）,1,04,30～49人,25,921,565,3,-,-,604,467,289,85,31,16,6,-,441914,933967,2012646,1771119,27000,-,-,214527,952584,1002221,809502,73090,19143,63845
1,18,プラスチック製品製造業（別掲を除く）,1,05,50～99人,18,1170,733,3,-,-,776,613,346,90,51,33,-,-,x,x,x,x,107899,2418,1136,x,x,x,x,x,x,x
1,18,プラスチック製品製造業（別掲を除く）,1,06,100～199人,1,125,92,-,-,-,120,92,5,-,-,-,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,19,ゴム製品製造業,0,00,総数,184,2470,1626,2,17,13,1766,1360,644,217,45,38,3,1,952488,1815459,3414440,3049121,228169,-,1456,135694,1399295,1507184,1030922,114457,945,116797
1,19,ゴム製品製造業,1,01,4～9人,101,598,351,-,17,13,407,284,172,53,2,1,-,-,179781,266524,596906,496203,70815,-,230,29658,304794,304794,…,…,…,…
1,19,ゴム製品製造業,1,02,10～19人,52,696,432,-,-,-,481,363,199,55,16,14,2,-,228416,376847,815983,718480,80222,-,1226,16055,405974,405974,…,…,…,…
1,19,ゴム製品製造業,1,03,20～29人,20,479,288,1,-,-,323,242,154,46,3,1,1,1,186589,346031,715559,624796,75215,-,-,15548,340608,340608,…,…,…,…
1,19,ゴム製品製造業,1,04,30～49人,7,249,155,-,-,-,175,131,74,24,-,-,-,-,112175,186765,418935,394012,1917,-,-,23006,209311,215116,281490,12166,14,11604
1,19,ゴム製品製造業,1,05,50～99人,3,219,176,-,-,-,204,167,11,5,4,4,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,19,ゴム製品製造業,1,07,200～299人,1,229,224,1,-,-,176,173,34,34,20,18,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,20,なめし革・同製品・毛皮製造業,0,00,総数,208,3376,1804,22,17,11,2323,1580,1041,217,17,13,7,5,1132904,3692010,6137543,5471861,200363,3469,1261,460589,2318268,2275807,549202,245222,473,30835
1,20,なめし革・同製品・毛皮製造業,1,01,4～9人,115,676,421,-,15,10,488,351,166,54,7,6,5,3,224589,569359,999353,889548,77131,757,1006,30911,396765,396765,…,…,…,…
1,20,なめし革・同製品・毛皮製造業,1,02,10～19人,55,727,432,-,2,1,517,373,208,58,-,-,2,2,254980,876279,1351388,1268281,73009,1202,-,8896,437917,437917,…,…,…,…
1,20,なめし革・同製品・毛皮製造業,1,03,20～29人,20,487,299,9,-,-,364,266,131,40,1,-,-,-,192941,781905,1225202,1193172,38,1510,255,30227,408593,408593,…,…,…,…
1,20,なめし革・同製品・毛皮製造業,1,04,30～49人,11,418,240,-,-,-,301,208,117,32,-,-,-,-,162568,384702,714844,527763,50185,-,-,136896,302237,305804,140692,24579,364,6220
1,20,なめし革・同製品・毛皮製造業,1,05,50～99人,5,347,189,-,-,-,272,176,74,13,1,-,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,20,なめし革・同製品・毛皮製造業,1,06,100～199人,1,101,82,-,-,-,91,81,10,1,-,-,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,20,なめし革・同製品・毛皮製造業,1,09,500～999人,1,620,141,13,-,-,290,125,335,19,8,7,-,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
1,21,窯業・土石製品製造業,0,00,総数,181,3643,2903,16,7,6,3043,2524,449,246,160,140,61,57,2006113,9683048,15957274,14478797,278848,2240,99,1197290,5642595,5876908,3492165,127725,59397,200544
1,21,窯業・土石製品製造業,1,01,4～9人,62,387,266,-,5,5,325,235,50,19,7,7,7,5,171416,573625,989142,905106,50546,100,-,33390,382969,382969,…,…,…,…
1,21,窯業・土石製品製造業,1,02,10～19人,68,967,782,4,2,1,773,658,132,69,64,58,16,15,480151,3305547,5349364,5139087,85784,-,-,124493,1884097,1884097,…,…,…,…
1,21,窯業・土石製品製造業,1,03,20～29人,33,778,641,4,-,-,655,559,96,57,31,29,38,37,446883,2907574,4340264,4081530,17398,2140,-,239196,1323727,1323727,…,…,…,…
1,21,窯業・土石製品製造業,1,04,30～49人,8,333,266,-,-,-,289,246,38,14,6,6,-,-,160863,456624,1087137,1031640,41356,-,99,14042,529904,582783,727248,20578,1933,52431
1,21,窯業・土石製品製造業,1,05,50～99人,5,310,256,1,-,-,238,206,52,35,21,16,-,-,142212,895084,1606434,1494465,83764,-,-,28205,625109,660120,1244888,34321,33420,48031
1,21,窯業・土石製品製造業,1,06,100～199人,3,359,260,7,-,-,300,229,51,25,15,10,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,21,窯業・土石製品製造業,1,07,200～299人,2,509,432,-,-,-,463,391,30,27,16,14,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,22,鉄鋼業,0,00,総数,102,2681,2335,6,1,1,2412,2129,197,141,77,69,3,3,1504220,12339204,16461995,15408297,772180,-,6713,274805,3549588,3953636,4112442,826139,57477,372038
1,22,鉄鋼業,1,01,4～9人,45,261,194,-,1,1,220,172,36,17,4,4,-,-,111751,295259,551246,461582,85575,-,-,4089,235929,235929,…,…,…,…
1,22,鉄鋼業,1,02,10～19人,27,343,283,-,-,-,313,266,30,17,-,-,-,-,166253,1044054,1493212,1220898,127459,-,-,144855,417283,417283,…,…,…,…
1,22,鉄鋼業,1,03,20～29人,15,353,286,-,-,-,312,258,33,22,8,6,2,2,174704,1803245,2172225,1990568,120319,-,6713,54625,340397,340397,…,…,…,…
1,22,鉄鋼業,1,04,30～49人,5,204,180,-,-,-,175,156,13,9,16,15,-,-,119104,317852,545944,471373,74571,-,-,-,201522,211067,293723,13396,4809,11158
1,22,鉄鋼業,1,05,50～99人,4,255,232,-,-,-,245,223,10,9,-,-,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,22,鉄鋼業,1,06,100～199人,4,619,565,4,-,-,571,523,39,34,13,11,1,1,420018,2819785,4103890,3892349,208156,-,-,3385,1029998,1196591,1242299,131229,4854,177274
1,22,鉄鋼業,1,07,200～299人,1,266,235,2,-,-,216,191,16,13,36,33,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,22,鉄鋼業,1,08,300～499人,1,380,360,-,-,-,360,340,20,20,-,-,-,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
1,23,非鉄金属製造業,0,00,総数,118,2461,1752,3,5,5,1933,1577,479,141,47,32,5,2,1100793,12221146,14635261,13690055,487959,x,x,456116,2447281,2259965,1389268,162543,16068,84693
1,23,非鉄金属製造業,1,01,4～9人,58,351,219,-,5,5,247,186,98,27,1,1,1,-,124095,257922,488563,341944,105300,-,-,41319,212599,212599,…,…,…,…
1,23,非鉄金属製造業,1,02,10～19人,26,346,227,-,-,-,258,198,88,29,-,-,-,-,127826,2627554,2877540,2723287,78101,-,13,76139,232030,232030,…,…,…,…
1,23,非鉄金属製造業,1,03,20～29人,18,416,306,2,-,-,360,286,55,19,3,3,2,2,198616,938077,1414731,1067313,169115,-,-,178303,439484,439484,…,…,…,…
1,23,非鉄金属製造業,1,04,30～49人,6,218,179,-,-,-,181,154,2,1,35,24,2,-,134550,1139590,1480094,1399210,61366,-,-,19518,363163,336922,524613,51661,2733,23079
1,23,非鉄金属製造業,1,05,50～99人,6,367,244,1,-,-,252,215,111,26,5,4,-,-,148857,528267,834547,707493,74077,-,1118,51859,282527,284659,146550,23648,11,29869
1,23,非鉄金属製造業,1,06,100～199人,3,344,231,-,-,-,258,220,84,11,2,-,-,-,x,x,x,x,-,-,-,88978,x,x,x,x,x,x
1,23,非鉄金属製造業,1,08,300～499人,1,419,346,-,-,-,377,318,41,28,1,-,-,-,x,x,x,x,-,x,x,-,x,x,x,x,x,x
1,24,金属製品製造業,0,00,総数,1392,17552,12675,47,51,36,14213,11228,3147,1332,188,125,122,71,7383224,12201471,27244632,18222329,8072985,30731,12978,905609,13521571,13912908,4031857,435418,78627,424225
1,24,金属製品製造業,1,01,4～9人,809,4798,3345,1,51,36,3914,2942,820,359,14,9,66,36,1788776,2528223,6046709,3965891,1914752,7581,4253,154232,3244411,3244411,…,…,…,…
1,24,金属製品製造業,1,02,10～19人,377,5042,3590,5,-,-,4022,3176,995,393,30,26,27,17,2059948,2953531,7186544,4901541,2108201,8660,4389,163753,3903823,3903823,…,…,…,…
1,24,金属製品製造業,1,03,20～29人,123,2939,2202,8,-,-,2376,1974,552,222,19,14,17,7,1257481,2537540,5055546,3454544,1267564,14490,396,318552,2321747,2321747,…,…,…,…
1,24,金属製品製造業,1,04,30～49人,47,1780,1324,4,-,-,1472,1199,299,121,13,8,1,1,839387,1282014,2922628,1776566,950086,-,2404,193572,1445967,1527541,1364319,127964,31851,86237
1,24,金属製品製造業,1,05,50～99人,28,1798,1373,-,-,-,1403,1153,331,178,64,42,11,10,807743,1551033,3480070,2036447,1372543,-,-,71080,1667543,1795619,1662871,187289,46234,139287
