01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
"01一般会計","14使用料及び手数料","01使用料","05土木使用料","07下連雀市民住宅使用料","01下連雀市民住宅使用料","00",22104
"01一般会計","14使用料及び手数料","01使用料","06消防使用料","01防災用地使用料","01消防団詰所用地使用料","00",3
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","01教育センター用地使用料","01教育センター用地使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","02川上郷自然の村用地使用料","01川上郷自然の村用地使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","03学校用地使用料","01学校用地内水源用地等使用料","00",1250
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","04大沢の里郷土文化施設使用料","01大沢の里郷土文化施設使用料","00",606
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","05学校施設使用料","01地域交流室使用料","00",40
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","05学校施設使用料","02体育施設使用料","00",960
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","05学校施設使用料","03夜間照明設備使用料","00",1316
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","06生涯学習センター使用料","01生涯学習センター使用料","00",3162
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","07図書館用地使用料","01三鷹図書館ケーブルテレビ支柱用地使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","07図書館用地使用料","02東部図書館ケーブルテレビ支柱用地使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","07図書館用地使用料","03西部図書館ケーブルテレビ支柱用地使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","08スポーツ施設使用料","01新川テニスコート施設使用料","00",2205
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","08スポーツ施設使用料","02大沢総合グラウンド施設使用料","00",24097
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","08スポーツ施設使用料","03大沢総合グラウンド夜間照明設備使用料","00",4359
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","08スポーツ施設使用料","04総合スポーツセンター施設使用料","00",54030
"01一般会計","14使用料及び手数料","01使用料","07教育使用料","09井口特設グラウンド用地使用料","01電柱用地等使用料","00",2
"01一般会計","14使用料及び手数料","02手数料","01総務手数料","01自動車臨時運行許可手数料","01自動車臨時運行許可手数料","00",522
"01一般会計","14使用料及び手数料","02手数料","01総務手数料","02住居表示台帳閲覧等手数料","01住居表示台帳閲覧等手数料","00",6
"01一般会計","14使用料及び手数料","02手数料","01総務手数料","03自動交付手数料","01証明書自動交付手数料","00",26347
"01一般会計","14使用料及び手数料","02手数料","01総務手数料","04税証明交付手数料","01税証明交付手数料","00",10481
"01一般会計","14使用料及び手数料","02手数料","01総務手数料","05戸籍住民手数料","01戸籍証明書交付手数料","00",14275
"01一般会計","14使用料及び手数料","02手数料","01総務手数料","05戸籍住民手数料","02住民票写し交付閲覧手数料","00",16513
"01一般会計","14使用料及び手数料","02手数料","01総務手数料","05戸籍住民手数料","03印鑑登録証明等交付手数料","00",4726
"01一般会計","14使用料及び手数料","02手数料","02民生手数料","01社会福祉法人理事証明書等交付手数料","01社会福祉法人理事証明書等交付手数料","00",1
"01一般会計","14使用料及び手数料","02手数料","03衛生手数料","01工場認可申請手数料","01工場認可申請手数料","00",36
"01一般会計","14使用料及び手数料","02手数料","03衛生手数料","02犬の登録等手数料","01犬の登録等手数料","00",4822
"01一般会計","14使用料及び手数料","02手数料","03衛生手数料","03塵芥処理手数料","01ごみ収集処理手数料","00",426194
"01一般会計","14使用料及び手数料","02手数料","03衛生手数料","03塵芥処理手数料","02一般廃棄物処理業許可申請等手数料","00",10
"01一般会計","14使用料及び手数料","02手数料","03衛生手数料","04し尿処理手数料","01し尿処理手数料","00",8036
"01一般会計","14使用料及び手数料","02手数料","03衛生手数料","04し尿処理手数料","02浄化槽清掃業許可申請手数料","00",10
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","01屋外広告物許可手数料","01屋外広告物許可手数料","00",1581
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","02道路証明手数料","01道路証明手数料","00",126
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","03境界確定図面等写し交付手数料","01境界確定図面等写し交付手数料","00",1980
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","04建築指導手数料","01建築物確認等申請手数料","00",1302
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","04建築指導手数料","02建築許可等申請手数料","00",9099
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","05建築指導証明手数料","01建築確認証明等手数料","00",1915
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","06都市計画証明等手数料","01都市計画証明等手数料","00",24
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","07優良宅地及び優良住宅等認定事務手数料","01優良宅地及び優良住宅等認定事務手数料","00",1
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","08マンション建替事業証明書交付手数料","01マンション建替事業証明書交付手数料","00",1
"01一般会計","14使用料及び手数料","02手数料","04土木手数料","09緑化率適合証明手数料","01緑化率適合証明手数料","00",1
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","01生活困窮者自立相談支援事業費等負担金","01生活困窮者自立相談支援事業費負担金","00",28327
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","01生活困窮者自立相談支援事業費等負担金","02生活困窮者住居確保給付金負担金","00",55704
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","01生活困窮者自立相談支援事業費等負担金","03被保護者就労支援事業費負担金","00",3453
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","01生活困窮者自立相談支援事業費等負担金","04被保護者健康管理支援事業費負担金","00",3825
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","02障害者自立支援介護給付費負担金","01居宅介護給付費負担金","00",338025
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","02障害者自立支援介護給付費負担金","02療養介護給付費負担金","00",37114
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","02障害者自立支援介護給付費負担金","03生活介護給付費負担金","00",495609
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","02障害者自立支援介護給付費負担金","04短期入所給付費負担金","00",43378
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","02障害者自立支援介護給付費負担金","05施設支援給付費負担金","00",141102
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","02障害者自立支援介護給付費負担金","06サービス利用計画作成費負担金","00",41281
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","02障害者自立支援介護給付費負担金","07自立生活援助給付費負担金","00",1127
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","03障害者自立支援訓練等給付費負担金","01就労移行支援給付費負担金","00",70613
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","03障害者自立支援訓練等給付費負担金","02就労継続支援給付費負担金","00",271338
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","03障害者自立支援訓練等給付費負担金","03就労定着支援給付費負担金","00",9013
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","03障害者自立支援訓練等給付費負担金","04共同生活援助給付費負担金","00",255789
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","03障害者自立支援訓練等給付費負担金","05自立訓練給付費負担金","00",14885
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","04障害者自立支援医療給付費負担金","01更生医療給付費負担金","00",135000
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","04障害者自立支援医療給付費負担金","02育成医療給付費負担金","00",343
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","05障害者自立支援補装具費支給事業負担金","01障害者自立支援補装具費支給事業負担金","00",18374
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","06障害児通所支援給付費負担金","01児童発達支援給付費負担金","00",85679
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","06障害児通所支援給付費負担金","02医療型児童発達支援給付費負担金","00",1196
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","06障害児通所支援給付費負担金","03放課後等デイサービス給付費負担金","00",191525
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","06障害児通所支援給付費負担金","04障がい児相談支援給付費負担金","00",11706
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","06障害児通所支援給付費負担金","05保育所等訪問支援給付費負担金","00",797
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","07特別障害者手当等負担金","01特別障害者手当等負担金","00",56618
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","08国民健康保険保険基盤安定負担金","01保険基盤安定負担金","00",106625
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","09介護保険低所得者保険料軽減負担金","01介護保険低所得者保険料軽減負担金","00",83150
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","10児童扶養手当負担金","01児童扶養手当負担金","00",116126
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","11児童手当等負担金","01３歳未満被用者児童手当負担金","00",443704
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","11児童手当等負担金","02３歳から中学校修了前被用者児童手当負担金","00",899160
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","11児童手当等負担金","03非被用者児童手当負担金","00",251750
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","11児童手当等負担金","04特例給付負担金","00",179470
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","12施設型給付費負担金","01私立保育園給付費負担金","00",1496559
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","12施設型給付費負担金","02公私連携型保育園給付費負担金","00",199574
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","12施設型給付費負担金","03認定こども園施設給付費負担金","00",64665
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","13地域型保育給付費負担金","01小規模保育施設給付費負担金","00",35162
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","13地域型保育給付費負担金","02家庭的保育施設給付費負担金","00",45835
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","13地域型保育給付費負担金","03事業所内保育施設給付費負担金","00",22704
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","14子育てのための施設等利用給付費負担金","01子育てのための施設等利用給付費負担金","00",60600
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","15児童福祉費負担金","01母子生活支援施設入所措置費負担金","00",14564
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","15児童福祉費負担金","02入院助産措置費負担金","00",723
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","16生活保護費等負担金","01中国残留邦人等生活支援給付費等負担金","00",13500
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","16生活保護費等負担金","02中国残留邦人等介護支援給付費負担金","00",900
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","16生活保護費等負担金","03中国残留邦人等医療支援給付費負担金","00",17400
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","16生活保護費等負担金","04中国残留邦人等配偶者支援金負担金","00",1050
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","16生活保護費等負担金","05生活扶助費等負担金","00",2266748
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","16生活保護費等負担金","06介護扶助費負担金","00",113676
"01一般会計","15国庫支出金","01国庫負担金","01民生費国庫負担金","16生活保護費等負担金","07医療扶助費負担金","00",2306752
"01一般会計","15国庫支出金","01国庫負担金","02衛生費国庫負担金","01母子保健衛生費負担金","01未熟児養育医療給付費負担金","00",4295
"01一般会計","15国庫支出金","01国庫負担金","02衛生費国庫負担金","02新型コロナウイルスワクチン接種対策費負担金  ","01新型コロナウイルスワクチン接種対策費負担金  ","00",281040
"01一般会計","15国庫支出金","01国庫負担金","03教育費国庫負担金","01施設型給付費負担金","01幼稚園施設給付費負担金","00",173607
"01一般会計","15国庫支出金","01国庫負担金","03教育費国庫負担金","01施設型給付費負担金","02認定こども園施設給付費負担金","00",38940
"01一般会計","15国庫支出金","01国庫負担金","03教育費国庫負担金","02子育てのための施設等利用給付費負担金","01子育てのための施設等利用給付費負担金","00",213318
"01一般会計","15国庫支出金","02国庫補助金","01総務費国庫補助金","01社会保障・税番号制度事務費補助金","01社会保障・税番号制度事務費補助金","00",211704
"01一般会計","15国庫支出金","02国庫補助金","01総務費国庫補助金","02社会保障・税番号制度システム整備費補助金","01社会保障・税番号制度システム整備費補助金","00",6908
"01一般会計","15国庫支出金","02国庫補助金","01総務費国庫補助金","03マイナポイント事業費補助金","01マイナポイント事業費補助金","00",7970
"01一般会計","15国庫支出金","02国庫補助金","01総務費国庫補助金","04新型コロナウイルス感染症対応地方創生臨時交付金","01新型コロナウイルス感染症対応地方創生臨時交付金","00",100000
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","01地域生活支援事業費等補助金","01地域生活支援事業費等補助金","00",52675
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","02生活困窮者就労準備支援事業費等補助金","01生活困窮者就労準備支援事業費等補助金","00",22965
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","02生活困窮者就労準備支援事業費等補助金","02生活困窮者子どもの学習等支援事業費補助金","00",7750
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","02生活困窮者就労準備支援事業費等補助金","03生活保護適正化等事業費補助金","00",22173
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","03重層的支援体制整備事業交付金","01重層的支援体制整備事業への移行準備事業交付金","00",10426
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","04新型コロナウイルス感染症セーフティネット強化交付金","01新型コロナウイルス感染症セーフティネット強化交付金","00",33186
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","05公的賃貸住宅家賃対策調整補助金","01公的賃貸住宅家賃対策調整補助金","00",27105
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","06地方創生推進交付金","01地方創生推進交付金","00",70000
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","07年金生活者支援給付金支給事務交付金","01年金生活者支援給付金支給事務交付金","00",233
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","08児童虐待・ＤＶ対策等総合支援事業費補助金","01児童虐待・ＤＶ対策等総合支援事業費補助金","00",6483
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","08児童虐待・ＤＶ対策等総合支援事業費補助金","02支援対象児童等見守り強化事業費補助金","00",4500
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","01利用者支援事業交付金","00",26508
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","02子どもを守る地域ネットワーク機能強化事業交付金","00",780
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","03子育て援助活動支援事業交付金","00",3964
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","04養育支援訪問事業交付金","00",90
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","05地域子育て支援拠点事業交付金","00",40726
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","06一時預かり事業交付金","00",23202
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","07子育て短期支援事業交付金","00",483
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","08病児保育事業交付金","00",7542
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","09乳児家庭全戸訪問事業交付金","00",1454
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","10延長保育事業交付金","00",12936
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","11放課後児童健全育成事業交付金","00",82381
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","09子ども・子育て支援交付金","12新型コロナウイルス感染症対策事業交付金","00",6433
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","10保育対策総合支援事業費補助金","01保育士宿舎借り上げ支援事業費補助金","00",77771
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","10保育対策総合支援事業費補助金","02新型コロナウイルス感染症対策事業費補助金","00",13500
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","10保育対策総合支援事業費補助金","03保育人材交流等就職・交流支援事業補助金","00",1815
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","11保育士等処遇改善臨時特例交付金","01保育士等処遇改善臨時特例交付金","00",86996
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","12社会的養護従事者処遇改善臨時特例交付金","01社会的養護従事者処遇改善臨時特例交付金","00",455
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","13妊娠・出産包括支援事業補助金","01多胎妊産婦等支援事業補助金","00",454
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","14子ども・子育て支援体制整備総合推進事業費補助金","01子ども・子育て支援体制整備総合推進事業費補助金","00",860
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","15保育所等整備交付金","01保育所等整備交付金","00",300
"01一般会計","15国庫支出金","02国庫補助金","02民生費国庫補助金","16母子家庭等対策総合支援事業費補助金","01母子家庭等対策総合支援事業費補助金","00",4162
"01一般会計","15国庫支出金","02国庫補助金","03衛生費国庫補助金","01子ども・子育て支援交付金","01利用者支援事業交付金","00",7259
"01一般会計","15国庫支出金","02国庫補助金","03衛生費国庫補助金","02妊娠・出産包括支援事業補助金","01産後ケア事業補助金","00",12139
"01一般会計","15国庫支出金","02国庫補助金","03衛生費国庫補助金","02妊娠・出産包括支援事業補助金","02産前・産後サポート事業補助金","00",6134
"01一般会計","15国庫支出金","02国庫補助金","03衛生費国庫補助金","02妊娠・出産包括支援事業補助金","03感染拡大防止対策事業補助金","00",1000
