01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,07年金生活者支援給付金支給事務交付金,01年金生活者支援給付金支給事務交付金,0,239584
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,08児童虐待・ＤＶ対策等総合支援事業費補助金,02支援対象児童等見守り強化事業費補助金,0,4750000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,01利用者支援事業交付金,0,23606000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,02子どもを守る地域ネットワーク機能強化事業交付金,0,1401000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,03子育て援助活動支援事業交付金,0,4344000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,04養育支援訪問事業交付金,0,169000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,05地域子育て支援拠点事業交付金,0,37904000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,06一時預かり事業交付金,0,19361000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,07子育て短期支援事業交付金,0,593000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,08病児保育事業交付金,0,8212000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,09乳児家庭全戸訪問事業交付金,0,1651000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,10延長保育事業交付金,0,12813000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,11多様な事業者の参入促進・能力活用事業交付金,0,1740000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,12放課後児童健全育成事業交付金,0,122904000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,13新型コロナウイルス感染症対策事業交付金,0,5300000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,01保育所等におけるＩＣＴ化推進等事業費補助金,0,4604000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,02保育人材交流等就職・交流支援事業費補助金,0,1814000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,03保育士宿舎借り上げ支援事業費補助金,0,84244000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,04保育所等改修費等支援事業費補助金,0,7465000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,05新型コロナウイルス感染症事業継続支援事業費補助金,0,8600000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,06保育環境改善事業費補助金,0,4560316
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,12ヤングケアラー支援体制強化事業補助金,01ヤングケアラー支援体制強化事業補助金,0,323000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,13妊娠・出産包括支援事業補助金,01多胎妊産婦等支援事業補助金,0,693000
