三鷹市 固定資産台帳（平成29年度末）,,,,,,,,,,（単位：円）
会計区分,資産区分,資産名称,取得年月日,取得価額等,減価償却累計額,現在価額,"耐用
年数",用途,数量,"単位
呼称"
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目148-10),不明,3,0,3,,道路,3.3,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目149-11),不明,16,0,16,,道路,16,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目149-13),不明,6,0,6,,道路,6.61,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目149-14),不明,3,0,3,,道路,3.3,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目149-8),不明,3,0,3,,道路,3.3,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目149-9),不明,3,0,3,,道路,3.3,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目150-7),不明,42,0,42,,道路,42,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目150-8),不明,26,0,26,,道路,26,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目150-9),不明,15,0,15,,道路,15,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目151-16),不明,8,0,8,,道路,8.52,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目153-2),不明,390,0,390,,道路,390,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目153-30),不明,51,0,51,,道路,51,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目153-31),不明,10,0,10,,道路,10,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目153-32),不明,17,0,17,,道路,17,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目154-4),不明,56,0,56,,道路,56,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目154-5),不明,158,0,158,,道路,158,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目155-2),不明,161,0,161,,道路,161,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目156-5),不明,218,0,218,,道路,218,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目156-6),不明,180,0,180,,道路,180,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目156-8),不明,8,0,8,,道路,8.33,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目164-7),不明,19,0,19,,道路,19,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目164-8),不明,3,0,3,,道路,3.3,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀四丁目165-2),不明,109,0,109,,道路,109,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀六丁目476-19),不明,39,0,39,,道路,39,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀六丁目476-20),不明,2,0,2,,道路,2.7,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目429-3),不明,1,0,1,,道路,0.17,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目430-2),不明,3,0,3,,道路,3.3,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目430-4),不明,5,0,5,,道路,5.09,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-29),不明,39,0,39,,道路,39,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-30),不明,13,0,13,,道路,13,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-31),不明,13,0,13,,道路,13,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-36),不明,36,0,36,,道路,36,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-37),不明,43,0,43,,道路,43,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-38),不明,6,0,6,,道路,6.77,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-40),不明,55,0,55,,道路,55,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-41),不明,14,0,14,,道路,14,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-42),不明,10,0,10,,道路,10,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-43),不明,9,0,9,,道路,9.22,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目432-44),不明,13,0,13,,道路,13,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目434-3),不明,38,0,38,,道路,38,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目434-4),不明,138,0,138,,道路,138.63,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目439-3),不明,57,0,57,,道路,57.8,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目440-2),不明,33,0,33,,道路,33.48,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目441-2),不明,6,0,6,,道路,6.56,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目466-3),不明,7,0,7,,道路,7.3,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-1),不明,54,0,54,,道路,54,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-10),不明,9,0,9,,道路,9.81,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-11),不明,4,0,4,,道路,4.59,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-12),不明,4,0,4,,道路,4.66,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-13),不明,13,0,13,,道路,13,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-14),不明,3,0,3,,道路,3.04,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-15),不明,5,0,5,,道路,5.32,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-16),不明,12,0,12,,道路,12,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-17),不明,13,0,13,,道路,13,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-18),不明,6,0,6,,道路,6.21,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-19),不明,62,0,62,,道路,62.87,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-2),不明,52,0,52,,道路,52,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-21),不明,13,0,13,,道路,13,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-22),不明,33,0,33,,道路,33,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-23),不明,4,0,4,,道路,4.99,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-24),不明,3,0,3,,道路,3.07,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-25),不明,1,0,1,,道路,0.82,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-26),不明,1,0,1,,道路,0.66,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-27),不明,1,0,1,,道路,0.69,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-3),不明,23,0,23,,道路,23,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-4),不明,2,0,2,,道路,2.74,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-5),不明,2,0,2,,道路,2.41,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-7),不明,2,0,2,,道路,2.64,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-8),不明,7,0,7,,道路,7.2,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目468-9),不明,7,0,7,,道路,7,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目469-95),不明,13,0,13,,道路,13,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目471-5),不明,221,0,221,,道路,221,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目471-9),不明,36,0,36,,道路,36,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目472-5),不明,241,0,241,,道路,241,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目475-4),不明,66,0,66,,道路,66,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目475-6),不明,191,0,191,,道路,191,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目476-14),不明,195,0,195,,道路,195,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目476-15),不明,42,0,42,,道路,42,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目476-16),不明,148,0,148,,道路,148,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目476-17),不明,210,0,210,,道路,210,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-10),不明,16,0,16,,道路,16,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-11),不明,125,0,125,,道路,125,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-12),不明,201,0,201,,道路,201,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-13),不明,95,0,95,,道路,95,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-14),不明,237,0,237,,道路,237,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-16),不明,15,0,15,,道路,15,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-8),不明,6,0,6,,道路,6.61,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀七丁目479-9),不明,46,0,46,,道路,46,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀八丁目481-11),不明,29,0,29,,道路,29,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀八丁目481-16),不明,16,0,16,,道路,16,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀八丁目500-26),不明,67,0,67,,道路,67,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目407-10),不明,1,0,1,,道路,0.66,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目407-13),不明,8,0,8,,道路,8.62,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目407-3),不明,95,0,95,,道路,95,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目407-4),不明,14,0,14,,道路,14,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目407-7),不明,9,0,9,,道路,9.91,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目407-8),不明,12,0,12,,道路,12,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目407-9),不明,3,0,3,,道路,3.14,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目408-2),不明,49,0,49,,道路,49,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目408-3),不明,31,0,31,,道路,31,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目408-5),不明,31,0,31,,道路,31,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目409-2),不明,36,0,36,,道路,36,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目409-3),不明,39,0,39,,道路,39,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目410-2),不明,6,0,6,,道路,6.61,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目410-3),不明,8,0,8,,道路,8.72,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目412-2),不明,274,0,274,,道路,274,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目412-5),不明,208,0,208,,道路,208,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目412-6),不明,152,0,152,,道路,152,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目412-7),不明,6,0,6,,道路,6.61,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目420-2),不明,72,0,72,,道路,72,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目420-5),不明,105,0,105,,道路,105,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目421-6),不明,69,0,69,,道路,69,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目421-7),不明,234,0,234,,道路,234,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目421-8),不明,1,0,1,,道路,0.49,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目481-10),不明,9,0,9,,道路,9.91,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目481-12),不明,117,0,117,,道路,117,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目481-13),不明,29,0,29,,道路,29,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目481-14),不明,9,0,9,,道路,9.81,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目481-15),不明,36,0,36,,道路,36,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目481-6),不明,142,0,142,,道路,142,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目481-9),不明,49,0,49,,道路,49,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目484-11),不明,23,0,23,,道路,23,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目484-12),不明,9,0,9,,道路,9.91,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目484-13),不明,8,0,8,,道路,8.62,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目484-5),不明,254,0,254,,道路,254,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目484-6),不明,23,0,23,,道路,23,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目485-2),不明,76,0,76,,道路,76,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目485-3),不明,119,0,119,,道路,119,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目486-2),不明,62,0,62,,道路,62,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目486-3),不明,152,0,152,,道路,152,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目488-2),不明,105,0,105,,道路,105,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目488-3),不明,208,0,208,,道路,208,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目500-4),不明,307,0,307,,道路,307,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目729-4),不明,23,0,23,,道路,23,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目729-5),不明,46,0,46,,道路,46,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目729-6),不明,5,0,5,,道路,5.28,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目743-3),不明,7,0,7,,道路,7.76,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目744-3),不明,89,0,89,,道路,89,㎡
一般会計,インフラ資産/土地,市道第129号線(下連雀九丁目744-4),不明,247,0,247,,道路,247,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀一丁目720-3),不明,7,0,7,,道路,7.22,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀一丁目883-15),不明,3,0,3,,道路,3.67,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀一丁目883-16),不明,5,0,5,,道路,5.18,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀一丁目902-2),不明,148,0,148,,道路,148,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀一丁目904-42),不明,26,0,26,,道路,26,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀一丁目904-45),不明,112,0,112,,道路,112,㎡
一般会計,インフラ資産/土地,堀合遊歩道(上連雀一丁目904-48),36677,21525,0,21525,,公園,0.18,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀一丁目904-50),不明,1,0,1,,道路,1.25,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀二丁目873-2),不明,72,0,72,,道路,72,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀二丁目874-3),不明,33,0,33,,道路,33,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀二丁目876-15),不明,342,0,342,,道路,342,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀二丁目876-18),不明,72,0,72,,道路,72,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀二丁目876-21),不明,132,0,132,,道路,132,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀二丁目876-22),不明,521,0,521,,道路,521,㎡
一般会計,インフラ資産/土地,市道第129号線(上連雀二丁目876-23),不明,274,0,274,,道路,274,㎡
一般会計,インフラ資産/工作物,市道第129号線(道路工作物(市道129号線 舗装道13.0m以上)),12874,57174397,57174396,1,50,道路,146.21,ｍ
一般会計,インフラ資産/工作物,市道第129号線(道路工作物(市道129号線 舗装道5.5m以上)),12874,673486693,673486692,1,50,道路,3165.61,ｍ
一般会計,インフラ資産/工作物,市道第129号線(道路工作物(市道129号線 舗装道5.5m未満)),12874,8721545,8721544,1,50,道路,58.97,ｍ
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目212-1),38236,309760854,0,309760854,,道路,340,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目212-11),34215,100558260,0,100558260,,道路,46.17,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目212-41),不明,27,0,27,,道路,27.56,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目212-6),不明,75,0,75,,道路,75,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-10),34684,246924000,0,246924000,,道路,161.98,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-18),37967,297963872,0,297963872,,道路,197.94,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-19),35829,326605799,0,326605799,,道路,11.98,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-20),38049,312019163,0,312019163,,道路,101.43,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-23),不明,127,0,127,,道路,127.02,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-24),38076,243795547,0,243795547,,道路,127.02,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-25),37663,104514139,0,104514139,,道路,31.68,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-26),33865,3522552656,0,3522552656,,道路,121,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-27),34758,113645812,0,113645812,,道路,73.71,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-28),不明,128,0,128,,道路,128,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-29),35487,703550192,0,703550192,,道路,96.05,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-30),38056,41266760,0,41266760,,道路,6.53,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-31),35829,3700000,0,3700000,,道路,34.34,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-32),36196,85500,0,85500,,道路,24,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-33),36196,85500,0,85500,,道路,62,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-34),36959,12327833,0,12327833,,道路,2.51,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-35),37141,35511380,0,35511380,,道路,9.47,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-36),37663,51131663,0,51131663,,道路,22.89,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-37),不明,33,0,33,,道路,33.17,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-39),不明,2,0,2,,道路,2.6,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-4),不明,307,0,307,,道路,307,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-43),38056,10152000,0,10152000,,道路,5.4,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-45),不明,45,0,45,,道路,45.5,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-46),38027,37514474,0,37514474,,道路,20.63,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-5),不明,198,0,198,,道路,198,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-6),38024,408957328,0,408957328,,道路,166.65,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-7),36196,20737445,0,20737445,,道路,138,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-8),不明,23,0,23,,道路,23,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目234-9),37813,153001523,0,153001523,,道路,109.99,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-10),不明,107,0,107,,道路,107,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-11),不明,32,0,32,,道路,32,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-12),不明,22,0,22,,道路,22,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-13),不明,44,0,44,,道路,44,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-14),不明,97,0,97,,道路,97,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-15),不明,83,0,83,,道路,83,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-16),不明,53,0,53,,道路,53,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-17),不明,50,0,50,,道路,50,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-18),不明,63,0,63,,道路,63,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-19),不明,14,0,14,,道路,14,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-20),不明,56,0,56,,道路,56,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-21),不明,26,0,26,,道路,26,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-4),不明,271,0,271,,道路,271,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-7),不明,120,0,120,,道路,120,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-8),不明,44,0,44,,道路,44,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目252-9),不明,34,0,34,,道路,34,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-10),不明,68,0,68,,道路,68,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-11),不明,55,0,55,,道路,55,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-12),不明,39,0,39,,道路,39,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-13),不明,36,0,36,,道路,36,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-17),不明,27,0,27,,道路,27,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-18),不明,342,0,342,,道路,342,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-19),不明,83,0,83,,道路,83,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-2),不明,244,0,244,,道路,244,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-8),不明,84,0,84,,道路,84,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目253-9),不明,83,0,83,,道路,83,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目254-10),不明,74,0,74,,道路,74,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目254-11),不明,74,0,74,,道路,74,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目254-12),不明,69,0,69,,道路,69,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目254-13),不明,70,0,70,,道路,70,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目254-14),不明,50,0,50,,道路,50,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目254-4),不明,180,0,180,,道路,180,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目255-2),不明,85,0,85,,道路,85,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目255-6),不明,127,0,127,,道路,127,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目255-7),不明,69,0,69,,道路,69,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-2),不明,128,0,128,,道路,128,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-30),不明,9,0,9,,道路,9.19,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-31),不明,12,0,12,,道路,12,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-32),不明,6,0,6,,道路,6.24,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-34),不明,51,0,51,,道路,51.08,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-35),不明,16,0,16,,道路,16,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-37),不明,22,0,22,,道路,22,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-39),不明,39,0,39,,道路,39,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-4),不明,786,0,786,,道路,786,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-42),不明,18,0,18,,道路,18,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-43),不明,17,0,17,,道路,17,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-44),不明,12,0,12,,道路,12,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-45),不明,21,0,21,,道路,21,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-46),不明,22,0,22,,道路,22,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-47),不明,17,0,17,,道路,17,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-48),不明,18,0,18,,道路,18,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目256-7),不明,37,0,37,,道路,37,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-10),不明,99,0,99,,道路,99,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-12),不明,17,0,17,,道路,17,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-20),不明,53,0,53,,道路,53,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-21),不明,33,0,33,,道路,33,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-22),不明,40,0,40,,道路,40,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-23),不明,33,0,33,,道路,33,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-24),不明,70,0,70,,道路,70,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-25),不明,27,0,27,,道路,27,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-26),不明,274,0,274,,道路,274,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-8),不明,69,0,69,,道路,69,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目257-9),不明,138,0,138,,道路,138,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目258-2),不明,136,0,136,,道路,136,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目258-4),不明,78,0,78,,道路,78,㎡
一般会計,インフラ資産/土地,市道第130号線(下連雀三丁目258-5),36189,37722700,0,37722700,,道路,16.19,㎡
