01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
01一般会計,14使用料及び手数料,01使用料,02民生使用料,04心身障がい児通所訓練施設なかよし教室使用料,01心身障がい児通所訓練施設なかよし教室施設使用料,0,3262
01一般会計,14使用料及び手数料,01使用料,02民生使用料,05北野ハピネスセンター用地使用料,01北野ハピネスセンター用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,02民生使用料,06福祉住宅使用料,01福祉住宅使用料,0,22897
01一般会計,14使用料及び手数料,01使用料,02民生使用料,07生活リハビリセンター居室使用料,01生活リハビリセンター居室使用料,0,696
01一般会計,14使用料及び手数料,01使用料,02民生使用料,08協働研究推進室等使用料,01協働研究推進室等使用料,0,382
01一般会計,14使用料及び手数料,01使用料,02民生使用料,09旧どんぐり山居室使用料,01旧どんぐり山居室使用料,0,1
01一般会計,14使用料及び手数料,01使用料,02民生使用料,10保育園用地使用料,01保育園用地使用料,0,13
01一般会計,14使用料及び手数料,01使用料,02民生使用料,11ちどりこども園使用料,01基本保育料,0,262
01一般会計,14使用料及び手数料,01使用料,02民生使用料,11ちどりこども園使用料,02預かり保育料,0,9
01一般会計,14使用料及び手数料,01使用料,02民生使用料,12子ども発達支援センター使用料,01子ども発達支援センター使用料,0,184
01一般会計,14使用料及び手数料,01使用料,02民生使用料,13多世代交流センター用地使用料,01多世代交流センター用地内水源用地等使用料,0,5
01一般会計,14使用料及び手数料,01使用料,02民生使用料,14学童保育所使用料,01学童保育所育成料,0,149778
01一般会計,14使用料及び手数料,01使用料,02民生使用料,14学童保育所使用料,02学童保育所延長育成料,0,6990
01一般会計,14使用料及び手数料,01使用料,03衛生使用料,01総合保健センター使用料,01総合保健センター使用料,0,28
01一般会計,14使用料及び手数料,01使用料,03衛生使用料,02リサイクル市民工房用地使用料,01高圧線下土地使用料,0,465
01一般会計,14使用料及び手数料,01使用料,04農林使用料,01農業公園用地使用料,01農業公園用地使用料,0,11297
01一般会計,14使用料及び手数料,01使用料,05土木使用料,01道路占用料,01ガス管、電柱等道路占用料,0,225952
01一般会計,14使用料及び手数料,01使用料,05土木使用料,02法定外公共物使用料,01ガス管、電柱等公共物使用料,0,5376
01一般会計,14使用料及び手数料,01使用料,05土木使用料,03交通公園等用地使用料,01交通公園等用地使用料,0,315
01一般会計,14使用料及び手数料,01使用料,05土木使用料,04都市公園等用地使用料,01高圧線下等土地使用料,0,1948
01一般会計,14使用料及び手数料,01使用料,05土木使用料,05三鷹中央防災公園使用料,01三鷹中央防災公園使用料,0,1
01一般会計,14使用料及び手数料,01使用料,05土木使用料,06市営住宅等使用料,01市営大沢住宅等使用料,0,32007
01一般会計,14使用料及び手数料,01使用料,05土木使用料,07下連雀市民住宅使用料,01下連雀市民住宅使用料,0,22104
01一般会計,14使用料及び手数料,01使用料,06消防使用料,01防災用地使用料,01消防団詰所用地使用料,0,3
01一般会計,14使用料及び手数料,01使用料,07教育使用料,01教育センター用地使用料,01教育センター用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,07教育使用料,02川上郷自然の村用地使用料,01川上郷自然の村用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,07教育使用料,03学校用地使用料,01学校用地内水源用地等使用料,0,1259
01一般会計,14使用料及び手数料,01使用料,07教育使用料,04大沢の里郷土文化施設使用料,01大沢の里郷土文化施設使用料,0,714
01一般会計,14使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,01地域交流室使用料,0,24
01一般会計,14使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,02体育施設使用料,0,572
01一般会計,14使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,03夜間照明設備使用料,0,784
01一般会計,14使用料及び手数料,01使用料,07教育使用料,06生涯学習センター使用料,01生涯学習センター使用料,0,6067
01一般会計,14使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,01三鷹図書館ケーブルテレビ支柱用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,02東部図書館ケーブルテレビ支柱用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,03西部図書館ケーブルテレビ支柱用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,01新川テニスコート施設使用料,0,2200
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,02大沢総合グラウンド施設使用料,0,25019
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,03大沢総合グラウンド夜間照明設備使用料,0,4262
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,04大沢野川グラウンド施設使用料,0,4486
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,05大沢野川グラウンド駐車場使用料,0,6435
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,06総合スポーツセンター施設使用料,0,51364
01一般会計,14使用料及び手数料,01使用料,07教育使用料,09井口特設グラウンド用地使用料,01電柱用地等使用料,0,3
01一般会計,14使用料及び手数料,02手数料,01総務手数料,01自動車臨時運行許可手数料,01自動車臨時運行許可手数料,0,522
01一般会計,14使用料及び手数料,02手数料,01総務手数料,02住居表示台帳閲覧等手数料,01住居表示台帳閲覧等手数料,0,6
01一般会計,14使用料及び手数料,02手数料,01総務手数料,03自動交付手数料,01証明書自動交付手数料,0,19319
01一般会計,14使用料及び手数料,02手数料,01総務手数料,04税証明交付手数料,01税証明交付手数料,0,10416
01一般会計,14使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,01戸籍証明書交付手数料,0,13144
01一般会計,14使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,02住民票写し交付閲覧手数料,0,16681
01一般会計,14使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,03印鑑登録証明等交付手数料,0,4989
01一般会計,14使用料及び手数料,02手数料,02民生手数料,01社会福祉法人理事証明書等交付手数料,01社会福祉法人理事証明書等交付手数料,0,1
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,01工場認可申請手数料,01工場認可申請手数料,0,40
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,02犬の登録等手数料,01犬の登録等手数料,0,3930
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,01ごみ収集処理手数料,0,425686
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,02一般廃棄物処理業許可申請等手数料,0,180
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,04し尿処理手数料,01し尿処理手数料,0,6036
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,04し尿処理手数料,02浄化槽清掃業許可申請手数料,0,10
01一般会計,14使用料及び手数料,02手数料,04土木手数料,01屋外広告物許可手数料,01屋外広告物許可手数料,0,1903
01一般会計,14使用料及び手数料,02手数料,04土木手数料,02道路証明手数料,01道路証明手数料,0,126
01一般会計,14使用料及び手数料,02手数料,04土木手数料,03境界確定図面等写し交付手数料,01境界確定図面等写し交付手数料,0,1872
01一般会計,14使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,01建築物確認等申請手数料,0,818
01一般会計,14使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,02建築許可等申請手数料,0,5045
01一般会計,14使用料及び手数料,02手数料,04土木手数料,05建築指導証明手数料,01建築確認証明等手数料,0,1928
01一般会計,14使用料及び手数料,02手数料,04土木手数料,06都市計画証明等手数料,01都市計画証明等手数料,0,22
01一般会計,14使用料及び手数料,02手数料,04土木手数料,07優良宅地及び優良住宅等認定事務手数料,01優良宅地及び優良住宅等認定事務手数料,0,1
01一般会計,14使用料及び手数料,02手数料,04土木手数料,08マンション建替事業証明書交付手数料,01マンション建替事業証明書交付手数料,0,1
01一般会計,14使用料及び手数料,02手数料,04土木手数料,09緑化率適合証明手数料,01緑化率適合証明手数料,0,1
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,01生活困窮者自立相談支援事業費負担金,0,28419
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,02生活困窮者住居確保給付金負担金,0,29824
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,03被保護者就労支援事業費負担金,0,3438
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,04被保護者健康管理支援事業費負担金,0,3483
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,01居宅介護給付費負担金,0,341286
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,02療養介護給付費負担金,0,39814
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,03生活介護給付費負担金,0,535760
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,04短期入所給付費負担金,0,22126
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,05施設支援給付費負担金,0,138139
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,06サービス利用計画作成費負担金,0,43134
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,07自立生活援助給付費負担金,0,973
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,01就労移行支援給付費負担金,0,67681
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,02就労継続支援給付費負担金,0,293677
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,03就労定着支援給付費負担金,0,3801
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,04共同生活援助給付費負担金,0,274227
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,05自立訓練給付費負担金,0,29611
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,04障害者自立支援医療給付費負担金,01更生医療給付費負担金,0,137500
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,04障害者自立支援医療給付費負担金,02育成医療給付費負担金,0,193
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,05障害者自立支援補装具費支給事業負担金,01障害者自立支援補装具費支給事業負担金,0,18374
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,01児童発達支援給付費負担金,0,124325
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,02医療型児童発達支援給付費負担金,0,742
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,03放課後等デイサービス給付費負担金,0,218151
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,04障がい児相談支援給付費負担金,0,11941
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,05保育所等訪問支援給付費負担金,0,372
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,07特別障害者手当等負担金,01特別障害者手当等負担金,0,55328
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,08国民健康保険保険基盤安定負担金,01保険基盤安定負担金,0,120375
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,09介護保険低所得者保険料軽減負担金,01介護保険低所得者保険料軽減負担金,0,84733
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,10児童扶養手当負担金,01児童扶養手当負担金,0,109753
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,01３歳未満被用者児童手当負担金,0,399489
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,02３歳から中学校修了前被用者児童手当負担金,0,858020
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,03非被用者児童手当負担金,0,239850
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,04特例給付負担金,0,148560
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,01私立保育園給付費負担金,0,1540163
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,02公私連携型保育園給付費負担金,0,200722
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,03認定こども園施設給付費負担金,0,70247
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,01小規模保育施設給付費負担金,0,31531
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,02家庭的保育施設給付費負担金,0,41048
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,03事業所内保育施設給付費負担金,0,22415
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,14子育てのための施設等利用給付費負担金,01子育てのための施設等利用給付費負担金,0,60600
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,15児童福祉費負担金,01母子生活支援施設入所措置費負担金,0,16995
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,15児童福祉費負担金,02入院助産措置費負担金,0,723
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,01中国残留邦人等生活支援給付費等負担金,0,11812
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,02中国残留邦人等介護支援給付費負担金,0,900
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,03中国残留邦人等医療支援給付費負担金,0,16500
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,04中国残留邦人等配偶者支援金負担金,0,1050
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,05生活扶助費等負担金,0,2310697
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,06介護扶助費負担金,0,124702
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,07医療扶助費負担金,0,2234929
01一般会計,15国庫支出金,01国庫負担金,02衛生費国庫負担金,01母子保健衛生費負担金,01未熟児養育医療給付費負担金,0,5102
01一般会計,15国庫支出金,01国庫負担金,02衛生費国庫負担金,02新型コロナウイルスワクチン接種対策費負担金  ,01新型コロナウイルスワクチン接種対策費負担金,0,18414
01一般会計,15国庫支出金,01国庫負担金,03教育費国庫負担金,01施設型給付費負担金,01幼稚園施設給付費負担金,0,169193
01一般会計,15国庫支出金,01国庫負担金,03教育費国庫負担金,01施設型給付費負担金,02認定こども園施設給付費負担金,0,35519
01一般会計,15国庫支出金,01国庫負担金,03教育費国庫負担金,02子育てのための施設等利用給付費負担金,01子育てのための施設等利用給付費負担金,0,194646
01一般会計,15国庫支出金,02国庫補助金,01総務費国庫補助金,01社会保障・税番号制度事務費補助金,01社会保障・税番号制度事務費補助金,0,220105
01一般会計,15国庫支出金,02国庫補助金,01総務費国庫補助金,02マイナポイント事業費補助金,01マイナポイント事業費補助金,0,4145
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,01社会保障・税番号制度システム整備費等補助金,01社会保障・税番号制度システム整備費等補助金,0,3208
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,02重層的支援体制整備事業交付金,01重層的支援体制整備事業への移行準備事業交付金,0,26439
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,03食品ロス削減総合対策事業補助金,01フードバンク活動支援事業補助金,0,467
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,04地域生活支援事業費等補助金,01地域生活支援事業費等補助金,0,51414
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,05生活困窮者就労準備支援事業費等補助金,01生活困窮者就労準備支援事業費等補助金,0,22863
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,05生活困窮者就労準備支援事業費等補助金,02生活困窮者子どもの学習等支援事業費補助金,0,7766
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,05生活困窮者就労準備支援事業費等補助金,03生活保護適正化等事業費補助金,0,22133
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,06公的賃貸住宅家賃対策調整補助金,01公的賃貸住宅家賃対策調整補助金,0,27293
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,07年金生活者支援給付金支給事務交付金,01年金生活者支援給付金支給事務交付金,0,224
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,08児童虐待・ＤＶ対策等総合支援事業費補助金,01児童虐待・ＤＶ対策等総合支援事業費補助金,0,1805
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,08児童虐待・ＤＶ対策等総合支援事業費補助金,02支援対象児童等見守り強化事業費補助金,0,4750
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,01利用者支援事業交付金,0,21480
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,02子どもを守る地域ネットワーク機能強化事業交付金,0,1427
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,03子育て援助活動支援事業交付金,0,4196
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,04養育支援訪問事業交付金,0,190
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,05地域子育て支援拠点事業交付金,0,37075
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,06一時預かり事業交付金,0,21134
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,07子育て短期支援事業交付金,0,751
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,08病児保育事業交付金,0,7535
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,09乳児家庭全戸訪問事業交付金,0,1662
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,10延長保育事業交付金,0,6622
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,11多様な事業者の参入促進・能力活用事業交付金,0,2400
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,12放課後児童健全育成事業交付金,0,90874
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,09子ども・子育て支援交付金,13新型コロナウイルス感染症対策事業交付金,0,6540
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,01保育所等におけるＩＣＴ化推進等事業費補助金,0,7272
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,02保育人材交流等就職・交流支援事業費補助金,0,1815
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,03保育士宿舎借り上げ支援事業費補助金,0,87305
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,04保育所等改修費等支援事業費補助金,0,7465
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,10保育対策総合支援事業費補助金,05新型コロナウイルス感染症対策事業費補助金,0,13600
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,11地域子供の未来応援交付金,01地域子供の未来応援交付金,0,1500
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,12ヤングケアラー支援体制強化事業補助金,01ヤングケアラー支援体制強化事業補助金,0,283
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,13妊娠・出産包括支援事業補助金,01多胎妊産婦等支援事業補助金,0,693
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,14子ども・子育て支援体制整備総合推進事業費補助金,01子ども・子育て支援体制整備総合推進事業費補助金,0,864
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,15保育所等整備交付金,01保育所等整備交付金,0,300
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,16母子家庭等対策総合支援事業費補助金,01母子家庭等対策総合支援事業費補助金,0,4752
01一般会計,15国庫支出金,02国庫補助金,03衛生費国庫補助金,01子ども・子育て支援交付金,01利用者支援事業交付金,0,7220
