01会計,02款,03項,04目,05事項,06節,07細々節,08予算額
01一般会計,02総務費,01総務管理費,01一般管理費,08職員互助会等福利厚生関係費,10需用費,01諸消耗品費,13
01一般会計,02総務費,01総務管理費,01一般管理費,08職員互助会等福利厚生関係費,18負担金補助及び交付金,01職員互助会交付金,18504
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,01諸消耗品費,47
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,02法規追録代,95
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,03図書購入費,10
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,01諸印刷費,142
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,11役務費,01口座振替手数料,730
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,01報酬,01月額職員報酬　１人,2351
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,01報酬,01時間額職員報酬,1062
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,03職員手当等,01月額職員期末手当,423
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,04共済費,01月額職員共済費,452
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,01新聞雑誌購読料,324
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,02諸消耗品費,645
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,03図書購入費,5
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,01諸賄費,90
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,11役務費,01郵便料,128
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,11役務費,01洗濯代,4
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,11役務費,01筆耕料,3
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,13使用料及び賃借料,01情報機器等使用料,66
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,18負担金補助及び交付金,01公共機関連絡協議会負担金,29
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,18負担金補助及び交付金,02市長会関係負担金,3801
01一般会計,02総務費,01総務管理費,01一般管理費,11賀詞交歓会関係費,12委託料,01運営委員会委託料,3233
01一般会計,02総務費,01総務管理費,01一般管理費,12交際費,09交際費,01交際費,1000
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,01報酬,01時間額職員報酬,240
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,10需用費,01諸消耗品費,472
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,10需用費,02法規追録代,1036
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,10需用費,03新聞雑誌等購読料,107
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,10需用費,01諸賄費,190
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,12委託料,01財務諸表作成支援業務委託料,700
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,13使用料及び賃借料,01情報機器等使用料,87
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,13使用料及び賃借料,02会場使用料,11
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,18負担金補助及び交付金,01諸負担金,100
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,01報酬,01月額職員報酬　２人,4702
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,01報酬,01時間額職員報酬,356
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,03職員手当等,01月額職員期末手当,845
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,04共済費,01月額職員共済費,903
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,04共済費,01時間額職員共済費,4
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,01新聞雑誌購読料,95
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,02諸消耗品費,269
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,03法規追録代,69
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,01諸印刷費,121
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,01器具修繕料,747
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,11役務費,01口座振替等手数料,2644
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,12委託料,01機器保守等委託料,1223
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,13使用料及び賃借料,01ソフトウェア等使用料,1117
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,13使用料及び賃借料,02情報機器等使用料,59
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,01報酬,01月額職員報酬　２人,4702
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,03職員手当等,01月額職員期末手当,845
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,04共済費,01月額職員共済費,903
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,07報償費,01講師謝礼,50
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,01新聞雑誌購読料,221
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,02文書ファイリング用消耗品費,1774
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,03諸消耗品費,443
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,04法規追録代,1469
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,01電動書庫修繕料,1359
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,11役務費,01郵便料等,2555
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,11役務費,01システムサービス利用料,1937
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,11役務費,01文書保管料,2340
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,12委託料,01録音反訳委託料,33
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,12委託料,02データ更新業務等委託料,2937
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,12委託料,03総合文書管理システム研修等委託料,990
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,12委託料,04文書廃棄等委託料,259
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,13使用料及び賃借料,01情報機器等使用料,131
01一般会計,02総務費,01総務管理費,01一般管理費,16訴訟等関係費,10需用費,01諸消耗品費,16
01一般会計,02総務費,01総務管理費,01一般管理費,16訴訟等関係費,10需用費,01諸賄費,1
01一般会計,02総務費,01総務管理費,01一般管理費,16訴訟等関係費,12委託料,01顧問弁護士業務委託料,1320
01一般会計,02総務費,01総務管理費,01一般管理費,17公益通報等法務関係費,07報償費,01弁護士等謝礼,20
01一般会計,02総務費,01総務管理費,01一般管理費,17公益通報等法務関係費,10需用費,01諸消耗品費,1
01一般会計,02総務費,01総務管理費,01一般管理費,18報酬等審議会関係費,01報酬,01委員報酬　１０人,160
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,01報酬,01月額職員報酬　２人,4702
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,03職員手当等,01月額職員期末手当,845
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,04共済費,01月額職員共済費,903
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,10需用費,01自動車用消耗品費,274
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,10需用費,02自転車用消耗品費,105
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,10需用費,01自動車修繕料,2077
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,10需用費,02自転車修繕料,136
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,10需用費,01自動車用燃料費,1525
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,11役務費,01洗濯代,24
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,11役務費,02自動車リサイクル処理手数料,19
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,12委託料,01洗車委託料,66
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,12委託料,02運行管理委託料,23692
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,12委託料,03定期整備委託料,52
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,13使用料及び賃借料,01有料道路通行料,888
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,13使用料及び賃借料,02自動車借上料,10143
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,13使用料及び賃借料,01駐車場賃借料,3428
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,17備品購入費,01自動車等購入費,5384
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,17備品購入費,02自転車購入費,176
01一般会計,02総務費,01総務管理費,01一般管理費,19庁用自動車等関係費,18負担金補助及び交付金,01諸負担金,5
01一般会計,02総務費,01総務管理費,01一般管理費,20臨時運行許可事務費,10需用費,01諸消耗品費,12
01一般会計,02総務費,01総務管理費,01一般管理費,20臨時運行許可事務費,13使用料及び賃借料,01自動券売機使用料,348
01一般会計,02総務費,01総務管理費,01一般管理費,21三鷹市土地開発公社運営関係費,18負担金補助及び交付金,01土地開発公社運営費補助金,7383
01一般会計,02総務費,01総務管理費,01一般管理費,21三鷹市土地開発公社運営関係費,18負担金補助及び交付金,02土地開発公社取得用地償還等補助金,15148
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,01報酬,01月額職員報酬　１人,2351
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,03職員手当等,01月額職員期末手当,423
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,04共済費,01月額職員共済費,452
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,10需用費,01諸消耗品費,72
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,10需用費,02法規追録代,3
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,10需用費,01自動車修繕料,79
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,11役務費,01郵便料,18
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,11役務費,01自動車損害保険料,79
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,12委託料,01鑑定等委託料,2228
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,13使用料及び賃借料,01情報機器等使用料,30
01一般会計,02総務費,01総務管理費,01一般管理費,22用地取得事務費,18負担金補助及び交付金,01東京地区用地対策連絡協議会負担金,12
01一般会計,02総務費,01総務管理費,01一般管理費,23土地取引規制関係事務費,10需用費,01諸消耗品費,45
01一般会計,02総務費,01総務管理費,01一般管理費,23土地取引規制関係事務費,11役務費,01郵便料,5
01一般会計,02総務費,01総務管理費,01一般管理費,24人権啓発関係費,10需用費,01人権の花運動用消耗品費,56
01一般会計,02総務費,01総務管理費,01一般管理費,24人権啓発関係費,18負担金補助及び交付金,01多摩東人権擁護委員協議会負担金,393
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,07報償費,01講師謝礼,400
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,07報償費,01保育者等謝礼,67
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,10需用費,01諸消耗品費,17
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,10需用費,01諸賄費,12
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,11役務費,01郵便料,72
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,12委託料,01ポスター等作成委託料,261
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,12委託料,02駐輪場整理委託料,19
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,12委託料,03要約筆記委託料,74
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,13使用料及び賃借料,01会場使用料,189
01一般会計,02総務費,01総務管理費,01一般管理費,25憲法施行記念行事費,13使用料及び賃借料,02フィルム借上料,150
01一般会計,02総務費,01総務管理費,01一般管理費,26子どものための人権啓発事業費,07報償費,01講師謝礼,408
01一般会計,02総務費,01総務管理費,01一般管理費,26子どものための人権啓発事業費,07報償費,01保育者等謝礼,32
01一般会計,02総務費,01総務管理費,01一般管理費,26子どものための人権啓発事業費,10需用費,01諸消耗品費,5
01一般会計,02総務費,01総務管理費,01一般管理費,27まちづくり応援寄附推進事業費,10需用費,01返礼品購入費,2147
01一般会計,02総務費,01総務管理費,01一般管理費,27まちづくり応援寄附推進事業費,11役務費,01郵便料,46
01一般会計,02総務費,01総務管理費,01一般管理費,27まちづくり応援寄附推進事業費,11役務費,01クレジットカード決済等手数料,1371
01一般会計,02総務費,01総務管理費,01一般管理費,27まちづくり応援寄附推進事業費,11役務費,02口座振替手数料,1
01一般会計,02総務費,01総務管理費,01一般管理費,27まちづくり応援寄附推進事業費,11役務費,03システムサービス利用料,3387
01一般会計,02総務費,01総務管理費,01一般管理費,27まちづくり応援寄附推進事業費,11役務費,01保険料,20
01一般会計,02総務費,01総務管理費,01一般管理費,27まちづくり応援寄附推進事業費,12委託料,01代行業務委託料,10609
01一般会計,02総務費,01総務管理費,01一般管理費,28ポキ活用促進関係費,12委託料,01業務委託料,1956
01一般会計,02総務費,01総務管理費,01一般管理費,29東京市町村総合事務組合関係費,18負担金補助及び交付金,01負担金,9775
01一般会計,02総務費,01総務管理費,01一般管理費,30東京都市公平委員会関係費,18負担金補助及び交付金,01負担金,1461
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,01報酬,01月額職員報酬　１人,2351
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,01報酬,01時間額職員報酬,836
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,03職員手当等,01月額職員期末手当,423
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,04共済費,01月額職員共済費,452
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,07報償費,01やさしい日本語講師謝礼,55
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,10需用費,01諸消耗品費,250
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,10需用費,02新聞雑誌購読料,317
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,10需用費,01器具修繕料,20
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,10需用費,01諸賄費,6
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,11役務費,01郵便料,4
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,11役務費,02回線使用料,105
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,11役務費,01市広告物等掲示料,385
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,11役務費,02市政情報誌販売手数料,5
01一般会計,02総務費,01総務管理費,02広報広聴費,01広報事務関係費,11役務費,03情報発信サービス利用料,66
