"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202309","クロエクリニック青山","東京都港区赤坂七丁目1番15号","アトム青山タワー2階","03-5542-1177","2023/9/4","歯科、内科、皮膚科、形成外科","35.674272","139.729645"
"202309","釜我歯科","東京都港区芝五丁目25番9号","三田スクエアビル3階","03-3455-6484","2023/9/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.647314","139.744746"
"202309","虎ノ門ヒルズ　福沢歯科","東京都港区虎ノ門二丁目9番1号","虎ノ門ヒルズ江戸見坂テラス2階","03-5251-2888","2023/9/1","歯科","35.667780","139.745848"
"202310","青山一丁目麻布歯科","東京都港区赤坂八丁目5番32号","田中駒ビル1階","03-6434-9877","2023/10/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.671947","139.726372"
"202310","フェイストーク麻布十番矯正歯科","東京都港区麻布十番二丁目18番8号","ABAアサミビル5階","03-6435-2631","2023/9/27","矯正歯科","35.654248","139.735894"
"202310","医療法人社団歯周会麻布台西堀歯科","東京都港区麻布台一丁目3番1号","麻布台ヒルズ森JPタワー4階","03-6459-1031","2023/10/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.660882","139.740657"
"202310","ドルミーレデンタルオフィス表参道","東京都港区北青山三丁目5番40号","YCビル2　1階","03-6804-3228","2023/10/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.666756","139.711733"
"202310","品川港南歯科・矯正歯科クリニック","東京都港区港南二丁目5番11号","大三洋行品川ビル4階","03-6433-1120","2023/10/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.628488","139.743209"
"202310","医療法人社団長坂歯科","東京都港区芝五丁目34番6号","新田町ビル2階","03-3455-2220","2023/10/1","歯科、小児歯科、歯科口腔外科","35.645971","139.746722"
"202310","クラハデンタルオフィス田町","東京都港区芝浦二丁目14番19号","モナークマンション田町1階","03-6275-1128","2023/10/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.644253","139.751900"
"202310","大門ベル歯科","東京都港区芝大門一丁目16番1号","穂積ビル2階","03-3431-3310","2023/10/9","歯科、矯正歯科","35.657532","139.754364"
"202310","ルポール　デンタルクリニック","東京都港区白金台五丁目13番31号","白金台MHテラス103号室","03-6455-7310","2023/10/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.637925","139.722218"
"202310","白金高輪デンタルクリニック","東京都港区高輪一丁目3番14号","田村高輪ビル4階・5階","03-5789-3600","2023/10/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.643768","139.735619"
"202311","六本木ルアナ歯科","東京都港区赤坂九丁目6番23号","葵ビル401","050-8892-7598","2023/11/8","歯科、歯科口腔外科","35.666026","139.728984"
"202311","ドルミーレデンタルオフィス表参道","東京都港区北青山三丁目5番40号","YCビル2　1階","03-6804-3228","2023/10/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.666756","139.711733"
"202311","やすらぎ歯科虎ノ門","東京都港区西新橋一丁目6番13号","虎ノ門吉荒ビル1階","03-3501-6630","2023/11/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.669516","139.752795"
"202312","ＴＯＴＡＬ　ＴＯＯＴＨ　ＴＲＥＡＴＭＥＮＴ","東京都港区赤坂二丁目11番3号","福田ビルウエスト1階","03-3585-0648","2023/12/5","歯科、矯正歯科、小児歯科、歯科口腔外科","35.670153","139.741185"
"202312","赤坂Ｂ＆Ｓ歯科・矯正歯科","東京都港区赤坂三丁目2番2号","日総第24ビル 1階・2階","03-5544-9426","2023/12/1","歯科、矯正歯科","35.676264","139.737241"
"202312","イガリ・鳥和歯科医院","東京都港区芝五丁目31番15号","センチュリー三田ビル9階","03-5232-9876","2023/12/1","歯科、歯科口腔外科、小児歯科","35.646682","139.746302"
"202312","南青山パーソン歯科","東京都港区南青山二丁目12番15号","南青山2丁目ビル7階","03-6459-2711","2023/12/1","歯科、小児歯科、歯科口腔外科","35.671275","139.720594"
"202312","ＤＥＮＴＡＬ　ＭｚＸ","東京都港区南麻布五丁目15番9号","バルビゾン70　2階",,"2023/12/9","歯科、歯科口腔外科、小児歯科、矯正歯科","35.651493","139.722794"
"202401","赤坂ＯＮＯ　Ｄｅｎｔａｌ　Ｃｌｉｎｉｃ","東京都港区赤坂五丁目4番11号","ポルトボヌール2F","03-6807-4668","2024/1/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.671630","139.735525"
"202401","ＭＫ歯科医院","東京都港区麻布十番二丁目3番8号","OTM5階","03-6435-4141","2024/1/2","歯科、小児歯科、矯正歯科、歯科口腔外科","35.655333","139.735046"
"202401","Ｍｉｉ　ＤＥＮＴＡＬ　ＳＴＵＤＩＯ","東京都港区北青山二丁目7番27号","P'sGAIENMAE3階","03-6271-5525","2024/1/20","歯科、矯正歯科、小児歯科、歯科口腔外科","35.671712","139.717049"
"202403","ＡＫＡＳＡＫＡ　ＩＴＯ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ","東京都港区赤坂二丁目17番55号","1階","03-3584-4020","2024/3/15","歯科","35.670463","139.738159"
"202403","医療法人社団和裕会　麻布台ユナイテッドデンタルオフィス","東京都港区麻布台一丁目7番3号","VORT神谷町2　1階","03-5570-4334","2024/3/13","歯科、小児歯科、矯正歯科、歯科口腔外科","35.660991","139.743069"
"202403","新橋ＤＤデンタルクリニック","東京都港区新橋二丁目2番5号","丸山ビル 4階","03-3528-8335","2024/3/1","歯科、矯正歯科、小児歯科","35.667682","139.755215"
"202403","リンカク　デンタルクリニック","東京都港区南青山五丁目11番22号","テスラ南青山203号","03-6721-1418","2024/3/6","歯科","35.672358","139.723534"

"歯科診療所開設一覧(令和6年3月31日現在)","Ver202403",,,,,,,
