市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,区登録年度,国登録年度,,
131202,0000000012,東京都　,練馬区,閻魔・十王像と檀拏幢,エンマ・ジュウオウゾウトダンダトウ,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区大泉町6-24,,35.756652,139.592524,,,,,,教学院,1999-01-20,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b027.html,,1988,,,
131202,0000000013,東京都　,練馬区,春日町囃子,カスガチョウバヤシ,,,区登録無形民俗文化財,,,東京都練馬区春日町地域,,,,,,,,,春日町囃子連,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,2003,,,
131202,0000000014,東京都　,練馬区,練馬東小学校のフジ,ネリマヒガシショウガッコウノフジ,,,区登録天然記念物・区指定天然記念物,,,東京都練馬区春日町1-30,,35.752358,139.647464,,,,,,練馬区,1997-03-03,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b023.html,,1994,,,
131202,0000000015,東京都　,練馬区,河野鎮平筆子碑,コウノチンペイフデコヒ,,,区登録史跡,,,東京都練馬区春日町3-2,,35.748088,139.643857,,,,,,寿福寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1406.html,,2002,,,
131202,0000000016,東京都　,練馬区,長谷川家文書〈非公開〉,ハセガワケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区春日町3,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1003.html,,1998,,,
131202,0000000017,東京都　,練馬区,愛染院の梵鐘,アイゼンインノボンショウ,,,区登録有形文化財,美術工芸品,,東京都練馬区春日町4-17,,35.753536,139.639957,,,,,,愛染院,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1702.html,,2005,,,
131202,0000000018,東京都　,練馬区,愛染院文書〈非公開〉,アイゼンインモンジョ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区春日町4-17,,35.753536,139.639957,,,,,,愛染院,2010-01-27,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1906.html,,2007,,,
131202,0000000019,東京都　,練馬区,尾崎遺跡,オサキイセキ,,,区登録史跡・都指定史跡,,,東京都練馬区春日町5-12,,35.747028,139.639928,,,,,,練馬区,1983-05-06,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b004.html,,1988,,,
131202,0000000020,東京都　,練馬区,尾崎遺跡出土品,オサキイセキシュツドヒン,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区春日町5-12,,35.747028,139.639928,,,,,,練馬区,1993-03-09,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0309.html,,1991,,,
131202,0000000021,東京都　,練馬区,相原正太郎家住宅〈非公開〉,アイハラショウタロウケジュウタク,,,区登録有形文化財,建造物,,東京都練馬区春日町5,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0601.html,,1994,,,
131202,0000000022,東京都　,練馬区,圓淨法師塚,エンジョウホウシヅカ,,,区登録史跡,,,東京都練馬区春日町5-35,,35.749922,139.636568,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1610.html,,2004,,,
131202,0000000023,東京都　,練馬区,上石神井囃子,カミシャクジイバヤシ,,,区登録無形民俗文化財,,,東京都練馬区上石神井地域,,,,,,,,,上石神井囃子連中,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,2004,,,
131202,0000000024,東京都　,練馬区,上石神井立野の庚申塔,カミシャクジイタテノノコウシントウ,,,区登録有形民俗文化財,,,東京都練馬区上石神井1-11,,35.723495,139.59162,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/kamisyakujikousintou.html,,2011,,,
131202,0000000025,東京都　,練馬区,出羽三山・百八十八ヶ所観音供養塔,デワサンザン・ヒャクハチジュウハチカショカンノンクヨウトウ,,,区登録有形民俗文化財,,,東京都練馬区上石神井1-11,,35.723495,139.59162,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/dewasanzan-kuyoutou.html,,2011,,,
131202,0000000026,東京都　,練馬区,北町囃子,キタマチバヤシ,,,区登録無形民俗文化財,,,東京都練馬区北町地域,,,,,,,,,北町囃子保存会,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,2004,,,
131202,0000000027,東京都　,練馬区,下練馬の大山道道標,シモネリマノオオヤマミチドウヒョウ,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区北町1-25地先,,35.76573,139.667023,,,,,,練馬区,1994-03-17,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b012.html,,1991,,,
131202,0000000028,東京都　,練馬区,千川家の墓,センカワケノハカ,,,区登録史跡,,,東京都練馬区北町2-18,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b050.html,,1996,,,
131202,0000000029,東京都　,練馬区,阿弥陀堂の半鐘,アミダドウノハンショウ,,,区登録有形文化財,美術工芸品,,東京都練馬区北町2-18,,35.763836,139.643385,,,,,,阿弥陀堂,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/admidadounohansyou.html,,2015,,,
131202,0000000030,東京都　,練馬区,北町聖観音座像,キタマチショウカンノンザゾウ,,,区登録有形民俗文化財・区指定有形民俗文化財,,,東京都練馬区北町2-38,,35.768005,139.662011,,,,,,北町二丁目町会（管理者）,1996-02-28,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b021.html,,1987,,,
131202,0000000031,東京都　,練馬区,北町の仁王像,キタマチノニオウゾウ,,,区登録有形文化財,美術工芸品,,東京都練馬区北町2-38,,35.768005,139.662011,,,,,,北町二丁目町会（管理者）,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1002.html,,1998,,,
131202,0000000032,東京都　,練馬区,下練馬の富士塚,シモネリマノフジヅカ,,,区登録有形民俗文化財・区指定有形民俗文化財,,,東京都練馬区北町2-41,,35.767568,139.663802,,,,,,浅間神社,1994-03-17,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b019.html,,1989,,,
131202,0000000033,東京都　,練馬区,ちがや馬飾り,チガヤウマカザリ,,,区登録無形民俗文化財,,,東京都練馬区北町3,,,,,,,,,丹羽幸男（保持者）,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b044.html,,2010,,,
131202,0000000034,東京都　,練馬区,田中家資料〈非公開〉,タナカケシリョウ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区北町5,,,,,,,,,個人,2017-02-21,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1802.html,,2006,,,
131202,0000000035,東京都　,練馬区,氷川神社富士塚,ヒカワジンジャフジヅカ,,,区登録有形民俗文化財・区指定有形民俗文化財,,,東京都練馬区北町8-22,,35.766334,139.650969,,,,,,氷川神社,1995-03-16,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b020.html,,1990,,,
131202,0000000036,東京都　,練馬区,練馬城跡,ネリマジョウアト,,,都指定旧跡,,,東京都練馬区向山3-25他,,,,,,,,,西武鉄道株式会社,1926-04,,,,,,,,,,,https://bunkazai.metro.tokyo.lg.jp/jp/search_detail.html?page=1&id=747,,,,,
131202,0000000037,東京都　,練馬区,千川堤植櫻楓碑,センカワヅツミショクオウフウヒ,,,区登録有形文化財,美術工芸品,,東京都練馬区小竹町1-59,,35.738321,139.672346,,,,,,浅間神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/sennkawatututmi.html,,2017,,,
131202,0000000038,東京都　,練馬区,江古田の富士塚〈外観の見学可〉,エコダノフジヅカ,,,区登録有形民俗文化財・国重要有形民俗文化財,,,東京都練馬区小竹町1-59,,35.738321,139.672346,,,,,,浅間神社,1979-05-21,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b003.html,,1986,,,
131202,0000000039,東京都　,練馬区,江古田の富士講関係資料〈非公開〉,エコダノフジコウカンケイシリョウ,,,区登録有形民俗文化財,,,東京都練馬区小竹町1-59,,35.738321,139.672346,,,,,,浅間神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b058.html,,2000,,,
131202,0000000040,東京都　,練馬区,篠家文書〈非公開〉,シノケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台2,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b2001.html,,2008,,,
131202,0000000041,東京都　,練馬区,新井家文書〈非公開〉,アライケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台3,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0203.html,,1990,,,
131202,0000000042,東京都　,練馬区,小林家住宅〈非公開〉,コバヤシケジュウタク,,,区登録有形文化財,建造物,,東京都練馬区桜台5,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1501.html,,2003,,,
131202,0000000043,東京都　,練馬区,紙本着色以天宗清像〈非公開〉,シホンチャクショクイテンソウセイゾウ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0303.html,,1991,,,
131202,0000000044,東京都　,練馬区,絹本着色明叟宗普像〈非公開〉,ケンポンチャクショクミョウソウソウフゾウ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0304.html,,1991,,,
131202,0000000045,東京都　,練馬区,紙本墨画淡彩希叟宗罕像〈非公開〉,シホンボクガタンサイキソウソウカンゾウ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0305.html,,1991,,,
131202,0000000046,東京都　,練馬区,明叟宗普の墨跡〈非公開〉,ミョウソウソウフノボクセキ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0903.html,,1997,,,
131202,0000000047,東京都　,練馬区,絹本着色釈迦十六善神像〈非公開〉,ケンポンチャクショクシャカジュウロクゼンジンゾウ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1101.html,,1999,,,
131202,0000000048,東京都　,練馬区,正親町天皇綸旨〈非公開〉,オオギマチテンノウリンジ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/tennourinji.html,,2012,,,
131202,0000000049,東京都　,練馬区,明叟宗普道号頌〈非公開〉,ミョウソウソウフドウゴウジュ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/dougouju.html,,2012,,,
131202,0000000050,東京都　,練馬区,明叟宗普書状〈非公開〉,ミョウソウソウフショジョウ,,,区登録有形文化財,美術工芸品,,東京都練馬区桜台6-20,,35.747898,139.656176,,,,,,廣徳寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/shojou.html,,2012,,,
131202,0000000051,東京都　,練馬区,大山講灯籠立て行事,オオヤマコウトウロウタテギョウジ,,,区登録無形民俗文化財,,,東京都練馬区下石神井1･2,,,,,,,,,向三谷大山講,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1404.html,,2002,,,
131202,0000000052,東京都　,練馬区,丸彫青面金剛庚申塔,マルボリショウメンコンゴウコウシントウ,,,区登録有形民俗文化財,,,東京都練馬区下石神井5-7-11,,35.732882,139.602225,,,,,,伊保ヶ谷戸庚申講,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b039.html,,1994,,,
131202,0000000053,東京都　,練馬区,二十三夜待供養塔,ニジュウサンヤマチクヨウトウ,,,区登録有形民俗文化財,,,東京都練馬区下石神井6-1,,35.732518,139.60549,,,,,,天祖神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1304.html,,2001,,,
131202,0000000054,東京都　,練馬区,石神井台囃子,シャクジイダイバヤシ,,,区登録無形民俗文化財,,,東京都練馬区石神井台地域,,,,,,,,,石神井台囃子連,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,2002,,,
131202,0000000055,東京都　,練馬区,三宝寺の梵鐘,サンボウジノボンショウ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井台1-15,,35.736244,139.597684,,,,,,三宝寺,1998-02-23,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b015.html,,1986,,,
131202,0000000056,東京都　,練馬区,三宝寺山門,サンボウジサンモン,,,区登録有形文化財,建造物,,東京都練馬区石神井台1-15,,35.736244,139.597684,,,,,,三宝寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b015.html,,1995,,,
131202,0000000057,東京都　,練馬区,弥陀三尊来迎画像板碑,ミダサンゾンライゴウガゾウイタビ,,,区登録有形民俗文化財,,,東京都練馬区石神井台1-15,,35.736244,139.597684,,,,,,三宝寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b6209.html,,1987,,,
131202,0000000058,東京都　,練馬区,永享八年の夜念仏板碑,エイキョウハチネンノヨネンブツイタビ,,,区登録有形民俗文化財・区指定有形民俗文化財,,,東京都練馬区石神井台1-15,,35.736244,139.597684,,,,,,三宝寺,2020-02-20,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/yonennbutuitabi.html,,2015,,,
131202,0000000059,東京都　,練馬区,北条氏康印判状〈非公開〉,ホウジョウウジヤスインバンジョウ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井台1-16,,35.736382,139.598558,,,,,,道場寺,1991-02-12,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b6103.html,,1986,,,
131202,0000000060,東京都　,練馬区,文応元年の弥陀板碑〈非公開〉,ブンオウガンネンノミダイタビ,,,区登録有形民俗文化財,,,東京都練馬区石神井台1-16,,35.736382,139.598558,,,,,,道場寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0310.html,,1991,,,
131202,0000000061,東京都　,練馬区,豊島氏奉納の石燈籠,トシマシホウノウノイシドウロウ,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区石神井台1-18,,35.736782,139.595874,,,,,,氷川神社,1997-03-16,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b013.html,,1987,,,
131202,0000000062,東京都　,練馬区,氷川神社の水盤,ヒカワジンジャノスイバン,,,区登録有形文化財,建造物,,東京都練馬区石神井台1-18,,35.736782,139.595874,,,,,,氷川神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b013.html,,1988,,,
131202,0000000063,東京都　,練馬区,三宝寺池沼沢植物群落,サンポウジイケショウタクショクブツグンラク,,,国指定天然記念物,,,東京都練馬区石神井台1-27,,35.737659,139.596733,,,,,,東京都,1935-12-24,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b002.html,,,,,
131202,0000000064,東京都　,練馬区,石神井城跡,シャクジイジョウアト,,,都指定史跡,,,東京都練馬区石神井台1-18,,35.737501,139.596628,,,,,,東京都,1952-04-01,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b007.html,,,,,
131202,0000000065,東京都　,練馬区,田柄用水跡,タガラヨウスイアト,,,区登録史跡,,,東京都練馬区石神井台8-21,,35.737416,139.582139,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1407.html,,2002,,,
131202,0000000066,東京都　,練馬区,石神井囃子,シャクジイバヤシ,,,区登録無形民俗文化財,,,東京都練馬区石神井町地域,,,,,,,,,石神井町囃子連,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,1989,,,
131202,0000000067,東京都　,練馬区,石神井火車站之碑,シャクジイカシャタンノヒ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町3-23,,35.743367,139.60675,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/kashatannohi.html,,2012,,,
131202,0000000068,東京都　,練馬区,小島家文書,コジマケモンジョ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,個人,1990-02-15,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b6207.html,,1987,,,
131202,0000000069,東京都　,練馬区,春日町出土の壺形土器,カスガチョウシュツドノツボガタドキ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,1992-02-15,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b011.html,,1989,,,
131202,0000000070,東京都　,練馬区,縄文時代の竹カゴ,ジョウモンジダイノタケカゴ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0204.html,,1990,,,
131202,0000000071,東京都　,練馬区,金銅製飾具,コンドウセイカザリグ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,2015-02-16,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/kondouseikazarigu.html,,1990,,,
131202,0000000072,東京都　,練馬区,尾張殿鷹場碑,オワリドノタカバヒ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b031.html,,1990,,,
131202,0000000073,東京都　,練馬区,荘家文書,ショウケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0401.html,,1992,,,
131202,0000000074,東京都　,練馬区,比丘尼橋遺跡出土の旧石器,ビクニバシイセキシュツドノキュウセッキ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0503.html,,1993,,,
131202,0000000075,東京都　,練馬区,武蔵関遺跡出土の大型槍先形石器,ムサシセキイセキシュツドノオオガタヤリサキガタセッキ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0604.html,,1994,,,
