年度末,End of fiscal year,地域階層,地域コード,項番 Item number,地域,District,理容所 Barber,美容所  Beauty salon,クリーニング所 Dry-cleaner,公衆浴場 Public baths／総数 Total,公衆浴場 Public baths／普通 General,公衆浴場 Public baths／その他 Others,温泉利用施設 Hot springs,旅館等  Hotels and inns／総数 Total,旅館等 Hotels and inns／ホテル hotels,旅館等 Hotels and inns／旅館 Japanese-style hotels & inns (ryokan),旅館等 Hotels and inns／簡易宿所 Budget hotel,旅館等  Hotels and inns／下宿 Boarding houses and lodgings,常設興行場 Entertainment places／総数 Total,常設興行場 Entertainment places／映画館 Cinemas,常設興行場 Entertainment places／スポーツ施設 Sports center,常設興行場 Entertainment places／その他 Others,プール Swimming pool
平成28,2016,2,13105,5,文京区,Bunkyo-ku,125,285,235,20,7,13,3,40,20,18,2,-,16,-,1,15,83
平成28,2016,2,13106,6,台東区,Taito-ku,180,384,261,234,30,204,2,452,77,186,187,2,24,3,-,21,40
平成28,2016,2,13107,7,墨田区,Sumida-ku,205,430,231,41,21,20,4,70,23,28,19,-,21,6,1,14,47
平成28,2016,2,13108,8,江東区,Koto-ku,243,493,368,66,24,42,4,55,21,23,11,-,54,22,3,29,113
平成28,2016,2,13109,9,品川区,Shinagawa-ku,216,613,380,63,27,36,8,79,45,23,11,-,16,4,1,11,71
平成28,2016,2,13110,10,目黒区,Meguro-ku,146,745,253,38,15,23,1,21,11,7,3,-,15,1,-,14,53
平成28,2016,2,13111,11,大田区,Ota-ku,395,812,488,92,42,50,22,94,8,67,19,-,18,9,2,7,118
平成28,2016,2,13112,12,世田谷区,Setagaya-ku,380,1493,635,95,30,65,7,21,3,13,3,2,45,13,4,28,157
平成28,2016,2,13113,13,渋谷区,Shibuya-ku,175,2118,282,111,11,100,1,115,57,46,11,1,74,24,3,47,58
平成28,2016,2,13114,14,中野区,Nakano-ku,211,517,310,37,21,16,4,13,3,3,7,-,12,1,-,11,56
平成28,2016,2,13115,15,杉並区,Suginami-ku,293,747,350,41,23,18,26,18,5,9,4,-,15,2,-,13,91
平成28,2016,2,13116,16,豊島区,Toshima-ku,218,757,251,78,25,53,1,190,22,143,25,-,42,19,-,23,55
平成28,2016,2,13117,17,北区,Kita-ku,241,466,285,57,30,27,-,31,12,9,10,-,14,1,1,12,75
平成28,2016,2,13118,18,荒川区,Arakawa-ku,148,277,158,34,25,9,2,60,9,12,39,-,7,-,-,7,45
平成28,2016,2,13119,19,板橋区,Itabashi-ku,336,637,409,74,34,40,4,25,1,13,10,1,6,2,-,4,113
平成28,2016,2,13120,20,練馬区,Nerima-ku,408,879,448,86,24,62,5,8,4,3,1,-,10,3,-,7,153
平成28,2016,2,13121,21,足立区,Adachi-ku,486,893,464,54,36,18,2,39,3,30,6,-,17,11,-,6,139
平成28,2016,2,13122,22,葛飾区,Katsushika-ku,340,635,336,56,30,26,1,32,14,5,13,-,3,1,-,2,96
平成28,2016,2,13123,23,江戸川区,Edogawa-ku,454,823,426,64,39,25,7,45,4,35,6,-,10,1,1,8,137
平成28,2016,1,13200,,市部,All shi,2188,4956,2169,347,55,292,53,319,119,151,49,-,171,65,14,92,834
平成28,2016,2,13201,1,八王子市,Hachioji-shi,312,687,307,41,3,38,12,63,23,34,6,-,22,9,5,8,25
平成28,2016,2,13202,2,立川市,Tachikawa-shi,109,326,107,17,4,13,-,38,14,23,1,-,16,11,1,4,62
平成28,2016,2,13203,3,武蔵野市,Musashino-shi,101,433,100,16,4,12,-,11,5,6,-,-,12,4,-,8,36
平成28,2016,2,13204,4,三鷹市,Mitaka-shi,82,155,82,19,4,15,1,1,1,-,-,-,4,-,-,4,36
平成28,2016,2,13205,5,青梅市,Ome-shi,105,155,62,18,-,18,8,43,1,22,20,-,-,-,-,-,43
平成28,2016,2,13206,6,府中市,Fuchu-shi,127,248,148,27,5,22,1,22,13,9,-,-,18,9,3,6,58
平成28,2016,2,13207,7,昭島市,Akishima-shi,70,131,57,9,3,6,1,12,8,4,-,-,3,1,-,2,27
平成28,2016,2,13208,8,調布市,Chofu-shi,102,265,144,18,5,13,8,6,4,2,-,-,12,-,4,8,47
平成28,2016,2,13209,9,町田市,Machida-shi,190,521,215,29,2,27,4,28,21,5,2,-,14,10,-,4,19
平成28,2016,2,13210,10,小金井市,Koganei-shi,55,110,60,5,1,4,1,2,-,2,-,-,2,-,-,2,28
平成28,2016,2,13211,11,小平市,Kodaira-shi,107,171,86,15,2,13,2,5,1,3,1,-,3,-,-,3,42
平成28,2016,2,13212,12,日野市,Hino-shi,80,164,71,4,-,4,-,2,1,1,-,-,2,-,-,2,41
平成28,2016,2,13213,13,東村山市,Higashimurayama-shi,74,174,84,7,2,5,-,11,6,5,-,-,1,-,-,1,33
平成28,2016,2,13214,14,国分寺市,Kokubunji-shi,48,144,54,9,2,7,-,7,5,2,-,-,1,-,-,1,23
平成28,2016,2,13215,15,国立市,Kunitachi-shi,46,122,37,9,1,8,1,6,4,2,-,-,1,-,-,1,26
平成28,2016,2,13218,16,福生市,Fussa-shi,44,105,30,3,-,3,-,3,1,1,1,-,1,-,-,1,15
平成28,2016,2,13219,17,狛江市,Komae-shi,39,76,46,6,4,2,-,1,-,1,-,-,2,-,-,2,19
平成28,2016,2,13220,18,東大和市,Higashiyamato-shi,54,88,42,9,2,7,-,4,-,4,-,-,2,-,-,2,20
平成28,2016,2,13221,19,清瀬市,Kiyose-shi,41,78,41,4,3,1,-,-,-,-,-,-,3,-,-,3,22
平成28,2016,2,13222,20,東久留米市,Higashikurume-shi,53,107,65,12,2,10,1,2,1,1,-,-,1,-,-,1,29
平成28,2016,2,13223,21,武蔵村山市,Musashimurayama-shi,38,69,31,5,1,4,3,4,-,4,-,-,14,12,-,2,24
平成28,2016,2,13224,22,多摩市,Tama-shi,55,142,67,22,-,22,1,7,5,2,-,-,20,9,-,11,42
平成28,2016,2,13225,23,稲城市,Inagi-shi,40,61,40,10,1,9,1,2,1,1,-,-,2,-,-,2,31
平成28,2016,2,13227,24,羽村市,Hamura-shi,45,104,27,5,-,5,6,4,2,2,-,-,3,-,-,3,16
平成28,2016,2,13228,25,あきる野市,Akiruno-shi,58,92,34,10,-,10,2,31,-,13,18,-,6,-,-,6,28
平成28,2016,2,13229,26,西東京市,Nishitokyo-shi,113,228,132,18,4,14,-,4,2,2,-,-,6,-,1,5,42
平成28,2016,1,13300,,郡部,All gun,45,58,24,22,-,22,41,78,4,23,51,-,10,9,-,1,20
平成28,2016,1,13500,,島部,All islands,38,52,14,29,-,29,41,579,6,100,473,-,2,-,-,2,44
,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,,,
19-7  環境衛生営業施設数 (平成24～平成28年度末) 19-7  BUSINESS FACILITIES REGULATED BY THE ENVIRONMENT AND HEALTH ACT( End of Fiscal Years 2012-2016 )   ,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG ,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,,,,,,,
