"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","とても関心がある[人]","少し関心がある[人]","どちらともいえない[人]","あまり関心がない[人]","全く関心がない[人]","無回答[人]"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","性・年代別","女性 40～49歳","95","64","26","3","1","1","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","性・年代別","女性 50～59歳","82","60","17","4","0","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","性・年代別","女性 60～69歳","55","36","16","2","0","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","性・年代別","女性 70歳以上","75","58","12","2","0","0","3"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","性・年代別","無回答","10","5","2","2","0","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","自営業主・家族従業","92","71","20","0","1","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","会社員・団体職員・公務員","280","149","103","15","6","5","2"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","35","20","3","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","家事専業","94","64","19","8","1","0","2"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","学生","20","4","11","2","1","2","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","無職","83","53","24","4","1","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","その他","26","17","7","1","0","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","職業別","無回答","5","3","1","0","0","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","居住地区別","芝地区","107","65","33","6","2","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","居住地区別","麻布地区","140","86","38","7","2","5","2"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","居住地区別","赤坂地区","88","53","31","1","2","1","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","居住地区別","高輪地区","155","100","42","7","4","0","2"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","居住地区別","芝浦港南地区","164","91","59","12","0","1","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","居住地区別","無回答","4","1","2","0","0","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","持家（一戸建）","95","66","25","2","1","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","持家（マンション）","302","189","90","14","3","4","2"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","借家（一戸建）","7","4","3","0","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","87","64","10","4","3","3"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","18","6","3","1","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","13","4","1","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","10","7","2","1","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","3","2","1","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","その他","5","3","2","0","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","住居形態別","無回答","6","3","2","0","0","0","1"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","239","101","13","4","4","5"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","定住意向別","当分は住んでいたい","224","117","79","18","5","3","2"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","23","17","1","1","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","1","1","0","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","7","2","0","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","定住意向別","わからない","14","8","5","1","0","0","0"
"202003","プラスチックごみ","Q19. あなたは、レジ袋やペットボトル等が海洋に流出することで、国際的な問題となっている海洋プラスチックごみに関心がありますか。（１つ選択）","定住意向別","無回答","1","1","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・プラスチックごみQ19","Ver202003",,,,,,,,,,
