区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,234,196,38,19.4,87,103,-16,-15.5,147,93,54,58.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,817,807,10,1.2,99,111,-12,-10.8,719,697,22,3.2
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,274,698,-424,-60.7,94,275,-181,-65.8,179,423,-244,-57.7
〔就業者の主な産業別内訳〕／建設業,427,420,7,1.7,332,333,-1,-0.3,95,87,8,9.2
〔就業者の主な産業別内訳〕／製造業,659,708,-49,-6.9,469,490,-21,-4.3,190,218,-28,-12.8
〔就業者の主な産業別内訳〕／情報通信業,867,773,94,12.2,596,512,84,16.4,271,261,10,3.8
〔就業者の主な産業別内訳〕／運輸業，郵便業,343,371,-28,-7.5,259,289,-30,-10.4,83,81,2,2.5
〔就業者の主な産業別内訳〕／卸売業，小売業,1267,1289,-22,-1.7,642,638,4,0.6,625,651,-26,-4
〔就業者の主な産業別内訳〕／金融業，保険業,355,392,-37,-9.4,174,197,-23,-11.7,181,195,-14,-7.2
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,265,286,-21,-7.3,153,148,5,3.4,113,138,-25,-18.1
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,528,577,-49,-8.5,322,355,-33,-9.3,206,222,-16,-7.2
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,427,421,6,1.4,191,195,-4,-2.1,236,227,9,4
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,261,237,24,10.1,125,126,-1,-0.8,136,112,24,21.4
〔就業者の主な産業別内訳〕／教育，学習支援業,461,488,-27,-5.5,173,194,-21,-10.8,288,294,-6,-2
〔就業者の主な産業別内訳〕／医療，福祉,895,848,47,5.5,232,212,20,9.4,664,635,29,4.6
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,692,754,-62,-8.2,388,453,-65,-14.3,304,300,4,1.3
〔雇用者の主な産業別内訳〕／建設業,368,349,19,5.4,281,269,12,4.5,88,79,9,11.4
〔雇用者の主な産業別内訳〕／製造業,636,610,26,4.3,454,440,14,3.2,182,170,12,7.1
〔雇用者の主な産業別内訳〕／情報通信業,827,740,87,11.8,562,486,76,15.6,265,254,11,4.3
〔雇用者の主な産業別内訳〕／運輸業，郵便業,331,357,-26,-7.3,249,275,-26,-9.5,82,81,1,1.2
〔雇用者の主な産業別内訳〕／卸売業，小売業,1193,1226,-33,-2.7,610,610,0,0,583,616,-33,-5.4
〔雇用者の主な産業別内訳〕／金融業，保険業,354,388,-34,-8.8,173,194,-21,-10.8,181,194,-13,-6.7
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,229,232,-3,-1.3,135,124,11,8.9,94,108,-14,-13
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,394,448,-54,-12.1,233,280,-47,-16.8,162,169,-7,-4.1
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,386,377,9,2.4,171,176,-5,-2.8,215,202,13,6.4
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,201,181,20,11,94,99,-5,-5.1,107,82,25,30.5
〔雇用者の主な産業別内訳〕／教育，学習支援業,417,436,-19,-4.4,153,176,-23,-13.1,264,261,3,1.1
〔雇用者の主な産業別内訳〕／医療，福祉,833,801,32,4,194,184,10,5.4,639,617,22,3.6
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,637,625,12,1.9,351,366,-15,-4.1,286,259,27,10.4
〔非農林業雇用者の従業者規模別内訳〕／総数,7282,7238,44,0.6,3927,3956,-29,-0.7,3355,3282,73,2.2
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1627,1616,11,0.7,834,877,-43,-4.9,793,739,54,7.3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2208,2197,11,0.5,1196,1199,-3,-0.3,1012,998,14,1.4
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2859,2805,54,1.9,1620,1573,47,3,1239,1232,7,0.6
〔完全失業率（年齢階級別）(%)〕／総数,3.8,3.2,0.6,…,4.5,3.6,0.9,…,2.9,2.8,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.8,4.5,0.3,…,6.3,5.7,0.6,…,3.2,3.5,-0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,5.2,4.6,0.6,…,7.6,5.2,2.4,…,2.5,4,-1.5,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3,2.7,0.3,…,3.1,3.3,-0.2,…,2.8,1.9,0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.7,2.8,0.9,…,4.1,2.4,1.7,…,3.1,3.3,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.7,3,0.7,…,4.3,3.4,0.9,…,2.9,2.5,0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.3,1.9,0.4,…,2.1,2.7,-0.6,…,2.5,0.8,1.7,…
〔就業率（%）〕／総数,64.7,65.4,-0.7,…,72.4,73.5,-1.1,…,57.3,57.6,-0.3,…
〔労働力人口比率(%)〕／総数,67.2,67.6,-0.4,…,75.9,76.2,-0.3,…,59,59.3,-0.3,…
,,,,,,,,,,,,
東京の労働力統計データ（令和３年４～６月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和３年４～６月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
