区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／運輸業，郵便業,382,362,20,5.5,290,271,19,7,91,91,0,0
〔就業者の主な産業別内訳〕／卸売業，小売業,1267,1224,43,3.5,639,618,21,3.4,628,606,22,3.6
〔就業者の主な産業別内訳〕／金融業，保険業,376,369,7,1.9,172,176,-4,-2.3,204,193,11,5.7
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,304,323,-19,-5.9,171,184,-13,-7.1,133,140,-7,-5
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,604,519,85,16.4,357,326,31,9.5,247,192,55,28.6
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,476,490,-14,-2.9,200,218,-18,-8.3,277,271,6,2.2
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,229,264,-35,-13.3,99,124,-25,-20.2,130,140,-10,-7.1
〔就業者の主な産業別内訳〕／教育，学習支援業,472,470,2,0.4,212,192,20,10.4,261,278,-17,-6.1
〔就業者の主な産業別内訳〕／医療，福祉,865,798,67,8.4,206,195,11,5.6,659,603,56,9.3
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,673,697,-24,-3.4,374,417,-43,-10.3,300,280,20,7.1
〔雇用者の主な産業別内訳〕／建設業,311,350,-39,-11.1,246,282,-36,-12.8,66,68,-2,-2.9
〔雇用者の主な産業別内訳〕／製造業,670,685,-15,-2.2,469,487,-18,-3.7,201,198,3,1.5
〔雇用者の主な産業別内訳〕／情報通信業,844,815,29,3.6,584,569,15,2.6,260,246,14,5.7
〔雇用者の主な産業別内訳〕／運輸業，郵便業,351,344,7,2,262,253,9,3.6,89,91,-2,-2.2
〔雇用者の主な産業別内訳〕／卸売業，小売業,1211,1171,40,3.4,606,589,17,2.9,605,583,22,3.8
〔雇用者の主な産業別内訳〕／金融業，保険業,375,368,7,1.9,170,176,-6,-3.4,204,192,12,6.3
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,264,288,-24,-8.3,151,164,-13,-7.9,113,124,-11,-8.9
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,478,386,92,23.8,280,235,45,19.1,199,151,48,31.8
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,419,430,-11,-2.6,170,187,-17,-9.1,248,243,5,2.1
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,174,218,-44,-20.2,75,102,-27,-26.5,98,115,-17,-14.8
〔雇用者の主な産業別内訳〕／教育，学習支援業,436,427,9,2.1,195,178,17,9.6,241,249,-8,-3.2
〔雇用者の主な産業別内訳〕／医療，福祉,817,754,63,8.4,177,166,11,6.6,640,589,51,8.7
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,613,641,-28,-4.4,331,374,-43,-11.5,282,267,15,5.6
〔非農林業雇用者の従業者規模別内訳〕／総数,7419,7345,74,1,3998,4058,-60,-1.5,3422,3287,135,4.1
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1573,1714,-141,-8.2,837,970,-133,-13.7,737,744,-7,-0.9
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2251,2205,46,2.1,1177,1173,4,0.3,1074,1031,43,4.2
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2961,2789,172,6.2,1652,1576,76,4.8,1308,1213,95,7.8
〔完全失業率（年齢階級別）(%)〕／総数,3.1,3.5,-0.4,…,3.5,3.5,0,…,2.5,3.6,-1.1,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.2,5.6,-1.4,…,5.2,6,-0.8,…,3.4,5.2,-1.8,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.4,4.1,-0.7,…,4.3,3.5,0.8,…,2.3,4.8,-2.5,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.8,3.1,-0.3,…,3.1,3.3,-0.2,…,2.4,2.9,-0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.7,2.8,-0.1,…,3.5,2.7,0.8,…,1.7,3.2,-1.5,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.6,3.6,0,…,3.1,3.9,-0.8,…,4.2,3.2,1,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.4,2.7,-0.3,…,2.7,3,-0.3,…,2,1.9,0.1,…
〔就業率（%）〕／総数,65.7,64.5,1.2,…,73.8,74.1,-0.3,…,58.1,55.4,2.7,…
〔労働力人口比率(%)〕／総数,67.8,66.9,0.9,…,76.5,76.7,-0.2,…,59.6,57.5,2.1,…
,,,,,,,,,,,,
東京の労働力統計データ（令和３年７～９月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和３年７～９月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
