区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,245,258,-13,-5,100,97,3,3.1,145,161,-16,-9.9
〔雇用者の主な産業別内訳〕／教育，学習支援業,413,379,34,9,190,185,5,2.7,223,194,29,14.9
〔雇用者の主な産業別内訳〕／医療，福祉,829,845,-16,-1.9,217,206,11,5.3,612,639,-27,-4.2
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,562,619,-57,-9.2,320,354,-34,-9.6,242,265,-23,-8.7
〔非農林業雇用者の従業者規模別内訳〕／総数,7375,7350,25,0.3,4031,3981,50,1.3,3344,3369,-25,-0.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1771,1607,164,10.2,952,831,121,14.6,818,776,42,5.4
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2182,2308,-126,-5.5,1165,1203,-38,-3.2,1017,1105,-88,-8
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2791,2819,-28,-1,1568,1600,-32,-2,1224,1218,6,0.5
〔完全失業率（年齢階級別）(%)〕／総数,2.7,2.6,0.1,…,2.9,3,-0.1,…,2.5,2.1,0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5.5,3.9,1.6,…,8.3,5.5,2.8,…,2.9,2.5,0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.6,3.2,0.4,…,3.9,3.5,0.4,…,3.3,2.9,0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,1.9,2.3,-0.4,…,2.5,2.2,0.3,…,1.1,2.3,-1.2,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.4,1.7,0.7,…,2.1,1.5,0.6,…,2.9,1.9,1,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2,2.8,-0.8,…,1.8,3.7,-1.9,…,2.4,1.5,0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.2,2.6,-0.4,…,2.4,3.9,-1.5,…,2.1,0.6,1.5,…
〔就業率（%）〕／総数,65.4,65,0.4,…,74,73.2,0.8,…,57.2,57.2,0,…
〔労働力人口比率(%)〕／総数,67.3,66.7,0.6,…,76.3,75.4,0.9,…,58.7,58.4,0.3,…
,,,,,,,,,,,,
東京の労働力統計データ（令和３年１～３月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和３年１～３月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
