"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","持家（マンション）","302","16","128","130","20","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","借家（一戸建）","7","1","2","2","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","民間の賃貸マンション・アパート","171","13","64","76","11","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","都営住宅・区営住宅・区立住宅","28","1","16","6","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","1","7","8","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","社宅・公務員宿舎","20","1","13","5","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","6","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","その他","5","0","2","2","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","無回答","6","0","2","1","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","定住意向別","ずっと住み続けていたい","366","22","160","141","25","18"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","定住意向別","当分は住んでいたい","224","9","95","98","18","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","15","15","5","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","定住意向別","近いうちに区外に転居する予定である","9","2","5","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","定住意向別","わからない","14","0","6","6","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-24","Ver202003",,,,,,,,,,
