都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,種別,住所,方書,緯度,経度,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,URL,備考
132098,18,東京都,町田市,こうりん保育園,コウリンホイクエン,認定私立保育所,東京都町田市金森七丁目6-1,,,,,,042-725-7070,,,,社会福祉法人　光琳会,1973-09-01,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,19,東京都,町田市,ひかりの子保育園,ヒカリノコホイクエン,認定私立保育所,東京都町田市木曽西一丁目34-1,,,,,,042-793-6836,,,,社会福祉法人　新生会,1975-05-14,108,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,20,東京都,町田市,赤ちゃんの家保育園,アカチャンノイエホイクエン,認定私立保育所,東京都町田市原町田六丁目27-10,,,,,,042-726-9558,,,,社会福祉法人　愛育会,1976-06-28,87,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,21,東京都,町田市,たかね第二保育園,タカネダイニホイクエン,認定私立保育所,東京都町田市山崎町1540‐3,,,,,,042-793-6736,,,,社会福祉法人　たかね福祉会,1976-06-23,131,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,22,東京都,町田市,町田南保育園,マチダミナミホイクエン,認定私立保育所,東京都町田市金森東四丁目36-8,,,,,,042-796-8147,,,,社会福祉法人　町田南保育園,1976-06-11,109,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,23,東京都,町田市,高ケ坂保育園,コガサカホイクエン,認定私立保育所,東京都町田市高ｹ坂六丁目2-10,,,,,,042-727-2373,,,,社会福祉法人　高技会,1977-05-25,70,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,24,東京都,町田市,花の木保育園,ハナノキホイクエン,認定私立保育所,東京都町田市真光寺三丁目1-6,,,,,,042-734-6113,,,,社会福祉法人　芳美会,1978-06-01,104,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,25,東京都,町田市,町田わかくさ保育園,マチダワカクサホイクエン,認定私立保育所,東京都町田市成瀬七丁目10-7,,,,,,042-728-0288,,,,社会福祉法人　揺藍会,1979-07-03,150,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,26,東京都,町田市,しぜんの国保育園,シゼンノクニホイクエン,認定私立保育所,東京都町田市忠生二丁目5-3,,,,,,042-793-4169,,,,社会福祉法人　東香会,1979-07-03,162,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,27,東京都,町田市,成瀬南野保育園,ナルセミナミノホイクエン,認定私立保育所,東京都町田市成瀬が丘三丁目22-1,,,,,,042-795-2101,,,,社会福祉法人　一穂会,1983-07-19,80,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,28,東京都,町田市,桜台保育園,サクラダイホイクエン,認定私立保育所,東京都町田市小山田桜台一丁目18,,,,,,042-797-5131,,,,社会福祉法人　やすらぎ会,1986-10-24,88,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,29,東京都,町田市,三輪保育園,ミワホイクエン,認定私立保育所,東京都町田市三輪町1720-8,,,,,,044-987-9871,,,,社会福祉法人　三輪愛光会,1990-07-30,8,0歳児,月;火;水;木;金;土,07:00,18:00,,有,,
132098,30,東京都,町田市,ゆうき山保育園,ユウキヤマホイクエン,認定私立保育所,東京都町田市金井町2938-14,,,,,,042-737-7607,,,,社会福祉法人　三泉会,1998-03-31,87,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,31,東京都,町田市,クロ－バ－保育園,クローバーホイクエン,認定私立保育所,東京都町田市相原町3338-1,,,,,,042-782-4401,,,,社会福祉法人　景行会,1999-03-31,84,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,32,東京都,町田市,成瀬くりの家保育園,ナルセクリノイエホイクエン,認定私立保育所,東京都町田市成瀬一丁目5-1,,,,,,042-710-8177,,,,社会福祉法人　東香会,2001-04-05,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,33,東京都,町田市,ねむの木保育園,ネムノキホイクエン,認定私立保育所,東京都町田市金森東三丁目17-25,,,,,,042-706-0733,,,,社会福祉法人　一穂会,2001-04-05,55,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,34,東京都,町田市,こばと保育園,コバトホイクエン,認定私立保育所,東京都町田市金森六丁目37-18,,,,,,042-796-3628,,,,社会福祉法人　飛翔会,2001-08-31,65,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,35,東京都,町田市,玉川さくら保育園,タマガワサクラホイクエン,認定私立保育所,東京都町田市玉川学園三丁目35-48,,,,,,042-725-2166,,,,社会福祉法人　光琳会,2002-03-29,67,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,36,東京都,町田市,三輪あいこう保育園,ミワアイコウホイクエン,認定私立保育所,東京都町田市三輪町82-7,,,,,,044-987-9871,,,,社会福祉法人　三輪愛光会,2002-10-31,84,2歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,37,東京都,町田市,子どもの森保育園,コドモノモリホイクエン,認定私立保育所,東京都町田市常盤町2970-1,,,,,,042-798-7321,,,,社会福祉法人　貴静会,2003-05-23,93,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,38,東京都,町田市,高ケ坂ふたば保育園,コガサカフタバホイクエン,認定私立保育所,東京都町田市高ｹ坂七丁目26番6号,,,,,,042-720-8215,,,,社会福祉法人　高技会,2004-03-31,75,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,39,東京都,町田市,多摩境敬愛保育園,タマサカイケイアイホイクエン,認定私立保育所,東京都町田市小山町4464,,,,,,042-775-1470,,,,社会福祉法人　敬愛学園,2004-03-31,80,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,40,東京都,町田市,光の原保育園,ヒカリノハラホイクエン,認定私立保育所,東京都町田市南町田一丁目3番48号,,,,,,042-788-5381,,,,社会福祉法人　光彩会,2004-03-31,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,41,東京都,町田市,敬愛桃の実保育園,ケイアイモモノミホイクエン,認定私立保育所,東京都町田市小山ｹ丘三丁目28,アパガーデンパレス多摩境2階,,,,,042-770-1113,,,,社会福祉法人　敬愛学園,2005-03-31,30,0歳児～2歳児,月;火;水;木;金;土,07:00,18:00,,無,,
132098,42,東京都,町田市,南つくし野保育園,ミナミツクシノホイクエン,認定私立保育所,東京都町田市南つくし野二丁目17-1,,,,,,042-788-5228,,,,社会福祉法人　龍美,2005-03-31,90,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,43,東京都,町田市,未来保育ＣＬＵＢ,ミライホイククラブ,認定私立保育所,東京都町田市中町一丁目31-4,,,,,,042-729-8228,,,,特定非営利活動法人　サニーサイド,2005-03-31,75,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,44,東京都,町田市,こひつじ保育園　分園,コヒツジホイクエン　ブンエン,認定私立保育所,東京都町田市原町田二丁目18-3,,,,,,042-739-2251,,,,社会福祉法人こひつじ会,2005-04-27,29,1歳児～2歳児,月;火;水;木;金;土,07:00,18:00,,無,,
132098,45,東京都,町田市,東平ひまわり保育園,ヒガシダイラヒマワリホイクエン,認定私立保育所,東京都町田市広袴町543-1,,,,,,042-736-2266,,,,社会福祉法人　明社会,2006-03-31,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,46,東京都,町田市,三輪保育園　分園,ミワホイクエン　ブンエン,認定私立保育所,東京都町田市三輪町1760-3,,,,,,044-988-8287,,,,社会福祉法人　三輪愛光会,2007-06-11,19,1歳児,月;火;水;木;金;土,07:00,18:00,,無,,
132098,47,東京都,町田市,なごみ保育園,ナゴミホイクエン,認定私立保育所,東京都町田市原町田五丁目1-5,,,,,,042-724-0753,,,,社会福祉法人　七五三会,2008-03-31,87,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,48,東京都,町田市,ハッピードリーム鶴間,ハッピードリームツルマ,認定私立保育所,東京都町田市南町田四丁目22-7,,,,,,042-796-3322,,,,社会福祉法人　龍美,2010-03-31,110,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,49,東京都,町田市,井の花保育園,イノハナホイクエン,認定私立保育所,東京都町田市大蔵町530-1,,,,,,042-708-9451,,,,社会福祉法人　三泉会,2010-03-31,53,1歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,50,東京都,町田市,おひさま共同保育園,オヒサマキョウドウホイクエン,認定私立保育所,東京都町田市野津田町498-1,,,,,,042-736-6648,,,,特定非営利活動法人　あおぞら福祉会,2010-03-31,54,1歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,51,東京都,町田市,すずらん保育園,スズランホイクエン,認定私立保育所,東京都町田市木曽東二丁目3-22,,,,,,042-728-0270,,,,社会福祉法人　紫峰会,2010-03-31,50,1歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,52,東京都,町田市,みどりの森保育園,ミドリノモリホイクエン,認定私立保育所,東京都町田市能ヶ谷四丁目7-19,,,,,,042-708-8161,,,,社会福祉法人　飛翔会,2010-04-30,105,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,53,東京都,町田市,サンフィール保育園,サンフィールホイクエン,認定私立保育所,東京都町田市小山町4604-2,,,,,,042-700-8852,,,,社会福祉法人　蓮倫会,2010-06-30,124,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,54,東京都,町田市,小野路保育園　第一分園,オノジダイイチブンエン,認定私立保育所,東京都町田市野津田町1084-1,,,,,,042-708-0231,,,,社会福祉法人　香楓会,2001-05-07,21,0歳児～1歳児,月;火;水;木;金;土,07:00,18:00,,有,,
132098,55,東京都,町田市,ひかりの子保育園　分園,ヒカリノコホイクエン　ブンエン,認定私立保育所,東京都町田市木曽西三丁目9-7,,,,,,042-793-1377,,,,社会福祉法人　新生会,2002-04-10,21,0歳児～2歳児,月;火;水;木;金;土,07:00,18:00,,有,,
132098,56,東京都,町田市,第二わかくさ保育園,ダイニワカクサホイクエン,認定私立保育所,東京都町田市木曽西五丁目1-1,,,,,,042-794-4666,,,,社会福祉法人　揺藍会,2011-03-30,53,1歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,57,東京都,町田市,わかば保育園,ワカバホイクエン,認定私立保育所,東京都町田市本町田2591-20,,,,,,042-726-1007,,,,社会福祉法人　町田福祉サービス協会,2012-03-28,105,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,58,東京都,町田市,森野三丁目保育園,モリノサンチョウメホイクエン,認定私立保育所,東京都町田市森野三丁目11-16,,,,,,042-710-7888,,,,特定非営利活動法人　育児サポートあっぷの会,2012-03-28,66,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,59,東京都,町田市,かえで保育園,カエデホイクエン,認定私立保育所,東京都町田市小山町775,,,,,,042-798-0511,,,,社会福祉法人　香楓会,2012-03-28,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,60,東京都,町田市,もみの木保育園,モミノキホイクエン,認定私立保育所,東京都町田市小山ヶ丘一丁目3-2,,,,,,042-860-0515,,,,社会福祉法人　新生会,2012-03-28,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,61,東京都,町田市,まなざし保育園,マナザシホイクエン,認定私立保育所,東京都町田市根岸一丁目2-3,,,,,,042-793-3216,,,,社会福祉法人　つくし会,2012-03-28,110,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,62,東京都,町田市,光の森保育園,ヒカリノモリホイクエン,認定私立保育所,東京都町田市森野五丁目21-5,,,,,,042-720-8423,,,,社会福祉法人　光彩会,2012-03-28,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,63,東京都,町田市,もりのおがわ保育園,モリノオガワホイクエン,認定私立保育所,東京都町田市小川一丁目11-2,,,,,,042-788-7025,,,,社会福祉法人　貴静会,2013-03-29,120,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,64,東京都,町田市,アスク木曽西保育園,アスクキソニシホイクエン,認定私立保育所,東京都町田市木曽西三丁目18-2,,,,,,042-789-2320,,,,株式会社　日本保育サービス,2013-03-27,60,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,65,東京都,町田市,もりの聖愛保育園,モリノセイアイホイクエン,認定私立保育所,東京都町田市森野四丁目8-10,,,,,,042-722-0352,,,,社会福祉法人　やすらぎ会,2014-03-28,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,66,東京都,町田市,本町田わかくさ保育園,ホンマチダワカクサホイクエン,認定私立保育所,東京都町田市本町田29-8,,,,,,042-723-2789,,,,社会福祉法人　揺藍会,2014-03-28,70,1歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,67,東京都,町田市,東平しらゆり保育園,ヒガシダイラシラユリホイクエン,認定私立保育所,東京都町田市広袴町542,,,,,,042-736-2276,,,,社会福祉法人　明社会,2014-03-28,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,68,東京都,町田市,こびとのもり保育園,コビトノモリホイクエン,認定私立保育所,東京都町田市小川六丁目1-32,,,,,,042-850-5423,,,,社会福祉法人　貴静会,2014-03-28,96,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,69,東京都,町田市,レイモンド南町田保育園,レイモンドミナミマチダホイクエン,認定私立保育所,東京都町田市鶴間八丁目4-30,クレインドビル1F,,,,,042-706-9641,,,,社会福祉法人　檸檬会,2014-03-28,60,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,70,東京都,町田市,なごみ第二保育園,ナゴミダイニホイクエン,認定私立保育所,東京都町田市原町田三丁目19-6,,,,,,042-724-0753,,,,社会福祉法人　七五三会,2014-09-24,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,71,東京都,町田市,太陽の子町田駅前保育園,タイヨウノコマチダエキマエホイクエン,認定私立保育所,東京都町田市原町田六丁目17-8,クオーレ1階,,,,,03-5956-3327,,,,HITOWAキッズライフ　株式会社,2014-09-24,39,0歳児～2歳児,月;火;水;木;金;土,07:00,18:00,,無,,
132098,72,東京都,町田市,こっこのもり保育園,コッコノモリホイクエン,認定私立保育所,東京都町田市常盤町3028-3,,,,,,042-797-0611,,,,学校法人　常盤学園,2013-03-28,37,0歳児～2歳児,月;火;水;木;金;土,07:00,18:00,,無,,
132098,73,東京都,町田市,開進こども保育園,カイシンコドモホイクエン,認定私立保育所,東京都町田市本町田3350-38,,,,,,042-725-7851,,,,学校法人　湯目学園,2014-03-20,50,0歳児～2歳児,月;火;水;木;金;土,07:30,18:30,,無,,
132098,74,東京都,町田市,カナリヤ保育園,カナリヤホイクエン,認定私立保育所,東京都町田市山崎町2130,,,,,,042-791-2290,,,,学校法人　福川学園,2015-04-01,33,0歳児～2歳児,月;火;水;木;金;土,07:30,18:30,,無,,
132098,75,東京都,町田市,ぽっぽの森保育園,ポッポノモリホイクエン,認定私立保育所,東京都町田市大蔵町410,,,,,,042-860-1515,,,,特定非営利活動法人　はとぽっぽ,2015-04-01,81,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,76,東京都,町田市,町田わかくさ保育園　分園,マチダワカクサホイクエン　ブンエン,認定私立保育所,東京都町田市南成瀬一丁目8-7,成和ビル1F,,,,,042-728-0288,,,,社会福祉法人　揺藍会,2015-04-01,15,1歳児,月;火;水;木;金;土,07:00,18:00,,有,,
132098,77,東京都,町田市,子どもの森保育園　分園,コドモノモリホイクエンブンエン,認定私立保育所,東京都町田市小山町1016,,,,,,042-798-0603,,,,社会福祉法人　貴静会,2003-04-01,12,0歳児,月;火;水;木;金;土,07:00,18:00,,有,,
132098,78,東京都,町田市,かりん保育園,カリンホイクエン,認定私立保育所,東京都町田市小山ヶ丘一丁目10-2,,,,,,042-798-7321,,,,社会福祉法人　貴静会,2016-10-01,70,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,79,東京都,町田市,サンフィール保育園分園,サンフィールホイクエンブンエン,認定私立保育所,東京都町田市小山町3166-1,,,,,,042-775-6300,,,,社会福祉法人　蓮倫会,2015-04-01,16,1歳児～2歳児,月;火;水;木;金;土,07:00,18:00,,有,,
132098,80,東京都,町田市,（仮）まちっこ保育園,マチッコホイクエン,認定私立保育所,東京都町田市南大谷1399-1外,,,,,,042-708-8161,,,,社会福祉法人　飛翔会,2015-04-01,60,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,81,東京都,町田市,（仮）ハッピーアネックス,ハッピーアネックス,認定私立保育所,東京都町田市鶴間353-1外,,,,,,042-796-3322,,,,社会福祉法人　龍美,2015-04-01,26,0歳児～2歳児,月;火;水;木;金;土,07:00,18:00,,無,,
132098,82,東京都,町田市,鶴川平和台幼稚園,ツルカワヘイワダイヨウチエン,私立幼稚園,東京都町田市能ヶ谷六丁目41-1,,,,,,042-735-4918,,,,神藏　良実,1973-年3-月27日,105,3歳児～小学校就学前,月;火;水;木;金,09:00,16:30,,無,,
132098,83,東京都,町田市,鶴間幼稚園,ツルマヨウチエン,私立幼稚園,東京都町田市南町田二丁目12-1,,,,,,042-795-1450,,,,細野　和世,1970-年2-月9日,280,3歳児～小学校就学前,月;火;水;木;金,07:45,17:00,,無,,
132098,84,東京都,町田市,成瀬台幼稚園,ナルセダイヨウチエン,私立幼稚園,東京都町田市成瀬台二丁目2-12,,,,,,042-726-9123,,,,八木　和子,1976-年3-月31日,180,3歳児～小学校就学前,月;火;水;木;金,08:00,18:00,,無,,
132098,85,東京都,町田市,南ヶ丘幼稚園,ミナミガオカヨウチエン,私立幼稚園,東京都町田市小川六丁目2-1,,,,,,042-795-0057,,,,細野　一郎,1965-年1-月25日,240,3歳児～小学校就学前,月;火;水;木;金,09:30,17:00,,無,,
132098,86,東京都,町田市,山ゆり幼稚園,ヤマユリヨウチエン,私立幼稚園,東京都町田市本町田3450,,,,,,042-723-2474,,,,足立　健次,1968-年1-0月16日,240,3歳児～小学校就学前,月;火;水;木;金,07:30,18:30,,無,,
132098,87,東京都,町田市,原町田幼稚園,ハラマチダヨウチエン,私立幼稚園,東京都町田市原町田三丁目9-16,,,,,,042-722-2454,,,,宗教法人　日本基督教団原町田教会,1948-年1-月31日,100,3歳児～小学校就学前,月;火;水;木;金,08:00,17:30,,無,,
132098,88,東京都,町田市,（仮）町田ひまわり幼稚園,マチダヒマワリヨウチエン,私立幼稚園,東京都町田市金森一丁目8-26,,,,,,042-726-1207,,,,学校法人　たけお学園,1954-年1-0月15日,140,3歳児～小学校就学前,月;火;水;木;金,07:30,18:00,,無,,
132098,89,東京都,町田市,幼保連携型認定こども園　町田自然幼稚園,マチダシゼンヨウチエン,認定こども園（幼保連携型）,東京都町田市忠生二丁目7-5,,,,,,042-791-0015,,,,学校法人　正和学園,2015-年3-月31日,400,1歳児～小学校就学前,月;火;水;木;金;土,07:00,19:00,,有,,
132098,90,東京都,町田市,幼保連携型認定こども園さふらん,サフラン,認定こども園（幼保連携型）,東京都町田市本町田2441,,,,,,042-791-0036,,,,学校法人　松本学園,2015-年3-月31日,268,1歳児～小学校就学前,月;火;水;木;金;土,07:30,18:30,,無,,
132098,91,東京都,町田市,子どもの森こども園,コドモノモリコドモエン,認定こども園（幼稚園型）,東京都町田市常盤町3031-2,,,,,,042-797-7631,,,,学校法人　常盤学園,2015-年4-月1日,380,3歳児～小学校就学前,月;火;水;木;金;土,07:00,19:00,,有,,
132098,92,東京都,町田市,玉川中央幼稚園,タマガワチュウオウヨウチエン,認定こども園（幼稚園型）,東京都町田市玉川学園二丁目3-27,,,,,,042-725-8446,,,,学校法人　玉林学園,2014-年4-月1日,140,3歳児～小学校就学前,月;火;水;木;金;土,07:00,19:00,,無,,
132098,93,東京都,町田市,開進認定こども園,カイシンニンテイコドモエン,認定こども園（幼稚園型）,東京都町田市本町田3350-24,,,,,,042-725-7851,,,,学校法人　湯目学園,2015-年4-月1日,290,3歳児～小学校就学前,月;火;水;木;金;土,07:30,18:30,,無,,
132098,94,東京都,町田市,光認定こども園,ヒカリニンテイコドモエン,認定こども園（幼稚園型）,東京都町田市金森三丁目41-1,,,,,,042-796-1912,,,,佐藤　光平,2014-年4-月1日,420,3歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,95,東京都,町田市,認定こども園　正和幼稚園,セイワヨウチエン,認定こども園（幼稚園型）,東京都町田市山崎町2261-1,,,,,,042-791-2746,,,,学校法人　正和学園,2015-年4-月1日,228,2歳児～小学校就学前,月;火;水;木;金;土,07:30,18:30,,有,,
132098,96,東京都,町田市,カナリヤこども園,カナリヤコドモエン,認定こども園（幼稚園型）,東京都町田市山崎町2088-1,,,,,,042-791-2290,,,,学校法人　福川学園,2016-年4-月1日,400,3歳児～小学校就学前,月;火;水;木;金;土,07:30,18:30,,無,,
132098,97,東京都,町田市,認定こども園　高ヶ坂こども園,コウガサカコドモエン,認定こども園（幼稚園型）,東京都町田市高ヶ坂五丁目6-19,,,,,,042-728-0321,,,,学校法人　矢口学園,2017-年4-月1日,435,2歳児～小学校就学前,月;火;水;木;金;土,07:30,18:30,,有,,
132098,98,東京都,町田市,（仮）認定こども園 鶴川シオン幼稚園,ツルカワシオンヨウチエン,認定こども園（幼稚園型）,東京都町田市大蔵町2216,,,,,,042-735-3136,,,,学校法人　鶴川学院,2018-年4-月1日,160,1歳児～小学校就学前,月;火;水;木;金;土,07:30,18:30,,無,,
