事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,"J 金融業,保険業",平成30,2018,10月,19.8,163.1,143.8,19.3,15.9,105.2,103.5,1.7
30人以上,"J 金融業,保険業",平成30,2018,11月,19.8,164.4,144.9,19.5,15.8,103.6,101.8,1.8
30人以上,"J 金融業,保険業",平成30,2018,12月,18,148.3,131.6,16.7,14.7,95.1,93.4,1.7
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19.4,161.2,147.5,13.7,17.3,92,89,3
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19.4,160.9,146.9,14,16.8,91.5,88.3,3.2
30人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,19.5,164,147.5,16.5,15.7,84.7,80.8,3.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,19.5,163.5,147.6,15.9,15,84.7,80.9,3.8
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,19.5,163.5,148.6,14.9,15.4,85.1,83.1,2
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,19.2,162.7,146.2,16.5,15.1,79.1,78,1.1
30人以上,"K 不動産業,物品賃貸業",平成30,2018,1月,17.7,151.6,137,14.6,13.9,73.8,72.3,1.5
30人以上,"K 不動産業,物品賃貸業",平成30,2018,2月,18.3,155.4,140.1,15.3,14.9,78.4,77,1.4
30人以上,"K 不動産業,物品賃貸業",平成30,2018,3月,19.3,164.2,146.6,17.6,14.8,78.4,76.9,1.5
30人以上,"K 不動産業,物品賃貸業",平成30,2018,4月,19.8,169.1,150.8,18.3,15.5,81.9,80.5,1.4
30人以上,"K 不動産業,物品賃貸業",平成30,2018,5月,19.3,163.3,145.6,17.7,15.2,79.8,78.8,1
30人以上,"K 不動産業,物品賃貸業",平成30,2018,6月,20.1,168.4,151.6,16.8,15.6,81.5,80.5,1
30人以上,"K 不動産業,物品賃貸業",平成30,2018,7月,20,168,152,16,15.6,82,80.8,1.2
30人以上,"K 不動産業,物品賃貸業",平成30,2018,8月,19.6,163.9,148.6,15.3,15.4,80.6,79.7,0.9
30人以上,"K 不動産業,物品賃貸業",平成30,2018,9月,18.3,154.9,140.5,14.4,15,78.2,77.5,0.7
30人以上,"K 不動産業,物品賃貸業",平成30,2018,10月,19.4,163.8,146.6,17.2,14.9,78,77.1,0.9
30人以上,"K 不動産業,物品賃貸業",平成30,2018,11月,20.1,169.1,151.1,18,15.6,81.2,80.3,0.9
30人以上,"K 不動産業,物品賃貸業",平成30,2018,12月,18.9,159,142.9,16.1,14.7,75.5,74.7,0.8
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.8,171.5,148,23.5,14.5,102.2,99.1,3.1
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.7,170.9,147,23.9,14.7,105,101.1,3.9
30人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,18.8,158.3,140.1,18.2,13,89.6,86.6,3
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.9,156.9,139.4,17.5,13.3,92.4,90.1,2.3
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,18.9,159.2,141.1,18.1,14.6,108.7,103.7,5
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,19,160.7,143.5,17.2,11.6,77.5,75.2,2.3
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,1月,17.2,144.2,129.9,14.3,11.1,74.3,71.6,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,2月,18.1,152.6,136.3,16.3,11.6,78.9,76.2,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,3月,18.8,161.2,142.5,18.7,12.3,82.7,79.5,3.2
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,4月,19.2,162.4,143.9,18.5,11.5,77.6,74.9,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,5月,19.1,162.5,144.1,18.4,11.6,78.7,76,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,6月,20,169,150.7,18.3,12.3,82.8,80.6,2.2
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,7月,19.9,166.3,149.7,16.6,12.4,81.6,79.5,2.1
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,8月,19.7,165.8,148.1,17.7,11.7,77.5,75.8,1.7
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,9月,18.1,152.5,137.4,15.1,10.9,73,71.3,1.7
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,10月,19.4,161.8,145.1,16.7,11.2,72.9,71,1.9
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,11月,20.5,171.4,153.2,18.2,11.7,76.5,74.6,1.9
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,12月,18.6,157,140,17,11,73.7,71.7,2
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,年平均,20.7,180.3,163,17.3,14.8,84.2,81.5,2.7
30人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,20.7,176.8,158.8,18,14.6,85.4,82.9,2.5
30人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,20.8,178.4,163.8,14.6,13.3,75.7,73.2,2.5
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,20.8,178.6,163,15.6,13.2,76.7,74.2,2.5
30人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,20.4,178.3,158.2,20.1,13.5,77.8,75.4,2.4
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,20.2,178.9,160.5,18.4,13.3,77.8,74.9,2.9
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,1月,19.8,175.6,157.2,18.4,13.1,76.8,74,2.8
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,2月,19.9,174.1,157.3,16.8,12.4,72.5,70.1,2.4
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,3月,19.9,178.3,160.6,17.7,13.4,79.5,76.5,3
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,4月,20.4,181.1,162.6,18.5,13.3,78.6,75.6,3
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,5月,20.3,177.8,161.8,16,13.2,76.8,74,2.8
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,6月,20.7,180.8,164.2,16.6,13.7,80.2,77.3,2.9
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,7月,19.8,174.2,157.4,16.8,13.6,80.1,77,3.1
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,8月,20.2,179.1,161.9,17.2,13.6,81.8,78.4,3.4
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,9月,20.2,177.9,160.9,17,12.9,75.8,72.9,2.9
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,10月,20.2,183.3,159.6,23.7,13.6,78.6,75.6,3
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,11月,20.7,187.6,164.1,23.5,13.1,75.8,72.9,2.9
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,12月,20.1,177.4,158.4,19,13.3,77.9,74.7,3.2
30人以上,"N 生活関連サービス業,娯楽業",平成25,2013,年平均,19.4,158.5,148.2,10.3,14.8,99.4,95.3,4.1
30人以上,"N 生活関連サービス業,娯楽業",平成26,2014,年平均,19.2,160.3,149.2,11.1,14.9,99.5,94.9,4.6
30人以上,"N 生活関連サービス業,娯楽業",平成27,2015,年平均,20,166.3,151.4,14.9,13.9,88.8,85.4,3.4
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,年平均,20.3,164.1,154.2,9.9,14.3,94.7,93.1,1.6
30人以上,"N 生活関連サービス業,娯楽業",平成29,2017,年平均,20.3,168.9,155.6,13.3,13.4,87.1,85.8,1.3
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,20,169,151.6,17.4,12.6,77.5,75.5,2
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,1月,19,171.1,152.7,18.4,12.6,73.8,72.1,1.7
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,2月,19.1,164.2,146.3,17.9,11.5,72.5,70.8,1.7
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,3月,20.1,170.3,150.9,19.4,12,78.9,77.1,1.8
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,4月,20.8,177.3,156.8,20.5,12.8,81.4,79.3,2.1
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,5月,20.7,172,153.9,18.1,13.3,82.1,79.5,2.6
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,6月,20.4,171.9,155.2,16.7,13.1,80.6,78.6,2
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,7月,20.2,170.8,153.5,17.3,13.3,80.7,78.7,2
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,8月,20.5,171.7,155.2,16.5,12.9,79.7,77.9,1.8
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,9月,19.1,158.7,142.7,16,12.2,74.4,72.5,1.9
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,10月,20.7,173.2,155.7,17.5,12.7,76.2,74.2,2
