事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
100～499人,平成30,2018,年平均,18.3,18.8,17.6,147.7,156.4,133.7,135.3,141.5,125.3,12.4,14.9,8.4
100～499人,平成30,2018,1月,17.2,17.6,16.6,139,146.9,125.9,127.2,132.7,118.1,11.8,14.2,7.8
100～499人,平成30,2018,2月,17.5,18,16.7,141.2,150.3,126.4,129,135.4,118.5,12.2,14.9,7.9
100～499人,平成30,2018,3月,18.3,18.8,17.4,147.9,157.3,132.8,134.7,141.4,124,13.2,15.9,8.8
100～499人,平成30,2018,4月,18.5,18.9,17.9,149.2,157.8,135.3,136.4,142.6,126.5,12.8,15.2,8.8
100～499人,平成30,2018,5月,18.3,18.7,17.8,148.2,155.8,135.5,135.4,140.6,126.8,12.8,15.2,8.7
100～499人,平成30,2018,6月,19.1,19.5,18.4,153.8,162.1,140.4,141.1,147,131.7,12.7,15.1,8.7
100～499人,平成30,2018,7月,19,19.5,18.2,152.4,161.2,138.3,140.1,146.6,129.7,12.3,14.6,8.6
100～499人,平成30,2018,8月,18.5,18.9,17.9,148.7,156.8,135.7,137.1,142.8,127.9,11.6,14,7.8
100～499人,平成30,2018,9月,17.7,18.2,16.9,142.4,151.1,128.6,130.8,137.1,120.8,11.6,14,7.8
100～499人,平成30,2018,10月,18.7,19.3,17.9,150.4,159.3,136.4,137.7,144.1,127.7,12.7,15.2,8.7
100～499人,平成30,2018,11月,19.2,19.8,18.2,154.8,164.9,138.3,141.7,149.1,129.7,13.1,15.8,8.6
100～499人,平成30,2018,12月,18.1,18.6,17.2,145,154,130.5,132.5,139,122.1,12.5,15,8.4
500人以上,平成25,2013,年平均,18.5,18.9,17.8,151.2,157.4,139.7,136.7,141.1,128.6,14.5,16.3,11.1
500人以上,平成26,2014,年平均,18.6,18.9,18,150.9,157,140,136.4,140.5,129,14.5,16.5,11
500人以上,平成27,2015,年平均,18.3,18.6,17.6,150.2,157.2,138.3,135,139.5,127.4,15.2,17.7,10.9
500人以上,平成28,2016,年平均,18.3,18.6,17.6,149.5,156.7,137.8,134.9,139.8,127,14.6,16.9,10.8
500人以上,平成29,2017,年平均,18.3,18.7,17.7,149.9,157,138.1,136,140.9,127.8,13.9,16.1,10.3
500人以上,平成30,2018,年平均,18.4,18.8,17.7,150.5,157.3,139.8,137.3,142.2,129.6,13.2,15.1,10.2
500人以上,平成30,2018,1月,17.4,17.8,16.8,142.6,148.9,132.5,130,134.5,122.8,12.6,14.4,9.7
500人以上,平成30,2018,2月,17.3,17.7,16.7,142.8,149.2,132.3,129.7,134.2,122.3,13.1,15,10
500人以上,平成30,2018,3月,18.4,18.9,17.7,151.1,158.2,139.5,137.2,142.5,128.6,13.9,15.7,10.9
500人以上,平成30,2018,4月,18.7,19.2,18,153.9,160.9,142.7,140,145.1,131.8,13.9,15.8,10.9
500人以上,平成30,2018,5月,18.6,19,18,152.2,158.7,141.7,138.6,143.2,131.2,13.6,15.5,10.5
500人以上,平成30,2018,6月,19,19.4,18.3,154.9,161.7,144,141.5,146.4,133.6,13.4,15.3,10.4
500人以上,平成30,2018,7月,19.1,19.6,18.4,155.9,163,144.7,142.7,148,134.5,13.2,15,10.2
500人以上,平成30,2018,8月,18.9,19.3,18.3,154.6,160.9,144.8,141.7,146.1,134.9,12.9,14.8,9.9
500人以上,平成30,2018,9月,17.3,17.7,16.8,141.4,147.3,132.2,129.4,133.5,123,12,13.8,9.2
500人以上,平成30,2018,10月,18.7,19.1,18.1,152.5,159,142.3,139.2,143.7,132.2,13.3,15.3,10.1
500人以上,平成30,2018,11月,19.2,19.8,18.3,157.1,165.2,144.4,143.3,149.3,133.8,13.8,15.9,10.6
500人以上,平成30,2018,12月,18,18.5,17.3,147.3,154.3,136.6,134.2,139.3,126.3,13.1,15,10.3
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成30年年報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間（調査産業計）,,,,,,,,,,,,,,,
