事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成28,2016,年平均（前年比（％））,0.1,1.2,0.6,6.5,0.9,1.1,0.4,-0.8,0.5,2.5,-4.9,-8,4.9,-1.1,1.6,-2.1
５人以上,平成29,2017,年平均（前年比（％））,0.3,0.3,1.1,-1.9,0,0,2.3,1.8,-0.2,-1.6,0.2,-0.8,-1.7,2.3,-2.7,-2.7
５人以上,平成30,2018,年平均（前年比（％））,-1.4,-2.6,-2.3,9.6,0.1,-3.9,5,-0.4,0.6,1.3,-2.1,1.3,-4.5,-2.9,12,-1.8
５人以上,平成30,2018,1月（前年同月比（％））,-2.8,-5.7,-4.2,19.3,-2.2,-1.7,2.5,0.6,0.3,-1.8,1.1,-4.4,-8.5,-1.9,13.6,-1.9
５人以上,平成30,2018,2月（前年同月比（％））,-3.5,-6.4,-3.4,14.1,-0.9,-6,2.2,0.1,-5.3,-2,-2.2,-5.4,-8.7,-3.2,17.3,-2.9
５人以上,平成30,2018,3月（前年同月比（％））,-1.8,-6.3,-3,16.1,1.3,-2.7,4.9,0.6,2.6,-2.4,0.2,-1.3,-7.4,-2.5,19.8,-2.4
５人以上,平成30,2018,4月（前年同月比（％））,-1.1,-3.2,-1.1,1.7,0.3,-2,5.1,2.4,3.3,-0.1,1.7,-2.7,-7.3,-4.1,5.1,-1
５人以上,平成30,2018,5月（前年同月比（％））,0,2.8,-3.2,13.7,3,-5.1,5.5,4.5,9.5,3.4,3,2.9,-6.5,-2.7,13.3,-2.9
５人以上,平成30,2018,6月（前年同月比（％））,-1,-1.3,-3,ｘ,-1.6,-1.9,6.1,-0.4,0.3,1,-1.6,3.7,-3.7,-1.8,12,0.6
５人以上,平成30,2018,7月（前年同月比（％））,-1.5,-2.2,-1,3.3,-1.5,-4.2,5.1,-1.4,2.6,2.1,-7.7,3.5,-2,-3.6,12,-1.8
５人以上,平成30,2018,8月（前年同月比（％））,-1.3,-1.6,-0.5,ｘ,0.2,-3.6,5.9,-3.4,0.7,2.1,-5.6,5.3,-4,-3.2,14.2,-3
５人以上,平成30,2018,9月（前年同月比（％））,-1.5,-3.6,-1.6,ｘ,-0.9,-4.4,5.8,-2.7,-1.8,1.5,-2.8,2.2,-2.7,-0.5,6.7,-3.6
５人以上,平成30,2018,10月（前年同月比（％））,-1.4,-4.3,-2.9,ｘ,0.8,-5.3,5.9,-1.5,-0.8,2.4,-4.9,-0.1,-3.6,-4.9,9,-0.7
５人以上,平成30,2018,11月（前年同月比（％））,-0.3,1.3,-0.9,9.5,0.2,-5.1,5.3,-0.8,-2.3,4.5,-2.4,8.4,0.3,-3.7,12.6,-1.5
５人以上,平成30,2018,12月（前年同月比（％））,0.2,0.4,-1.2,16.9,3.5,-3.7,5.5,-1.9,-1.1,4.6,-4.1,4.2,0.7,-1.8,9.4,0.6
30人以上,平成25,2013,年平均,104.2,106,103,108.9,108.8,102.1,102.4,100.2,95.6,106.1,113,113.6,107,108.2,97.8,99.4
30人以上,平成26,2014,年平均,100.8,100.6,100.8,100.4,101.4,101.6,99.7,100.3,98.1,100,104.1,109.3,99.4,102.4,97.8,100.9
30人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,99.8,99.7,99.9,107,100.5,101.2,99,99.2,100.7,101.6,102.2,86.8,102,97.3,104.1,98.6
30人以上,平成29,2017,年平均,100,101,100.8,107.8,101.2,101,102.3,98,103.4,98.2,98.9,84.5,101.9,98.3,99.5,95.9
30人以上,平成30,2018,年平均,99.3,94.5,99.7,114.8,101.3,95.8,108.3,100.6,103.6,98.3,103.9,90.8,97.8,100.1,112.5,94.7
30人以上,平成30,2018,1月,97.1,89,97.3,122.5,100.2,97,105.7,98.7,99.7,95.6,100.7,83.8,94.7,97.2,126.1,93.5
30人以上,平成30,2018,2月,97.5,91.6,99.6,118.3,99.9,93.8,105.2,99.7,106.4,95.4,101.1,80.2,95.5,99.4,128.2,92.7
30人以上,平成30,2018,3月,99.6,89.9,99.2,122,103,96.6,108.5,101.1,107.4,96.8,103.3,87.8,98,102.2,130.8,94.4
30人以上,平成30,2018,4月,100.9,96.7,102.2,109.6,103.1,98.5,109.3,104.8,106,99.8,102.7,88.2,97.9,101.7,103.7,94.5
30人以上,平成30,2018,5月,99.3,98.1,98.1,114.3,101.1,90.2,108.4,103.1,106.7,99.1,105.5,94,96.4,102,110.5,93.9
30人以上,平成30,2018,6月,99.9,95.3,99,ｘ,100.6,97.6,109.5,101.7,105.3,99.7,107.9,98.2,95.5,99.8,109.1,95.7
30人以上,平成30,2018,7月,100,94.5,101,109.8,101.7,95.9,109.3,100.5,102.6,99.5,103.9,96.4,99,100.3,110.3,95.7
30人以上,平成30,2018,8月,98.9,93.7,101.2,ｘ,99.7,95.5,107.8,100.4,102.5,97.7,103.8,94.1,97.5,100.5,110.3,94
30人以上,平成30,2018,9月,98.9,94.9,99.8,ｘ,100.5,95.3,108.8,97.8,102.1,97.3,104.6,91.8,100,101.6,98.9,93.2
30人以上,平成30,2018,10月,99.4,95,99.4,ｘ,100.2,95.5,108.8,99.5,101.7,98.8,106.4,91.7,99.1,99.7,107.7,95.8
30人以上,平成30,2018,11月,100.1,98.7,101.1,115.4,102.4,96.1,108.9,100.7,101.5,98.8,104.5,91.7,100.8,99.2,108.6,95.3
30人以上,平成30,2018,12月,99.8,95.8,98.7,111.5,102.8,96.9,108.6,98.8,100.8,101.2,103.4,92.3,99.4,98,106.3,97
30人以上,平成26,2014,年平均（前年比（％））,-3.3,-5.1,-2.2,-8,-6.9,-0.5,-2.8,0.1,2.5,-6,-7.9,-3.9,-7.2,-5.4,-0.2,1.5
30人以上,平成27,2015,年平均（前年比（％））,-0.8,-0.6,-0.8,-0.2,-1.4,-1.6,0.3,-0.4,2,0.2,-4,-8.6,0.7,-2.2,2.3,-1
30人以上,平成28,2016,年平均（前年比（％））,-0.1,-0.2,0,7,0.5,1.4,-0.8,-0.6,0.8,1.7,2.3,-13.1,2,-2.7,4.2,-1.3
30人以上,平成29,2017,年平均（前年比（％））,0.2,1.3,0.9,0.7,0.7,-0.2,3.3,-1.2,2.7,-3.3,-3.2,-2.6,-0.1,1,-4.4,-2.7
30人以上,平成30,2018,年平均（前年比（％））,-0.7,-6.4,-1.1,6.5,0.1,-5.1,5.9,2.7,0.2,0.1,5.1,7.5,-4,1.8,13.1,-1.3
30人以上,平成30,2018,1月（前年同月比（％））,-2.7,-9.8,-4,14.2,-1.7,-2,3.3,-0.7,0.2,-2.6,4.2,-4.2,-7.8,1.4,29.3,-1.1
30人以上,平成30,2018,2月（前年同月比（％））,-3.1,-11.1,-2.4,8.8,-0.7,-6.1,2.6,1.3,-6.4,-3.7,-0.1,-2.3,-7.5,0.4,31.4,-2.5
30人以上,平成30,2018,3月（前年同月比（％））,-1.3,-13.6,-2.6,10.3,1.9,-3.1,6.1,1.5,1.9,-4.8,5.8,3.3,-6.1,2.5,25.9,-2.2
30人以上,平成30,2018,4月（前年同月比（％））,-0.4,-7.5,-0.1,-3.4,0.9,-2.5,6.6,4.6,1.9,-1.5,1.4,0.5,-7.2,0.3,3,0.4
30人以上,平成30,2018,5月（前年同月比（％））,0.6,0.5,-2.7,9.4,3.8,-6.2,7.5,6.5,9.1,1.4,5.4,11.8,-6.3,2.3,10.5,-2.6
30人以上,平成30,2018,6月（前年同月比（％））,0.1,-5.4,-2,ｘ,-1.6,-2.4,6.8,5.4,3.5,-0.1,4.7,13,-2.5,2.7,10.4,1.6
30人以上,平成30,2018,7月（前年同月比（％））,-0.9,-6.2,1.2,1.2,-2.3,-6.5,5.5,2.3,-0.8,0.9,3,16.8,-2.9,1.3,9.9,-1.7
30人以上,平成30,2018,8月（前年同月比（％））,-0.6,-5.9,1.7,ｘ,0,-5.7,5.6,1.2,-0.7,0.4,6.4,15.5,-4,2.4,10.2,-2.7
30人以上,平成30,2018,9月（前年同月比（％））,-0.7,-5.9,0.6,ｘ,-2.2,-6.2,6.6,2,-1.1,0.6,6.1,8.8,-2.9,6.4,0.6,-3.7
30人以上,平成30,2018,10月（前年同月比（％））,-0.7,-8.9,-1.7,ｘ,0,-7.9,6.5,2.5,-0.8,1.8,10.9,5,-3.6,-0.7,7.9,-0.5
30人以上,平成30,2018,11月（前年同月比（％））,0.1,-1,-0.2,7.3,-0.4,-7.3,5.4,3,-1.9,4.2,8.4,13.9,0.9,1.1,9.7,-1.9
30人以上,平成30,2018,12月（前年同月比（％））,1.6,-2.3,-0.3,16.4,3.6,-6.3,7.5,2.9,-1.4,5.4,6.9,9.1,2.6,3.2,9.4,1.3
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成30年年報,,,,,,,,,,,,,,,,,,,
第17表　実質賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
実質賃金指数（きまって支給する給与）＝ 名目賃金指数（きまって支給する給与）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,
